dataset,frame,time_ps,pyrene,cutoff_nm,waterO_count
frozen,96,92.0,4,0.35,10
frozen,96,92.0,4,0.5,35
frozen,97,92.5,1,0.35,8
frozen,97,92.5,1,0.5,29
frozen,97,92.5,2,0.35,6
frozen,97,92.5,2,0.5,21
frozen,97,92.5,3,0.35,2
frozen,97,92.5,3,0.5,27
frozen,97,92.5,4,0.35,8
frozen,97,92.5,4,0.5,32
frozen,98,93.0,1,0.35,3
frozen,98,93.0,1,0.5,31
frozen,98,93.0,2,0.35,7
frozen,98,93.0,2,0.5,20
frozen,98,93.0,3,0.35,4
frozen,98,93.0,3,0.5,29
frozen,98,93.0,4,0.35,8
frozen,98,93.0,4,0.5,33
frozen,99,93.5,1,0.35,6
frozen,99,93.5,1,0.5,31
frozen,99,93.5,2,0.35,5
frozen,99,93.5,2,0.5,21
frozen,99,93.5,3,0.35,5
frozen,99,93.5,3,0.5,32
frozen,99,93.5,4,0.35,6
frozen,99,93.5,4,0.5,35
frozen,100,94.0,1,0.35,7
frozen,100,94.0,1,0.5,28
frozen,100,94.0,2,0.35,3
frozen,100,94.0,2,0.5,22
frozen,100,94.0,3,0.35,5
frozen,100,94.0,3,0.5,30
frozen,100,94.0,4,0.35,7
frozen,100,94.0,4,0.5,34
frozen,101,94.5,1,0.35,2
frozen,101,94.5,1,0.5,27
frozen,101,94.5,2,0.35,7
frozen,101,94.5,2,0.5,24
frozen,101,94.5,3,0.35,4
frozen,101,94.5,3,0.5,32
frozen,101,94.5,4,0.35,6
frozen,101,94.5,4,0.5,30
frozen,102,95.0,1,0.35,6
frozen,102,95.0,1,0.5,29
frozen,102,95.0,2,0.35,3
frozen,102,95.0,2,0.5,24
frozen,102,95.0,3,0.35,3
frozen,102,95.0,3,0.5,29
frozen,102,95.0,4,0.35,7
frozen,102,95.0,4,0.5,33
frozen,103,95.5,1,0.35,5
frozen,103,95.5,1,0.5,29
frozen,103,95.5,2,0.35,7
frozen,103,95.5,2,0.5,25
frozen,103,95.5,3,0.35,8
frozen,103,95.5,3,0.5,28
frozen,103,95.5,4,0.35,5
frozen,103,95.5,4,0.5,32
frozen,104,96.0,1,0.35,3
frozen,104,96.0,1,0.5,29
frozen,104,96.0,2,0.35,5
frozen,104,96.0,2,0.5,26
frozen,104,96.0,3,0.35,5
frozen,104,96.0,3,0.5,26
frozen,104,96.0,4,0.35,7
frozen,104,96.0,4,0.5,35
frozen,105,96.5,1,0.35,5
frozen,105,96.5,1,0.5,31
frozen,105,96.5,2,0.35,6
frozen,105,96.5,2,0.5,27
frozen,105,96.5,3,0.35,10
frozen,105,96.5,3,0.5,32
frozen,105,96.5,4,0.35,6
frozen,105,96.5,4,0.5,34
frozen,106,97.0,1,0.35,6
frozen,106,97.0,1,0.5,28
frozen,106,97.0,2,0.35,6
frozen,106,97.0,2,0.5,28
frozen,106,97.0,3,0.35,6
frozen,106,97.0,3,0.5,30
frozen,106,97.0,4,0.35,5
frozen,106,97.0,4,0.5,35
frozen,107,97.5,1,0.35,8
frozen,107,97.5,1,0.5,24
frozen,107,97.5,2,0.35,5
frozen,107,97.5,2,0.5,25
frozen,107,97.5,3,0.35,6
frozen,107,97.5,3,0.5,28
frozen,107,97.5,4,0.35,5
frozen,107,97.5,4,0.5,35
frozen,108,98.0,1,0.35,5
frozen,108,98.0,1,0.5,25
frozen,108,98.0,2,0.35,6
frozen,108,98.0,2,0.5,27
frozen,108,98.0,3,0.35,4
frozen,108,98.0,3,0.5,25
frozen,108,98.0,4,0.35,4
frozen,108,98.0,4,0.5,34
frozen,109,98.5,1,0.35,6
frozen,109,98.5,1,0.5,31
frozen,109,98.5,2,0.35,7
frozen,109,98.5,2,0.5,28
frozen,109,98.5,3,0.35,4
frozen,109,98.5,3,0.5,25
frozen,109,98.5,4,0.35,4
frozen,109,98.5,4,0.5,36
frozen,110,99.0,1,0.35,5
frozen,110,99.0,1,0.5,31
frozen,110,99.0,2,0.35,4
frozen,110,99.0,2,0.5,28
frozen,110,99.0,3,0.35,5
frozen,110,99.0,3,0.5,28
frozen,110,99.0,4,0.35,6
frozen,110,99.0,4,0.5,31
frozen,111,99.5,1,0.35,5
frozen,111,99.5,1,0.5,31
frozen,111,99.5,2,0.35,5
frozen,111,99.5,2,0.5,29
frozen,111,99.5,3,0.35,5
frozen,111,99.5,3,0.5,29
frozen,111,99.5,4,0.35,5
frozen,111,99.5,4,0.5,32
frozen,112,100.0,1,0.35,9
frozen,112,100.0,1,0.5,30
frozen,112,100.0,2,0.35,7
frozen,112,100.0,2,0.5,25
frozen,112,100.0,3,0.35,4
frozen,112,100.0,3,0.5,28
frozen,112,100.0,4,0.35,1
frozen,112,100.0,4,0.5,33
frozen,113,100.5,1,0.35,4
frozen,113,100.5,1,0.5,27
frozen,113,100.5,2,0.35,6
frozen,113,100.5,2,0.5,28
frozen,113,100.5,3,0.35,2
frozen,113,100.5,3,0.5,32
frozen,113,100.5,4,0.35,7
frozen,113,100.5,4,0.5,32
frozen,114,101.0,1,0.35,4
frozen,114,101.0,1,0.5,24
frozen,114,101.0,2,0.35,7
frozen,114,101.0,2,0.5,24
frozen,114,101.0,3,0.35,5
frozen,114,101.0,3,0.5,25
frozen,114,101.0,4,0.35,4
frozen,114,101.0,4,0.5,32
frozen,115,101.5,1,0.35,5
frozen,115,101.5,1,0.5,24
frozen,115,101.5,2,0.35,5
frozen,115,101.5,2,0.5,23
frozen,115,101.5,3,0.35,6
frozen,115,101.5,3,0.5,27
frozen,115,101.5,4,0.35,3
frozen,115,101.5,4,0.5,35
frozen,116,102.0,1,0.35,3
frozen,116,102.0,1,0.5,22
frozen,116,102.0,2,0.35,6
frozen,116,102.0,2,0.5,29
frozen,116,102.0,3,0.35,8
frozen,116,102.0,3,0.5,29
frozen,116,102.0,4,0.35,8
frozen,116,102.0,4,0.5,36
frozen,117,102.5,1,0.35,6
frozen,117,102.5,1,0.5,27
frozen,117,102.5,2,0.35,6
frozen,117,102.5,2,0.5,25
frozen,117,102.5,3,0.35,5
frozen,117,102.5,3,0.5,26
frozen,117,102.5,4,0.35,7
frozen,117,102.5,4,0.5,34
frozen,118,103.0,1,0.35,4
frozen,118,103.0,1,0.5,31
frozen,118,103.0,2,0.35,4
frozen,118,103.0,2,0.5,23
frozen,118,103.0,3,0.35,3
frozen,118,103.0,3,0.5,27
frozen,118,103.0,4,0.35,12
frozen,118,103.0,4,0.5,35
frozen,119,103.5,1,0.35,5
frozen,119,103.5,1,0.5,30
frozen,119,103.5,2,0.35,4
frozen,119,103.5,2,0.5,29
frozen,119,103.5,3,0.35,5
frozen,119,103.5,3,0.5,27
frozen,119,103.5,4,0.35,5
frozen,119,103.5,4,0.5,33
frozen,120,104.0,1,0.35,4
frozen,120,104.0,1,0.5,29
frozen,120,104.0,2,0.35,6
frozen,120,104.0,2,0.5,28
frozen,120,104.0,3,0.35,7
frozen,120,104.0,3,0.5,24
frozen,120,104.0,4,0.35,4
frozen,120,104.0,4,0.5,32
frozen,121,104.5,1,0.35,7
frozen,121,104.5,1,0.5,31
frozen,121,104.5,2,0.35,3
frozen,121,104.5,2,0.5,28
frozen,121,104.5,3,0.35,4
frozen,121,104.5,3,0.5,26
frozen,121,104.5,4,0.35,7
frozen,121,104.5,4,0.5,34
frozen,122,105.0,1,0.35,6
frozen,122,105.0,1,0.5,33
frozen,122,105.0,2,0.35,6
frozen,122,105.0,2,0.5,26
frozen,122,105.0,3,0.35,5
frozen,122,105.0,3,0.5,27
frozen,122,105.0,4,0.35,6
frozen,122,105.0,4,0.5,33
frozen,123,105.5,1,0.35,5
frozen,123,105.5,1,0.5,28
frozen,123,105.5,2,0.35,3
frozen,123,105.5,2,0.5,27
frozen,123,105.5,3,0.35,4
frozen,123,105.5,3,0.5,27
frozen,123,105.5,4,0.35,8
frozen,123,105.5,4,0.5,31
frozen,124,106.0,1,0.35,5
frozen,124,106.0,1,0.5,27
frozen,124,106.0,2,0.35,4
frozen,124,106.0,2,0.5,25
frozen,124,106.0,3,0.35,5
frozen,124,106.0,3,0.5,29
frozen,124,106.0,4,0.35,8
frozen,124,106.0,4,0.5,35
frozen,125,106.5,1,0.35,5
frozen,125,106.5,1,0.5,28
frozen,125,106.5,2,0.35,2
frozen,125,106.5,2,0.5,28
frozen,125,106.5,3,0.35,5
frozen,125,106.5,3,0.5,31
frozen,125,106.5,4,0.35,5
frozen,125,106.5,4,0.5,34
frozen,126,107.0,1,0.35,3
frozen,126,107.0,1,0.5,30
frozen,126,107.0,2,0.35,7
frozen,126,107.0,2,0.5,24
frozen,126,107.0,3,0.35,8
frozen,126,107.0,3,0.5,25
frozen,126,107.0,4,0.35,3
frozen,126,107.0,4,0.5,33
frozen,127,107.5,1,0.35,4
frozen,127,107.5,1,0.5,25
frozen,127,107.5,2,0.35,6
frozen,127,107.5,2,0.5,27
frozen,127,107.5,3,0.35,5
frozen,127,107.5,3,0.5,29
frozen,127,107.5,4,0.35,2
frozen,127,107.5,4,0.5,30
frozen,128,108.0,1,0.35,4
frozen,128,108.0,1,0.5,26
frozen,128,108.0,2,0.35,2
frozen,128,108.0,2,0.5,27
frozen,128,108.0,3,0.35,4
frozen,128,108.0,3,0.5,29
frozen,128,108.0,4,0.35,4
frozen,128,108.0,4,0.5,35
frozen,129,108.5,1,0.35,3
frozen,129,108.5,1,0.5,25
frozen,129,108.5,2,0.35,4
frozen,129,108.5,2,0.5,25
frozen,129,108.5,3,0.35,5
frozen,129,108.5,3,0.5,27
frozen,129,108.5,4,0.35,5
frozen,129,108.5,4,0.5,33
frozen,130,109.0,1,0.35,4
frozen,130,109.0,1,0.5,26
frozen,130,109.0,2,0.35,6
frozen,130,109.0,2,0.5,31
frozen,130,109.0,3,0.35,7
frozen,130,109.0,3,0.5,25
frozen,130,109.0,4,0.35,6
frozen,130,109.0,4,0.5,36
frozen,131,109.5,1,0.35,4
frozen,131,109.5,1,0.5,30
frozen,131,109.5,2,0.35,3
frozen,131,109.5,2,0.5,28
frozen,131,109.5,3,0.35,6
frozen,131,109.5,3,0.5,23
frozen,131,109.5,4,0.35,6
frozen,131,109.5,4,0.5,34
frozen,132,110.0,1,0.35,3
frozen,132,110.0,1,0.5,28
frozen,132,110.0,2,0.35,4
frozen,132,110.0,2,0.5,30
frozen,132,110.0,3,0.35,7
frozen,132,110.0,3,0.5,25
frozen,132,110.0,4,0.35,7
frozen,132,110.0,4,0.5,31
frozen,133,110.5,1,0.35,3
frozen,133,110.5,1,0.5,28
frozen,133,110.5,2,0.35,3
frozen,133,110.5,2,0.5,30
frozen,133,110.5,3,0.35,7
frozen,133,110.5,3,0.5,23
frozen,133,110.5,4,0.35,3
frozen,133,110.5,4,0.5,32
frozen,134,111.0,1,0.35,6
frozen,134,111.0,1,0.5,26
frozen,134,111.0,2,0.35,4
frozen,134,111.0,2,0.5,27
frozen,134,111.0,3,0.35,7
frozen,134,111.0,3,0.5,26
frozen,134,111.0,4,0.35,5
frozen,134,111.0,4,0.5,31
frozen,135,111.5,1,0.35,5
frozen,135,111.5,1,0.5,29
frozen,135,111.5,2,0.35,5
frozen,135,111.5,2,0.5,30
frozen,135,111.5,3,0.35,5
frozen,135,111.5,3,0.5,26
frozen,135,111.5,4,0.35,8
frozen,135,111.5,4,0.5,29
frozen,136,112.0,1,0.35,6
frozen,136,112.0,1,0.5,27
frozen,136,112.0,2,0.35,3
frozen,136,112.0,2,0.5,25
frozen,136,112.0,3,0.35,3
frozen,136,112.0,3,0.5,25
frozen,136,112.0,4,0.35,9
frozen,136,112.0,4,0.5,31
frozen,137,112.5,1,0.35,2
frozen,137,112.5,1,0.5,28
frozen,137,112.5,2,0.35,3
frozen,137,112.5,2,0.5,28
frozen,137,112.5,3,0.35,5
frozen,137,112.5,3,0.5,26
frozen,137,112.5,4,0.35,11
frozen,137,112.5,4,0.5,34
frozen,138,113.0,1,0.35,6
frozen,138,113.0,1,0.5,28
frozen,138,113.0,2,0.35,8
frozen,138,113.0,2,0.5,31
frozen,138,113.0,3,0.35,3
frozen,138,113.0,3,0.5,30
frozen,138,113.0,4,0.35,6
frozen,138,113.0,4,0.5,29
frozen,139,113.5,1,0.35,5
frozen,139,113.5,1,0.5,27
frozen,139,113.5,2,0.35,7
frozen,139,113.5,2,0.5,30
frozen,139,113.5,3,0.35,4
frozen,139,113.5,3,0.5,26
frozen,139,113.5,4,0.35,3
frozen,139,113.5,4,0.5,29
frozen,140,114.0,1,0.35,2
frozen,140,114.0,1,0.5,24
frozen,140,114.0,2,0.35,5
frozen,140,114.0,2,0.5,30
frozen,140,114.0,3,0.35,5
frozen,140,114.0,3,0.5,28
frozen,140,114.0,4,0.35,7
frozen,140,114.0,4,0.5,30
frozen,141,114.5,1,0.35,5
frozen,141,114.5,1,0.5,29
frozen,141,114.5,2,0.35,6
frozen,141,114.5,2,0.5,30
frozen,141,114.5,3,0.35,7
frozen,141,114.5,3,0.5,28
frozen,141,114.5,4,0.35,6
frozen,141,114.5,4,0.5,31
frozen,142,115.0,1,0.35,4
frozen,142,115.0,1,0.5,27
frozen,142,115.0,2,0.35,3
frozen,142,115.0,2,0.5,30
frozen,142,115.0,3,0.35,7
frozen,142,115.0,3,0.5,28
frozen,142,115.0,4,0.35,6
frozen,142,115.0,4,0.5,31
frozen,143,115.5,1,0.35,4
frozen,143,115.5,1,0.5,32
frozen,143,115.5,2,0.35,7
frozen,143,115.5,2,0.5,28
frozen,143,115.5,3,0.35,5
frozen,143,115.5,3,0.5,28
frozen,143,115.5,4,0.35,5
frozen,143,115.5,4,0.5,30
frozen,144,116.0,1,0.35,3
frozen,144,116.0,1,0.5,30
frozen,144,116.0,2,0.35,6
frozen,144,116.0,2,0.5,31
frozen,144,116.0,3,0.35,5
frozen,144,116.0,3,0.5,27
frozen,144,116.0,4,0.35,6
frozen,144,116.0,4,0.5,30
frozen,145,116.5,1,0.35,4
frozen,145,116.5,1,0.5,33
frozen,145,116.5,2,0.35,6
frozen,145,116.5,2,0.5,28
frozen,145,116.5,3,0.35,3
frozen,145,116.5,3,0.5,29
frozen,145,116.5,4,0.35,5
frozen,145,116.5,4,0.5,30
frozen,146,117.0,1,0.35,3
frozen,146,117.0,1,0.5,33
frozen,146,117.0,2,0.35,3
frozen,146,117.0,2,0.5,24
frozen,146,117.0,3,0.35,5
frozen,146,117.0,3,0.5,34
frozen,146,117.0,4,0.35,6
frozen,146,117.0,4,0.5,32
frozen,147,117.5,1,0.35,4
frozen,147,117.5,1,0.5,33
frozen,147,117.5,2,0.35,3
frozen,147,117.5,2,0.5,24
frozen,147,117.5,3,0.35,5
frozen,147,117.5,3,0.5,32
frozen,147,117.5,4,0.35,5
frozen,147,117.5,4,0.5,31
frozen,148,118.0,1,0.35,4
frozen,148,118.0,1,0.5,32
frozen,148,118.0,2,0.35,4
frozen,148,118.0,2,0.5,28
frozen,148,118.0,3,0.35,4
frozen,148,118.0,3,0.5,33
frozen,148,118.0,4,0.35,6
frozen,148,118.0,4,0.5,36
frozen,149,118.5,1,0.35,3
frozen,149,118.5,1,0.5,31
frozen,149,118.5,2,0.35,6
frozen,149,118.5,2,0.5,27
frozen,149,118.5,3,0.35,6
frozen,149,118.5,3,0.5,29
frozen,149,118.5,4,0.35,5
frozen,149,118.5,4,0.5,33
frozen,150,119.0,1,0.35,3
frozen,150,119.0,1,0.5,30
frozen,150,119.0,2,0.35,7
frozen,150,119.0,2,0.5,27
frozen,150,119.0,3,0.35,6
frozen,150,119.0,3,0.5,30
frozen,150,119.0,4,0.35,9
frozen,150,119.0,4,0.5,33
frozen,151,119.5,1,0.35,7
frozen,151,119.5,1,0.5,28
frozen,151,119.5,2,0.35,5
frozen,151,119.5,2,0.5,24
frozen,151,119.5,3,0.35,4
frozen,151,119.5,3,0.5,30
frozen,151,119.5,4,0.35,6
frozen,151,119.5,4,0.5,35
frozen,152,120.0,1,0.35,3
frozen,152,120.0,1,0.5,31
frozen,152,120.0,2,0.35,5
frozen,152,120.0,2,0.5,22
frozen,152,120.0,3,0.35,3
frozen,152,120.0,3,0.5,30
frozen,152,120.0,4,0.35,7
frozen,152,120.0,4,0.5,38
frozen,153,120.5,1,0.35,4
frozen,153,120.5,1,0.5,28
frozen,153,120.5,2,0.35,5
frozen,153,120.5,2,0.5,24
frozen,153,120.5,3,0.35,6
frozen,153,120.5,3,0.5,32
frozen,153,120.5,4,0.35,6
frozen,153,120.5,4,0.5,40
frozen,154,121.0,1,0.35,4
frozen,154,121.0,1,0.5,28
frozen,154,121.0,2,0.35,5
frozen,154,121.0,2,0.5,29
frozen,154,121.0,3,0.35,5
frozen,154,121.0,3,0.5,26
frozen,154,121.0,4,0.35,10
frozen,154,121.0,4,0.5,37
frozen,155,121.5,1,0.35,6
frozen,155,121.5,1,0.5,27
frozen,155,121.5,2,0.35,5
frozen,155,121.5,2,0.5,29
frozen,155,121.5,3,0.35,5
frozen,155,121.5,3,0.5,27
frozen,155,121.5,4,0.35,10
frozen,155,121.5,4,0.5,39
frozen,156,122.0,1,0.35,4
frozen,156,122.0,1,0.5,23
frozen,156,122.0,2,0.35,4
frozen,156,122.0,2,0.5,31
frozen,156,122.0,3,0.35,4
frozen,156,122.0,3,0.5,23
frozen,156,122.0,4,0.35,9
frozen,156,122.0,4,0.5,37
frozen,157,122.5,1,0.35,4
frozen,157,122.5,1,0.5,27
frozen,157,122.5,2,0.35,5
frozen,157,122.5,2,0.5,32
frozen,157,122.5,3,0.35,3
frozen,157,122.5,3,0.5,26
frozen,157,122.5,4,0.35,6
frozen,157,122.5,4,0.5,38
frozen,158,123.0,1,0.35,5
frozen,158,123.0,1,0.5,26
frozen,158,123.0,2,0.35,7
frozen,158,123.0,2,0.5,32
frozen,158,123.0,3,0.35,3
frozen,158,123.0,3,0.5,27
frozen,158,123.0,4,0.35,9
frozen,158,123.0,4,0.5,38
frozen,159,123.5,1,0.35,6
frozen,159,123.5,1,0.5,27
frozen,159,123.5,2,0.35,3
frozen,159,123.5,2,0.5,31
frozen,159,123.5,3,0.35,3
frozen,159,123.5,3,0.5,27
frozen,159,123.5,4,0.35,10
frozen,159,123.5,4,0.5,37
frozen,160,124.0,1,0.35,6
frozen,160,124.0,1,0.5,27
frozen,160,124.0,2,0.35,3
frozen,160,124.0,2,0.5,25
frozen,160,124.0,3,0.35,5
frozen,160,124.0,3,0.5,22
frozen,160,124.0,4,0.35,7
frozen,160,124.0,4,0.5,32
frozen,161,124.5,1,0.35,3
frozen,161,124.5,1,0.5,29
frozen,161,124.5,2,0.35,5
frozen,161,124.5,2,0.5,25
frozen,161,124.5,3,0.35,5
frozen,161,124.5,3,0.5,29
frozen,161,124.5,4,0.35,5
frozen,161,124.5,4,0.5,37
frozen,162,125.0,1,0.35,5
frozen,162,125.0,1,0.5,26
frozen,162,125.0,2,0.35,5
frozen,162,125.0,2,0.5,29
frozen,162,125.0,3,0.35,2
frozen,162,125.0,3,0.5,26
frozen,162,125.0,4,0.35,6
frozen,162,125.0,4,0.5,35
frozen,163,125.5,1,0.35,6
frozen,163,125.5,1,0.5,27
frozen,163,125.5,2,0.35,7
frozen,163,125.5,2,0.5,27
frozen,163,125.5,3,0.35,4
frozen,163,125.5,3,0.5,25
frozen,163,125.5,4,0.35,9
frozen,163,125.5,4,0.5,39
frozen,164,126.0,1,0.35,9
frozen,164,126.0,1,0.5,29
frozen,164,126.0,2,0.35,2
frozen,164,126.0,2,0.5,27
frozen,164,126.0,3,0.35,4
frozen,164,126.0,3,0.5,26
frozen,164,126.0,4,0.35,9
frozen,164,126.0,4,0.5,39
frozen,165,126.5,1,0.35,7
frozen,165,126.5,1,0.5,29
frozen,165,126.5,2,0.35,5
frozen,165,126.5,2,0.5,27
frozen,165,126.5,3,0.35,5
frozen,165,126.5,3,0.5,30
frozen,165,126.5,4,0.35,9
frozen,165,126.5,4,0.5,35
frozen,166,127.0,1,0.35,5
frozen,166,127.0,1,0.5,27
frozen,166,127.0,2,0.35,6
frozen,166,127.0,2,0.5,28
frozen,166,127.0,3,0.35,5
frozen,166,127.0,3,0.5,32
frozen,166,127.0,4,0.35,10
frozen,166,127.0,4,0.5,34
frozen,167,127.5,1,0.35,4
frozen,167,127.5,1,0.5,30
frozen,167,127.5,2,0.35,4
frozen,167,127.5,2,0.5,30
frozen,167,127.5,3,0.35,3
frozen,167,127.5,3,0.5,27
frozen,167,127.5,4,0.35,9
frozen,167,127.5,4,0.5,36
frozen,168,128.0,1,0.35,5
frozen,168,128.0,1,0.5,28
frozen,168,128.0,2,0.35,4
frozen,168,128.0,2,0.5,29
frozen,168,128.0,3,0.35,8
frozen,168,128.0,3,0.5,27
frozen,168,128.0,4,0.35,4
frozen,168,128.0,4,0.5,34
frozen,169,128.5,1,0.35,4
frozen,169,128.5,1,0.5,25
frozen,169,128.5,2,0.35,4
frozen,169,128.5,2,0.5,31
frozen,169,128.5,3,0.35,5
frozen,169,128.5,3,0.5,26
frozen,169,128.5,4,0.35,7
frozen,169,128.5,4,0.5,35
frozen,170,129.0,1,0.35,3
frozen,170,129.0,1,0.5,27
frozen,170,129.0,2,0.35,7
frozen,170,129.0,2,0.5,30
frozen,170,129.0,3,0.35,6
frozen,170,129.0,3,0.5,31
frozen,170,129.0,4,0.35,8
frozen,170,129.0,4,0.5,33
frozen,171,129.5,1,0.35,9
frozen,171,129.5,1,0.5,27
frozen,171,129.5,2,0.35,8
frozen,171,129.5,2,0.5,32
frozen,171,129.5,3,0.35,6
frozen,171,129.5,3,0.5,25
frozen,171,129.5,4,0.35,9
frozen,171,129.5,4,0.5,35
frozen,172,130.0,1,0.35,6
frozen,172,130.0,1,0.5,29
frozen,172,130.0,2,0.35,6
frozen,172,130.0,2,0.5,31
frozen,172,130.0,3,0.35,4
frozen,172,130.0,3,0.5,25
frozen,172,130.0,4,0.35,7
frozen,172,130.0,4,0.5,33
frozen,173,130.5,1,0.35,5
frozen,173,130.5,1,0.5,30
frozen,173,130.5,2,0.35,4
frozen,173,130.5,2,0.5,28
frozen,173,130.5,3,0.35,4
frozen,173,130.5,3,0.5,25
frozen,173,130.5,4,0.35,10
frozen,173,130.5,4,0.5,37
frozen,174,131.0,1,0.35,6
frozen,174,131.0,1,0.5,29
frozen,174,131.0,2,0.35,4
frozen,174,131.0,2,0.5,29
frozen,174,131.0,3,0.35,6
frozen,174,131.0,3,0.5,30
frozen,174,131.0,4,0.35,6
frozen,174,131.0,4,0.5,37
frozen,175,131.5,1,0.35,6
frozen,175,131.5,1,0.5,27
frozen,175,131.5,2,0.35,4
frozen,175,131.5,2,0.5,28
frozen,175,131.5,3,0.35,4
frozen,175,131.5,3,0.5,30
frozen,175,131.5,4,0.35,9
frozen,175,131.5,4,0.5,33
frozen,176,132.0,1,0.35,6
frozen,176,132.0,1,0.5,30
frozen,176,132.0,2,0.35,6
frozen,176,132.0,2,0.5,29
frozen,176,132.0,3,0.35,4
frozen,176,132.0,3,0.5,28
frozen,176,132.0,4,0.35,6
frozen,176,132.0,4,0.5,35
frozen,177,132.5,1,0.35,2
frozen,177,132.5,1,0.5,29
frozen,177,132.5,2,0.35,7
frozen,177,132.5,2,0.5,30
frozen,177,132.5,3,0.35,6
frozen,177,132.5,3,0.5,27
frozen,177,132.5,4,0.35,7
frozen,177,132.5,4,0.5,38
frozen,178,133.0,1,0.35,3
frozen,178,133.0,1,0.5,29
frozen,178,133.0,2,0.35,7
frozen,178,133.0,2,0.5,31
frozen,178,133.0,3,0.35,6
frozen,178,133.0,3,0.5,28
frozen,178,133.0,4,0.35,6
frozen,178,133.0,4,0.5,33
frozen,179,133.5,1,0.35,6
frozen,179,133.5,1,0.5,33
frozen,179,133.5,2,0.35,10
frozen,179,133.5,2,0.5,31
frozen,179,133.5,3,0.35,4
frozen,179,133.5,3,0.5,32
frozen,179,133.5,4,0.35,14
frozen,179,133.5,4,0.5,36
frozen,180,134.0,1,0.35,4
frozen,180,134.0,1,0.5,26
frozen,180,134.0,2,0.35,6
frozen,180,134.0,2,0.5,28
frozen,180,134.0,3,0.35,4
frozen,180,134.0,3,0.5,31
frozen,180,134.0,4,0.35,10
frozen,180,134.0,4,0.5,38
frozen,181,134.5,1,0.35,10
frozen,181,134.5,1,0.5,29
frozen,181,134.5,2,0.35,4
frozen,181,134.5,2,0.5,29
frozen,181,134.5,3,0.35,4
frozen,181,134.5,3,0.5,31
frozen,181,134.5,4,0.35,10
frozen,181,134.5,4,0.5,36
frozen,182,135.0,1,0.35,9
frozen,182,135.0,1,0.5,31
frozen,182,135.0,2,0.35,5
frozen,182,135.0,2,0.5,30
frozen,182,135.0,3,0.35,5
frozen,182,135.0,3,0.5,29
frozen,182,135.0,4,0.35,7
frozen,182,135.0,4,0.5,33
frozen,183,135.5,1,0.35,4
frozen,183,135.5,1,0.5,30
frozen,183,135.5,2,0.35,4
frozen,183,135.5,2,0.5,27
frozen,183,135.5,3,0.35,6
frozen,183,135.5,3,0.5,28
frozen,183,135.5,4,0.35,8
frozen,183,135.5,4,0.5,34
frozen,184,136.0,1,0.35,3
frozen,184,136.0,1,0.5,31
frozen,184,136.0,2,0.35,4
frozen,184,136.0,2,0.5,27
frozen,184,136.0,3,0.35,4
frozen,184,136.0,3,0.5,33
frozen,184,136.0,4,0.35,8
frozen,184,136.0,4,0.5,37
frozen,185,136.5,1,0.35,6
frozen,185,136.5,1,0.5,26
frozen,185,136.5,2,0.35,6
frozen,185,136.5,2,0.5,30
frozen,185,136.5,3,0.35,3
frozen,185,136.5,3,0.5,31
frozen,185,136.5,4,0.35,7
frozen,185,136.5,4,0.5,32
frozen,186,137.0,1,0.35,4
frozen,186,137.0,1,0.5,31
frozen,186,137.0,2,0.35,5
frozen,186,137.0,2,0.5,24
frozen,186,137.0,3,0.35,5
frozen,186,137.0,3,0.5,31
frozen,186,137.0,4,0.35,8
frozen,186,137.0,4,0.5,35
frozen,187,137.5,1,0.35,6
frozen,187,137.5,1,0.5,29
frozen,187,137.5,2,0.35,8
frozen,187,137.5,2,0.5,27
frozen,187,137.5,3,0.35,7
frozen,187,137.5,3,0.5,34
frozen,187,137.5,4,0.35,9
frozen,187,137.5,4,0.5,33
frozen,188,138.0,1,0.35,3
frozen,188,138.0,1,0.5,31
frozen,188,138.0,2,0.35,7
frozen,188,138.0,2,0.5,25
frozen,188,138.0,3,0.35,8
frozen,188,138.0,3,0.5,28
frozen,188,138.0,4,0.35,6
frozen,188,138.0,4,0.5,35
frozen,189,138.5,1,0.35,2
frozen,189,138.5,1,0.5,31
frozen,189,138.5,2,0.35,5
frozen,189,138.5,2,0.5,21
frozen,189,138.5,3,0.35,7
frozen,189,138.5,3,0.5,32
frozen,189,138.5,4,0.35,8
frozen,189,138.5,4,0.5,34
frozen,190,139.0,1,0.35,7
frozen,190,139.0,1,0.5,30
frozen,190,139.0,2,0.35,2
frozen,190,139.0,2,0.5,27
frozen,190,139.0,3,0.35,4
frozen,190,139.0,3,0.5,28
frozen,190,139.0,4,0.35,10
frozen,190,139.0,4,0.5,36
frozen,191,139.5,1,0.35,5
frozen,191,139.5,1,0.5,29
frozen,191,139.5,2,0.35,2
frozen,191,139.5,2,0.5,25
frozen,191,139.5,3,0.35,5
frozen,191,139.5,3,0.5,27
frozen,191,139.5,4,0.35,9
frozen,191,139.5,4,0.5,35
frozen,192,140.0,1,0.35,4
frozen,192,140.0,1,0.5,33
frozen,192,140.0,2,0.35,1
frozen,192,140.0,2,0.5,26
frozen,192,140.0,3,0.35,5
frozen,192,140.0,3,0.5,27
frozen,192,140.0,4,0.35,7
frozen,192,140.0,4,0.5,34
frozen,193,140.5,1,0.35,7
frozen,193,140.5,1,0.5,26
frozen,193,140.5,2,0.35,4
frozen,193,140.5,2,0.5,26
frozen,193,140.5,3,0.35,7
frozen,193,140.5,3,0.5,29
