,PYR2,PYR3,PYR4,PYR5
PYR2,0.06975000000000087,0.0,0.0,0.0
PYR3,0.0,0.08475000000000055,0.0,0.0
PYR4,0.0,0.0,0.0807500000000001,0.0
PYR5,0.0,0.0,0.0,-0.23524999999999974
