stage,frame_count,duration_ps,temperature_mean_K,temperature_min_K,temperature_max_K,potential_first_block_mean_kJ_mol,potential_last_block_mean_kJ_mol,HBN_planarity_q99_slope_deg_per_ps,HBN_planarity_q99_first_last_block_change_deg,HBN_equilibrium_q99_slope_deg_per_ps,HBN_equilibrium_q99_first_last_block_change_deg,HBN_aligned_rms_slope_nm_per_ps,HBN_aligned_rms_first_last_block_change_nm,HBN_max_bond_deviation_nm,HBN_max_angle_deviation_deg,HBN_max_planarity_deg,HBN_max_equilibrium_deviation_deg,HBN_impropers_above20_persistent50_count,HBN_impropers_above20_persistent80_count,HBN_persistent80_max_planarity_deg,top1pct_consecutive_frame_overlap_mean,top1pct_consecutive_block_overlap_mean,PYR_max_aligned_rms_nm,minimum_intergroup_contact_nm,time_resolved_decision,authorized_next_step,long_mobile_production_authorized,review_reasons,blocked_reasons
08_nvt_mobile_100ps,201,100.0,300.05292928071935,295.453644,304.068298,-763180.9025,-764343.5971534654,0.011102503683606471,0.9609633734410217,0.009481150843301485,0.8864912959723767,0.0001341758563693744,0.015319494487898447,0.015268105935821452,7.1166254820791295,32.91762466313591,38.0610405329237,0,0,0.0,0.24,0.5555555555555556,0.029898004872929717,0.26798880573635936,PASS_WITH_MONITORING,RMSF_TUBE_GEOMETRY_AND_FROZEN_REFERENCE_COMPARISON,False,,
