pyrene,first_global_atom,last_global_atom,centroid_displacement_nm,rotation_angle_deg,aligned_rms_nm,aligned_max_nm,bond_deviation_q95_nm,bond_deviation_max_nm,angle_deviation_q95_deg,angle_deviation_max_deg
1,1681,1706,0.2598890238808238,23.318777641899914,0.012817223228179112,0.022216785582296176,0.006137687240954079,0.006578122922714327,3.9874358462063864,4.133689257353836
2,1707,1732,0.9290904456580209,81.06575583490051,0.02123392796388922,0.05039827925573407,0.004480504565711195,0.005484418537486768,4.920233720286226,7.245084178867131
3,1733,1758,0.16988310460657768,110.13562866313072,0.01834011175061087,0.05835399246434346,0.00546749306206721,0.005733194327159408,5.031650889937672,6.168880907511962
4,1759,1784,0.37694477763276524,98.21896448675997,0.017984855938056373,0.0330520177138224,0.0052654590770947855,0.005401832564511128,5.418679902770996,6.009094104090934
