stage,structural_screen,harmless_epsilon_rf_matches,harmful_nonfinite_matches,serious_instability_matches,numeric_xvg_rows,numeric_xvg_nonfinite_values,HBN_incremental_rms_nm,HBN_incremental_q95_nm,HBN_incremental_q99_nm,HBN_incremental_max_nm,HBN_aligned_rms_nm,HBN_aligned_max_nm,HBN_atoms_above_0p10_nm,HBN_atoms_above_0p15_nm,HBN_bond_count,HBN_bond_length_mean_nm,HBN_bond_length_min_nm,HBN_bond_length_max_nm,HBN_bond_deviation_q95_nm,HBN_bond_deviation_q99_nm,HBN_bond_deviation_max_nm,HBN_stage_bond_change_q95_nm,HBN_stage_bond_change_max_nm,HBN_angle_count,HBN_angle_deviation_q95_deg,HBN_angle_deviation_q99_deg,HBN_angle_deviation_max_deg,HBN_stage_angle_change_q95_deg,HBN_stage_angle_change_max_deg,review_flags,blocked_reasons
07_nvt_unrestrained_25ps,STABLE_CANDIDATE,1,0,0,1004,0,0.4117274981563598,0.6124123977857607,0.7006402147791454,0.7997899724302626,0.06926872639853335,0.30112342688892973,1680,1649,2460,0.14681726629299457,0.13728073426377094,0.15695540768001467,0.00598397842957181,0.007577117426796362,0.011955407680014685,0.006783821027423737,0.013868021792929758,4860,2.1935491852029494,2.8943866242946426,5.201332395657403,2.89630343542176,6.038293466946243,,
