state,mean_energy_eV,sd_energy_meV,minimum_energy_eV,maximum_energy_eV,range_energy_meV
PYR2_bright,0.3385714285714285,10.816968277714794,0.318,0.354,35.99999999999998
PYR3_bright,0.32804761904761903,11.614753304787223,0.302,0.346,43.999999999999986
PYR4_bright,0.34061904761904765,7.403192300340949,0.319,0.354,34.99999999999998
PYR5_bright,0.026952380952380957,16.034118950586027,0.0,0.047,47.0
