pyrene,first_global_atom,last_global_atom,centroid_displacement_nm,rotation_angle_deg,aligned_rms_nm,aligned_max_nm,bond_deviation_q95_nm,bond_deviation_max_nm,angle_deviation_q95_deg,angle_deviation_max_deg
1,1681,1706,1.2946339530868194,18.19519418810638,0.014476219742811084,0.02833618680986114,0.006069311561673822,0.006682262295636857,5.268710807608391,5.731565878583211
2,1707,1732,1.253719479797483,139.2639365833775,0.01846682022923926,0.04115857033920712,0.00470824733704736,0.007158369027902123,4.002295142522714,5.624711947275372
3,1733,1758,0.7504515603146529,129.12844400274687,0.01907205456256397,0.04175209488302589,0.004908717859307288,0.006242703602636651,6.826008471727696,9.310574852206372
4,1759,1784,0.79810715605386,87.08448138715357,0.018708089682500716,0.045561093653671725,0.004210277041004788,0.005439019494723335,4.472125990233741,5.314881761536398
