dataset,pyrene,centroid_rmsf_relative_to_HBN_nm,relative_atom_rmsf_mean_nm,relative_atom_rmsf_q95_nm,relative_atom_rmsf_max_nm,internal_atom_rmsf_mean_nm,internal_atom_rmsf_q95_nm,internal_atom_rmsf_max_nm
frozen,1,1.4057370193527075e-14,1.8997943703951236e-14,3.0869329794953486e-14,3.2195702033973565e-14,1.879269761047527e-14,3.0776978198916494e-14,3.229661486794681e-14
frozen,2,1.9560100690747752e-14,2.2201563999261347e-14,3.177857734937674e-14,3.800791407964896e-14,2.16851917214277e-14,3.2673113813638675e-14,3.626607704494287e-14
frozen,3,1.5235561077993902e-14,1.5716872054697816e-14,2.3597344063587118e-14,2.9876347070175346e-14,1.5827476814480584e-14,2.461894552522365e-14,2.919274390446322e-14
frozen,4,1.6050308076832566e-14,2.1733276934902547e-14,3.512357848958878e-14,3.6181689736858187e-14,2.1891917899529e-14,3.507258014560273e-14,3.602601010818253e-14
mobile,1,0.32263034310243516,0.3834620976734739,0.4781561783161456,0.4995760542633692,0.012034822397791571,0.01746275281755321,0.017720578975105376
mobile,2,0.4931769300688387,0.5449596501903983,0.6774719319300511,0.726144985785526,0.0115388002710674,0.016821139355914134,0.017582197456286353
mobile,3,0.43187648113777244,0.4864972285370474,0.6768126772760312,0.7121948967229949,0.011592222227268455,0.017605821595178026,0.018522507811743933
mobile,4,0.4067155756161831,0.4797469214502078,0.6113718165367136,0.6173987193747642,0.011492562821954598,0.016610719115050167,0.016659780840823365
