decision,selected_topology,local_include_files,HBN_topology_atoms,explicit_bonds,geometry_bonds,explicit_only_bonds,geometry_only_bonds,explicit_degree0_atoms,explicit_degree1_atoms,explicit_degree2_atoms,explicit_degree3_atoms,geometry_degree_counts,terminal_B_atoms_total,terminal_N_atoms_total,lower_terminal_atoms,lower_terminal_B_atoms,lower_terminal_N_atoms,lower_terminal_axial_mean_nm,lower_terminal_axial_std_nm,lower_terminal_radius_mean_nm,upper_terminal_atoms,upper_terminal_B_atoms,upper_terminal_N_atoms,upper_terminal_axial_mean_nm,upper_terminal_axial_std_nm,upper_terminal_radius_mean_nm,explicit_bond_mean_nm,explicit_bond_median_nm,explicit_bond_minimum_nm,explicit_bond_maximum_nm,parent_auditor_repair_authorized,geometry_generation_authorized,energy_minimization_authorized,MD_authorized,QM_authorized,failed_gates,required_next_step
HBN_EXPLICIT_TOPOLOGY_AND_TERMINAL_COORDINATION_CLASSIFIED,parameters/phase1A/accepted/hybrid_hbnBonded_kang2000_improperGeo100_validated/hbn_pyrene_4_hydratable_gap45_pyr5shift_clean032_hbnBonded_kang2000_improperGeo100.top,4,1680,2460,2460,0,0,0,60,0,1620,"{""0"": 0, ""1"": 60, ""2"": 0, ""3"": 1620}",30,30,30,30,0,-3.00871428571429,0.0,1.1991257007481553,30,0,30,3.009285714285711,0.0,1.1991257007481553,0.14497338962610404,0.14500000000000002,0.14377760604489134,0.14603424255975045,True,False,False,False,False,,REPAIR_R2_PARENT_RIM_AUDITOR_FOR_EXPLICIT_DEGREE1_TERMINI
