hydrogen_node,end,hydrogen_role,attached_heavy_node,attached_heavy_element,direction_x,direction_y,direction_z,local_angle_violations,local_heavy_clashes,minimum_heavy_clearance_nm,heavy_neighbor_angle_1_deg,heavy_neighbor_angle_2_deg,preferred_alignment,selected_pool_index
H4:UPPER:0040:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-7:-7,B,-0.13034450345409893,-0.3180881332240429,-0.9390581717451523,0,0,0.22781945588470628,82.51057162855213,77.85999513060247,-0.3406444751061408,39
H4:UPPER:0041:0,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:-7:1,B,0.110469370464616,0.1440877317638749,0.9833795013850416,0,0,0.2592096928773353,96.34234091492675,79.62916764371002,-0.05720657128677711,27
H4:UPPER:0042:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-7:7,B,0.43355122724121187,0.03917450274842385,-0.9002770083102494,0,0,0.23152385826553587,75.4808768618649,79.46431082956624,-0.43355107394877673,34
H4:UPPER:0043:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:14:-2,B,-0.3130335620463279,-0.6862980467855724,0.6565096952908587,0,0,0.2012565455237797,138.6656264236889,71.7580195368834,0.3921492992779778,42
H4:UPPER:0044:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:14:-4,B,-0.31020462441276075,-0.17976992052411978,0.9335180055401662,0,0,0.19366260956853978,71.9284798588802,108.10674531184951,-0.048201528843636536,10
H4:UPPER:0045:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:14:0,B,-0.336886551686076,0.25690990180664564,-0.9058171745152355,0,0,0.2282544566242081,86.90190682149871,70.31263974428344,-0.3909331383087653,37
H4:UPPER:0046:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:14:2,B,0.102881304301159,0.32800180990955563,0.9390581717451524,0,0,0.24002179607652097,95.90503918298486,70.397160347152,-0.2503568044968077,24
H4:UPPER:0047:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:14:4,B,-0.20311122851713567,0.48532389700952844,0.850415512465374,0,0,0.2195647068915415,71.41292065915357,78.28093441595577,-0.5260891640491976,3
H4:UPPER:0048:0,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:2:-4,B,0.0,0.0,1.0,0,0,0.2778713950499403,90.0,90.0,1.9703304897060893e-18,0
H4:UPPER:0049:0,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:2:4,B,-0.20615638158138158,-0.03646616113466159,0.9778393351800554,0,0,0.25583813865596855,94.09996292527183,78.10280745340619,-0.14592776346950304,34
H4:UPPER:0050:0,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:5:-3,B,0.2318783079083965,-0.029441065400703632,-0.9722991689750693,0,0,0.25363726099232686,81.86910008804068,84.81089044096801,-0.23340268638011327,33
H4:UPPER:0051:0,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:5:3,B,-0.20879046034164805,-0.1475925954555883,-0.9667590027700832,0,0,0.24899052564782828,77.94855428395849,88.6577405975822,-0.22384390412297048,46
H4:UPPER:0052:0,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:7:-1,N,0.110469370464616,0.1440877317638749,0.9833795013850416,0,0,0.25445181433528674,100.37083235629039,83.657659085073,0.05720657128677729,27
H4:UPPER:0053:0,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:7:1,N,0.10444349870547624,0.10549619249900932,-0.9889196675900278,0,0,0.25688352106179946,84.00491868584564,98.25530654409965,0.049420764942046745,20
H4:UPPER:0114:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:00:1,N,0.6604556767689783,-0.7459384691007075,-0.08587257617728539,0,0,0.25203199814368976,125.5097637823401,117.5529864706286,0.9762834001049934,44
H4:UPPER:0115:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:00:2,B,0.27654722742983856,0.10099460391327758,0.9556786703601108,0,0,0.22768211239290334,120.19846557448663,110.74886362951437,0.9333195630597723,43
H4:UPPER:0116:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:00:3,N,0.38735028428212376,-0.8544375349310765,-0.3462603878116344,0,0,0.23093063739824343,141.43838850619443,93.36098525649822,0.8001630024326516,44
H4:UPPER:0117:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:00:4,B,0.002923359298957274,-0.5992534692792322,0.8005540166204986,0,0,0.20614829231905837,101.48728406710383,127.29068147258923,0.8524113461827365,17
H4:UPPER:0118:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:01:1,N,-0.057222977019432665,-0.9809586209872188,-0.18559556786703602,0,0,0.2475115668735741,142.02483771739216,85.17111300339559,0.872445963862599,39
H4:UPPER:0119:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:01:2,B,0.22744664960356112,-0.6134982842080346,0.7562326869806094,0,0,0.2720241609055251,99.37753152182918,98.82294789673216,0.32380549103836853,15
H4:UPPER:0120:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:01:3,N,0.7411864401911786,-0.6401182104371647,-0.20221606648199456,0,0,0.27507154865941946,118.52569739501854,123.17715998184737,0.9938540120044306,24
H4:UPPER:0121:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:01:4,B,0.19721925144624597,-0.12545474430794576,0.9722991689750693,0,0,0.20833496468781612,91.47629835789405,79.49989140456293,-0.1806135131616258,1
H4:UPPER:0122:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:02:1,N,0.36760557773319796,-0.5254492073389687,-0.7673130193905818,0,0,0.2027990155563972,78.85025955942167,155.82333320618824,0.7686203429686458,33
H4:UPPER:0123:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:02:2,B,0.9142512340782395,-0.4009497837040766,0.05817174515235458,0,0,0.2513366604623032,83.75660977648249,96.67068317588661,0.0065871324619646565,25
H4:UPPER:0124:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:02:3,N,0.3147418222720645,0.26526474101965786,0.9113573407202216,0,0,0.22416786806337885,84.89148443490846,111.98985887257807,0.2398508699296348,46
H4:UPPER:0125:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:02:4,B,-0.799129738328003,-0.00779703103478977,0.6011080332409973,0,0,0.19703472857962678,73.9427802036322,140.7881623554401,0.43474331788781656,34
H4:UPPER:0126:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:03:1,N,0.8026933331763535,0.03134212227038503,-0.5955678670360112,0,0,0.244532406305636,126.87308593071654,99.29947689699486,0.7930288720098493,46
H4:UPPER:0127:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:03:2,B,0.841955002319568,0.27768584051185535,0.4626038781163435,0,0,0.3058576342870952,103.00388477960252,94.46291065821956,0.3356856269279638,8
H4:UPPER:0128:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:03:3,N,-0.0775101982421211,0.07100569087657953,0.9944598337950139,0,0,0.27603231549234447,144.87509359078808,94.65551940593257,0.8991408923125306,23
H4:UPPER:0129:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:03:4,B,-0.9084283966436464,0.06634435958186079,0.4127423822714681,0,0,0.21422647305461662,96.49025955812303,144.8652234225813,0.8833724205386919,43
H4:UPPER:0130:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:04:1,N,0.9076221023933835,-0.21104402742855496,-0.3628808864265929,0,0,0.224158199720353,111.80585828278109,128.30474121607722,0.8230115518230507,30
H4:UPPER:0131:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:04:2,B,0.2490938908422975,0.6118929422673431,0.7506925207756232,0,0,0.19786320869767626,115.61439035664492,100.56988697736539,0.7855275332177695,35
H4:UPPER:0132:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:04:3,N,0.8081264189489618,-0.5888462082639738,-0.013850415512465464,0,0,0.29316130693898035,131.63080646792528,114.36255863745559,0.9518258141684806,42
H4:UPPER:0133:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:04:4,B,-0.558167870766362,0.4611860906524134,0.6897506925207757,0,0,0.23121652533013448,114.18544536074482,101.40611505582069,0.5219724867725839,31
H4:UPPER:0134:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:05:1,N,-0.5863724507813953,0.8003928998718799,0.12465373961218841,0,0,0.2260282546327657,74.72724943939103,143.00671424440068,0.6322234719437209,41
H4:UPPER:0135:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:05:2,B,0.5470196396902104,0.8286021182831719,-0.11911357340720219,0,0,0.2812214162289622,118.00386840620881,101.97748976618135,0.8014491387688746,26
H4:UPPER:0136:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:05:3,N,0.3147418222720645,0.26526474101965786,0.9113573407202216,0,0,0.2449175964293859,123.93270412794514,119.8908076093007,0.9230369687269359,39
H4:UPPER:0137:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:05:4,B,0.18221846195516836,0.5029732412406079,-0.8448753462603877,0,0,0.1787237146088824,125.37241240783315,95.675561096716,0.5768496780646153,27
H4:UPPER:0138:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:06:1,N,0.8202006089709046,0.5079555920367747,-0.26315789473684204,0,0,0.2445107939017533,85.03500361843516,142.53764637452673,0.876086881792097,43
H4:UPPER:0139:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:06:2,B,0.27654722742983856,0.10099460391327758,0.9556786703601108,0,0,0.24483176757666933,107.64892972542356,111.6445052195779,0.6877523647581555,28
H4:UPPER:0140:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:06:3,N,0.2909029567124553,0.8897257105251878,-0.3518005540166205,0,0,0.26378904963514704,113.11884976911614,125.46510210034317,0.9432614361086366,41
H4:UPPER:0141:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:06:4,B,-0.22208393291910317,0.31589154140200865,0.9224376731301939,0,0,0.22541951312281486,89.37032380034915,94.90980947899624,0.08608988465843959,1
H4:UPPER:0142:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:07:1,N,0.38501044410948965,0.4592169687624796,-0.8005540166204985,0,0,0.2084467384556184,160.86135273333693,77.12820764804252,0.7005035220311661,34
H4:UPPER:0143:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:07:2,B,-0.06536438187072782,0.9931402877233049,0.09695290858725758,0,0,0.27706999131990406,83.89212870912247,106.22746462914877,0.22305195006560757,18
H4:UPPER:0144:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:07:3,N,-0.558167870766362,0.4611860906524134,0.6897506925207757,0,0,0.21139574175369613,113.86674943882777,103.85979396961628,0.5426214648395141,47
H4:UPPER:0145:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:07:4,B,0.643159198433796,-0.19829285486615456,0.739612188365651,0,0,0.23610786110192858,76.42924955284481,117.9244096059545,0.20621197606671937,11
H4:UPPER:0146:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:08:1,N,-0.5869043480110461,0.3752420520779536,-0.7174515235457064,0,0,0.21539948119945276,77.82090367386296,129.0691454549465,0.500967787076832,45
H4:UPPER:0147:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:08:2,B,-0.7357520681304359,0.6480644138448083,0.19667590027700835,0,0,0.3159726105664639,106.13345516058999,105.65774650954546,0.7085479248030333,1
H4:UPPER:0148:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:08:3,N,0.0,0.0,1.0,0,0,0.31918448734206234,130.20179822638784,99.83505984080027,0.7320775246182948,3
H4:UPPER:0149:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:08:4,B,0.6267406697535883,-0.6643662304086276,0.407202216066482,0,0,0.22148666159555805,92.69847481240716,145.99260361475552,0.8857629939294609,47
H4:UPPER:0150:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:09:1,N,-0.47672133936918853,0.040601131576151854,-0.8781163434903048,0,0,0.20955862664954653,159.33767381704757,87.43623487901462,0.7895636690833749,45
H4:UPPER:0151:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:09:2,B,-0.4356339392621365,0.8641064596068567,-0.25207756232686984,0,0,0.2620555111081804,82.57421752240744,87.52460700310118,-0.18066800075576783,10
H4:UPPER:0152:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:09:3,N,0.110469370464616,0.1440877317638749,0.9833795013850416,0,0,0.2653250126428302,109.57084175981245,105.43274684104415,0.7593291310709704,42
H4:UPPER:0153:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:09:4,B,0.906584299941255,0.1108659656096978,-0.40720221606648216,0,0,0.16151171417071167,83.30104106566905,170.2737381017606,0.7250350136749826,38
H4:UPPER:0154:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:10:1,N,-0.536731748279383,-0.7960170104981692,0.2797783933518006,0,0,0.2576951000426976,147.57345578958714,97.18769906425388,0.8178505758884352,32
H4:UPPER:0155:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:10:2,B,-0.6324116780927017,0.14056169307976488,-0.7617728531855957,0,0,0.19783414950002856,99.56867964240114,124.45935713998409,0.9201851060334318,47
H4:UPPER:0156:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:10:3,N,-0.777435201680659,-0.29254584919421583,0.556786703601108,0,0,0.245940436282607,84.30808359466657,143.84622388379066,0.7950334568730889,40
H4:UPPER:0157:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:10:4,B,0.102881304301159,0.32800180990955563,0.9390581717451524,0,0,0.15484188310796013,86.62762611365427,96.39354648995983,0.046264426551981375,31
H4:UPPER:0158:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:11:1,N,-0.464042477690798,0.8523995037955896,0.24099722991689757,0,0,0.2498857054148975,92.45557043717898,153.3210118314934,0.7903315513247541,41
H4:UPPER:0159:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:11:2,B,-0.7240450270202804,0.0016676373441720104,-0.6897506925207757,0,0,0.20299028514509743,90.80434934462764,130.5699239762851,0.8354243119243493,41
H4:UPPER:0160:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:11:3,N,-0.7199945901502177,0.2550073090826869,0.6454293628808865,0,0,0.24400494485483748,90.03276074309666,139.8051156217769,0.8583541276159007,43
H4:UPPER:0161:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:11:4,B,0.13911835567200795,-0.29728784545782,0.9445983379501385,0,0,0.17109668649115498,84.03962968367992,96.18951564656919,0.0035030778575034782,25
H4:UPPER:0162:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:12:1,N,-0.3726476453095812,-0.10120509688438617,-0.922437673130194,0,0,0.21034221176083304,86.31054089991927,156.12334712086397,0.7533573761464654,43
H4:UPPER:0163:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:12:2,B,-0.515829617243545,-0.8563283621265886,-0.024930747922437657,0,0,0.27363973647140793,91.04526822616025,94.88502244955141,0.10834393734899304,12
H4:UPPER:0164:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:12:3,N,0.27654722742983856,0.10099460391327758,0.9556786703601108,0,0,0.23866463457056988,93.92984399495143,109.38289135508327,0.5058587927853249,36
H4:UPPER:0165:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:12:4,B,0.8737581786189696,-0.08300989123565848,-0.479224376731302,0,0,0.16620708766849485,166.46465614678658,85.94292116827683,0.752169383574305,2
H4:UPPER:0166:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:13:1,N,0.28004645049993404,-0.9320473195086063,-0.22991689750692523,0,0,0.23604656379256542,119.45231780159482,113.94537483881271,0.9820061869671769,47
H4:UPPER:0167:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:13:2,B,-0.7082500910802053,-0.6746993080362497,0.20775623268698065,0,0,0.29164373566550544,116.59509428118893,127.98970049148181,0.9268559110183946,35
H4:UPPER:0168:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:13:3,N,-0.05129153866554862,-0.39581326387029914,0.9168975069252078,0,0,0.29670982464497214,109.52585307975716,109.64661280745794,0.6552681491851917,5
H4:UPPER:0169:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:13:4,B,0.3739531049182517,0.7375280108687935,0.5623268698060941,0,0,0.19512377696401287,70.87848637819918,113.6157817881622,0.06922814956593445,43
H4:UPPER:0170:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:14:1,N,0.20871275660827662,-0.5019516318833328,-0.8393351800554016,0,0,0.22104750581275243,88.06660760653223,144.71986615838503,0.8772439814384894,30
H4:UPPER:0171:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:14:2,B,-0.536731748279383,-0.7960170104981692,0.2797783933518006,0,0,0.2978458923365515,121.25135088014376,109.83421658300661,0.9727322490200276,3
H4:UPPER:0172:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:14:3,N,0.110469370464616,0.1440877317638749,0.9833795013850416,0,0,0.2770110144821658,101.04764988159067,140.34697245869836,0.8907789260792078,44
H4:UPPER:0173:0,UPPER,BRIDGE_PASSIVANT_H,BR4:UPPER:14:4,B,-0.7027501782982722,-0.530815839627839,-0.4736842105263157,0,0,0.21884109804936397,104.72589422317735,100.92455893727627,0.4467806398828531,42
H4:UPPER:0189:0,UPPER,SEED_PASSIVANT_H,S:1711,B,0.38735028428212376,-0.8544375349310765,-0.3462603878116344,0,0,0.23814770398912383,84.48806983665644,75.34627904286982,0.04951887368252539,33
H4:UPPER:0190:0,UPPER,SEED_PASSIVANT_H,S:1713,B,-0.7413491118750302,0.5291929895595533,-0.4127423822714682,0,0,0.23572589663395896,78.57067554128571,77.64435651359976,-0.7381581334821402,0
H4:UPPER:0191:0,UPPER,SEED_PASSIVANT_H,S:1715,B,-0.8646478385566966,0.3691799640656969,-0.3407202216066483,0,0,0.22779732532799818,89.15314275690561,70.81953964697527,-0.6765570553276472,9
H4:UPPER:0192:0,UPPER,SEED_PASSIVANT_H,S:1717,B,-0.9015017424544496,-0.3594648015090955,-0.24099722991689745,0,0,0.21522766996025497,91.18289891394079,74.72315167478557,-0.5983202151919365,20
H4:UPPER:0193:0,UPPER,SEED_PASSIVANT_H,S:1719,B,-0.9015017424544496,-0.3594648015090955,-0.24099722991689745,0,0,0.2169370700737648,95.05822175196678,70.80328913418906,-0.5920202484745342,4
H4:UPPER:0194:0,UPPER,SEED_PASSIVANT_H,S:1721,B,0.4597636064963537,0.7803792236224132,-0.4238227146814404,0,0,0.2348257904317922,77.44852332761285,78.03129268992846,-0.03277797985422731,35
H4:UPPER:0195:0,UPPER,SEED_PASSIVANT_H,S:1723,B,-0.00625900398847318,-0.8715286094345743,-0.4903047091412742,0,0,0.2220307270885099,71.50752276866756,80.11504978759051,-0.7923487545788976,3
H4:UPPER:0196:0,UPPER,SEED_PASSIVANT_H,S:1725,B,0.2841899038580991,-0.7958712818052216,-0.5346260387811635,0,0,0.22119753031662281,73.00686089244954,75.61592339209277,-0.8241561197240597,6
H4:UPPER:0197:0,UPPER,SEED_PASSIVANT_H,S:1727,B,-0.5861671887443006,0.649162048144664,-0.4847645429362881,0,0,0.22853448772824597,75.90684620125946,75.65527627700354,-0.10102972235039992,5
H4:UPPER:0198:0,UPPER,SEED_PASSIVANT_H,S:1729,B,0.9076221023933835,-0.21104402742855496,-0.3628808864265929,0,0,0.22672691086489075,88.29688084276937,70.4311908077303,-0.693964973941995,1
H4:UPPER:0199:0,UPPER,SEED_PASSIVANT_H,S:1731,B,-0.8624323628129239,-0.0694511316075692,-0.5013850415512466,0,0,0.22183798520005932,78.99636644790246,71.87350483525361,-0.12112064512896087,45
H4:UPPER:0200:0,UPPER,SEED_PASSIVANT_H,S:1733,B,0.888818626320263,0.3124992479464543,-0.33518005540166196,0,0,0.22587239609755744,76.45105324224735,84.11415490142825,-0.6780051333765942,1
H4:UPPER:0201:0,UPPER,SEED_PASSIVANT_H,S:1735,B,-0.5736070118921681,-0.5681921401781204,-0.5900277008310248,0,0,0.21308683290298422,70.4042587970917,75.05528217029067,-0.22479255180041974,11
H4:UPPER:0202:0,UPPER,SEED_PASSIVANT_H,S:1737,B,0.3266800910554093,0.7755646904668175,-0.5401662049861495,0,0,0.21748693435898275,70.62996933065277,77.72289602922773,-0.8268090730526574,33
H4:UPPER:0203:0,UPPER,SEED_PASSIVANT_H,S:1739,B,-0.1434950553630647,0.8466335745628915,-0.5124653739612188,0,0,0.22138769752396414,78.0143764419843,72.3453357562983,-0.8086164575148697,3
