hydrogen_node,end,hydrogen_role,attached_heavy_node,attached_heavy_element,direction_x,direction_y,direction_z,local_angle_violations,local_heavy_clashes,minimum_heavy_clearance_nm,heavy_neighbor_angle_1_deg,heavy_neighbor_angle_2_deg,preferred_alignment,selected_pool_index
H4:LOWER:0000:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:-10:-6,N,-0.31020462441276075,-0.17976992052411978,0.9335180055401662,0,0,0.2049006509247148,79.70238026594807,79.64371208118634,-0.357628588725911,44
H4:LOWER:0001:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:-10:6,N,0.30856583431474477,-0.3070642183674172,0.9002770083102493,0,0,0.21248352671066065,72.11753189139961,83.47180699297445,-0.4277448514238378,45
H4:LOWER:0002:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:-13:-5,N,0.4787476608840668,-0.3347392428023913,-0.8116343490304709,0,0,0.2103776715032935,70.44320387628836,125.58971899044008,0.1729263829286914,0
H4:LOWER:0003:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:-13:5,N,0.4787476608840668,-0.3347392428023913,-0.8116343490304709,0,0,0.21500607911335723,75.6859903404226,70.44320387628845,-0.583439017214338,1
H4:LOWER:0004:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:-1:-9,N,-0.3008207646346883,-0.3300800674747008,-0.894736842105263,0,0,0.22414674485085317,84.5210470139018,70.72643611618983,-0.4031733973138838,1
H4:LOWER:0005:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:-1:9,N,0.4787476608840668,-0.3347392428023913,-0.8116343490304709,0,0,0.21100697441358676,75.68599034042276,70.44320387628854,-0.5696915144865095,2
H4:LOWER:0006:0,LOWER,ANNULUS_INNER_PASSIVANT_H,A:LOWER:-2:-4,B,0.10444349870547624,0.10549619249900932,-0.9889196675900278,0,0,0.26197643836351453,83.94426847019818,87.83925427753243,-0.1399842395659626,23
H4:LOWER:0007:0,LOWER,ANNULUS_INNER_PASSIVANT_H,A:LOWER:-2:4,B,-0.10499220988632227,-0.005125898124205739,-0.9944598337950139,0,0,0.26634183393446936,90.29367007557985,84.63565947676628,-0.0922586823308376,13
H4:LOWER:0008:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:-4:-8,N,-0.2977746076723788,0.09255866219551226,-0.9501385041551247,0,0,0.2411404386625801,95.31088930027644,72.2923668705337,-0.2276501809455373,11
H4:LOWER:0009:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:-4:8,N,0.2969286196691597,0.1398834327688712,-0.9445983379501386,0,0,0.24122930066606862,98.04103383089443,70.90779499591058,-0.20626208750051275,20
H4:LOWER:0010:0,LOWER,ANNULUS_INNER_PASSIVANT_H,A:LOWER:-5:-3,B,0.110469370464616,0.1440877317638749,0.9833795013850416,0,0,0.25778726310002054,81.71556969630849,88.64619708830195,-0.17231459237276947,27
H4:LOWER:0011:0,LOWER,ANNULUS_INNER_PASSIVANT_H,A:LOWER:-5:3,B,-0.20615638158138158,-0.03646616113466159,0.9778393351800554,0,0,0.25473947022592475,78.65189065043812,92.08977421942451,-0.15011883725825664,34
H4:LOWER:0012:0,LOWER,ANNULUS_INNER_PASSIVANT_H,A:LOWER:-7:-1,N,0.2318783079083965,-0.029441065400703632,-0.9722991689750693,0,0,0.2479740146397377,79.27522884410055,102.44682210346656,0.012552205118183255,43
H4:LOWER:0013:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:-7:-7,N,0.45625035245633117,0.6458026175582354,-0.6121883656509695,0,0,0.23760395314139973,94.14186102141807,130.22574570543915,0.7180270002949656,25
H4:LOWER:0014:0,LOWER,ANNULUS_INNER_PASSIVANT_H,A:LOWER:-7:1,N,0.110469370464616,0.1440877317638749,0.9833795013850416,0,0,0.2532223720326386,91.35380291169801,80.34510105714443,-0.13569847232638882,31
H4:LOWER:0015:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:-7:7,N,-0.6964033960259759,0.653582440740543,-0.2963988919667591,0,0,0.22420654444679416,130.81245659276738,106.03999157525726,0.9298934002882762,43
H4:LOWER:0016:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:14:-2,N,-0.4809594845646276,-0.4034622213789375,-0.7783933518005539,0,0,0.22103631032453067,77.5965386559244,128.18879285986358,0.36752647989822607,33
H4:LOWER:0017:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:14:-4,N,-0.3726476453095812,-0.10120509688438617,-0.922437673130194,0,0,0.2105385534682917,111.9207938754407,74.20949109357466,0.049561193003983296,2
H4:LOWER:0018:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:14:0,N,-0.020628811362469083,0.44611706481737845,0.8947368421052632,0,0,0.2305057022124221,76.05902806378482,78.15908502481443,-0.44611714553412635,36
H4:LOWER:0019:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:14:2,N,0.4787476608840668,-0.3347392428023913,-0.8116343490304709,0,0,0.221290275043291,75.68599034042293,125.58971899044008,0.2991486984270849,20
H4:LOWER:0020:0,LOWER,ANNULUS_OUTER_PASSIVANT_H,A:LOWER:14:4,N,0.2969286196691597,0.1398834327688712,-0.9445983379501386,0,0,0.19915638844058683,100.7898364546159,70.90779499591069,-0.17898078419233826,3
H4:LOWER:0021:0,LOWER,ANNULUS_INNER_PASSIVANT_H,A:LOWER:2:-4,N,-0.06637804930665009,0.2469230348372513,0.9667590027700831,0,0,0.253158758876172,86.21702507802856,104.29552299600358,0.1673714208085509,32
H4:LOWER:0022:0,LOWER,ANNULUS_INNER_PASSIVANT_H,A:LOWER:2:4,N,0.102881304301159,0.32800180990955563,0.9390581717451524,0,0,0.24789851872182173,85.70442178944448,109.14751386350628,0.23556770491999107,44
H4:LOWER:0023:0,LOWER,ANNULUS_INNER_PASSIVANT_H,A:LOWER:5:-3,N,-0.007034585481879788,-0.18142566208451683,-0.9833795013850415,0,0,0.25515610499887414,79.54718999712081,95.5552499432536,-0.09604429871373957,29
H4:LOWER:0024:0,LOWER,ANNULUS_INNER_PASSIVANT_H,A:LOWER:5:3,N,-0.20879046034164805,-0.1475925954555883,-0.9667590027700832,0,0,0.2479396938149795,81.51260771329869,83.85629867990855,-0.2556423624693581,42
H4:LOWER:0025:0,LOWER,ANNULUS_INNER_PASSIVANT_H,A:LOWER:7:-1,B,0.19721925144624597,-0.12545474430794576,0.9722991689750693,0,0,0.2546103463765884,76.4953537568538,96.20399645258321,-0.13942462882036064,34
H4:LOWER:0026:0,LOWER,ANNULUS_INNER_PASSIVANT_H,A:LOWER:7:1,B,0.2318783079083965,-0.029441065400703632,-0.9722991689750693,0,0,0.25170423278682635,77.55317789653346,100.72477115589939,-0.012552205118183616,41
H4:LOWER:0054:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:00:1,B,-0.7144745616002398,-0.6388422500105843,-0.2853185595567867,0,0,0.26305199727916206,89.08368671107618,135.41727372734493,0.7923719828175989,24
H4:LOWER:0055:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:00:2,N,0.36082871340521955,-0.6784868868001835,0.6398891966759004,0,0,0.21491299660079158,115.43343083481098,113.74439759444597,0.8860554598599957,44
H4:LOWER:0056:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:00:3,B,-0.19917376481607085,-0.6299131294555885,-0.7506925207756232,0,0,0.2844707156003207,107.59862946654002,122.6333267425181,0.9591320210544029,35
H4:LOWER:0057:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:00:4,N,0.6918139861609952,0.12072956490159183,-0.7119113573407203,0,0,0.22565672970614734,100.27057682966912,124.64995502877159,0.8879258425077661,22
H4:LOWER:0058:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:01:1,B,-0.05129153866554862,-0.39581326387029914,0.9168975069252078,0,0,0.2035312170538142,77.17501813754102,132.57191966014335,0.5095212052238045,44
H4:LOWER:0059:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:01:2,N,0.6604556767689783,-0.7459384691007075,-0.08587257617728539,0,0,0.32287105739797356,109.61349235302428,117.74119021370237,0.9082281866412674,1
H4:LOWER:0060:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:01:3,B,0.888818626320263,0.3124992479464543,-0.33518005540166196,0,0,0.24820474884479604,129.27648117440197,101.54965098482803,0.7719881639460395,44
H4:LOWER:0061:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:01:4,N,-0.586682456602692,-0.07756199797287502,-0.8060941828254848,0,0,0.2328019502721433,86.49027912801907,137.05083555704755,0.6753926494679886,40
H4:LOWER:0062:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:02:1,B,0.45518955298541935,-0.5347753641878312,0.7119113573407202,0,0,0.23750387751301402,127.69389621829804,114.95272500486982,0.964531664386145,43
H4:LOWER:0063:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:02:2,N,0.8751868727129241,0.4819973358247539,0.04155124653739617,0,0,0.30892469426621033,114.79264116940215,109.93777718273641,0.7855036860808746,41
H4:LOWER:0064:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:02:3,B,0.2318783079083965,-0.029441065400703632,-0.9722991689750693,0,0,0.2746990467057557,123.31600981579811,103.69179364728365,0.9045165478636895,38
H4:LOWER:0065:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:02:4,N,-0.7502324289098404,0.3965090693191598,-0.5290858725761775,0,0,0.21427681966635048,74.48848016613627,142.7509812627271,0.6899923909634502,40
H4:LOWER:0066:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:03:1,B,0.7742899407834059,-0.3108091739482861,0.5512465373961221,0,0,0.18305248176349692,81.28223297579423,116.61369373428224,0.3468439635830965,34
H4:LOWER:0067:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:03:2,N,0.8737581786189696,-0.08300989123565848,-0.479224376731302,0,0,0.22670764938609297,126.78554153650637,96.39455998775074,0.6125088824060635,23
H4:LOWER:0068:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:03:3,B,-0.2977746076723788,0.09255866219551226,-0.9501385041551247,0,0,0.31832806243045514,99.49565354286968,137.13205078445569,0.9018229463647028,22
H4:LOWER:0069:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:03:4,N,0.6477864492864626,-0.3670099059088744,0.6675900277008311,0,0,0.21054031290370062,78.05132120754816,90.97868698008823,-0.17140728508288497,40
H4:LOWER:0070:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:04:1,B,-0.1139989519023151,0.9715150985676377,-0.20775623268698065,0,0,0.2366250744782292,150.4548868330519,72.78334217377916,0.6779857388345263,47
H4:LOWER:0071:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:04:2,N,0.7470637329039549,0.6549785188508765,0.11357340720221609,0,0,0.2508048203515011,123.66418990157506,83.25126300133756,0.5171229471864507,27
H4:LOWER:0072:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:04:3,B,0.534233760959802,0.16908044240121756,-0.8282548476454294,0,0,0.26740460960109735,114.37211822558247,133.09996234607985,0.9575349179987431,33
H4:LOWER:0073:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:04:4,N,0.41651782223014944,0.6049127590584665,0.6786703601108033,0,0,0.1675773678436476,71.05350621749756,138.77593018917923,0.36382231170313156,26
H4:LOWER:0074:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:05:1,B,0.6802918607374328,-0.529367375227924,-0.5069252077562327,0,0,0.24974306687803274,143.76267657379015,87.94153317343081,0.8771973824139384,38
H4:LOWER:0075:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:05:2,N,0.5632189120145071,0.40008433323567344,0.7229916897506926,0,0,0.21313738148206657,131.79504190633983,97.97471997926563,0.8575680485173176,47
H4:LOWER:0076:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:05:3,B,0.711002678888952,0.2915767593451247,-0.6398891966759004,0,0,0.2910509146361877,104.0020762723114,128.01494040936802,0.9778240156822179,28
H4:LOWER:0077:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:05:4,N,-0.4486022171612436,0.5879215872974333,-0.6731301939058172,0,0,0.2197407467296422,102.36226577825875,124.15771057877748,0.9221775571422927,29
H4:LOWER:0078:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:06:1,B,0.6988150205346606,0.2964729992374672,0.6509695290858726,0,0,0.22073914053486574,143.4744056170108,90.9737918800415,0.6812743574132922,42
H4:LOWER:0079:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:06:2,N,-0.3331936408689278,0.8725191157539252,0.3573407202216067,0,0,0.21486868639086357,111.50922726518968,107.46960283684679,0.8507223438347353,40
H4:LOWER:0080:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:06:3,B,0.058522976386306026,0.26950586165671697,-0.9612188365650969,0,0,0.32104720962566674,106.30134283262878,142.58339328285157,0.9501378376603579,22
H4:LOWER:0081:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:06:4,N,-0.6955210903768805,0.43296026756239236,0.5734072022160666,0,0,0.20537252413281476,105.81965152094928,106.04500204843413,0.4717469273382446,35
H4:LOWER:0082:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:07:1,B,0.48628016831929854,0.7897370478239104,0.3739612188365651,0,0,0.2465367152307447,107.22040609989365,129.98656760476348,0.9773412256936125,47
H4:LOWER:0083:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:07:2,N,-0.4356339392621365,0.8641064596068567,-0.25207756232686984,0,0,0.27944029203801574,110.46715000241,114.80577567377081,0.8526675314533286,34
H4:LOWER:0084:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:07:3,B,0.38688993450887865,0.298206293377346,-0.8725761772853187,0,0,0.2928612840362788,108.35927744808001,126.8557693200559,0.9148550443892373,11
H4:LOWER:0085:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:07:4,N,0.2841899038580991,-0.7958712818052216,-0.5346260387811635,0,0,0.2171927806009773,138.47329866121268,105.09879485397498,0.9576763498101117,39
H4:LOWER:0086:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:08:1,B,-0.7199945901502177,0.2550073090826869,0.6454293628808865,0,0,0.21793304439569325,143.90482041437417,77.62920374181036,0.6348586656979212,28
H4:LOWER:0087:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:08:2,N,-0.06536438187072782,0.9931402877233049,0.09695290858725758,0,0,0.25730836498560333,114.70028591401096,102.42646345724616,0.5627319246902701,27
H4:LOWER:0088:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:08:3,B,-0.5006333802277089,0.23270602372943322,-0.8337950138504155,0,0,0.30897396095284363,132.57595083865465,120.4418644559751,0.9943895826272464,11
H4:LOWER:0089:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:08:4,N,-0.1302696377176695,-0.9182498724721817,-0.3739612188365651,0,0,0.20648656784052016,71.5240187678153,122.34573776072861,0.19033113055462275,37
H4:LOWER:0090:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:09:1,B,-0.9627350194169811,0.15098465100281686,0.22437673130193905,0,0,0.2603384273944247,105.22415669441695,138.4536016246007,0.9460836788530304,40
H4:LOWER:0091:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:09:2,N,-0.3008207646346883,-0.3300800674747008,-0.894736842105263,0,0,0.22927160005138641,128.4204690366063,101.55738389278487,0.8948137846055534,40
H4:LOWER:0092:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:09:3,B,-0.7405526994254613,0.5507492198699172,0.3850415512465374,0,0,0.24417541704817902,95.74654195000196,141.76369207070934,0.8431506404317727,47
H4:LOWER:0093:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:09:4,N,-0.2812685061412212,0.604678423569852,-0.7451523545706372,0,0,0.24445763346592062,131.90373101600105,100.4373075701154,0.8991305854370788,0
H4:LOWER:0094:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:10:1,B,-0.5863724507813953,0.8003928998718799,0.12465373961218841,0,0,0.26399280518563856,135.7371638011581,105.66496444779318,0.9227136580104194,36
H4:LOWER:0095:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:10:2,N,-0.13533108596896043,0.1597364446364359,-0.9778393351800554,0,0,0.22584614502788652,117.40585684552148,108.13907620676801,0.8400668548928626,43
H4:LOWER:0096:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:10:3,B,-0.8305143064696866,0.17410952354618764,0.5290858725761775,0,0,0.23656171786308414,134.51620802978155,106.43420855802732,0.9367278042739806,46
H4:LOWER:0097:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:10:4,N,-0.6384012727023399,-0.2314780363079504,-0.7340720221606649,0,0,0.23112892154978654,109.45729426978095,124.66710359774892,0.955019384365221,8
H4:LOWER:0098:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:11:1,B,-0.39273734212800404,0.27325641327048145,0.8781163434903048,0,0,0.21102589203564065,82.29465578708749,131.0586145265988,0.5859711650797885,36
H4:LOWER:0099:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:11:2,N,-0.9800485929713733,-0.02869400050637874,-0.19667590027700824,0,0,0.31141056722913407,104.36209808305082,126.65688246830739,0.9579700308791773,9
H4:LOWER:0100:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:11:3,B,-0.18335009023071325,-0.8063319638377666,-0.5623268698060941,0,0,0.21824814178447322,92.94285352686805,123.59718922735132,0.560185745923773,46
H4:LOWER:0101:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:11:4,N,0.3171261250371837,0.607183955384754,-0.7285318559556786,0,0,0.22064931506380658,76.52865781228415,143.02136111645697,0.5698153018929111,47
H4:LOWER:0102:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:12:1,B,-0.45570755211572117,-0.352925542564424,0.817174515235457,0,0,0.23075269920042993,90.00097930499477,133.24662520140592,0.8102367185922531,42
H4:LOWER:0103:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:12:2,N,-0.6846417997897178,-0.7224027543532533,-0.09695290858725758,0,0,0.3342852027521803,130.7972502300726,107.30243894079992,0.9442834614678973,10
H4:LOWER:0104:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:12:3,B,-0.13034450345409893,-0.3180881332240429,-0.9390581717451523,0,0,0.28414129879468364,110.95578997925708,112.11219313675795,0.8824985463311097,27
H4:LOWER:0105:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:12:4,N,0.5388849260132885,0.4913847700064819,-0.6842105263157894,0,0,0.2287044730068446,105.53988008546128,134.29211603532104,0.9052487278415912,44
H4:LOWER:0106:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:13:1,B,0.22143079276342256,-0.792777038913308,0.5678670360110804,0,0,0.20770838819204246,134.48278870729908,93.25307031312369,0.8490774900486235,45
H4:LOWER:0107:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:13:2,N,-0.8305143064696866,0.17410952354618764,0.5290858725761775,0,0,0.2658019372637917,119.21063611576886,80.5517270522328,0.3671708175866637,24
H4:LOWER:0108:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:13:3,B,-0.6384012727023399,-0.2314780363079504,-0.7340720221606649,0,0,0.3307343664868628,99.6612396647785,104.59119355713389,0.3888903049127041,2
H4:LOWER:0109:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:13:4,N,0.3266800910554093,0.7755646904668175,-0.5401662049861495,0,0,0.2095149860480583,76.09081346996433,123.23515725722245,0.30983348473167094,46
H4:LOWER:0110:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:14:1,B,0.6446475561371002,-0.6571723140539949,-0.3905817174515236,0,0,0.28305904128287374,108.688862795081,135.31120009048723,0.8705015875969648,15
H4:LOWER:0111:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:14:2,N,0.002923359298957274,-0.5992534692792322,0.8005540166204986,0,0,0.18434901088970523,132.99140539534838,91.65804949340185,0.8937788093992955,47
H4:LOWER:0112:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:14:3,B,0.34832377613566334,-0.6744695835842486,-0.6509695290858726,0,0,0.25453377569459656,87.16970663588715,144.20123688725252,0.8552922255826394,46
H4:LOWER:0113:0,LOWER,BRIDGE_PASSIVANT_H,BR4:LOWER:14:4,N,-0.3726476453095812,-0.10120509688438617,-0.922437673130194,0,0,0.16806763136830016,91.660011580891,98.41468423340737,0.15441951154098268,26
H4:LOWER:0174:0,LOWER,SEED_PASSIVANT_H,S:1681,N,-0.3331936408689278,0.8725191157539252,0.3573407202216067,0,0,0.21951835273650133,77.09518003776618,82.19743615008348,-0.6958177063191364,2
H4:LOWER:0175:0,LOWER,SEED_PASSIVANT_H,S:1683,N,-0.6192216935325682,0.6042992093055501,0.5013850415512465,0,0,0.22474976871966793,73.43796973912836,77.11210144194018,-0.8014028534157036,0
H4:LOWER:0176:0,LOWER,SEED_PASSIVANT_H,S:1685,N,-0.8110214564614726,0.3651533382196082,0.45706371191135736,0,0,0.22555789218114766,81.56046023714073,71.61069697730736,-0.7683923596000046,16
H4:LOWER:0177:0,LOWER,SEED_PASSIVANT_H,S:1687,N,-0.9627350194169811,0.15098465100281686,0.22437673130193905,0,0,0.21537747461099707,70.83017208671937,96.00746597227872,-0.5771762720434905,3
H4:LOWER:0178:0,LOWER,SEED_PASSIVANT_H,S:1689,N,0.7126760715335594,0.5631452092520505,0.4182825484764543,0,0,0.2272572158871174,84.38704302194415,71.25634587033021,-0.030421834607000986,40
H4:LOWER:0179:0,LOWER,SEED_PASSIVANT_H,S:1691,N,-0.48738296883295573,-0.6487157802600068,0.5844875346260389,0,0,0.21742202337612024,73.63742731591093,72.42721037865128,-0.8568160118795548,2
H4:LOWER:0180:0,LOWER,SEED_PASSIVANT_H,S:1693,N,-0.24401857866067386,-0.8054038764863785,0.5401662049861495,0,0,0.21869038981243677,77.8542308104846,70.49462262169506,-0.826811686794209,2
H4:LOWER:0181:0,LOWER,SEED_PASSIVANT_H,S:1695,N,0.22143079276342256,-0.792777038913308,0.5678670360110804,0,0,0.21702083899632746,70.66870716535352,76.04394362661058,-0.8455508264131446,1
