,PYR2,PYR3,PYR4,PYR5
PYR2,0.08749999999999947,0.0,0.0,0.0
PYR3,0.0,0.05849999999999955,0.0,0.0
PYR4,0.0,0.0,0.08650000000000002,0.0
PYR5,0.0,0.0,0.0,-0.23250000000000037
