lag_ps,autocorrelation,autocorrelation_normalized
0.0,2.5643755933489255e-05,1.0
0.01,2.4391469586484312e-05,0.9511660323763443
0.02,2.3133148433691208e-05,0.9020967323854717
0.03,2.1923501438109486e-05,0.8549255224145488
0.04,2.090068587942208e-05,0.8150399626962211
0.05,1.9962734828727753e-05,0.7784637664039527
0.06,1.9040367697570404e-05,0.7424952782640077
0.07,1.8154069103963518e-05,0.7079333133199633
0.08,1.7300029837540367e-05,0.6746293281846257
0.09,1.6473299024377057e-05,0.6423902593326388
0.1,1.5668235819380726e-05,0.6109961372280462
0.11,1.4876195470325914e-05,0.5801098524299425
0.12,1.4104741739987054e-05,0.550026360279271
0.13,1.339541225501834e-05,0.5223654557375003
0.14,1.2659920427066194e-05,0.49368432845412763
0.15,1.1913674025710624e-05,0.46458381746458827
0.16,1.1159980616302065e-05,0.4351929040834373
0.17,1.047859976783499e-05,0.4086218803131934
0.18,9.7934092259311e-06,0.3819022943180284
0.19,9.046905883734871e-06,0.3527917637026072
0.2,8.239193699768371e-06,0.32129434241762
0.21,7.389401046165449e-06,0.2881559575489221
0.22,6.718476105995396e-06,0.26199267078585226
0.23,6.093165285512007e-06,0.237608145285562
0.24,5.524202784502636e-06,0.21542097026778936
0.25,5.002354153120268e-06,0.19507104053300883
0.26,4.593708498344645e-06,0.17913555682947085
0.27,4.197402374328302e-06,0.16368126358770785
0.28,3.837236741788428e-06,0.14963629944618292
0.29,3.491000295191436e-06,0.1361345157178162
0.3,3.213116953663961e-06,0.12529821926232798
0.31,3.0447414605214545e-06,0.11873227418083476
0.32,2.9410984207033036e-06,0.1146906259883093
0.33,2.817911731007576e-06,0.10988685660229464
0.34,2.710710942790587e-06,0.10570647099516947
0.35,2.6627195269304126e-06,0.10383500505294763
0.36,2.661496404641299e-06,0.10378730836248287
0.37,2.661238534894584e-06,0.10377725251312196
0.38,2.567508696718868e-06,0.10012217802174021
0.39,2.4471593928827516e-06,0.09542905490248033
0.4,2.235950544072191e-06,0.08719278680827598
0.41,2.130148459868474e-06,0.08306694484978404
0.42,2.0137257659268667e-06,0.07852694321181937
0.43,1.8769077841487458e-06,0.0731916100362511
0.44,1.7360638744634168e-06,0.06769928238929378
0.45,1.6416160371251842e-06,0.06401620891194527
0.46,1.5785017251518078e-06,0.061555012816604464
0.47,1.4432898133656184e-06,0.05628230970178459
0.48,1.2808175540360682e-06,0.04994656622680591
0.49,1.0665941230560446e-06,0.04159274194554062
0.5,8.173780347967737e-07,0.03187434933153944
0.51,5.796377626217662e-07,0.02260346589341825
0.52,3.3119741525699884e-07,0.01291532395316843
0.53,1.332992362830012e-07,0.005198116712260552
0.54,-5.6689916500101864e-08,-0.0022106713481104432
0.55,-2.941652179426449e-07,-0.011471222027912153
0.56,-5.321868111373712e-07,-0.020753075817663908
