end,mapping_id,fit_mode,seed_parity,orientation,rotation_index,chirality,linear_determinant,singular_value_minimum,singular_value_maximum,maximum_principal_strain,affine_anisotropy,annulus_center_offset_nm,optimal_axial_gap_nm,lateral_residual_mean_nm,lateral_residual_minimum_nm,lateral_residual_maximum_nm,attachment_bond_mean_nm,attachment_bond_minimum_nm,attachment_bond_maximum_nm,attachment_RMS_deviation_nm,attachment_maximum_deviation_nm,annulus_bond_count,annulus_bond_mean_nm,annulus_bond_minimum_nm,annulus_bond_maximum_nm,annulus_bond_maximum_deviation_nm,attachment_thresholds_pass,annulus_strain_thresholds_pass,annulus_center_threshold_pass,positive_axial_gap_pass,local_preoptimization_pass,similarity_scale
LOWER,LOWER:P0:O1:R6,RIGID,0,1,6,-1,-0.9999999999999994,0.9999999999999994,0.9999999999999999,5.551115123125783e-16,1.0000000000000004,9.2384220481437e-16,0.0,1.4329691299941698,0.13182396042540262,2.2037861251575848,1.4329692181441345,0.1318239604777583,2.2037861251576034,1.4777060717947237,2.0588131251576036,168,0.14497299999999994,0.14497299999999974,0.1449730000000001,2.498001805406602e-16,False,True,True,False,False,
LOWER,LOWER:P0:O1:R6,SIMILARITY,0,1,6,-1,-6.822418759022371e-10,2.6119760257365226e-05,2.611976025736523e-05,0.9999738802397427,1.0000000000000002,9.41851925863947e-16,0.0,1.192559255220765,1.192232255059877,1.1928734250839934,1.1925593145870947,1.1922322802588634,1.1928734502694354,1.0475863303865658,1.0479004502694353,168,3.7866600037910085e-06,3.7866600037910034e-06,3.786660003791014e-06,0.1449692133399962,False,False,True,False,False,2.6119760257365236e-05
LOWER,LOWER:P0:O1:R6,AFFINE,0,1,6,0,1.141411577793523,1.0683425331287,1.0683947726492142,0.06839477264921423,1.0000488977260515,9.356980074926864e-16,3.0000000000000004e-05,0.28914089631535256,0.10853602227938572,0.4520060451764258,0.28914121510556184,0.10853602546213244,0.4520060459406693,0.19992817174306698,0.30703304594066927,168,0.1548846087384148,0.15488086414716162,0.1548869686212128,0.009913968621212799,False,False,True,True,False,
LOWER,LOWER:P0:O1:R7,RIGID,0,1,7,1,0.9999999999999996,0.9999999999999996,0.9999999999999999,4.440892098500626e-16,1.0000000000000004,9.12719479695717e-16,0.0,0.3101872944053991,0.17748247220463345,0.4413636718861929,0.3101875132054849,0.17748339579739542,0.44136367394236603,0.1983059999799705,0.29639067394236607,168,0.14497299999999996,0.14497299999999969,0.14497300000000013,3.0531133177191805e-16,False,True,True,False,False,
LOWER,LOWER:P0:O1:R7,SIMILARITY,0,1,7,1,1.141362514373389,1.0683456904829018,1.0683456904829023,0.06834569048290229,1.0000000000000004,9.067437880491938e-16,0.0,0.2891695725707152,0.1081245932308576,0.4522271168745551,0.2891698388551893,0.1081261092671185,0.4522271188813346,0.20004921838723577,0.3072541188813346,168,0.15488127978637775,0.15488127978637764,0.15488127978637786,0.009908279786377872,False,False,True,False,False,1.0683456904829023
LOWER,LOWER:P0:O1:R7,RIGID,0,1,7,-1,-0.9999999999999994,0.9999999999999998,0.9999999999999999,2.220446049250313e-16,1.0000000000000002,5.820318141520488e-16,2e-05,1.4561705968890741,0.25142878390991497,2.3096669656457234,1.4561707103795638,0.251428784682836,2.309666965703132,1.4754318408606493,2.1646939657031323,168,0.14497299999999996,0.14497299999999977,0.14497300000000007,2.220446049250313e-16,False,True,True,True,False,
LOWER,LOWER:P0:O1:R7,SIMILARITY,0,1,7,-1,-4.551814758501076e-10,2.1334982443163812e-05,2.1334982443163822e-05,0.9999786650175568,1.0000000000000004,9.418569928317476e-16,0.0,1.1925592552755495,1.1922130785948275,1.192873802783938,1.19255931464228,1.1922131037942194,1.1928738279693722,1.0475863305042021,1.0479008279693722,168,3.092996409732787e-06,3.092996409732784e-06,3.092996409732791e-06,0.14496990700359025,False,False,True,False,False,2.133498244316382e-05
LOWER,LOWER:P0:O1:R7,AFFINE,0,1,7,0,1.1413625139182086,1.0683243555004596,1.068367025465346,0.0683670254653459,1.0000399410204088,9.115431473281441e-16,0.0,0.2891695687725012,0.10814281176082473,0.4522420611439948,0.28916983504322125,0.10814432754168664,0.452242063150708,0.20004921983463061,0.307269063150708,168,0.15488127980181976,0.1548786740007762,0.15488402572384966,0.009911025723849665,False,False,True,False,False,
LOWER,LOWER:P0:O1:R8,RIGID,0,1,8,1,0.9999999999999998,0.9999999999999998,0.9999999999999999,2.220446049250313e-16,1.0000000000000002,9.08942993721469e-16,0.0,0.31021653059539295,0.17756260772194768,0.4412445946240304,0.31021674029615226,0.1775626764143671,0.44124470408375926,0.19836859800442294,0.29627170408375925,168,0.14497299999999996,0.14497299999999974,0.14497300000000013,2.498001805406602e-16,False,True,True,False,False,
LOWER,LOWER:P0:O1:R8,SIMILARITY,0,1,8,1,1.141331733169726,1.0683312843728419,1.068331284372842,0.06833128437284208,1.0000000000000002,8.92356388936869e-16,0.0,0.28921208788471264,0.10821927338019056,0.4520980151532411,0.28921232714668155,0.10821938608840555,0.4520981219851943,0.20010735075672254,0.30712512198519426,168,0.154879191289384,0.1548791912893838,0.15487919128938418,0.009906191289384192,False,False,True,False,False,1.068331284372842
