boundary_type,recovery_fraction,minimum_radius_nm,minimum_density_nm^-3,inner_plateau_density_nm^-3,outer_plateau_density_nm^-3,inner_target_density_nm^-3,outer_target_density_nm^-3,inner_boundary_nm,outer_boundary_nm,interfacial_width_nm,HBN_mean_radius_nm,HBN_p05_radius_nm,HBN_p95_radius_nm,inner_fraction,outer_fraction,central_density_nm^-3,left_outside_density_nm^-3,right_outside_density_nm^-3,left_inner_target_nm^-3,left_outer_target_nm^-3,right_inner_target_nm^-3,right_outer_target_nm^-3,left_outer_boundary_nm,left_inner_boundary_nm,right_inner_boundary_nm,right_outer_boundary_nm,left_transition_width_nm,right_transition_width_nm,HBN_lower_boundary_nm,HBN_upper_boundary_nm
radial,0.5,1.17462,22.9167675224327,32.60140139242769,32.60061837269627,27.759084457430195,27.758692947564484,0.9233449823072346,1.453565072237276,0.5302200899300413,1.1991257007481553,1.1986694938787432,1.1996007206103714,,,,,,,,,,,,,,,,,
axial,,,,,,,,,,,,,,0.8,0.2,32.81725719892076,12.810847380041555,16.84346928163567,28.81597523514492,16.812129343817396,29.622499615463738,20.03822686509269,-3.1120073587854518,-2.1984788595550815,2.5193177766311203,3.3741222799447073,0.9135284992303703,0.8548045033135869,-3.04521428571429,3.045785714285711
