stage,decision,grompp_return_code,mdrun_return_code,atom_count,atom_count_pass,finite_coordinate_box_pass,temperature_points,temperature_first_K,temperature_last_K,temperature_mean_K,temperature_std_K,temperature_min_K,temperature_max_K,temperature_pass,potential_first_kj_mol,potential_last_kj_mol,potential_mean_kj_mol,total_energy_first_kj_mol,total_energy_last_kj_mol,pressure_mean_bar,pressure_min_bar,pressure_max_bar,HBN_incremental_rms_nm,HBN_incremental_max_nm,PYR_incremental_rms_nm,PYR_incremental_max_nm,HBN_cumulative_rms_nm,HBN_cumulative_max_nm,PYR_cumulative_rms_nm,PYR_cumulative_max_nm,incremental_displacement_pass,cumulative_displacement_pass,maximum_box_change_nm,velocity_validation_required,velocity_pass,HBN_nonzero_velocity_fraction,PYR_nonzero_velocity_fraction,SOL_nonzero_velocity_fraction,instability_signatures,revise_reasons,blocked_reasons,checkpoint_path,trajectory_path
06_nvt_unrestrained_10ps,PASS,0,0,68320,True,True,101,297.087006,301.125763,299.6601405841584,1.2803709835034571,296.695892,302.904175,True,-763061.6875,-762403.75,-762100.1930693069,-633191.5,-630768.0,25.652544405940596,-260.961731,283.126343,0.12623949744151286,0.27270680226206345,0.4137178525740236,0.8630863224498461,0.15963567710496893,0.3537852455939903,0.465499772783552,1.0836655388079852,True,True,0.0,True,True,1.0,1.0,1.0,,,,runs/phase1A/day021_mobile_restraint_protocol/execution/06_nvt_unrestrained_10ps/06_nvt_unrestrained_10ps.cpt,runs/phase1A/day021_mobile_restraint_protocol/execution/06_nvt_unrestrained_10ps/06_nvt_unrestrained_10ps.xtc
