site,PYR2,PYR3,PYR4,PYR5
PYR2,0,0.0390527099844,0.00182197628605,0.00585723899359
PYR3,0.0390527099844,0,0.0217201083244,0.00401227324121
PYR4,0.00182197628605,0.0217201083244,0,0.0679622340342
PYR5,0.00585723899359,0.00401227324121,0.0679622340342,0
