frame,time_ps,site,root,family,is_bright_root,energy_eV,fosc,D2_au2,DX_raw_au,DY_raw_au,DZ_raw_au,dipole_magnitude_au,reference_frame,gauge_sign_factor,raw_cosine_to_reference,aligned_cosine_to_reference,DX_aligned_au,DY_aligned_au,DZ_aligned_au
15,75.0,PYR5,2,alternate_like,False,3.861,0.048610659,0.51389,0.66136,-0.06932,-0.26773,0.7168612139040582,0,1,0.9759533749848223,0.9759533749848223,0.66136,-0.06932,-0.26773
15,75.0,PYR5,1,bright_like,True,3.797,0.617289556,6.6362,-2.55485,0.25613,-0.20823,2.5760822968220563,0,1,0.9998134158607392,0.9998134158607392,-2.55485,0.25613,-0.20823
16,80.0,PYR2,1,alternate_like,False,4.005,0.007980509,0.08132,-0.02222,-0.27766,-0.0611,0.28516661796220116,0,-1,-0.7765298484603699,0.7765298484603699,0.02222,0.27766,0.0611
16,80.0,PYR2,2,bright_like,True,4.095,0.484549816,4.82925,-0.22336,-2.18613,0.01388,2.1975554600510088,0,-1,-0.99998403560066,0.99998403560066,0.22336,2.18613,-0.01388
16,80.0,PYR3,1,alternate_like,False,3.979,0.004160358,0.04268,0.04517,-0.00605,0.2015,0.20659138413786768,0,-1,-0.11528571045138376,0.11528571045138376,-0.04517,0.00605,-0.2015
16,80.0,PYR3,2,bright_like,True,4.073,0.500972655,5.02094,2.22695,-0.23531,-0.07916,2.2407454116878163,0,-1,-0.9999991137038869,0.9999991137038869,-2.22695,0.23531,0.07916
16,80.0,PYR4,1,alternate_like,False,4.021,0.00075086,0.00762,-0.0028,-0.01984,0.08497,0.08729261137118079,0,1,0.5682757856657374,0.5682757856657374,-0.0028,-0.01984,0.08497
16,80.0,PYR4,2,bright_like,True,4.088,0.514035631,5.13201,-0.24033,-2.24962,0.11603,2.265394005465716,0,-1,-0.9999629703980578,0.9999629703980578,0.24033,2.24962,-0.11603
16,80.0,PYR5,2,alternate_like,False,3.848,0.027434139,0.29103,0.46658,-0.04653,-0.26676,0.5394719640537402,0,1,0.9963303662708629,0.9963303662708629,0.46658,-0.04653,-0.26676
16,80.0,PYR5,1,bright_like,True,3.787,0.64087199,6.90766,2.60963,-0.26176,0.17018,2.628242758955116,0,-1,-0.9999946530256698,0.9999946530256698,-2.60963,0.26176,-0.17018
17,85.0,PYR2,1,alternate_like,False,3.997,0.003950877,0.04035,0.01816,0.14411,-0.13875,0.20087309426600666,0,-1,-0.0895881205571443,0.0895881205571443,-0.01816,-0.14411,0.13875
17,85.0,PYR2,2,bright_like,True,4.09,0.503383394,5.02396,0.23334,2.2292,0.01287,2.2414191932791154,0,1,0.9999777956259145,0.9999777956259145,0.23334,2.2292,0.01287
17,85.0,PYR3,1,alternate_like,False,4.014,0.015689894,0.15955,-0.37291,0.0342,0.13896,0.399437103935025,0,-1,-0.9997825375428202,0.9997825375428202,0.37291,-0.0342,-0.13896
17,85.0,PYR3,2,bright_like,True,4.091,0.499303464,4.98128,2.21879,-0.23363,-0.06063,2.2318781328737463,0,-1,-0.9999761341439986,0.9999761341439986,-2.21879,0.23363,0.06063
17,85.0,PYR4,1,alternate_like,False,4.023,0.004235391,0.04297,-0.01125,-0.10428,-0.1788,0.2072920644887305,0,1,0.15683802568045438,0.15683802568045438,-0.01125,-0.10428,-0.1788
17,85.0,PYR4,2,bright_like,True,4.095,0.516236756,5.14526,0.2362,2.25238,-0.12749,2.2683165563915457,0,1,0.9999090297460693,0.9999090297460693,0.2362,2.25238,-0.12749
17,85.0,PYR5,2,alternate_like,False,3.815,0.01916748,0.20507,0.28946,-0.02656,0.34725,0.4528465523772926,0,1,0.09427284550903367,0.09427284550903367,0.28946,-0.02656,0.34725
17,85.0,PYR5,1,bright_like,True,3.756,0.658947702,7.16025,2.66065,-0.26994,0.09125,2.6758643463374594,0,-1,-0.9996214900359759,0.9996214900359759,-2.66065,0.26994,-0.09125
18,90.0,PYR2,1,alternate_like,False,4.011,0.004740677,0.04824,0.01581,0.16784,0.14077,0.2196360626126775,0,1,0.9796687819883872,0.9796687819883872,0.01581,0.16784,0.14077
18,90.0,PYR2,2,bright_like,True,4.087,0.501314575,5.00697,-0.23158,-2.22558,0.01127,2.2376259741073796,0,-1,-0.9999909464619459,0.9999909464619459,0.23158,2.22558,-0.01127
18,90.0,PYR3,1,alternate_like,False,4.017,0.003591347,0.03649,-0.1195,0.01066,0.14865,0.19102355875650523,0,-1,-0.8504344265212426,0.8504344265212426,0.1195,-0.01066,-0.14865
18,90.0,PYR3,2,bright_like,True,4.089,0.514666779,5.13755,2.25333,-0.23178,-0.07962,2.2666164210117246,0,-1,-0.9999967154178162,0.9999967154178162,-2.25333,0.23178,0.07962
18,90.0,PYR4,1,alternate_like,False,4.022,0.005227546,0.05305,-0.00804,-0.06664,0.22032,0.23032585612562043,0,1,0.6199603425401298,0.6199603425401298,-0.00804,-0.06664,0.22032
18,90.0,PYR4,2,bright_like,True,4.088,0.513302479,5.12458,-0.23116,-2.24953,0.10366,2.263753520151874,0,-1,-0.9999919864454542,0.9999919864454542,0.23116,2.24953,-0.10366
18,90.0,PYR5,2,alternate_like,False,3.835,0.007279731,0.07749,0.17824,-0.0201,-0.21287,0.2783702570318891,0,1,0.9642587057369116,0.9642587057369116,0.17824,-0.0201,-0.21287
18,90.0,PYR5,1,bright_like,True,3.753,0.647780357,7.04516,2.6383,-0.26471,0.1203,2.6542720282593493,0,-1,-0.9998671734118119,0.9998671734118119,-2.6383,0.26471,-0.1203
19,95.0,PYR2,1,alternate_like,False,3.998,0.005387942,0.055,0.01831,0.17323,-0.15704,0.2345207879911715,0,-1,-0.06051898283064307,0.06051898283064307,-0.01831,-0.17323,0.15704
19,95.0,PYR2,2,bright_like,True,4.085,0.505899823,5.05459,-0.23215,-2.23615,-0.01779,2.2482415350669065,0,-1,-0.9999618317062144,0.9999618317062144,0.23215,2.23615,0.01779
19,95.0,PYR3,1,alternate_like,False,4.009,0.002384253,0.02427,0.09564,-0.01018,-0.12256,0.15578831791889916,0,1,0.8432254938623833,0.8432254938623833,0.09564,-0.01018,-0.12256
19,95.0,PYR3,2,bright_like,True,4.079,0.506260518,5.06584,2.23723,-0.23553,-0.07185,2.2507420998417387,0,-1,-0.9999976894656867,0.9999976894656867,-2.23723,0.23553,0.07185
19,95.0,PYR4,1,alternate_like,False,4.0,0.005415159,0.05525,-0.00601,-0.05316,0.22889,0.23505318547086318,0,1,0.5667972926049065,0.5667972926049065,-0.00601,-0.05316,0.22889
19,95.0,PYR4,2,bright_like,True,4.088,0.509308271,5.08569,-0.23196,-2.24111,0.09653,2.2551474452904405,0,-1,-0.9999982749778595,0.9999982749778595,0.23196,2.24111,-0.09653
19,95.0,PYR5,2,alternate_like,False,3.851,0.018740564,0.19865,-0.3988,0.03903,0.19516,0.445701693961331,0,-1,-0.9888278762262639,0.9888278762262639,0.3988,-0.03903,-0.19516
19,95.0,PYR5,1,bright_like,True,3.781,0.649181293,7.00726,2.62794,-0.2676,0.17201,2.647122966543111,0,-1,-0.9999939391242879,0.9999939391242879,-2.62794,0.2676,-0.17201
20,100.0,PYR2,1,alternate_like,False,4.01,0.010873752,0.11067,-0.03204,-0.30885,0.11939,0.33267100865569876,0,-1,-0.3012596515646678,0.3012596515646678,0.03204,0.30885,-0.11939
20,100.0,PYR2,2,bright_like,True,4.078,0.476937983,4.77378,0.22752,2.173,0.00806,2.1848981669633942,0,1,0.9999891219988237,0.9999891219988237,0.22752,2.173,0.00806
20,100.0,PYR3,1,alternate_like,False,4.0,0.005212785,0.05319,-0.02619,0.00449,-0.22909,0.23062957312539084,0,1,0.22081474392486575,0.22081474392486575,-0.02619,0.00449,-0.22909
20,100.0,PYR3,2,bright_like,True,4.066,0.499580956,5.01467,-2.22714,0.22701,0.05445,2.239345886637435,0,1,0.9999470700106773,0.9999470700106773,-2.22714,0.22701,0.05445
20,100.0,PYR4,1,alternate_like,False,4.016,0.006844006,0.06955,0.00805,0.1067,-0.24105,0.2637233398848119,0,-1,-0.7107723635975101,0.7107723635975101,-0.00805,-0.1067,0.24105
20,100.0,PYR4,2,bright_like,True,4.083,0.521661364,5.21537,-0.23768,-2.26953,0.08994,2.2837184590049624,0,-1,-0.9999941401617829,0.9999941401617829,0.23768,2.26953,-0.08994
20,100.0,PYR5,2,alternate_like,False,3.848,0.009116058,0.09669,-0.1096,0.00873,-0.29087,0.3109501567775775,0,1,0.2388561095230445,0.2388561095230445,-0.1096,0.00873,-0.29087
20,100.0,PYR5,1,bright_like,True,3.768,0.670424221,7.26264,2.67888,-0.26463,0.12738,2.694928570481971,0,-1,-0.9998946272399749,0.9998946272399749,-2.67888,0.26463,-0.12738
