center_node_type,angle_count,minimum_angle_deg,mean_angle_deg,maximum_angle_deg,RMS_deviation_from_120_deg
ALTERNATING_BN_TRIMER_BRIDGE,270,100.32604477134944,119.70092981090586,135.00595116897912,5.851467483508201
ANNULUS_INNER_BOUNDARY,72,119.99999999999956,120.0,120.00000000000037,1.3931792532515167e-13
ANNULUS_INTERIOR,504,119.99999999999918,120.0,120.0000000000006,2.0736291973495876e-13
ANNULUS_OUTER_BOUNDARY,180,57.21978718779359,113.03907323427902,125.54040661338962,17.99847790187007
HEXAGONAL_EDGE_COMPLETION_SEED,180,70.10833622433981,116.57360354803976,154.79484215496637,14.344766988948564
PARENT_HBN,5040,118.2724541303968,119.89977494839086,120.44386024006194,0.3428588207170291
