state,PYR2_bright,PYR3_bright,PYR4_bright,PYR5_bright
PYR2_bright,1,0.25979295087,0.0473165720686,-0.219762016028
PYR3_bright,0.25979295087,1,-0.142115214127,-0.178975716371
PYR4_bright,0.0473165720686,-0.142115214127,1,0.238135641962
PYR5_bright,-0.219762016028,-0.178975716371,0.238135641962,1
