stage,decision,grompp_return_code,mdrun_return_code,atom_count,atom_count_pass,finite_coordinate_box_pass,temperature_points,temperature_first_K,temperature_last_K,temperature_mean_K,temperature_std_K,temperature_min_K,temperature_max_K,temperature_pass,potential_first_kj_mol,potential_last_kj_mol,potential_mean_kj_mol,total_energy_first_kj_mol,total_energy_last_kj_mol,pressure_mean_bar,pressure_min_bar,pressure_max_bar,HBN_incremental_rms_nm,HBN_incremental_max_nm,PYR_incremental_rms_nm,PYR_incremental_max_nm,HBN_cumulative_rms_nm,HBN_cumulative_max_nm,PYR_cumulative_rms_nm,PYR_cumulative_max_nm,incremental_displacement_pass,cumulative_displacement_pass,maximum_box_change_nm,velocity_validation_required,velocity_pass,HBN_nonzero_velocity_fraction,PYR_nonzero_velocity_fraction,SOL_nonzero_velocity_fraction,instability_signatures,revise_reasons,blocked_reasons,checkpoint_path,trajectory_path,reconciliation_status,reconciliation_reason,rerun_required
02_nvt_k10000_1ps,PASS,0,0,68320,True,True,11,299.299713,284.571472,282.6792464545455,5.994422858424829,274.296448,299.299713,True,-788090.3125,-773707.8125,-776122.1988636364,-657249.125,-649305.1875,-197.46446609090907,-2069.949463,1734.806519,0.008349579402010397,0.03819685850956817,0.010677078252031309,0.02215851980616007,0.008450309940779577,0.039153543900903635,0.011002622065112138,0.02249444375840369,True,True,0.0,True,True,1.0,1.0,1.0,,,,runs/phase1A/day021_mobile_restraint_protocol/execution/02_nvt_k10000_1ps/02_nvt_k10000_1ps.cpt,runs/phase1A/day021_mobile_restraint_protocol/execution/02_nvt_k10000_1ps/02_nvt_k10000_1ps.xtc,PASS,False positive from normal GROMACS parameter record epsilon-rf = inf,False
