atom_i_1based,atom_j_1based,element_i,element_j,distance_nm,in_explicit_topology,in_geometry_graph,classification
340,399,N,B,0.14514131045295142,True,True,MATCHED
341,342,B,N,0.14500000000000002,True,True,MATCHED
342,399,N,B,0.1449241180756329,True,True,MATCHED
342,401,N,B,0.1457875166123628,True,True,MATCHED
343,344,B,N,0.14500000000000002,True,True,MATCHED
344,401,N,B,0.14514131045295142,True,True,MATCHED
344,403,N,B,0.14511719401917844,True,True,MATCHED
345,346,B,N,0.14500000000000002,True,True,MATCHED
346,403,N,B,0.1450620556865233,True,True,MATCHED
346,405,N,B,0.14533409785731635,True,True,MATCHED
347,348,B,N,0.14500000000000002,True,True,MATCHED
348,405,N,B,0.1448378403594865,True,True,MATCHED
348,407,N,B,0.1455128860273206,True,True,MATCHED
349,350,B,N,0.14500000000000002,True,True,MATCHED
350,407,N,B,0.14489306401619093,True,True,MATCHED
350,409,N,B,0.14484129245487956,True,True,MATCHED
351,352,B,N,0.14500000000000002,True,True,MATCHED
352,409,N,B,0.1460342425597502,True,True,MATCHED
352,411,N,B,0.14533409785731655,True,True,MATCHED
353,354,B,N,0.14500000000000002,True,True,MATCHED
354,411,N,B,0.1450620556865233,True,True,MATCHED
354,413,N,B,0.1448930640161909,True,True,MATCHED
355,356,B,N,0.14500000000000002,True,True,MATCHED
356,413,N,B,0.14527560015363902,True,True,MATCHED
356,415,N,B,0.14487926007541588,True,True,MATCHED
357,358,B,N,0.14500000000000002,True,True,MATCHED
358,415,N,B,0.14574292435655314,True,True,MATCHED
358,417,N,B,0.14527560015363902,True,True,MATCHED
359,360,B,N,0.14500000000000002,True,True,MATCHED
360,417,N,B,0.14489306401619054,True,True,MATCHED
360,419,N,B,0.1450620556865233,True,True,MATCHED
361,362,B,N,0.14500000000000002,True,True,MATCHED
362,421,N,B,0.14501379244747678,True,True,MATCHED
362,479,N,B,0.14481022063376614,True,True,MATCHED
363,364,B,N,0.14500000000000002,True,True,MATCHED
364,421,N,B,0.14377760604489134,True,True,MATCHED
364,423,N,B,0.14501379244747678,True,True,MATCHED
365,366,B,N,0.14500000000000002,True,True,MATCHED
366,423,N,B,0.14481022063376614,True,True,MATCHED
366,425,N,B,0.1448343881818127,True,True,MATCHED
367,368,B,N,0.14500000000000002,True,True,MATCHED
368,425,N,B,0.1445614056378809,True,True,MATCHED
368,427,N,B,0.14439182802361025,True,True,MATCHED
369,370,B,N,0.14500000000000002,True,True,MATCHED
370,427,N,B,0.1447756885668307,True,True,MATCHED
370,429,N,B,0.14524462124292217,True,True,MATCHED
371,372,B,N,0.14500000000000002,True,True,MATCHED
372,429,N,B,0.14437797615980058,True,True,MATCHED
372,431,N,B,0.1447756885668307,True,True,MATCHED
373,374,B,N,0.14500000000000002,True,True,MATCHED
374,431,N,B,0.14439182802361064,True,True,MATCHED
374,433,N,B,0.1445614056378809,True,True,MATCHED
375,376,B,N,0.14500000000000002,True,True,MATCHED
376,433,N,B,0.1448343881818127,True,True,MATCHED
376,435,N,B,0.14553693689232267,True,True,MATCHED
377,378,B,N,0.14500000000000002,True,True,MATCHED
378,435,N,B,0.14433987668000794,True,True,MATCHED
378,437,N,B,0.14439182802361064,True,True,MATCHED
379,380,B,N,0.14500000000000002,True,True,MATCHED
380,437,N,B,0.14501379244747703,True,True,MATCHED
380,439,N,B,0.14433641259224939,True,True,MATCHED
381,382,B,N,0.14500000000000002,True,True,MATCHED
382,439,N,B,0.14483438818181255,True,True,MATCHED
382,441,N,B,0.1445614056378809,True,True,MATCHED
383,384,B,N,0.14500000000000002,True,True,MATCHED
384,441,N,B,0.1446167348545798,True,True,MATCHED
384,443,N,B,0.14464093473149287,True,True,MATCHED
385,386,B,N,0.14500000000000002,True,True,MATCHED
386,443,N,B,0.14528936643815304,True,True,MATCHED
386,445,N,B,0.14442298985964783,True,True,MATCHED
387,388,B,N,0.14500000000000002,True,True,MATCHED
388,445,N,B,0.14464093473149287,True,True,MATCHED
388,447,N,B,0.14461673485458015,True,True,MATCHED
389,390,B,N,0.14500000000000002,True,True,MATCHED
390,447,N,B,0.1445614056378809,True,True,MATCHED
390,449,N,B,0.14483438818181255,True,True,MATCHED
391,392,B,N,0.14500000000000002,True,True,MATCHED
392,449,N,B,0.14506550244630848,True,True,MATCHED
392,451,N,B,0.1443398766800082,True,True,MATCHED
393,394,B,N,0.14500000000000002,True,True,MATCHED
394,451,N,B,0.14500344823486072,True,True,MATCHED
394,453,N,B,0.1443398766800082,True,True,MATCHED
395,396,B,N,0.14500000000000002,True,True,MATCHED
396,453,N,B,0.14506550244630848,True,True,MATCHED
396,455,N,B,0.14483438818181255,True,True,MATCHED
397,398,B,N,0.14500000000000002,True,True,MATCHED
398,455,N,B,0.1445614056378809,True,True,MATCHED
398,457,N,B,0.14461673485458015,True,True,MATCHED
399,400,B,N,0.14500000000000002,True,True,MATCHED
400,457,N,B,0.14464093473149287,True,True,MATCHED
400,459,N,B,0.14442298985964783,True,True,MATCHED
401,402,B,N,0.14500000000000002,True,True,MATCHED
402,459,N,B,0.14528936643815304,True,True,MATCHED
402,461,N,B,0.14464093473149287,True,True,MATCHED
403,404,B,N,0.14500000000000002,True,True,MATCHED
404,461,N,B,0.1446167348545798,True,True,MATCHED
404,463,N,B,0.1445614056378809,True,True,MATCHED
405,406,B,N,0.14500000000000002,True,True,MATCHED
406,463,N,B,0.14483438818181255,True,True,MATCHED
406,465,N,B,0.14433641259224939,True,True,MATCHED
407,408,B,N,0.14500000000000002,True,True,MATCHED
408,465,N,B,0.14501379244747703,True,True,MATCHED
408,467,N,B,0.14439182802361064,True,True,MATCHED
409,410,B,N,0.14500000000000002,True,True,MATCHED
410,467,N,B,0.14433987668000794,True,True,MATCHED
410,469,N,B,0.14553693689232267,True,True,MATCHED
411,412,B,N,0.14500000000000002,True,True,MATCHED
412,469,N,B,0.1448343881818127,True,True,MATCHED
412,471,N,B,0.1445614056378809,True,True,MATCHED
413,414,B,N,0.14500000000000002,True,True,MATCHED
414,471,N,B,0.14439182802361064,True,True,MATCHED
414,473,N,B,0.1447756885668307,True,True,MATCHED
415,416,B,N,0.14500000000000002,True,True,MATCHED
416,473,N,B,0.14437797615980058,True,True,MATCHED
416,475,N,B,0.14524462124292217,True,True,MATCHED
417,418,B,N,0.14500000000000002,True,True,MATCHED
418,475,N,B,0.1447756885668307,True,True,MATCHED
418,477,N,B,0.14439182802361025,True,True,MATCHED
419,420,B,N,0.14500000000000002,True,True,MATCHED
420,477,N,B,0.1445614056378809,True,True,MATCHED
420,479,N,B,0.1448343881818127,True,True,MATCHED
421,422,B,N,0.14500000000000002,True,True,MATCHED
422,481,N,B,0.14428097587693287,True,True,MATCHED
422,539,N,B,0.1455128860273206,True,True,MATCHED
423,424,B,N,0.14500000000000002,True,True,MATCHED
424,481,N,B,0.1455128860273206,True,True,MATCHED
424,483,N,B,0.14531001341958558,True,True,MATCHED
425,426,B,N,0.14500000000000002,True,True,MATCHED
426,483,N,B,0.14533409785731677,True,True,MATCHED
426,485,N,B,0.14506205568652353,True,True,MATCHED
427,428,B,N,0.14500000000000002,True,True,MATCHED
428,485,N,B,0.14489306401619076,True,True,MATCHED
428,487,N,B,0.14527560015363924,True,True,MATCHED
429,430,B,N,0.14500000000000002,True,True,MATCHED
430,487,N,B,0.14574292435655337,True,True,MATCHED
430,489,N,B,0.1448792600754161,True,True,MATCHED
431,432,B,N,0.14500000000000002,True,True,MATCHED
432,489,N,B,0.14527560015363924,True,True,MATCHED
432,491,N,B,0.14489306401619112,True,True,MATCHED
433,434,B,N,0.14500000000000002,True,True,MATCHED
434,491,N,B,0.14506205568652353,True,True,MATCHED
434,493,N,B,0.14533409785731677,True,True,MATCHED
435,436,B,N,0.14500000000000002,True,True,MATCHED
436,493,N,B,0.14603424255975045,True,True,MATCHED
436,495,N,B,0.14484129245487978,True,True,MATCHED
437,438,B,N,0.14500000000000002,True,True,MATCHED
438,495,N,B,0.14489306401619115,True,True,MATCHED
438,497,N,B,0.14551288602732082,True,True,MATCHED
439,440,B,N,0.14500000000000002,True,True,MATCHED
440,497,N,B,0.1448378403594867,True,True,MATCHED
440,499,N,B,0.1453340978573166,True,True,MATCHED
441,442,B,N,0.14500000000000002,True,True,MATCHED
442,499,N,B,0.14506205568652353,True,True,MATCHED
442,501,N,B,0.14511719401917866,True,True,MATCHED
443,444,B,N,0.14500000000000002,True,True,MATCHED
444,501,N,B,0.14514131045295164,True,True,MATCHED
444,503,N,B,0.14578751661236306,True,True,MATCHED
445,446,B,N,0.14500000000000002,True,True,MATCHED
446,503,N,B,0.14492411807563313,True,True,MATCHED
446,505,N,B,0.14514131045295164,True,True,MATCHED
447,448,B,N,0.14500000000000002,True,True,MATCHED
448,505,N,B,0.14511719401917905,True,True,MATCHED
448,507,N,B,0.14506205568652353,True,True,MATCHED
449,450,B,N,0.14500000000000002,True,True,MATCHED
450,507,N,B,0.1453340978573166,True,True,MATCHED
450,509,N,B,0.14556441872930362,True,True,MATCHED
451,452,B,N,0.14500000000000002,True,True,MATCHED
452,509,N,B,0.14484129245488003,True,True,MATCHED
452,511,N,B,0.14550257729676147,True,True,MATCHED
453,454,B,N,0.14500000000000002,True,True,MATCHED
454,511,N,B,0.14484129245488003,True,True,MATCHED
454,513,N,B,0.14556441872930362,True,True,MATCHED
455,456,B,N,0.14500000000000002,True,True,MATCHED
456,513,N,B,0.1453340978573166,True,True,MATCHED
456,515,N,B,0.14506205568652353,True,True,MATCHED
457,458,B,N,0.14500000000000002,True,True,MATCHED
458,515,N,B,0.14511719401917905,True,True,MATCHED
458,517,N,B,0.14514131045295164,True,True,MATCHED
459,460,B,N,0.14500000000000002,True,True,MATCHED
460,517,N,B,0.14492411807563313,True,True,MATCHED
460,519,N,B,0.14578751661236306,True,True,MATCHED
461,462,B,N,0.14500000000000002,True,True,MATCHED
462,519,N,B,0.14514131045295164,True,True,MATCHED
462,521,N,B,0.14511719401917866,True,True,MATCHED
463,464,B,N,0.14500000000000002,True,True,MATCHED
464,521,N,B,0.14506205568652353,True,True,MATCHED
464,523,N,B,0.1453340978573166,True,True,MATCHED
465,466,B,N,0.14500000000000002,True,True,MATCHED
466,523,N,B,0.1448378403594867,True,True,MATCHED
466,525,N,B,0.14551288602732082,True,True,MATCHED
467,468,B,N,0.14500000000000002,True,True,MATCHED
468,525,N,B,0.14489306401619115,True,True,MATCHED
468,527,N,B,0.14484129245487978,True,True,MATCHED
469,470,B,N,0.14500000000000002,True,True,MATCHED
470,527,N,B,0.14603424255975045,True,True,MATCHED
470,529,N,B,0.14533409785731677,True,True,MATCHED
471,472,B,N,0.14500000000000002,True,True,MATCHED
472,529,N,B,0.14506205568652353,True,True,MATCHED
472,531,N,B,0.14489306401619112,True,True,MATCHED
473,474,B,N,0.14500000000000002,True,True,MATCHED
474,531,N,B,0.14527560015363924,True,True,MATCHED
474,533,N,B,0.1448792600754161,True,True,MATCHED
475,476,B,N,0.14500000000000002,True,True,MATCHED
476,533,N,B,0.14574292435655337,True,True,MATCHED
476,535,N,B,0.14527560015363924,True,True,MATCHED
477,478,B,N,0.14500000000000002,True,True,MATCHED
478,535,N,B,0.14489306401619076,True,True,MATCHED
478,537,N,B,0.14506205568652353,True,True,MATCHED
479,480,B,N,0.14500000000000002,True,True,MATCHED
480,537,N,B,0.14533409785731677,True,True,MATCHED
480,539,N,B,0.14531001341958558,True,True,MATCHED
481,482,B,N,0.14499999999999957,True,True,MATCHED
482,541,N,B,0.1455128860273206,True,True,MATCHED
482,599,N,B,0.14428097587693287,True,True,MATCHED
483,484,B,N,0.14499999999999957,True,True,MATCHED
484,541,N,B,0.14531001341958558,True,True,MATCHED
484,543,N,B,0.14533409785731677,True,True,MATCHED
485,486,B,N,0.14499999999999957,True,True,MATCHED
486,543,N,B,0.14506205568652353,True,True,MATCHED
486,545,N,B,0.14489306401619076,True,True,MATCHED
487,488,B,N,0.14499999999999957,True,True,MATCHED
488,545,N,B,0.14527560015363924,True,True,MATCHED
488,547,N,B,0.14574292435655337,True,True,MATCHED
489,490,B,N,0.14499999999999957,True,True,MATCHED
490,547,N,B,0.1448792600754161,True,True,MATCHED
490,549,N,B,0.14527560015363924,True,True,MATCHED
491,492,B,N,0.14499999999999957,True,True,MATCHED
492,549,N,B,0.14489306401619112,True,True,MATCHED
492,551,N,B,0.14506205568652353,True,True,MATCHED
493,494,B,N,0.14499999999999957,True,True,MATCHED
494,551,N,B,0.14533409785731677,True,True,MATCHED
494,553,N,B,0.14603424255975045,True,True,MATCHED
495,496,B,N,0.14499999999999957,True,True,MATCHED
496,553,N,B,0.14484129245487978,True,True,MATCHED
496,555,N,B,0.14489306401619115,True,True,MATCHED
497,498,B,N,0.14499999999999957,True,True,MATCHED
498,555,N,B,0.14551288602732082,True,True,MATCHED
498,557,N,B,0.1448378403594867,True,True,MATCHED
499,500,B,N,0.14499999999999957,True,True,MATCHED
500,557,N,B,0.1453340978573166,True,True,MATCHED
500,559,N,B,0.14506205568652353,True,True,MATCHED
501,502,B,N,0.14499999999999957,True,True,MATCHED
502,559,N,B,0.14511719401917866,True,True,MATCHED
502,561,N,B,0.14514131045295164,True,True,MATCHED
503,504,B,N,0.14499999999999957,True,True,MATCHED
504,561,N,B,0.14578751661236306,True,True,MATCHED
504,563,N,B,0.14492411807563313,True,True,MATCHED
505,506,B,N,0.14499999999999957,True,True,MATCHED
506,563,N,B,0.14514131045295164,True,True,MATCHED
506,565,N,B,0.14511719401917905,True,True,MATCHED
507,508,B,N,0.14499999999999957,True,True,MATCHED
508,565,N,B,0.14506205568652353,True,True,MATCHED
508,567,N,B,0.1453340978573166,True,True,MATCHED
509,510,B,N,0.14499999999999957,True,True,MATCHED
510,567,N,B,0.14556441872930362,True,True,MATCHED
510,569,N,B,0.14484129245488003,True,True,MATCHED
511,512,B,N,0.14499999999999957,True,True,MATCHED
512,569,N,B,0.14550257729676147,True,True,MATCHED
512,571,N,B,0.14484129245488003,True,True,MATCHED
513,514,B,N,0.14499999999999957,True,True,MATCHED
514,571,N,B,0.14556441872930362,True,True,MATCHED
514,573,N,B,0.1453340978573166,True,True,MATCHED
515,516,B,N,0.14499999999999957,True,True,MATCHED
516,573,N,B,0.14506205568652353,True,True,MATCHED
516,575,N,B,0.14511719401917905,True,True,MATCHED
517,518,B,N,0.14499999999999957,True,True,MATCHED
518,575,N,B,0.14514131045295164,True,True,MATCHED
518,577,N,B,0.14492411807563313,True,True,MATCHED
519,520,B,N,0.14499999999999957,True,True,MATCHED
520,577,N,B,0.14578751661236306,True,True,MATCHED
520,579,N,B,0.14514131045295164,True,True,MATCHED
521,522,B,N,0.14499999999999957,True,True,MATCHED
522,579,N,B,0.14511719401917866,True,True,MATCHED
522,581,N,B,0.14506205568652353,True,True,MATCHED
523,524,B,N,0.14499999999999957,True,True,MATCHED
524,581,N,B,0.1453340978573166,True,True,MATCHED
524,583,N,B,0.1448378403594867,True,True,MATCHED
525,526,B,N,0.14499999999999957,True,True,MATCHED
526,583,N,B,0.14551288602732082,True,True,MATCHED
526,585,N,B,0.14489306401619115,True,True,MATCHED
527,528,B,N,0.14499999999999957,True,True,MATCHED
528,585,N,B,0.14484129245487978,True,True,MATCHED
528,587,N,B,0.14603424255975045,True,True,MATCHED
529,530,B,N,0.14499999999999957,True,True,MATCHED
530,587,N,B,0.14533409785731677,True,True,MATCHED
530,589,N,B,0.14506205568652353,True,True,MATCHED
531,532,B,N,0.14499999999999957,True,True,MATCHED
532,589,N,B,0.14489306401619112,True,True,MATCHED
532,591,N,B,0.14527560015363924,True,True,MATCHED
533,534,B,N,0.14499999999999957,True,True,MATCHED
534,591,N,B,0.1448792600754161,True,True,MATCHED
534,593,N,B,0.14574292435655337,True,True,MATCHED
535,536,B,N,0.14499999999999957,True,True,MATCHED
536,593,N,B,0.14527560015363924,True,True,MATCHED
536,595,N,B,0.14489306401619076,True,True,MATCHED
537,538,B,N,0.14499999999999957,True,True,MATCHED
538,595,N,B,0.14506205568652353,True,True,MATCHED
538,597,N,B,0.14533409785731677,True,True,MATCHED
539,540,B,N,0.14499999999999957,True,True,MATCHED
540,597,N,B,0.14531001341958558,True,True,MATCHED
540,599,N,B,0.1455128860273206,True,True,MATCHED
541,542,B,N,0.14499999999999957,True,True,MATCHED
542,601,N,B,0.14481022063376636,True,True,MATCHED
542,659,N,B,0.145013792447477,True,True,MATCHED
543,544,B,N,0.14499999999999957,True,True,MATCHED
544,601,N,B,0.14483438818181293,True,True,MATCHED
544,603,N,B,0.14456140563788109,True,True,MATCHED
545,546,B,N,0.14499999999999957,True,True,MATCHED
546,603,N,B,0.14439182802361047,True,True,MATCHED
546,605,N,B,0.14477568856683093,True,True,MATCHED
547,548,B,N,0.14499999999999957,True,True,MATCHED
548,605,N,B,0.1452446212429224,True,True,MATCHED
548,607,N,B,0.1443779761598008,True,True,MATCHED
549,550,B,N,0.14499999999999957,True,True,MATCHED
550,607,N,B,0.14477568856683093,True,True,MATCHED
550,609,N,B,0.14439182802361084,True,True,MATCHED
551,552,B,N,0.14499999999999957,True,True,MATCHED
552,609,N,B,0.14456140563788109,True,True,MATCHED
552,611,N,B,0.14483438818181293,True,True,MATCHED
553,554,B,N,0.14499999999999957,True,True,MATCHED
554,611,N,B,0.1455369368923229,True,True,MATCHED
554,613,N,B,0.14433987668000817,True,True,MATCHED
555,556,B,N,0.14499999999999957,True,True,MATCHED
556,613,N,B,0.14439182802361086,True,True,MATCHED
556,615,N,B,0.14501379244747725,True,True,MATCHED
557,558,B,N,0.14499999999999957,True,True,MATCHED
558,615,N,B,0.1443364125922496,True,True,MATCHED
558,617,N,B,0.14483438818181277,True,True,MATCHED
559,560,B,N,0.14499999999999957,True,True,MATCHED
560,617,N,B,0.14456140563788109,True,True,MATCHED
560,619,N,B,0.14461673485458001,True,True,MATCHED
561,562,B,N,0.14499999999999957,True,True,MATCHED
562,619,N,B,0.1446409347314931,True,True,MATCHED
562,621,N,B,0.14528936643815327,True,True,MATCHED
563,564,B,N,0.14499999999999957,True,True,MATCHED
564,621,N,B,0.14442298985964805,True,True,MATCHED
564,623,N,B,0.1446409347314931,True,True,MATCHED
565,566,B,N,0.14499999999999957,True,True,MATCHED
566,623,N,B,0.14461673485458038,True,True,MATCHED
566,625,N,B,0.14456140563788109,True,True,MATCHED
567,568,B,N,0.14499999999999957,True,True,MATCHED
568,625,N,B,0.14483438818181277,True,True,MATCHED
568,627,N,B,0.14506550244630867,True,True,MATCHED
569,570,B,N,0.14499999999999957,True,True,MATCHED
570,627,N,B,0.1443398766800084,True,True,MATCHED
570,629,N,B,0.14500344823486094,True,True,MATCHED
571,572,B,N,0.14499999999999957,True,True,MATCHED
572,629,N,B,0.1443398766800084,True,True,MATCHED
572,631,N,B,0.14506550244630867,True,True,MATCHED
573,574,B,N,0.14499999999999957,True,True,MATCHED
574,631,N,B,0.14483438818181277,True,True,MATCHED
574,633,N,B,0.14456140563788109,True,True,MATCHED
575,576,B,N,0.14499999999999957,True,True,MATCHED
576,633,N,B,0.14461673485458038,True,True,MATCHED
576,635,N,B,0.1446409347314931,True,True,MATCHED
577,578,B,N,0.14499999999999957,True,True,MATCHED
578,635,N,B,0.14442298985964805,True,True,MATCHED
578,637,N,B,0.14528936643815327,True,True,MATCHED
579,580,B,N,0.14499999999999957,True,True,MATCHED
580,637,N,B,0.1446409347314931,True,True,MATCHED
580,639,N,B,0.14461673485458001,True,True,MATCHED
581,582,B,N,0.14499999999999957,True,True,MATCHED
582,639,N,B,0.14456140563788109,True,True,MATCHED
582,641,N,B,0.14483438818181277,True,True,MATCHED
583,584,B,N,0.14499999999999957,True,True,MATCHED
584,641,N,B,0.1443364125922496,True,True,MATCHED
584,643,N,B,0.14501379244747725,True,True,MATCHED
585,586,B,N,0.14499999999999957,True,True,MATCHED
586,643,N,B,0.14439182802361086,True,True,MATCHED
586,645,N,B,0.14433987668000817,True,True,MATCHED
587,588,B,N,0.14499999999999957,True,True,MATCHED
588,645,N,B,0.1455369368923229,True,True,MATCHED
588,647,N,B,0.14483438818181293,True,True,MATCHED
589,590,B,N,0.14499999999999957,True,True,MATCHED
590,647,N,B,0.14456140563788109,True,True,MATCHED
590,649,N,B,0.14439182802361084,True,True,MATCHED
591,592,B,N,0.14499999999999957,True,True,MATCHED
592,649,N,B,0.14477568856683093,True,True,MATCHED
592,651,N,B,0.1443779761598008,True,True,MATCHED
593,594,B,N,0.14499999999999957,True,True,MATCHED
594,651,N,B,0.1452446212429224,True,True,MATCHED
594,653,N,B,0.14477568856683093,True,True,MATCHED
595,596,B,N,0.14499999999999957,True,True,MATCHED
596,653,N,B,0.14439182802361047,True,True,MATCHED
596,655,N,B,0.14456140563788109,True,True,MATCHED
597,598,B,N,0.14499999999999957,True,True,MATCHED
598,655,N,B,0.14483438818181293,True,True,MATCHED
598,657,N,B,0.14481022063376636,True,True,MATCHED
599,600,B,N,0.14499999999999957,True,True,MATCHED
600,657,N,B,0.145013792447477,True,True,MATCHED
600,659,N,B,0.14377760604489156,True,True,MATCHED
601,602,B,N,0.14500000000000046,True,True,MATCHED
602,661,N,B,0.14533409785731632,True,True,MATCHED
602,719,N,B,0.14531001341958513,True,True,MATCHED
603,604,B,N,0.14500000000000046,True,True,MATCHED
604,661,N,B,0.14506205568652306,True,True,MATCHED
604,663,N,B,0.14489306401619031,True,True,MATCHED
605,606,B,N,0.14500000000000046,True,True,MATCHED
606,663,N,B,0.1452756001536388,True,True,MATCHED
606,665,N,B,0.1457429243565529,True,True,MATCHED
607,608,B,N,0.14500000000000046,True,True,MATCHED
608,665,N,B,0.14487926007541566,True,True,MATCHED
608,667,N,B,0.1452756001536388,True,True,MATCHED
609,610,B,N,0.14500000000000046,True,True,MATCHED
610,667,N,B,0.14489306401619068,True,True,MATCHED
610,669,N,B,0.14506205568652306,True,True,MATCHED
611,612,B,N,0.14500000000000046,True,True,MATCHED
612,669,N,B,0.14533409785731632,True,True,MATCHED
612,671,N,B,0.14603424255974998,True,True,MATCHED
613,614,B,N,0.14500000000000046,True,True,MATCHED
614,671,N,B,0.14484129245487934,True,True,MATCHED
614,673,N,B,0.1448930640161907,True,True,MATCHED
615,616,B,N,0.14500000000000046,True,True,MATCHED
616,673,N,B,0.14551288602732038,True,True,MATCHED
616,675,N,B,0.14483784035948627,True,True,MATCHED
617,618,B,N,0.14500000000000046,True,True,MATCHED
618,675,N,B,0.14533409785731613,True,True,MATCHED
618,677,N,B,0.14506205568652306,True,True,MATCHED
619,620,B,N,0.14500000000000046,True,True,MATCHED
620,677,N,B,0.14511719401917822,True,True,MATCHED
620,679,N,B,0.1451413104529512,True,True,MATCHED
621,622,B,N,0.14500000000000046,True,True,MATCHED
622,679,N,B,0.14578751661236258,True,True,MATCHED
622,681,N,B,0.14492411807563269,True,True,MATCHED
623,624,B,N,0.14500000000000046,True,True,MATCHED
624,681,N,B,0.1451413104529512,True,True,MATCHED
624,683,N,B,0.14511719401917858,True,True,MATCHED
625,626,B,N,0.14500000000000046,True,True,MATCHED
626,683,N,B,0.14506205568652306,True,True,MATCHED
626,685,N,B,0.14533409785731613,True,True,MATCHED
627,628,B,N,0.14500000000000046,True,True,MATCHED
628,685,N,B,0.14556441872930317,True,True,MATCHED
628,687,N,B,0.14484129245487956,True,True,MATCHED
629,630,B,N,0.14500000000000046,True,True,MATCHED
630,687,N,B,0.14550257729676103,True,True,MATCHED
630,689,N,B,0.14484129245487956,True,True,MATCHED
631,632,B,N,0.14500000000000046,True,True,MATCHED
632,689,N,B,0.14556441872930317,True,True,MATCHED
632,691,N,B,0.14533409785731613,True,True,MATCHED
633,634,B,N,0.14500000000000046,True,True,MATCHED
634,691,N,B,0.14506205568652306,True,True,MATCHED
634,693,N,B,0.14511719401917858,True,True,MATCHED
635,636,B,N,0.14500000000000046,True,True,MATCHED
636,693,N,B,0.1451413104529512,True,True,MATCHED
636,695,N,B,0.14492411807563269,True,True,MATCHED
637,638,B,N,0.14500000000000046,True,True,MATCHED
638,695,N,B,0.14578751661236258,True,True,MATCHED
638,697,N,B,0.1451413104529512,True,True,MATCHED
639,640,B,N,0.14500000000000046,True,True,MATCHED
640,697,N,B,0.14511719401917822,True,True,MATCHED
640,699,N,B,0.14506205568652306,True,True,MATCHED
641,642,B,N,0.14500000000000046,True,True,MATCHED
642,699,N,B,0.14533409785731613,True,True,MATCHED
642,701,N,B,0.14483784035948627,True,True,MATCHED
643,644,B,N,0.14500000000000046,True,True,MATCHED
644,701,N,B,0.14551288602732038,True,True,MATCHED
644,703,N,B,0.1448930640161907,True,True,MATCHED
645,646,B,N,0.14500000000000046,True,True,MATCHED
646,703,N,B,0.14484129245487934,True,True,MATCHED
646,705,N,B,0.14603424255974998,True,True,MATCHED
647,648,B,N,0.14500000000000046,True,True,MATCHED
648,705,N,B,0.14533409785731632,True,True,MATCHED
648,707,N,B,0.14506205568652306,True,True,MATCHED
649,650,B,N,0.14500000000000046,True,True,MATCHED
650,707,N,B,0.14489306401619068,True,True,MATCHED
650,709,N,B,0.1452756001536388,True,True,MATCHED
651,652,B,N,0.14500000000000046,True,True,MATCHED
652,709,N,B,0.14487926007541566,True,True,MATCHED
652,711,N,B,0.1457429243565529,True,True,MATCHED
653,654,B,N,0.14500000000000046,True,True,MATCHED
654,711,N,B,0.1452756001536388,True,True,MATCHED
654,713,N,B,0.14489306401619031,True,True,MATCHED
655,656,B,N,0.14500000000000046,True,True,MATCHED
656,713,N,B,0.14506205568652306,True,True,MATCHED
656,715,N,B,0.14533409785731632,True,True,MATCHED
657,658,B,N,0.14500000000000046,True,True,MATCHED
658,715,N,B,0.14531001341958513,True,True,MATCHED
658,717,N,B,0.14551288602732013,True,True,MATCHED
659,660,B,N,0.14500000000000046,True,True,MATCHED
660,717,N,B,0.14428097587693242,True,True,MATCHED
660,719,N,B,0.14551288602732013,True,True,MATCHED
661,662,B,N,0.14400000000000013,True,True,MATCHED
662,721,N,B,0.14506205568652353,True,True,MATCHED
662,779,N,B,0.14533409785731677,True,True,MATCHED
663,664,B,N,0.14400000000000013,True,True,MATCHED
664,721,N,B,0.14489306401619076,True,True,MATCHED
664,723,N,B,0.14527560015363924,True,True,MATCHED
665,666,B,N,0.14400000000000013,True,True,MATCHED
666,723,N,B,0.14574292435655337,True,True,MATCHED
666,725,N,B,0.1448792600754161,True,True,MATCHED
667,668,B,N,0.14400000000000013,True,True,MATCHED
668,725,N,B,0.14527560015363924,True,True,MATCHED
668,727,N,B,0.14489306401619112,True,True,MATCHED
669,670,B,N,0.14400000000000013,True,True,MATCHED
670,727,N,B,0.14506205568652353,True,True,MATCHED
670,729,N,B,0.14533409785731677,True,True,MATCHED
671,672,B,N,0.14400000000000013,True,True,MATCHED
672,729,N,B,0.14603424255975045,True,True,MATCHED
672,731,N,B,0.14484129245487978,True,True,MATCHED
673,674,B,N,0.14400000000000013,True,True,MATCHED
674,731,N,B,0.14489306401619115,True,True,MATCHED
674,733,N,B,0.14551288602732082,True,True,MATCHED
675,676,B,N,0.14400000000000013,True,True,MATCHED
676,733,N,B,0.1448378403594867,True,True,MATCHED
676,735,N,B,0.1453340978573166,True,True,MATCHED
677,678,B,N,0.14400000000000013,True,True,MATCHED
678,735,N,B,0.14506205568652353,True,True,MATCHED
678,737,N,B,0.14511719401917866,True,True,MATCHED
679,680,B,N,0.14400000000000013,True,True,MATCHED
680,737,N,B,0.14514131045295164,True,True,MATCHED
680,739,N,B,0.14578751661236306,True,True,MATCHED
681,682,B,N,0.14400000000000013,True,True,MATCHED
682,739,N,B,0.14492411807563313,True,True,MATCHED
682,741,N,B,0.14514131045295164,True,True,MATCHED
683,684,B,N,0.14400000000000013,True,True,MATCHED
684,741,N,B,0.14511719401917905,True,True,MATCHED
