atom_i_1based,atom_j_1based,element_i,element_j,distance_nm,in_explicit_topology,in_geometry_graph,classification
684,743,N,B,0.14506205568652353,True,True,MATCHED
685,686,B,N,0.14400000000000013,True,True,MATCHED
686,743,N,B,0.1453340978573166,True,True,MATCHED
686,745,N,B,0.14556441872930362,True,True,MATCHED
687,688,B,N,0.14400000000000013,True,True,MATCHED
688,745,N,B,0.14484129245488003,True,True,MATCHED
688,747,N,B,0.14550257729676147,True,True,MATCHED
689,690,B,N,0.14400000000000013,True,True,MATCHED
690,747,N,B,0.14484129245488003,True,True,MATCHED
690,749,N,B,0.14556441872930362,True,True,MATCHED
691,692,B,N,0.14400000000000013,True,True,MATCHED
692,749,N,B,0.1453340978573166,True,True,MATCHED
692,751,N,B,0.14506205568652353,True,True,MATCHED
693,694,B,N,0.14400000000000013,True,True,MATCHED
694,751,N,B,0.14511719401917905,True,True,MATCHED
694,753,N,B,0.14514131045295164,True,True,MATCHED
695,696,B,N,0.14400000000000013,True,True,MATCHED
696,753,N,B,0.14492411807563313,True,True,MATCHED
696,755,N,B,0.14578751661236306,True,True,MATCHED
697,698,B,N,0.14400000000000013,True,True,MATCHED
698,755,N,B,0.14514131045295164,True,True,MATCHED
698,757,N,B,0.14511719401917866,True,True,MATCHED
699,700,B,N,0.14400000000000013,True,True,MATCHED
700,757,N,B,0.14506205568652353,True,True,MATCHED
700,759,N,B,0.1453340978573166,True,True,MATCHED
701,702,B,N,0.14400000000000013,True,True,MATCHED
702,759,N,B,0.1448378403594867,True,True,MATCHED
702,761,N,B,0.14551288602732082,True,True,MATCHED
703,704,B,N,0.14400000000000013,True,True,MATCHED
704,761,N,B,0.14489306401619115,True,True,MATCHED
704,763,N,B,0.14484129245487978,True,True,MATCHED
705,706,B,N,0.14400000000000013,True,True,MATCHED
706,763,N,B,0.14603424255975045,True,True,MATCHED
706,765,N,B,0.14533409785731677,True,True,MATCHED
707,708,B,N,0.14400000000000013,True,True,MATCHED
708,765,N,B,0.14506205568652353,True,True,MATCHED
708,767,N,B,0.14489306401619112,True,True,MATCHED
709,710,B,N,0.14400000000000013,True,True,MATCHED
710,767,N,B,0.14527560015363924,True,True,MATCHED
710,769,N,B,0.1448792600754161,True,True,MATCHED
711,712,B,N,0.14400000000000013,True,True,MATCHED
712,769,N,B,0.14574292435655337,True,True,MATCHED
712,771,N,B,0.14527560015363924,True,True,MATCHED
713,714,B,N,0.14400000000000013,True,True,MATCHED
714,771,N,B,0.14489306401619076,True,True,MATCHED
714,773,N,B,0.14506205568652353,True,True,MATCHED
715,716,B,N,0.14400000000000013,True,True,MATCHED
716,773,N,B,0.14533409785731677,True,True,MATCHED
716,775,N,B,0.14531001341958558,True,True,MATCHED
717,718,B,N,0.14400000000000013,True,True,MATCHED
718,775,N,B,0.1455128860273206,True,True,MATCHED
718,777,N,B,0.14428097587693287,True,True,MATCHED
719,720,B,N,0.14400000000000013,True,True,MATCHED
720,777,N,B,0.1455128860273206,True,True,MATCHED
720,779,N,B,0.14531001341958558,True,True,MATCHED
721,722,B,N,0.14499999999999957,True,True,MATCHED
722,781,N,B,0.14439182802361047,True,True,MATCHED
722,839,N,B,0.14456140563788109,True,True,MATCHED
723,724,B,N,0.14499999999999957,True,True,MATCHED
724,781,N,B,0.14477568856683093,True,True,MATCHED
724,783,N,B,0.1452446212429224,True,True,MATCHED
725,726,B,N,0.14499999999999957,True,True,MATCHED
726,783,N,B,0.1443779761598008,True,True,MATCHED
726,785,N,B,0.14477568856683093,True,True,MATCHED
727,728,B,N,0.14499999999999957,True,True,MATCHED
728,785,N,B,0.14439182802361084,True,True,MATCHED
728,787,N,B,0.14456140563788109,True,True,MATCHED
729,730,B,N,0.14499999999999957,True,True,MATCHED
730,787,N,B,0.14483438818181293,True,True,MATCHED
730,789,N,B,0.1455369368923229,True,True,MATCHED
731,732,B,N,0.14499999999999957,True,True,MATCHED
732,789,N,B,0.14433987668000817,True,True,MATCHED
732,791,N,B,0.14439182802361086,True,True,MATCHED
733,734,B,N,0.14499999999999957,True,True,MATCHED
734,791,N,B,0.14501379244747725,True,True,MATCHED
734,793,N,B,0.1443364125922496,True,True,MATCHED
735,736,B,N,0.14499999999999957,True,True,MATCHED
736,793,N,B,0.14483438818181277,True,True,MATCHED
736,795,N,B,0.14456140563788109,True,True,MATCHED
737,738,B,N,0.14499999999999957,True,True,MATCHED
738,795,N,B,0.14461673485458001,True,True,MATCHED
738,797,N,B,0.1446409347314931,True,True,MATCHED
739,740,B,N,0.14499999999999957,True,True,MATCHED
740,797,N,B,0.14528936643815327,True,True,MATCHED
740,799,N,B,0.14442298985964805,True,True,MATCHED
741,742,B,N,0.14499999999999957,True,True,MATCHED
742,799,N,B,0.1446409347314931,True,True,MATCHED
742,801,N,B,0.14461673485458038,True,True,MATCHED
743,744,B,N,0.14499999999999957,True,True,MATCHED
744,801,N,B,0.14456140563788109,True,True,MATCHED
744,803,N,B,0.14483438818181277,True,True,MATCHED
745,746,B,N,0.14499999999999957,True,True,MATCHED
746,803,N,B,0.14506550244630867,True,True,MATCHED
746,805,N,B,0.1443398766800084,True,True,MATCHED
747,748,B,N,0.14499999999999957,True,True,MATCHED
748,805,N,B,0.14500344823486094,True,True,MATCHED
748,807,N,B,0.1443398766800084,True,True,MATCHED
749,750,B,N,0.14499999999999957,True,True,MATCHED
750,807,N,B,0.14506550244630867,True,True,MATCHED
750,809,N,B,0.14483438818181277,True,True,MATCHED
751,752,B,N,0.14499999999999957,True,True,MATCHED
752,809,N,B,0.14456140563788109,True,True,MATCHED
752,811,N,B,0.14461673485458038,True,True,MATCHED
753,754,B,N,0.14499999999999957,True,True,MATCHED
754,811,N,B,0.1446409347314931,True,True,MATCHED
754,813,N,B,0.14442298985964805,True,True,MATCHED
755,756,B,N,0.14499999999999957,True,True,MATCHED
756,813,N,B,0.14528936643815327,True,True,MATCHED
756,815,N,B,0.1446409347314931,True,True,MATCHED
757,758,B,N,0.14499999999999957,True,True,MATCHED
758,815,N,B,0.14461673485458001,True,True,MATCHED
758,817,N,B,0.14456140563788109,True,True,MATCHED
759,760,B,N,0.14499999999999957,True,True,MATCHED
760,817,N,B,0.14483438818181277,True,True,MATCHED
760,819,N,B,0.1443364125922496,True,True,MATCHED
761,762,B,N,0.14499999999999957,True,True,MATCHED
762,819,N,B,0.14501379244747725,True,True,MATCHED
762,821,N,B,0.14439182802361086,True,True,MATCHED
763,764,B,N,0.14499999999999957,True,True,MATCHED
764,821,N,B,0.14433987668000817,True,True,MATCHED
764,823,N,B,0.1455369368923229,True,True,MATCHED
765,766,B,N,0.14499999999999957,True,True,MATCHED
766,823,N,B,0.14483438818181293,True,True,MATCHED
766,825,N,B,0.14456140563788109,True,True,MATCHED
767,768,B,N,0.14499999999999957,True,True,MATCHED
768,825,N,B,0.14439182802361084,True,True,MATCHED
768,827,N,B,0.14477568856683093,True,True,MATCHED
769,770,B,N,0.14499999999999957,True,True,MATCHED
770,827,N,B,0.1443779761598008,True,True,MATCHED
770,829,N,B,0.1452446212429224,True,True,MATCHED
771,772,B,N,0.14499999999999957,True,True,MATCHED
772,829,N,B,0.14477568856683093,True,True,MATCHED
772,831,N,B,0.14439182802361047,True,True,MATCHED
773,774,B,N,0.14499999999999957,True,True,MATCHED
774,831,N,B,0.14456140563788109,True,True,MATCHED
774,833,N,B,0.14483438818181293,True,True,MATCHED
775,776,B,N,0.14499999999999957,True,True,MATCHED
776,833,N,B,0.14481022063376636,True,True,MATCHED
776,835,N,B,0.145013792447477,True,True,MATCHED
777,778,B,N,0.14499999999999957,True,True,MATCHED
778,835,N,B,0.14377760604489156,True,True,MATCHED
778,837,N,B,0.145013792447477,True,True,MATCHED
779,780,B,N,0.14499999999999957,True,True,MATCHED
780,837,N,B,0.14481022063376636,True,True,MATCHED
780,839,N,B,0.14483438818181293,True,True,MATCHED
781,782,B,N,0.1459999999999999,True,True,MATCHED
782,841,N,B,0.14477568856683093,True,True,MATCHED
782,899,N,B,0.14439182802361047,True,True,MATCHED
783,784,B,N,0.1459999999999999,True,True,MATCHED
784,841,N,B,0.1452446212429224,True,True,MATCHED
784,843,N,B,0.1443779761598008,True,True,MATCHED
785,786,B,N,0.1459999999999999,True,True,MATCHED
786,843,N,B,0.14477568856683093,True,True,MATCHED
786,845,N,B,0.14439182802361084,True,True,MATCHED
787,788,B,N,0.1459999999999999,True,True,MATCHED
788,845,N,B,0.14456140563788109,True,True,MATCHED
788,847,N,B,0.14483438818181293,True,True,MATCHED
789,790,B,N,0.1459999999999999,True,True,MATCHED
790,847,N,B,0.1455369368923229,True,True,MATCHED
790,849,N,B,0.14433987668000817,True,True,MATCHED
791,792,B,N,0.1459999999999999,True,True,MATCHED
792,849,N,B,0.14439182802361086,True,True,MATCHED
792,851,N,B,0.14501379244747725,True,True,MATCHED
793,794,B,N,0.1459999999999999,True,True,MATCHED
794,851,N,B,0.1443364125922496,True,True,MATCHED
794,853,N,B,0.14483438818181277,True,True,MATCHED
795,796,B,N,0.1459999999999999,True,True,MATCHED
796,853,N,B,0.14456140563788109,True,True,MATCHED
796,855,N,B,0.14461673485458001,True,True,MATCHED
797,798,B,N,0.1459999999999999,True,True,MATCHED
798,855,N,B,0.1446409347314931,True,True,MATCHED
798,857,N,B,0.14528936643815327,True,True,MATCHED
799,800,B,N,0.1459999999999999,True,True,MATCHED
800,857,N,B,0.14442298985964805,True,True,MATCHED
800,859,N,B,0.1446409347314931,True,True,MATCHED
801,802,B,N,0.1459999999999999,True,True,MATCHED
802,859,N,B,0.14461673485458038,True,True,MATCHED
802,861,N,B,0.14456140563788109,True,True,MATCHED
803,804,B,N,0.1459999999999999,True,True,MATCHED
804,861,N,B,0.14483438818181277,True,True,MATCHED
804,863,N,B,0.14506550244630867,True,True,MATCHED
805,806,B,N,0.1459999999999999,True,True,MATCHED
806,863,N,B,0.1443398766800084,True,True,MATCHED
806,865,N,B,0.14500344823486094,True,True,MATCHED
807,808,B,N,0.1459999999999999,True,True,MATCHED
808,865,N,B,0.1443398766800084,True,True,MATCHED
808,867,N,B,0.14506550244630867,True,True,MATCHED
809,810,B,N,0.1459999999999999,True,True,MATCHED
810,867,N,B,0.14483438818181277,True,True,MATCHED
810,869,N,B,0.14456140563788109,True,True,MATCHED
811,812,B,N,0.1459999999999999,True,True,MATCHED
812,869,N,B,0.14461673485458038,True,True,MATCHED
812,871,N,B,0.1446409347314931,True,True,MATCHED
813,814,B,N,0.1459999999999999,True,True,MATCHED
814,871,N,B,0.14442298985964805,True,True,MATCHED
814,873,N,B,0.14528936643815327,True,True,MATCHED
815,816,B,N,0.1459999999999999,True,True,MATCHED
816,873,N,B,0.1446409347314931,True,True,MATCHED
816,875,N,B,0.14461673485458001,True,True,MATCHED
817,818,B,N,0.1459999999999999,True,True,MATCHED
818,875,N,B,0.14456140563788109,True,True,MATCHED
818,877,N,B,0.14483438818181277,True,True,MATCHED
819,820,B,N,0.1459999999999999,True,True,MATCHED
820,877,N,B,0.1443364125922496,True,True,MATCHED
820,879,N,B,0.14501379244747725,True,True,MATCHED
821,822,B,N,0.1459999999999999,True,True,MATCHED
822,879,N,B,0.14439182802361086,True,True,MATCHED
822,881,N,B,0.14433987668000817,True,True,MATCHED
823,824,B,N,0.1459999999999999,True,True,MATCHED
824,881,N,B,0.1455369368923229,True,True,MATCHED
824,883,N,B,0.14483438818181293,True,True,MATCHED
825,826,B,N,0.1459999999999999,True,True,MATCHED
826,883,N,B,0.14456140563788109,True,True,MATCHED
826,885,N,B,0.14439182802361084,True,True,MATCHED
827,828,B,N,0.1459999999999999,True,True,MATCHED
828,885,N,B,0.14477568856683093,True,True,MATCHED
828,887,N,B,0.1443779761598008,True,True,MATCHED
829,830,B,N,0.1459999999999999,True,True,MATCHED
830,887,N,B,0.1452446212429224,True,True,MATCHED
830,889,N,B,0.14477568856683093,True,True,MATCHED
831,832,B,N,0.1459999999999999,True,True,MATCHED
832,889,N,B,0.14439182802361047,True,True,MATCHED
832,891,N,B,0.14456140563788109,True,True,MATCHED
833,834,B,N,0.1459999999999999,True,True,MATCHED
834,891,N,B,0.14483438818181293,True,True,MATCHED
834,893,N,B,0.14481022063376636,True,True,MATCHED
835,836,B,N,0.1459999999999999,True,True,MATCHED
836,893,N,B,0.145013792447477,True,True,MATCHED
836,895,N,B,0.14377760604489156,True,True,MATCHED
837,838,B,N,0.1459999999999999,True,True,MATCHED
838,895,N,B,0.145013792447477,True,True,MATCHED
838,897,N,B,0.14481022063376636,True,True,MATCHED
839,840,B,N,0.1459999999999999,True,True,MATCHED
840,897,N,B,0.14483438818181293,True,True,MATCHED
840,899,N,B,0.14456140563788109,True,True,MATCHED
841,842,B,N,0.14500000000000046,True,True,MATCHED
842,901,N,B,0.1457429243565529,True,True,MATCHED
842,959,N,B,0.1452756001536388,True,True,MATCHED
843,844,B,N,0.14500000000000046,True,True,MATCHED
844,901,N,B,0.14487926007541566,True,True,MATCHED
844,903,N,B,0.1452756001536388,True,True,MATCHED
845,846,B,N,0.14500000000000046,True,True,MATCHED
846,903,N,B,0.14489306401619068,True,True,MATCHED
846,905,N,B,0.14506205568652306,True,True,MATCHED
847,848,B,N,0.14500000000000046,True,True,MATCHED
848,905,N,B,0.14533409785731632,True,True,MATCHED
848,907,N,B,0.14603424255974998,True,True,MATCHED
849,850,B,N,0.14500000000000046,True,True,MATCHED
850,907,N,B,0.14484129245487934,True,True,MATCHED
850,909,N,B,0.1448930640161907,True,True,MATCHED
851,852,B,N,0.14500000000000046,True,True,MATCHED
852,909,N,B,0.14551288602732038,True,True,MATCHED
852,911,N,B,0.14483784035948627,True,True,MATCHED
853,854,B,N,0.14500000000000046,True,True,MATCHED
854,911,N,B,0.14533409785731613,True,True,MATCHED
854,913,N,B,0.14506205568652306,True,True,MATCHED
855,856,B,N,0.14500000000000046,True,True,MATCHED
856,913,N,B,0.14511719401917822,True,True,MATCHED
856,915,N,B,0.1451413104529512,True,True,MATCHED
857,858,B,N,0.14500000000000046,True,True,MATCHED
858,915,N,B,0.14578751661236258,True,True,MATCHED
858,917,N,B,0.14492411807563269,True,True,MATCHED
859,860,B,N,0.14500000000000046,True,True,MATCHED
860,917,N,B,0.1451413104529512,True,True,MATCHED
860,919,N,B,0.14511719401917858,True,True,MATCHED
861,862,B,N,0.14500000000000046,True,True,MATCHED
862,919,N,B,0.14506205568652306,True,True,MATCHED
862,921,N,B,0.14533409785731613,True,True,MATCHED
863,864,B,N,0.14500000000000046,True,True,MATCHED
864,921,N,B,0.14556441872930317,True,True,MATCHED
864,923,N,B,0.14484129245487956,True,True,MATCHED
865,866,B,N,0.14500000000000046,True,True,MATCHED
866,923,N,B,0.14550257729676103,True,True,MATCHED
866,925,N,B,0.14484129245487956,True,True,MATCHED
867,868,B,N,0.14500000000000046,True,True,MATCHED
868,925,N,B,0.14556441872930317,True,True,MATCHED
868,927,N,B,0.14533409785731613,True,True,MATCHED
869,870,B,N,0.14500000000000046,True,True,MATCHED
870,927,N,B,0.14506205568652306,True,True,MATCHED
870,929,N,B,0.14511719401917858,True,True,MATCHED
871,872,B,N,0.14500000000000046,True,True,MATCHED
872,929,N,B,0.1451413104529512,True,True,MATCHED
872,931,N,B,0.14492411807563269,True,True,MATCHED
873,874,B,N,0.14500000000000046,True,True,MATCHED
874,931,N,B,0.14578751661236258,True,True,MATCHED
874,933,N,B,0.1451413104529512,True,True,MATCHED
875,876,B,N,0.14500000000000046,True,True,MATCHED
876,933,N,B,0.14511719401917822,True,True,MATCHED
876,935,N,B,0.14506205568652306,True,True,MATCHED
877,878,B,N,0.14500000000000046,True,True,MATCHED
878,935,N,B,0.14533409785731613,True,True,MATCHED
878,937,N,B,0.14483784035948627,True,True,MATCHED
879,880,B,N,0.14500000000000046,True,True,MATCHED
880,937,N,B,0.14551288602732038,True,True,MATCHED
880,939,N,B,0.1448930640161907,True,True,MATCHED
881,882,B,N,0.14500000000000046,True,True,MATCHED
882,939,N,B,0.14484129245487934,True,True,MATCHED
882,941,N,B,0.14603424255974998,True,True,MATCHED
883,884,B,N,0.14500000000000046,True,True,MATCHED
884,941,N,B,0.14533409785731632,True,True,MATCHED
884,943,N,B,0.14506205568652306,True,True,MATCHED
885,886,B,N,0.14500000000000046,True,True,MATCHED
886,943,N,B,0.14489306401619068,True,True,MATCHED
886,945,N,B,0.1452756001536388,True,True,MATCHED
887,888,B,N,0.14500000000000046,True,True,MATCHED
888,945,N,B,0.14487926007541566,True,True,MATCHED
888,947,N,B,0.1457429243565529,True,True,MATCHED
889,890,B,N,0.14500000000000046,True,True,MATCHED
890,947,N,B,0.1452756001536388,True,True,MATCHED
890,949,N,B,0.14489306401619031,True,True,MATCHED
891,892,B,N,0.14500000000000046,True,True,MATCHED
892,949,N,B,0.14506205568652306,True,True,MATCHED
892,951,N,B,0.14533409785731632,True,True,MATCHED
893,894,B,N,0.14500000000000046,True,True,MATCHED
894,951,N,B,0.14531001341958513,True,True,MATCHED
894,953,N,B,0.14551288602732013,True,True,MATCHED
895,896,B,N,0.14500000000000046,True,True,MATCHED
896,953,N,B,0.14428097587693242,True,True,MATCHED
896,955,N,B,0.14551288602732013,True,True,MATCHED
897,898,B,N,0.14500000000000046,True,True,MATCHED
898,955,N,B,0.14531001341958513,True,True,MATCHED
898,957,N,B,0.14533409785731632,True,True,MATCHED
899,900,B,N,0.14500000000000046,True,True,MATCHED
900,957,N,B,0.14506205568652306,True,True,MATCHED
900,959,N,B,0.14489306401619031,True,True,MATCHED
901,902,B,N,0.14500000000000046,True,True,MATCHED
902,961,N,B,0.1443779761598008,True,True,MATCHED
902,1019,N,B,0.1452446212429224,True,True,MATCHED
903,904,B,N,0.14500000000000046,True,True,MATCHED
904,961,N,B,0.14477568856683093,True,True,MATCHED
904,963,N,B,0.14439182802361084,True,True,MATCHED
905,906,B,N,0.14500000000000046,True,True,MATCHED
906,963,N,B,0.14456140563788109,True,True,MATCHED
906,965,N,B,0.14483438818181293,True,True,MATCHED
907,908,B,N,0.14500000000000046,True,True,MATCHED
908,965,N,B,0.1455369368923229,True,True,MATCHED
908,967,N,B,0.14433987668000817,True,True,MATCHED
909,910,B,N,0.14500000000000046,True,True,MATCHED
910,967,N,B,0.14439182802361086,True,True,MATCHED
910,969,N,B,0.14501379244747725,True,True,MATCHED
911,912,B,N,0.14500000000000046,True,True,MATCHED
912,969,N,B,0.1443364125922496,True,True,MATCHED
912,971,N,B,0.14483438818181277,True,True,MATCHED
913,914,B,N,0.14500000000000046,True,True,MATCHED
914,971,N,B,0.14456140563788109,True,True,MATCHED
914,973,N,B,0.14461673485458001,True,True,MATCHED
915,916,B,N,0.14500000000000046,True,True,MATCHED
916,973,N,B,0.1446409347314931,True,True,MATCHED
916,975,N,B,0.14528936643815327,True,True,MATCHED
917,918,B,N,0.14500000000000046,True,True,MATCHED
918,975,N,B,0.14442298985964805,True,True,MATCHED
918,977,N,B,0.1446409347314931,True,True,MATCHED
919,920,B,N,0.14500000000000046,True,True,MATCHED
920,977,N,B,0.14461673485458038,True,True,MATCHED
920,979,N,B,0.14456140563788109,True,True,MATCHED
921,922,B,N,0.14500000000000046,True,True,MATCHED
922,979,N,B,0.14483438818181277,True,True,MATCHED
922,981,N,B,0.14506550244630867,True,True,MATCHED
923,924,B,N,0.14500000000000046,True,True,MATCHED
924,981,N,B,0.1443398766800084,True,True,MATCHED
924,983,N,B,0.14500344823486094,True,True,MATCHED
925,926,B,N,0.14500000000000046,True,True,MATCHED
926,983,N,B,0.1443398766800084,True,True,MATCHED
926,985,N,B,0.14506550244630867,True,True,MATCHED
927,928,B,N,0.14500000000000046,True,True,MATCHED
928,985,N,B,0.14483438818181277,True,True,MATCHED
928,987,N,B,0.14456140563788109,True,True,MATCHED
929,930,B,N,0.14500000000000046,True,True,MATCHED
930,987,N,B,0.14461673485458038,True,True,MATCHED
930,989,N,B,0.1446409347314931,True,True,MATCHED
931,932,B,N,0.14500000000000046,True,True,MATCHED
932,989,N,B,0.14442298985964805,True,True,MATCHED
932,991,N,B,0.14528936643815327,True,True,MATCHED
933,934,B,N,0.14500000000000046,True,True,MATCHED
934,991,N,B,0.1446409347314931,True,True,MATCHED
934,993,N,B,0.14461673485458001,True,True,MATCHED
935,936,B,N,0.14500000000000046,True,True,MATCHED
936,993,N,B,0.14456140563788109,True,True,MATCHED
936,995,N,B,0.14483438818181277,True,True,MATCHED
937,938,B,N,0.14500000000000046,True,True,MATCHED
938,995,N,B,0.1443364125922496,True,True,MATCHED
938,997,N,B,0.14501379244747725,True,True,MATCHED
939,940,B,N,0.14500000000000046,True,True,MATCHED
940,997,N,B,0.14439182802361086,True,True,MATCHED
940,999,N,B,0.14433987668000817,True,True,MATCHED
941,942,B,N,0.14500000000000046,True,True,MATCHED
942,999,N,B,0.1455369368923229,True,True,MATCHED
942,1001,N,B,0.14483438818181293,True,True,MATCHED
943,944,B,N,0.14500000000000046,True,True,MATCHED
944,1001,N,B,0.14456140563788109,True,True,MATCHED
944,1003,N,B,0.14439182802361084,True,True,MATCHED
945,946,B,N,0.14500000000000046,True,True,MATCHED
946,1003,N,B,0.14477568856683093,True,True,MATCHED
946,1005,N,B,0.1443779761598008,True,True,MATCHED
947,948,B,N,0.14500000000000046,True,True,MATCHED
948,1005,N,B,0.1452446212429224,True,True,MATCHED
948,1007,N,B,0.14477568856683093,True,True,MATCHED
949,950,B,N,0.14500000000000046,True,True,MATCHED
950,1007,N,B,0.14439182802361047,True,True,MATCHED
950,1009,N,B,0.14456140563788109,True,True,MATCHED
951,952,B,N,0.14500000000000046,True,True,MATCHED
952,1009,N,B,0.14483438818181293,True,True,MATCHED
952,1011,N,B,0.14481022063376636,True,True,MATCHED
953,954,B,N,0.14500000000000046,True,True,MATCHED
954,1011,N,B,0.145013792447477,True,True,MATCHED
954,1013,N,B,0.14377760604489156,True,True,MATCHED
955,956,B,N,0.14500000000000046,True,True,MATCHED
956,1013,N,B,0.145013792447477,True,True,MATCHED
956,1015,N,B,0.14481022063376636,True,True,MATCHED
957,958,B,N,0.14500000000000046,True,True,MATCHED
958,1015,N,B,0.14483438818181293,True,True,MATCHED
958,1017,N,B,0.14456140563788109,True,True,MATCHED
959,960,B,N,0.14500000000000046,True,True,MATCHED
960,1017,N,B,0.14439182802361047,True,True,MATCHED
960,1019,N,B,0.14477568856683093,True,True,MATCHED
961,962,B,N,0.14499999999999957,True,True,MATCHED
962,1021,N,B,0.14477568856683093,True,True,MATCHED
962,1079,N,B,0.1443779761598008,True,True,MATCHED
963,964,B,N,0.14499999999999957,True,True,MATCHED
964,1021,N,B,0.14439182802361084,True,True,MATCHED
964,1023,N,B,0.14456140563788109,True,True,MATCHED
965,966,B,N,0.14499999999999957,True,True,MATCHED
966,1023,N,B,0.14483438818181293,True,True,MATCHED
966,1025,N,B,0.1455369368923229,True,True,MATCHED
967,968,B,N,0.14499999999999957,True,True,MATCHED
968,1025,N,B,0.14433987668000817,True,True,MATCHED
968,1027,N,B,0.14439182802361086,True,True,MATCHED
969,970,B,N,0.14499999999999957,True,True,MATCHED
970,1027,N,B,0.14501379244747725,True,True,MATCHED
970,1029,N,B,0.1443364125922496,True,True,MATCHED
971,972,B,N,0.14499999999999957,True,True,MATCHED
972,1029,N,B,0.14483438818181277,True,True,MATCHED
972,1031,N,B,0.14456140563788109,True,True,MATCHED
973,974,B,N,0.14499999999999957,True,True,MATCHED
974,1031,N,B,0.14461673485458001,True,True,MATCHED
974,1033,N,B,0.1446409347314931,True,True,MATCHED
975,976,B,N,0.14499999999999957,True,True,MATCHED
976,1033,N,B,0.14528936643815327,True,True,MATCHED
976,1035,N,B,0.14442298985964805,True,True,MATCHED
977,978,B,N,0.14499999999999957,True,True,MATCHED
978,1035,N,B,0.1446409347314931,True,True,MATCHED
978,1037,N,B,0.14461673485458038,True,True,MATCHED
979,980,B,N,0.14499999999999957,True,True,MATCHED
980,1037,N,B,0.14456140563788109,True,True,MATCHED
980,1039,N,B,0.14483438818181277,True,True,MATCHED
981,982,B,N,0.14499999999999957,True,True,MATCHED
982,1039,N,B,0.14506550244630867,True,True,MATCHED
982,1041,N,B,0.1443398766800084,True,True,MATCHED
983,984,B,N,0.14499999999999957,True,True,MATCHED
984,1041,N,B,0.14500344823486094,True,True,MATCHED
984,1043,N,B,0.1443398766800084,True,True,MATCHED
985,986,B,N,0.14499999999999957,True,True,MATCHED
986,1043,N,B,0.14506550244630867,True,True,MATCHED
986,1045,N,B,0.14483438818181277,True,True,MATCHED
987,988,B,N,0.14499999999999957,True,True,MATCHED
988,1045,N,B,0.14456140563788109,True,True,MATCHED
988,1047,N,B,0.14461673485458038,True,True,MATCHED
989,990,B,N,0.14499999999999957,True,True,MATCHED
990,1047,N,B,0.1446409347314931,True,True,MATCHED
990,1049,N,B,0.14442298985964805,True,True,MATCHED
991,992,B,N,0.14499999999999957,True,True,MATCHED
992,1049,N,B,0.14528936643815327,True,True,MATCHED
992,1051,N,B,0.1446409347314931,True,True,MATCHED
993,994,B,N,0.14499999999999957,True,True,MATCHED
994,1051,N,B,0.14461673485458001,True,True,MATCHED
994,1053,N,B,0.14456140563788109,True,True,MATCHED
995,996,B,N,0.14499999999999957,True,True,MATCHED
996,1053,N,B,0.14483438818181277,True,True,MATCHED
996,1055,N,B,0.1443364125922496,True,True,MATCHED
997,998,B,N,0.14499999999999957,True,True,MATCHED
998,1055,N,B,0.14501379244747725,True,True,MATCHED
998,1057,N,B,0.14439182802361086,True,True,MATCHED
999,1000,B,N,0.14499999999999957,True,True,MATCHED
1000,1057,N,B,0.14433987668000817,True,True,MATCHED
1000,1059,N,B,0.1455369368923229,True,True,MATCHED
1001,1002,B,N,0.14499999999999957,True,True,MATCHED
1002,1059,N,B,0.14483438818181293,True,True,MATCHED
1002,1061,N,B,0.14456140563788109,True,True,MATCHED
1003,1004,B,N,0.14499999999999957,True,True,MATCHED
1004,1061,N,B,0.14439182802361084,True,True,MATCHED
1004,1063,N,B,0.14477568856683093,True,True,MATCHED
1005,1006,B,N,0.14499999999999957,True,True,MATCHED
1006,1063,N,B,0.1443779761598008,True,True,MATCHED
1006,1065,N,B,0.1452446212429224,True,True,MATCHED
1007,1008,B,N,0.14499999999999957,True,True,MATCHED
1008,1065,N,B,0.14477568856683093,True,True,MATCHED
1008,1067,N,B,0.14439182802361047,True,True,MATCHED
1009,1010,B,N,0.14499999999999957,True,True,MATCHED
1010,1067,N,B,0.14456140563788109,True,True,MATCHED
1010,1069,N,B,0.14483438818181293,True,True,MATCHED
1011,1012,B,N,0.14499999999999957,True,True,MATCHED
1012,1069,N,B,0.14481022063376636,True,True,MATCHED
1012,1071,N,B,0.145013792447477,True,True,MATCHED
1013,1014,B,N,0.14499999999999957,True,True,MATCHED
1014,1071,N,B,0.14377760604489156,True,True,MATCHED
1014,1073,N,B,0.145013792447477,True,True,MATCHED
1015,1016,B,N,0.14499999999999957,True,True,MATCHED
1016,1073,N,B,0.14481022063376636,True,True,MATCHED
1016,1075,N,B,0.14483438818181293,True,True,MATCHED
1017,1018,B,N,0.14499999999999957,True,True,MATCHED
1018,1075,N,B,0.14456140563788109,True,True,MATCHED
1018,1077,N,B,0.14439182802361047,True,True,MATCHED
1019,1020,B,N,0.14499999999999957,True,True,MATCHED
1020,1077,N,B,0.14477568856683093,True,True,MATCHED
1020,1079,N,B,0.1452446212429224,True,True,MATCHED
1021,1022,B,N,0.14499999999999957,True,True,MATCHED
1022,1081,N,B,0.14489306401619112,True,True,MATCHED
1022,1139,N,B,0.14527560015363924,True,True,MATCHED
1023,1024,B,N,0.14499999999999957,True,True,MATCHED
1024,1081,N,B,0.14506205568652353,True,True,MATCHED
1024,1083,N,B,0.14533409785731677,True,True,MATCHED
