node_id,element,node_type,end,source_index_0based,graph_source,coordinates_assigned,formal_charge_assigned,force_field_type_assigned,circumferential_index,lattice_x,lattice_y,radius_proxy_nm,angle_turns,bridge_path_id,bridge_index,bridge_position,attached_seed_node,attached_annulus_node,selected_gap_nm,feasible_gap_minimum_nm,feasible_gap_maximum_nm,mapping_seed_parity,mapping_orientation,mapping_rotation,mapping_chirality,attached_to
P:625,N,PARENT_HBN,PARENT,625,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:626,B,PARENT_HBN,PARENT,626,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:627,N,PARENT_HBN,PARENT,627,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:628,B,PARENT_HBN,PARENT,628,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:629,N,PARENT_HBN,PARENT,629,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:630,B,PARENT_HBN,PARENT,630,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:631,N,PARENT_HBN,PARENT,631,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:632,B,PARENT_HBN,PARENT,632,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:633,N,PARENT_HBN,PARENT,633,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:634,B,PARENT_HBN,PARENT,634,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:635,N,PARENT_HBN,PARENT,635,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:636,B,PARENT_HBN,PARENT,636,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:637,N,PARENT_HBN,PARENT,637,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:638,B,PARENT_HBN,PARENT,638,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:639,N,PARENT_HBN,PARENT,639,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:640,B,PARENT_HBN,PARENT,640,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:641,N,PARENT_HBN,PARENT,641,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:642,B,PARENT_HBN,PARENT,642,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:643,N,PARENT_HBN,PARENT,643,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:644,B,PARENT_HBN,PARENT,644,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:645,N,PARENT_HBN,PARENT,645,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:646,B,PARENT_HBN,PARENT,646,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:647,N,PARENT_HBN,PARENT,647,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:648,B,PARENT_HBN,PARENT,648,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:649,N,PARENT_HBN,PARENT,649,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:650,B,PARENT_HBN,PARENT,650,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:651,N,PARENT_HBN,PARENT,651,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:652,B,PARENT_HBN,PARENT,652,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:653,N,PARENT_HBN,PARENT,653,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:654,B,PARENT_HBN,PARENT,654,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:655,N,PARENT_HBN,PARENT,655,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:656,B,PARENT_HBN,PARENT,656,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:657,N,PARENT_HBN,PARENT,657,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:658,B,PARENT_HBN,PARENT,658,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:659,N,PARENT_HBN,PARENT,659,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:660,B,PARENT_HBN,PARENT,660,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:661,N,PARENT_HBN,PARENT,661,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:662,B,PARENT_HBN,PARENT,662,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:663,N,PARENT_HBN,PARENT,663,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:664,B,PARENT_HBN,PARENT,664,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:665,N,PARENT_HBN,PARENT,665,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:666,B,PARENT_HBN,PARENT,666,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:667,N,PARENT_HBN,PARENT,667,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:668,B,PARENT_HBN,PARENT,668,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:669,N,PARENT_HBN,PARENT,669,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:670,B,PARENT_HBN,PARENT,670,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:671,N,PARENT_HBN,PARENT,671,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:672,B,PARENT_HBN,PARENT,672,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:673,N,PARENT_HBN,PARENT,673,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:674,B,PARENT_HBN,PARENT,674,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:675,N,PARENT_HBN,PARENT,675,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:676,B,PARENT_HBN,PARENT,676,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:677,N,PARENT_HBN,PARENT,677,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:678,B,PARENT_HBN,PARENT,678,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:679,N,PARENT_HBN,PARENT,679,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:680,B,PARENT_HBN,PARENT,680,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:681,N,PARENT_HBN,PARENT,681,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:682,B,PARENT_HBN,PARENT,682,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:683,N,PARENT_HBN,PARENT,683,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:684,B,PARENT_HBN,PARENT,684,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:685,N,PARENT_HBN,PARENT,685,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:686,B,PARENT_HBN,PARENT,686,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:687,N,PARENT_HBN,PARENT,687,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:688,B,PARENT_HBN,PARENT,688,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:689,N,PARENT_HBN,PARENT,689,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:690,B,PARENT_HBN,PARENT,690,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:691,N,PARENT_HBN,PARENT,691,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:692,B,PARENT_HBN,PARENT,692,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:693,N,PARENT_HBN,PARENT,693,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:694,B,PARENT_HBN,PARENT,694,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:695,N,PARENT_HBN,PARENT,695,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:696,B,PARENT_HBN,PARENT,696,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:697,N,PARENT_HBN,PARENT,697,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:698,B,PARENT_HBN,PARENT,698,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:699,N,PARENT_HBN,PARENT,699,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:700,B,PARENT_HBN,PARENT,700,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:701,N,PARENT_HBN,PARENT,701,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:702,B,PARENT_HBN,PARENT,702,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:703,N,PARENT_HBN,PARENT,703,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:704,B,PARENT_HBN,PARENT,704,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:705,N,PARENT_HBN,PARENT,705,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:706,B,PARENT_HBN,PARENT,706,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:707,N,PARENT_HBN,PARENT,707,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:708,B,PARENT_HBN,PARENT,708,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:709,N,PARENT_HBN,PARENT,709,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:710,B,PARENT_HBN,PARENT,710,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:711,N,PARENT_HBN,PARENT,711,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:712,B,PARENT_HBN,PARENT,712,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:713,N,PARENT_HBN,PARENT,713,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:714,B,PARENT_HBN,PARENT,714,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:715,N,PARENT_HBN,PARENT,715,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:716,B,PARENT_HBN,PARENT,716,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:717,N,PARENT_HBN,PARENT,717,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:718,B,PARENT_HBN,PARENT,718,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:719,N,PARENT_HBN,PARENT,719,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:720,B,PARENT_HBN,PARENT,720,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:721,N,PARENT_HBN,PARENT,721,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:722,B,PARENT_HBN,PARENT,722,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:723,N,PARENT_HBN,PARENT,723,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:724,B,PARENT_HBN,PARENT,724,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:725,N,PARENT_HBN,PARENT,725,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:726,B,PARENT_HBN,PARENT,726,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:727,N,PARENT_HBN,PARENT,727,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:728,B,PARENT_HBN,PARENT,728,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:729,N,PARENT_HBN,PARENT,729,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:730,B,PARENT_HBN,PARENT,730,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:731,N,PARENT_HBN,PARENT,731,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:732,B,PARENT_HBN,PARENT,732,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:733,N,PARENT_HBN,PARENT,733,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:734,B,PARENT_HBN,PARENT,734,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:735,N,PARENT_HBN,PARENT,735,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:736,B,PARENT_HBN,PARENT,736,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:737,N,PARENT_HBN,PARENT,737,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:738,B,PARENT_HBN,PARENT,738,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:739,N,PARENT_HBN,PARENT,739,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:740,B,PARENT_HBN,PARENT,740,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:741,N,PARENT_HBN,PARENT,741,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:742,B,PARENT_HBN,PARENT,742,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:743,N,PARENT_HBN,PARENT,743,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:744,B,PARENT_HBN,PARENT,744,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:745,N,PARENT_HBN,PARENT,745,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:746,B,PARENT_HBN,PARENT,746,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:747,N,PARENT_HBN,PARENT,747,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:748,B,PARENT_HBN,PARENT,748,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:749,N,PARENT_HBN,PARENT,749,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:750,B,PARENT_HBN,PARENT,750,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:751,N,PARENT_HBN,PARENT,751,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:752,B,PARENT_HBN,PARENT,752,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:753,N,PARENT_HBN,PARENT,753,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:754,B,PARENT_HBN,PARENT,754,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:755,N,PARENT_HBN,PARENT,755,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:756,B,PARENT_HBN,PARENT,756,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:757,N,PARENT_HBN,PARENT,757,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:758,B,PARENT_HBN,PARENT,758,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:759,N,PARENT_HBN,PARENT,759,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:760,B,PARENT_HBN,PARENT,760,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:761,N,PARENT_HBN,PARENT,761,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:762,B,PARENT_HBN,PARENT,762,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:763,N,PARENT_HBN,PARENT,763,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:764,B,PARENT_HBN,PARENT,764,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:765,N,PARENT_HBN,PARENT,765,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:766,B,PARENT_HBN,PARENT,766,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:767,N,PARENT_HBN,PARENT,767,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:768,B,PARENT_HBN,PARENT,768,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:769,N,PARENT_HBN,PARENT,769,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:770,B,PARENT_HBN,PARENT,770,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:771,N,PARENT_HBN,PARENT,771,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:772,B,PARENT_HBN,PARENT,772,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:773,N,PARENT_HBN,PARENT,773,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:774,B,PARENT_HBN,PARENT,774,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:775,N,PARENT_HBN,PARENT,775,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:776,B,PARENT_HBN,PARENT,776,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:777,N,PARENT_HBN,PARENT,777,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:778,B,PARENT_HBN,PARENT,778,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:779,N,PARENT_HBN,PARENT,779,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:780,B,PARENT_HBN,PARENT,780,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:781,N,PARENT_HBN,PARENT,781,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:782,B,PARENT_HBN,PARENT,782,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:783,N,PARENT_HBN,PARENT,783,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:784,B,PARENT_HBN,PARENT,784,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:785,N,PARENT_HBN,PARENT,785,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:786,B,PARENT_HBN,PARENT,786,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:787,N,PARENT_HBN,PARENT,787,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:788,B,PARENT_HBN,PARENT,788,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:789,N,PARENT_HBN,PARENT,789,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:790,B,PARENT_HBN,PARENT,790,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:791,N,PARENT_HBN,PARENT,791,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:792,B,PARENT_HBN,PARENT,792,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:793,N,PARENT_HBN,PARENT,793,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:794,B,PARENT_HBN,PARENT,794,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:795,N,PARENT_HBN,PARENT,795,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:796,B,PARENT_HBN,PARENT,796,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:797,N,PARENT_HBN,PARENT,797,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:798,B,PARENT_HBN,PARENT,798,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:799,N,PARENT_HBN,PARENT,799,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:800,B,PARENT_HBN,PARENT,800,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:801,N,PARENT_HBN,PARENT,801,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:802,B,PARENT_HBN,PARENT,802,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:803,N,PARENT_HBN,PARENT,803,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:804,B,PARENT_HBN,PARENT,804,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:805,N,PARENT_HBN,PARENT,805,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:806,B,PARENT_HBN,PARENT,806,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:807,N,PARENT_HBN,PARENT,807,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:808,B,PARENT_HBN,PARENT,808,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:809,N,PARENT_HBN,PARENT,809,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:810,B,PARENT_HBN,PARENT,810,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:811,N,PARENT_HBN,PARENT,811,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:812,B,PARENT_HBN,PARENT,812,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:813,N,PARENT_HBN,PARENT,813,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:814,B,PARENT_HBN,PARENT,814,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:815,N,PARENT_HBN,PARENT,815,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:816,B,PARENT_HBN,PARENT,816,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:817,N,PARENT_HBN,PARENT,817,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:818,B,PARENT_HBN,PARENT,818,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:819,N,PARENT_HBN,PARENT,819,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:820,B,PARENT_HBN,PARENT,820,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:821,N,PARENT_HBN,PARENT,821,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:822,B,PARENT_HBN,PARENT,822,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:823,N,PARENT_HBN,PARENT,823,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:824,B,PARENT_HBN,PARENT,824,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:825,N,PARENT_HBN,PARENT,825,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:826,B,PARENT_HBN,PARENT,826,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
