frames_per_dataset,matched_time_window_ps,block_count,block_duration_ps,bootstrap_replicates,occupancy_mobile_mean,occupancy_matched_frozen_mean,occupancy_absolute_difference,occupancy_block_CI95_lower,occupancy_block_CI95_upper,occupancy_exact_sign_flip_pvalue,occupancy_positive_block_fraction,mobile_zero_occupancy_fraction,matched_frozen_zero_occupancy_fraction,mobile_positive_episode_count,matched_frozen_positive_episode_count,mobile_longest_positive_episode_ps,matched_frozen_longest_positive_episode_ps,radial_JS_divergence_descriptive,axial_JS_divergence_descriptive,occupancy_screening_effect_supported,supported_PYR_hydration_metric_count,supported_PYR_hydration_metrics,suggestive_PYR_hydration_metrics,screening_interpretation,publication_level_causal_claim_authorized,electronic_recalculation_authorized,longer_mobile_production_authorized,authorized_next_step
201,44_to_144,10,10.0,50000,1.9054726368159205,0.4577114427860697,1.4477611940298507,0.5157142857142857,2.65,0.005859375,0.9,0.31840796019900497,0.7164179104477612,20,18,18.5,5.0,0.061343844671599555,0.022343353844254177,True,0,,,MOBILITY_ASSOCIATED_TRANSIENT_REHYDRATION_SUPPORTED,False,False,False,REVIEW_21_MATCHED_SNAPSHOT_PAIRS_FOR_LIMITED_MOBILE_QM_PILOT
