accepted_TPR,candidate_original_TOP,candidate_original_HBN_ITP,working_copy_TOP,working_copy_HBN_ITP,accepted_TOP_matches_working_copy,accepted_HBN_ITP_matches_working_copy,accepted_TPR_atom_count,rebuilt_TPR_atom_count,grompp_return_code,grompp_pass,inputrec_exactly_equal,differing_inputrec_parameter_count,differing_inputrec_parameters,topology_exactly_equal,box_exactly_equal,first_coordinate_difference_atom_index,expected_first_water_atom_index,frozen_HBN_PYR_coordinate_prefix_pass,gmx_check_return_code,exact_original_topology_identity,provenance_validation
runs/phase1A/accepted/hybrid_hydrated_gap45_pyr5shift_clean032_nvt_100ps_frozenSolute/nvt_100ps_frozenSolute.tpr,parameters/phase1A/accepted/hybrid_hydrated_gap45_pyr5shift_clean032/hbn_pyrene_4_hydratable_gap45_pyr5shift_clean032.top,parameters/phase1A/accepted/hybrid_hydrated_gap45_pyr5shift_clean032/hbn_fixed_dummy.itp,parameters/phase1A/hybrid_hydrated_gromacs/hbn_pyrene_4_hydratable_gap45_pyr5shift_clean032.top,parameters/phase1A/hybrid_hydrated_gromacs/hbn_fixed_dummy.itp,False,True,68320,68320,0,True,True,0,,True,True,1784,1784,True,0,True,PASS
