unresolved_heavy_count,unresolved_H_count,unresolved_heavy_types,unresolved_H_roles,unresolved_H_attached_heavy_types,lower_bridge_paths,upper_bridge_paths,path_based_correspondence_required,coordinates_modified,molecular_topology_generated,energy_minimized,MD_performed,required_next_step
30,15,HEXAGONAL_EDGE_COMPLETION_SEED:30,SEED_PASSIVANT_H:15,HEXAGONAL_EDGE_COMPLETION_SEED:15,15,15,False,False,False,False,False,BUILD_TOPOLOGY_AWARE_LOWER_UPPER_CORRESPONDENCE
