center_node,center_element,center_node_type,end,angle_index,neighbor_1,neighbor_2,angle_deg,deviation_from_120_deg
A:UPPER:1:9,N,ANNULUS_OUTER_BOUNDARY,UPPER,3,A:UPPER:2:8,S:1712,120.54465166795073,0.5446516679507312
A:UPPER:4:-8,N,ANNULUS_OUTER_BOUNDARY,UPPER,1,A:UPPER:2:-8,A:UPPER:5:-7,119.99999999999999,-1.4210854715202004e-14
A:UPPER:4:-8,N,ANNULUS_OUTER_BOUNDARY,UPPER,2,A:UPPER:2:-8,S:1726,47.7013013760285,-72.29869862397149
A:UPPER:4:-8,N,ANNULUS_OUTER_BOUNDARY,UPPER,3,A:UPPER:5:-7,S:1726,167.69857493074628,47.698574930746275
A:UPPER:4:8,N,ANNULUS_OUTER_BOUNDARY,UPPER,1,A:UPPER:2:8,A:UPPER:5:7,120.00000000000011,1.1368683772161603e-13
A:UPPER:4:8,N,ANNULUS_OUTER_BOUNDARY,UPPER,2,A:UPPER:2:8,S:1710,47.71047089270635,-72.28952910729365
A:UPPER:4:8,N,ANNULUS_OUTER_BOUNDARY,UPPER,3,A:UPPER:5:7,S:1710,167.71042129114426,47.71042129114426
A:UPPER:7:-7,N,ANNULUS_OUTER_BOUNDARY,UPPER,1,A:UPPER:5:-7,A:UPPER:8:-6,119.99999999999991,-8.526512829121202e-14
A:UPPER:7:-7,N,ANNULUS_OUTER_BOUNDARY,UPPER,2,A:UPPER:5:-7,S:1728,119.95872255432046,-0.04127744567954039
A:UPPER:7:-7,N,ANNULUS_OUTER_BOUNDARY,UPPER,3,A:UPPER:8:-6,S:1728,120.04127716846662,0.041277168466621106
A:UPPER:7:7,N,ANNULUS_OUTER_BOUNDARY,UPPER,1,A:UPPER:5:7,A:UPPER:8:6,119.99999999999963,-3.694822225952521e-13
A:UPPER:7:7,N,ANNULUS_OUTER_BOUNDARY,UPPER,2,A:UPPER:5:7,S:1738,120.04215355146093,0.042153551460927474
A:UPPER:7:7,N,ANNULUS_OUTER_BOUNDARY,UPPER,3,A:UPPER:8:6,S:1738,119.95779357775592,-0.04220642224407811
P:0,B,PARENT_HBN,PARENT,1,P:1,S:1686,120.29386454800442,0.2938645480044215
P:0,B,PARENT_HBN,PARENT,2,P:1,S:1687,119.90193482402822,-0.09806517597178299
P:0,B,PARENT_HBN,PARENT,3,S:1686,S:1687,118.74782108540309,-1.2521789145969109
P:10,B,PARENT_HBN,PARENT,1,P:11,S:1691,119.95158734199782,-0.04841265800217798
P:10,B,PARENT_HBN,PARENT,2,P:11,S:1692,120.16225432397482,0.1622543239748211
P:10,B,PARENT_HBN,PARENT,3,S:1691,S:1692,118.79482501201268,-1.20517498798732
P:12,B,PARENT_HBN,PARENT,1,P:13,S:1692,120.16225432397498,0.1622543239749774
P:12,B,PARENT_HBN,PARENT,2,P:13,S:1693,120.25316463298384,0.2531646329838395
P:12,B,PARENT_HBN,PARENT,3,S:1692,S:1693,118.51030523065236,-1.4896947693476363
P:14,B,PARENT_HBN,PARENT,1,P:15,S:1693,120.25316463298375,0.25316463298375425
P:14,B,PARENT_HBN,PARENT,2,P:15,S:1694,120.0397356398709,0.0397356398708979
P:14,B,PARENT_HBN,PARENT,3,S:1693,S:1694,118.6378562247487,-1.3621437752512975
P:16,B,PARENT_HBN,PARENT,1,P:17,S:1694,120.03973563987097,0.03973563987096895
P:16,B,PARENT_HBN,PARENT,2,P:17,S:1695,120.2531646329836,0.2531646329835979
P:16,B,PARENT_HBN,PARENT,3,S:1694,S:1695,118.63785622474877,-1.3621437752512264
P:1621,N,PARENT_HBN,PARENT,1,P:1620,S:1729,120.16225432397495,0.162254323974949
P:1621,N,PARENT_HBN,PARENT,2,P:1620,S:1730,120.25316463298388,0.25316463298388214
P:1621,N,PARENT_HBN,PARENT,3,S:1729,S:1730,118.51030523065242,-1.4896947693475795
P:1623,N,PARENT_HBN,PARENT,1,P:1622,S:1730,120.25316463298384,0.2531646329838395
P:1623,N,PARENT_HBN,PARENT,2,P:1622,S:1731,120.03973563987067,0.039735639870670525
P:1623,N,PARENT_HBN,PARENT,3,S:1730,S:1731,118.63785622474886,-1.3621437752511412
P:1625,N,PARENT_HBN,PARENT,1,P:1624,S:1731,120.03973563987074,0.03973563987074158
P:1625,N,PARENT_HBN,PARENT,2,P:1624,S:1732,120.25316463298384,0.2531646329838395
P:1625,N,PARENT_HBN,PARENT,3,S:1731,S:1732,118.63785622474877,-1.3621437752512264
P:1627,N,PARENT_HBN,PARENT,1,P:1626,S:1732,120.25316463298381,0.2531646329838111
P:1627,N,PARENT_HBN,PARENT,2,P:1626,S:1733,120.16225432397485,0.1622543239748495
P:1627,N,PARENT_HBN,PARENT,3,S:1732,S:1733,118.51030523065258,-1.4896947693474232
P:1629,N,PARENT_HBN,PARENT,1,P:1628,S:1733,120.16225432397482,0.1622543239748211
P:1629,N,PARENT_HBN,PARENT,2,P:1628,S:1734,120.18342912083513,0.18342912083512886
P:1629,N,PARENT_HBN,PARENT,3,S:1733,S:1734,118.60064223739988,-1.3993577626001183
P:1631,N,PARENT_HBN,PARENT,1,P:1630,S:1734,120.18342912083504,0.1834291208350436
P:1631,N,PARENT_HBN,PARENT,2,P:1630,S:1735,120.1818609228326,0.18186092283259825
P:1631,N,PARENT_HBN,PARENT,3,S:1734,S:1735,118.5637732319128,-1.4362267680871952
P:1633,N,PARENT_HBN,PARENT,1,P:1632,S:1735,120.1818609228326,0.18186092283259825
P:1633,N,PARENT_HBN,PARENT,2,P:1632,S:1736,119.92322059536707,-0.07677940463292998
P:1633,N,PARENT_HBN,PARENT,3,S:1735,S:1736,118.77205341962747,-1.2279465803725316
P:1635,N,PARENT_HBN,PARENT,1,P:1634,S:1736,119.92322059536707,-0.07677940463292998
P:1635,N,PARENT_HBN,PARENT,2,P:1634,S:1737,120.2539476318198,0.2539476318197984
P:1635,N,PARENT_HBN,PARENT,3,S:1736,S:1737,118.80347556187131,-1.1965244381286908
P:1637,N,PARENT_HBN,PARENT,1,P:1636,S:1737,120.25394763181971,0.25394763181971314
P:1637,N,PARENT_HBN,PARENT,2,P:1636,S:1738,120.29386454800427,0.2938645480042652
P:1637,N,PARENT_HBN,PARENT,3,S:1737,S:1738,118.35254091358658,-1.64745908641342
P:1639,N,PARENT_HBN,PARENT,1,P:1638,S:1738,120.2938645480042,0.29386454800419415
P:1639,N,PARENT_HBN,PARENT,2,P:1638,S:1739,119.90193482402842,-0.09806517597158404
P:1639,N,PARENT_HBN,PARENT,3,S:1738,S:1739,118.74782108540309,-1.2521789145969109
P:1641,N,PARENT_HBN,PARENT,1,P:1640,S:1710,120.25394763182042,0.2539476318204237
P:1641,N,PARENT_HBN,PARENT,2,P:1640,S:1739,119.90193482402842,-0.09806517597158404
P:1641,N,PARENT_HBN,PARENT,3,S:1710,S:1739,118.73166584537924,-1.26833415462076
P:1643,N,PARENT_HBN,PARENT,1,P:1642,S:1710,120.25394763182038,0.25394763182038105
P:1643,N,PARENT_HBN,PARENT,2,P:1642,S:1711,120.26490834514168,0.26490834514167716
P:1643,N,PARENT_HBN,PARENT,3,S:1710,S:1711,118.44899100601803,-1.5510089939819665
P:1645,N,PARENT_HBN,PARENT,1,P:1644,S:1711,120.26490834514168,0.26490834514167716
P:1645,N,PARENT_HBN,PARENT,2,P:1644,S:1712,120.1818609228326,0.18186092283259825
P:1645,N,PARENT_HBN,PARENT,3,S:1711,S:1712,118.45834331860033,-1.5416566813996724
P:1647,N,PARENT_HBN,PARENT,1,P:1646,S:1712,120.1818609228326,0.18186092283259825
P:1647,N,PARENT_HBN,PARENT,2,P:1646,S:1713,119.95158734199788,-0.048412658002121134
P:1647,N,PARENT_HBN,PARENT,3,S:1712,S:1713,118.82327927027,-1.1767207297299933
P:1649,N,PARENT_HBN,PARENT,1,P:1648,S:1713,119.95158734199798,-0.04841265800202166
P:1649,N,PARENT_HBN,PARENT,2,P:1648,S:1714,120.16225432397482,0.1622543239748211
P:1649,N,PARENT_HBN,PARENT,3,S:1713,S:1714,118.79482501201254,-1.205174987987462
P:1651,N,PARENT_HBN,PARENT,1,P:1650,S:1714,120.16225432397482,0.1622543239748211
P:1651,N,PARENT_HBN,PARENT,2,P:1650,S:1715,120.25316463298384,0.2531646329838395
P:1651,N,PARENT_HBN,PARENT,3,S:1714,S:1715,118.51030523065252,-1.48969476934748
P:1653,N,PARENT_HBN,PARENT,1,P:1652,S:1715,120.25316463298384,0.2531646329838395
P:1653,N,PARENT_HBN,PARENT,2,P:1652,S:1716,120.03973563987074,0.03973563987074158
P:1653,N,PARENT_HBN,PARENT,3,S:1715,S:1716,118.63785622474877,-1.3621437752512264
P:1655,N,PARENT_HBN,PARENT,1,P:1654,S:1716,120.03973563987067,0.039735639870670525
P:1655,N,PARENT_HBN,PARENT,2,P:1654,S:1717,120.25316463298384,0.2531646329838395
P:1655,N,PARENT_HBN,PARENT,3,S:1716,S:1717,118.63785622474886,-1.3621437752511412
P:1657,N,PARENT_HBN,PARENT,1,P:1656,S:1717,120.25316463298391,0.25316463298391056
P:1657,N,PARENT_HBN,PARENT,2,P:1656,S:1718,120.1622543239749,0.16225432397490636
P:1657,N,PARENT_HBN,PARENT,3,S:1717,S:1718,118.51030523065236,-1.4896947693476363
P:1659,N,PARENT_HBN,PARENT,1,P:1658,S:1718,120.16225432397475,0.16225432397475004
P:1659,N,PARENT_HBN,PARENT,2,P:1658,S:1719,119.95158734199782,-0.04841265800217798
P:1659,N,PARENT_HBN,PARENT,3,S:1718,S:1719,118.79482501201277,-1.2051749879872347
P:1661,N,PARENT_HBN,PARENT,1,P:1660,S:1719,119.95158734199798,-0.04841265800202166
P:1661,N,PARENT_HBN,PARENT,2,P:1660,S:1720,120.44386024006164,0.44386024006163893
P:1661,N,PARENT_HBN,PARENT,3,S:1719,S:1720,118.53686389124968,-1.4631361087503194
P:1663,N,PARENT_HBN,PARENT,1,P:1662,S:1720,120.44386024006164,0.44386024006163893
P:1663,N,PARENT_HBN,PARENT,2,P:1662,S:1721,120.06803585034422,0.06803585034421644
P:1663,N,PARENT_HBN,PARENT,3,S:1720,S:1721,118.45933826802518,-1.5406617319748221
P:1665,N,PARENT_HBN,PARENT,1,P:1664,S:1721,120.0680358503443,0.06803585034430171
P:1665,N,PARENT_HBN,PARENT,2,P:1664,S:1722,120.37516682371971,0.37516682371970944
P:1665,N,PARENT_HBN,PARENT,3,S:1721,S:1722,118.44968915285098,-1.5503108471490208
P:1667,N,PARENT_HBN,PARENT,1,P:1666,S:1722,120.37516682371971,0.37516682371970944
P:1667,N,PARENT_HBN,PARENT,2,P:1666,S:1723,119.90193482402842,-0.09806517597158404
P:1667,N,PARENT_HBN,PARENT,3,S:1722,S:1723,118.65199661573828,-1.348003384261716
P:1669,N,PARENT_HBN,PARENT,1,P:1668,S:1723,119.90193482402842,-0.09806517597158404
P:1669,N,PARENT_HBN,PARENT,2,P:1668,S:1724,120.2938645480042,0.29386454800419415
P:1669,N,PARENT_HBN,PARENT,3,S:1723,S:1724,118.74782108540309,-1.2521789145969109
P:1671,N,PARENT_HBN,PARENT,1,P:1670,S:1724,120.29386454800427,0.2938645480042652
P:1671,N,PARENT_HBN,PARENT,2,P:1670,S:1725,120.37516682371964,0.3751668237196384
P:1671,N,PARENT_HBN,PARENT,3,S:1724,S:1725,118.27245413039687,-1.7275458696031336
P:1673,N,PARENT_HBN,PARENT,1,P:1672,S:1725,120.37516682371971,0.37516682371970944
P:1673,N,PARENT_HBN,PARENT,2,P:1672,S:1726,119.72498445884743,-0.27501554115256965
P:1673,N,PARENT_HBN,PARENT,3,S:1725,S:1726,118.80581431416454,-1.194185685835464
P:1675,N,PARENT_HBN,PARENT,1,P:1674,S:1726,119.72498445884732,-0.27501554115268334
P:1675,N,PARENT_HBN,PARENT,2,P:1674,S:1727,120.44386024006164,0.44386024006163893
P:1675,N,PARENT_HBN,PARENT,3,S:1726,S:1727,118.77540661515422,-1.2245933848457753
P:1677,N,PARENT_HBN,PARENT,1,P:1676,S:1727,120.44386024006164,0.44386024006163893
P:1677,N,PARENT_HBN,PARENT,2,P:1676,S:1728,120.18342912083452,0.1834291208345178
P:1677,N,PARENT_HBN,PARENT,3,S:1727,S:1728,118.27716247096832,-1.722837529031679
P:1679,N,PARENT_HBN,PARENT,1,P:1678,S:1728,120.18342912083439,0.1834291208343899
P:1679,N,PARENT_HBN,PARENT,2,P:1678,S:1729,120.16225432397475,0.16225432397475004
P:1679,N,PARENT_HBN,PARENT,3,S:1728,S:1729,118.60064223740072,-1.39935776259928
P:18,B,PARENT_HBN,PARENT,1,P:19,S:1695,120.2531646329836,0.2531646329835979
P:18,B,PARENT_HBN,PARENT,2,P:19,S:1696,120.1622543239749,0.16225432397490636
P:18,B,PARENT_HBN,PARENT,3,S:1695,S:1696,118.51030523065268,-1.4896947693473237
P:2,B,PARENT_HBN,PARENT,1,P:3,S:1687,119.90193482402822,-0.09806517597178299
P:2,B,PARENT_HBN,PARENT,2,P:3,S:1688,120.37516682371971,0.37516682371970944
P:2,B,PARENT_HBN,PARENT,3,S:1687,S:1688,118.65199661573853,-1.3480033842614745
P:20,B,PARENT_HBN,PARENT,1,P:21,S:1696,120.1622543239749,0.16225432397490636
P:20,B,PARENT_HBN,PARENT,2,P:21,S:1697,119.9515873419981,-0.04841265800189376
P:20,B,PARENT_HBN,PARENT,3,S:1696,S:1697,118.79482501201231,-1.2051749879876894
P:22,B,PARENT_HBN,PARENT,1,P:23,S:1697,119.95158734199806,-0.04841265800193639
P:22,B,PARENT_HBN,PARENT,2,P:23,S:1698,120.18186092283284,0.18186092283283983
P:22,B,PARENT_HBN,PARENT,3,S:1697,S:1698,118.82327927026965,-1.1767207297303486
P:24,B,PARENT_HBN,PARENT,1,P:25,S:1698,120.18186092283284,0.18186092283283983
P:24,B,PARENT_HBN,PARENT,2,P:25,S:1699,120.26490834514175,0.2649083451417482
P:24,B,PARENT_HBN,PARENT,3,S:1698,S:1699,118.45834331860006,-1.5416566813999424
P:26,B,PARENT_HBN,PARENT,1,P:27,S:1699,120.26490834514175,0.2649083451417482
P:26,B,PARENT_HBN,PARENT,2,P:27,S:1700,120.25394763182025,0.25394763182025315
P:26,B,PARENT_HBN,PARENT,3,S:1699,S:1700,118.44899100601809,-1.5510089939819096
P:28,B,PARENT_HBN,PARENT,1,P:29,S:1700,120.25394763182028,0.25394763182028157
P:28,B,PARENT_HBN,PARENT,2,P:29,S:1701,119.90193482402822,-0.09806517597178299
P:28,B,PARENT_HBN,PARENT,3,S:1700,S:1701,118.7316658453796,-1.2683341546204048
P:30,B,PARENT_HBN,PARENT,1,P:31,S:1701,119.90193482402822,-0.09806517597178299
P:30,B,PARENT_HBN,PARENT,2,P:31,S:1702,120.29386454800442,0.2938645480044215
P:30,B,PARENT_HBN,PARENT,3,S:1701,S:1702,118.74782108540309,-1.2521789145969109
P:32,B,PARENT_HBN,PARENT,1,P:33,S:1702,120.29386454800449,0.2938645480044926
P:32,B,PARENT_HBN,PARENT,2,P:33,S:1703,120.25394763182003,0.2539476318200258
P:32,B,PARENT_HBN,PARENT,3,S:1702,S:1703,118.35254091358605,-1.6474590864139458
P:34,B,PARENT_HBN,PARENT,1,P:35,S:1703,120.2539476318201,0.25394763182009683
P:34,B,PARENT_HBN,PARENT,2,P:35,S:1704,119.9232205953673,-0.07677940463270261
P:34,B,PARENT_HBN,PARENT,3,S:1703,S:1704,118.8034755618708,-1.1965244381292024
P:36,B,PARENT_HBN,PARENT,1,P:37,S:1704,119.9232205953673,-0.07677940463270261
P:36,B,PARENT_HBN,PARENT,2,P:37,S:1705,120.18186092283284,0.18186092283283983
P:36,B,PARENT_HBN,PARENT,3,S:1704,S:1705,118.77205341962701,-1.2279465803729863
P:38,B,PARENT_HBN,PARENT,1,P:39,S:1705,120.18186092283284,0.18186092283283983
P:38,B,PARENT_HBN,PARENT,2,P:39,S:1706,120.18342912083475,0.18342912083474516
P:38,B,PARENT_HBN,PARENT,3,S:1705,S:1706,118.56377323191288,-1.4362267680871241
P:4,B,PARENT_HBN,PARENT,1,P:5,S:1688,120.37516682371971,0.37516682371970944
P:4,B,PARENT_HBN,PARENT,2,P:5,S:1689,120.06803585034453,0.06803585034452908
P:4,B,PARENT_HBN,PARENT,3,S:1688,S:1689,118.44968915285074,-1.5503108471492624
P:40,B,PARENT_HBN,PARENT,1,P:41,S:1706,120.18342912083482,0.18342912083481622
P:40,B,PARENT_HBN,PARENT,2,P:41,S:1707,120.16225432397498,0.1622543239749774
P:40,B,PARENT_HBN,PARENT,3,S:1706,S:1707,118.60064223740004,-1.399357762599962
P:42,B,PARENT_HBN,PARENT,1,P:43,S:1707,120.162254323975,0.16225432397500583
P:42,B,PARENT_HBN,PARENT,2,P:43,S:1708,120.25316463298358,0.2531646329835837
P:42,B,PARENT_HBN,PARENT,3,S:1707,S:1708,118.51030523065265,-1.4896947693473521
P:44,B,PARENT_HBN,PARENT,1,P:45,S:1708,120.2531646329836,0.2531646329835979
P:44,B,PARENT_HBN,PARENT,2,P:45,S:1709,120.03973563987097,0.03973563987096895
P:44,B,PARENT_HBN,PARENT,3,S:1708,S:1709,118.63785622474877,-1.3621437752512264
P:46,B,PARENT_HBN,PARENT,1,P:47,S:1680,120.25316463298368,0.2531646329836832
P:46,B,PARENT_HBN,PARENT,2,P:47,S:1709,120.0397356398709,0.0397356398708979
P:46,B,PARENT_HBN,PARENT,3,S:1680,S:1709,118.63785622474877,-1.3621437752512264
P:48,B,PARENT_HBN,PARENT,1,P:49,S:1680,120.25316463298373,0.2531646329837258
P:48,B,PARENT_HBN,PARENT,2,P:49,S:1681,120.1622543239751,0.1622543239751053
P:48,B,PARENT_HBN,PARENT,3,S:1680,S:1681,118.51030523065242,-1.4896947693475795
P:50,B,PARENT_HBN,PARENT,1,P:51,S:1681,120.1622543239749,0.16225432397490636
P:50,B,PARENT_HBN,PARENT,2,P:51,S:1682,120.18342912083459,0.18342912083458884
P:50,B,PARENT_HBN,PARENT,3,S:1681,S:1682,118.60064223740034,-1.3993577625996636
P:52,B,PARENT_HBN,PARENT,1,P:53,S:1682,120.18342912083475,0.18342912083474516
P:52,B,PARENT_HBN,PARENT,2,P:53,S:1683,120.44386024006194,0.44386024006193736
P:52,B,PARENT_HBN,PARENT,3,S:1682,S:1683,118.27716247096778,-1.722837529032219
P:54,B,PARENT_HBN,PARENT,1,P:55,S:1683,120.44386024006194,0.44386024006193736
P:54,B,PARENT_HBN,PARENT,2,P:55,S:1684,119.72498445884702,-0.27501554115298177
P:54,B,PARENT_HBN,PARENT,3,S:1683,S:1684,118.77540661515422,-1.2245933848457753
P:56,B,PARENT_HBN,PARENT,1,P:57,S:1684,119.72498445884709,-0.2750155411529107
P:56,B,PARENT_HBN,PARENT,2,P:57,S:1685,120.37516682371955,0.3751668237195531
P:56,B,PARENT_HBN,PARENT,3,S:1684,S:1685,118.80581431416496,-1.1941856858350377
P:58,B,PARENT_HBN,PARENT,1,P:59,S:1685,120.37516682371948,0.37516682371948207
P:58,B,PARENT_HBN,PARENT,2,P:59,S:1686,120.29386454800449,0.2938645480044926
P:58,B,PARENT_HBN,PARENT,3,S:1685,S:1686,118.2724541303968,-1.7275458696032047
P:6,B,PARENT_HBN,PARENT,1,P:7,S:1689,120.06803585034446,0.06803585034445803
P:6,B,PARENT_HBN,PARENT,2,P:7,S:1690,120.44386024006194,0.44386024006193736
P:6,B,PARENT_HBN,PARENT,3,S:1689,S:1690,118.45933826802464,-1.5406617319753622
P:8,B,PARENT_HBN,PARENT,1,P:9,S:1690,120.44386024006194,0.44386024006193736
P:8,B,PARENT_HBN,PARENT,2,P:9,S:1691,119.95158734199798,-0.04841265800202166
P:8,B,PARENT_HBN,PARENT,3,S:1690,S:1691,118.5368638912494,-1.4631361087506036
S:1680,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,A:LOWER:4:8,P:46,49.755652354941134,-70.24434764505887
S:1680,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,A:LOWER:4:8,P:48,130.1962767860949,10.196276786094899
S:1680,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:46,P:48,119.4936707340326,-0.5063292659673948
S:1681,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,H:LOWER:SEED:0,P:48,120.1622543239751,0.1622543239751053
S:1681,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,H:LOWER:SEED:0,P:50,120.1622543239749,0.16225432397490636
S:1681,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:48,P:50,119.67549135205002,-0.32450864794998324
S:1682,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,A:LOWER:1:9,P:50,34.92636039281069,-85.0736396071893
S:1682,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,A:LOWER:1:9,P:52,145.0727921844102,25.07279218441019
S:1682,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:50,P:52,119.63314175833067,-0.366858241669334
S:1683,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,H:LOWER:SEED:1,P:52,120.44386024006194,0.44386024006193736
S:1683,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,H:LOWER:SEED:1,P:54,120.44386024006194,0.44386024006193736
S:1683,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:52,P:54,119.11227951987617,-0.8877204801238321
S:1684,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,A:LOWER:-14:4,P:54,145.52300972318304,25.523009723183037
S:1684,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,A:LOWER:-14:4,P:56,34.70417176107668,-85.29582823892332
S:1684,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:54,P:56,120.55003108230589,0.5500310823058925
S:1685,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,H:LOWER:SEED:2,P:56,120.37516682371955,0.3751668237195531
S:1685,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,H:LOWER:SEED:2,P:58,120.37516682371948,0.37516682371948207
S:1685,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:56,P:58,119.249666352561,-0.7503336474390068
S:1686,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,A:LOWER:-14:2,P:0,49.71643732375113,-70.28356267624886
S:1686,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,A:LOWER:-14:2,P:58,130.20795673403435,10.207956734034354
S:1686,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:0,P:58,119.41227090399111,-0.5877290960088857
S:1687,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,H:LOWER:SEED:3,P:0,119.90193482402822,-0.09806517597178299
S:1687,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,H:LOWER:SEED:3,P:2,119.90193482402822,-0.09806517597178299
S:1687,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:0,P:2,120.19613035194358,0.1961303519435802
S:1688,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,A:LOWER:-14:0,P:2,89.83442119648785,-30.165578803512147
S:1688,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,A:LOWER:-14:0,P:4,90.02780712231872,-29.97219287768128
S:1688,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:2,P:4,119.24966635256061,-0.7503336474393905
S:1689,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,H:LOWER:SEED:4,P:4,120.06803585034427,0.06803585034427329
S:1689,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,H:LOWER:SEED:4,P:6,120.0680358503447,0.06803585034469961
S:1689,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:4,P:6,119.86392829931101,-0.1360717006889871
S:1690,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,A:LOWER:-14:-2,P:6,49.76781654578426,-70.23218345421574
S:1690,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,A:LOWER:-14:-2,P:8,130.0548506652628,10.05485066526279
S:1690,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:6,P:8,119.11227951987617,-0.8877204801238321
S:1691,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,H:LOWER:SEED:5,P:10,119.95158734199782,-0.04841265800217798
S:1691,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,H:LOWER:SEED:5,P:8,119.95158734199798,-0.04841265800202166
S:1691,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:10,P:8,120.09682531600421,0.09682531600421385
S:1692,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,A:LOWER:-14:-4,P:10,34.961615235124675,-85.03838476487533
S:1692,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,A:LOWER:-14:-4,P:12,145.0480912874795,25.048091287479508
S:1692,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:10,P:12,119.67549135205022,-0.3245086479497843
S:1693,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,H:LOWER:SEED:6,P:12,120.25316463298384,0.2531646329838395
S:1693,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,H:LOWER:SEED:6,P:14,120.25316463298375,0.25316463298375425
S:1693,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:12,P:14,119.49367073403243,-0.5063292659675653
S:1694,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,A:LOWER:1:-9,P:14,145.18715829426563,25.18715829426563
S:1694,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,A:LOWER:1:-9,P:16,34.883555305111045,-85.11644469488895
S:1694,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:14,P:16,119.92052872025816,-0.07947127974183843
S:1695,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,H:LOWER:SEED:7,P:16,120.2531646329836,0.2531646329835979
S:1695,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,H:LOWER:SEED:7,P:18,120.2531646329836,0.2531646329835979
S:1695,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:16,P:18,119.49367073403282,-0.5063292659671816
S:1696,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,A:LOWER:4:-8,P:18,130.24599479750623,10.245994797506228
S:1696,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,A:LOWER:4:-8,P:20,49.767074212264696,-70.2329257877353
S:1696,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:18,P:20,119.67549135205022,-0.3245086479497843
S:1697,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,H:LOWER:SEED:8,P:20,119.9515873419981,-0.04841265800189376
S:1697,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,H:LOWER:SEED:8,P:22,119.95158734199806,-0.04841265800193639
S:1697,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:20,P:22,120.09682531600386,0.09682531600385857
S:1698,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,1,A:LOWER:7:-7,P:22,89.84787986669467,-30.15212013330533
S:1698,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,2,A:LOWER:7:-7,P:24,90.15202758821928,-29.847972411780717
S:1698,N,HEXAGONAL_EDGE_COMPLETION_SEED,LOWER,3,P:22,P:24,119.63627815433436,-0.36372184566563703
