atom,name,r_ref_nm,r_cur_nm,delta_r_nm
93,B0093,1.19983,1.30927,0.10944
94,N0094,1.20204,1.29881,0.09678
95,B0095,1.19966,1.30809,0.10842
96,N0096,1.20326,1.28533,0.08207
97,B0097,1.19916,1.29439,0.09523
98,N0098,1.20273,1.27105,0.06832
99,B0099,1.19951,1.24540,0.04590
100,N0100,1.20230,1.22766,0.02536
101,B0101,1.20008,1.21647,0.01639
102,N0102,1.20323,1.20072,-0.00252
103,B0103,1.19945,1.22097,0.02152
104,N0104,1.20259,1.21045,0.00785
105,B0105,1.19927,1.22140,0.02214
106,N0106,1.20227,1.20646,0.00420
107,B0107,1.19857,1.21994,0.02137
108,N0108,1.20151,1.19789,-0.00362
109,B0109,1.20027,1.23219,0.03192
110,N0110,1.20342,1.20894,0.00552
111,B0111,1.19919,1.21539,0.01619
112,N0112,1.20280,1.20320,0.00041
113,B0113,1.20018,1.19868,-0.00149
114,N0114,1.20300,1.18834,-0.01466
115,B0115,1.19920,1.17607,-0.02313
116,N0116,1.20280,1.15551,-0.04729
117,B0117,1.20027,1.16812,-0.03216
118,N0118,1.20248,1.14385,-0.05863
119,B0119,1.19929,1.15034,-0.04896
120,N0120,1.20228,1.14331,-0.05897
121,B0121,1.20413,1.11862,-0.08551
122,N0122,1.20511,1.11391,-0.09120
123,B0123,1.20385,1.11499,-0.08886
124,N0124,1.20608,1.10743,-0.09865
125,B0125,1.20376,1.09617,-0.10760
126,N0126,1.20597,1.09968,-0.10629
127,B0127,1.20265,1.09406,-0.10859
128,N0128,1.20547,1.10016,-0.10531
129,B0129,1.20304,1.11576,-0.08727
130,N0130,1.20527,1.10816,-0.09711
131,B0131,1.20358,1.14988,-0.05370
132,N0132,1.20579,1.14749,-0.05830
133,B0133,1.20343,1.18381,-0.01962
134,N0134,1.20542,1.19500,-0.01042
135,B0135,1.20327,1.22590,0.02263
136,N0136,1.20537,1.23771,0.03235
137,B0137,1.20344,1.24512,0.04168
138,N0138,1.20565,1.26030,0.05466
139,B0139,1.20367,1.25441,0.05074
140,N0140,1.20590,1.26609,0.06019
141,B0141,1.20300,1.27123,0.06823
142,N0142,1.20657,1.27095,0.06438
143,B0143,1.20280,1.29529,0.09249
144,N0144,1.20559,1.29941,0.09382
145,B0145,1.20342,1.29834,0.09492
146,N0146,1.20566,1.30842,0.10276
147,B0147,1.20367,1.29608,0.09241
148,N0148,1.20465,1.29320,0.08855
149,B0149,1.20327,1.28429,0.08103
150,N0150,1.20527,1.27694,0.07168
151,B0151,1.20259,1.29646,0.09387
152,N0152,1.20553,1.28104,0.07551
153,B0153,1.20323,1.28201,0.07878
154,N0154,1.20638,1.27884,0.07246
155,B0155,1.20311,1.27515,0.07204
156,N0156,1.20531,1.27874,0.07343
157,B0157,1.20340,1.24793,0.04453
158,N0158,1.20622,1.24589,0.03967
159,B0159,1.20326,1.20797,0.00471
160,N0160,1.20599,1.21596,0.00997
161,B0161,1.20425,1.19874,-0.00551
162,N0162,1.20520,1.20040,-0.00479
163,B0163,1.20291,1.21336,0.01045
164,N0164,1.20589,1.21419,0.00829
165,B0165,1.20285,1.20064,-0.00221
166,N0166,1.20594,1.21425,0.00830
167,B0167,1.20313,1.19795,-0.00518
168,N0168,1.20439,1.20720,0.00281
169,B0169,1.20350,1.20982,0.00632
170,N0170,1.20573,1.20116,-0.00457
171,B0171,1.20230,1.18513,-0.01717
172,N0172,1.20587,1.17310,-0.03277
173,B0173,1.20268,1.16930,-0.03338
174,N0174,1.20547,1.16934,-0.03613
175,B0175,1.20275,1.13971,-0.06304
176,N0176,1.20589,1.14568,-0.06022
177,B0177,1.20403,1.14402,-0.06002
178,N0178,1.20620,1.15194,-0.05426
179,B0179,1.20374,1.14434,-0.05940
180,N0180,1.20574,1.14549,-0.06024
181,B0181,1.20579,1.11308,-0.09271
182,N0182,1.20674,1.11450,-0.09224
183,B0183,1.20527,1.10944,-0.09583
184,N0184,1.20613,1.11903,-0.08711
185,B0185,1.20473,1.09884,-0.10588
186,N0186,1.20614,1.11165,-0.09449
187,B0187,1.20597,1.10163,-0.10434
188,N0188,1.20597,1.10430,-0.10167
189,B0189,1.20608,1.13039,-0.07570
190,N0190,1.20608,1.13669,-0.06939
191,B0191,1.20609,1.17537,-0.03071
192,N0192,1.20727,1.18444,-0.02284
193,B0193,1.20574,1.21889,0.01316
194,N0194,1.20574,1.22498,0.01924
195,B0195,1.20599,1.25738,0.05139
196,N0196,1.20717,1.25812,0.05095
197,B0197,1.20589,1.26578,0.05989
198,N0198,1.20589,1.27299,0.06710
199,B0199,1.20547,1.26785,0.06238
200,N0200,1.20628,1.27847,0.07218
201,B0201,1.20512,1.28920,0.08408
202,N0202,1.20587,1.30725,0.10138
203,B0203,1.20573,1.31207,0.10634
204,N0204,1.20623,1.31954,0.11331
205,B0205,1.20534,1.30539,0.10005
206,N0206,1.20630,1.31502,0.10872
207,B0207,1.20594,1.28929,0.08335
208,N0208,1.20594,1.29933,0.09338
209,B0209,1.20589,1.27412,0.06823
210,N0210,1.20589,1.27829,0.07240
211,B0211,1.20520,1.27238,0.06719
212,N0212,1.20615,1.27441,0.06826
213,B0213,1.20549,1.27951,0.07402
214,N0214,1.20599,1.26343,0.05744
215,B0215,1.20481,1.25054,0.04573
216,N0216,1.20622,1.23640,0.03018
217,B0217,1.20531,1.22881,0.02350
218,N0218,1.20590,1.21552,0.00962
219,B0219,1.20546,1.20372,-0.00175
220,N0220,1.20638,1.20766,0.00128
221,B0221,1.20455,1.20585,0.00130
222,N0222,1.20553,1.21936,0.01383
223,B0223,1.20527,1.21469,0.00942
224,N0224,1.20527,1.22282,0.01756
225,B0225,1.20465,1.21707,0.01243
226,N0226,1.20465,1.22461,0.01996
227,B0227,1.20566,1.20492,-0.00074
228,N0228,1.20657,1.20940,0.00283
229,B0229,1.20559,1.18587,-0.01972
230,N0230,1.20640,1.18353,-0.02287
231,B0231,1.20516,1.17127,-0.03389
232,N0232,1.20657,1.17579,-0.03078
233,B0233,1.20503,1.16353,-0.04150
234,N0234,1.20590,1.17203,-0.03387
235,B0235,1.20565,1.14652,-0.05913
236,N0236,1.20660,1.15719,-0.04941
237,B0237,1.20537,1.15821,-0.04715
238,N0238,1.20537,1.16218,-0.04318
239,B0239,1.20542,1.13482,-0.07060
240,N0240,1.20542,1.13836,-0.06705
241,B0241,1.20476,1.11686,-0.08790
242,N0242,1.20608,1.12219,-0.08389
243,B0243,1.20597,1.11523,-0.09074
244,N0244,1.20597,1.12020,-0.08577
245,B0245,1.20473,1.10959,-0.09514
246,N0246,1.20547,1.10792,-0.09755
247,B0247,1.20527,1.11986,-0.08541
248,N0248,1.20527,1.10711,-0.09816
249,B0249,1.20579,1.15101,-0.05478
250,N0250,1.20579,1.14001,-0.06578
251,B0251,1.20542,1.20497,-0.00044
252,N0252,1.20542,1.19730,-0.00812
253,B0253,1.20537,1.24239,0.03702
254,N0254,1.20537,1.24458,0.03922
255,B0255,1.20565,1.26389,0.05824
256,N0256,1.20565,1.27017,0.06453
257,B0257,1.20503,1.27638,0.07135
258,N0258,1.20590,1.27920,0.07330
259,B0259,1.20516,1.29411,0.08895
260,N0260,1.20657,1.30102,0.09445
261,B0261,1.20559,1.32102,0.11543
262,N0262,1.20559,1.33052,0.12493
263,B0263,1.20566,1.32034,0.11468
264,N0264,1.20566,1.32470,0.11904
265,B0265,1.20563,1.30531,0.09969
266,N0266,1.20465,1.29759,0.09294
267,B0267,1.20527,1.29016,0.08489
268,N0268,1.20527,1.29181,0.08654
269,B0269,1.20455,1.27781,0.07326
270,N0270,1.20455,1.27669,0.07214
271,B0271,1.20546,1.26351,0.05805
272,N0272,1.20546,1.26524,0.05978
273,B0273,1.20531,1.24560,0.04029
274,N0274,1.20590,1.24061,0.03470
275,B0275,1.20481,1.21713,0.01232
276,N0276,1.20622,1.21432,0.00810
277,B0277,1.20549,1.20830,0.00281
278,N0278,1.20599,1.20382,-0.00217
279,B0279,1.20520,1.20825,0.00305
280,N0280,1.20615,1.20749,0.00134
281,B0281,1.20589,1.23299,0.02710
282,N0282,1.20589,1.23474,0.02884
283,B0283,1.20594,1.22900,0.02306
284,N0284,1.20594,1.22817,0.02222
285,B0285,1.20534,1.22033,0.01498
286,N0286,1.20630,1.21681,0.01052
287,B0287,1.20573,1.19365,-0.01207
288,N0288,1.20573,1.19197,-0.01376
289,B0289,1.20445,1.17663,-0.02783
290,N0290,1.20587,1.16956,-0.03631
291,B0291,1.20547,1.17307,-0.03240
292,N0292,1.20628,1.16778,-0.03850
293,B0293,1.20457,1.16887,-0.03570
294,N0294,1.20589,1.17332,-0.03258
295,B0295,1.20620,1.16355,-0.04265
296,N0296,1.20599,1.16639,-0.03960
297,B0297,1.20574,1.15347,-0.05227
298,N0298,1.20574,1.15571,-0.05003
299,B0299,1.20609,1.12530,-0.08079
300,N0300,1.20609,1.13192,-0.07416
301,B0301,1.20527,1.11603,-0.08924
302,N0302,1.20527,1.11243,-0.09284
303,B0303,1.20473,1.11306,-0.09167
304,N0304,1.20547,1.10295,-0.10252
305,B0305,1.20516,1.09446,-0.11070
306,N0306,1.20597,1.08641,-0.11956
307,B0307,1.20476,1.11656,-0.08821
308,N0308,1.20608,1.10856,-0.09752
309,B0309,1.20511,1.16511,-0.03999
310,N0310,1.20609,1.16411,-0.04197
311,B0311,1.20574,1.22730,0.02156
312,N0312,1.20674,1.22605,0.01931
313,B0313,1.20501,1.26518,0.06017
314,N0314,1.20599,1.26889,0.06291
315,B0315,1.20457,1.27994,0.07537
316,N0316,1.20589,1.28882,0.08293
317,B0317,1.20488,1.29048,0.08560
318,N0318,1.20547,1.30393,0.09846
319,B0319,1.20445,1.31809,0.11364
320,N0320,1.20587,1.31895,0.11309
321,B0321,1.20486,1.32804,0.12318
322,N0322,1.20573,1.32607,0.12034
323,B0323,1.20534,1.31668,0.11133
324,N0324,1.20630,1.31807,0.11178
325,B0325,1.20594,1.29346,0.08752
326,N0326,1.20594,1.29456,0.08862
327,B0327,1.20589,1.28292,0.07702
328,N0328,1.20589,1.27497,0.06907
329,B0329,1.20520,1.27700,0.07180
330,N0330,1.20615,1.27385,0.06770
331,B0331,1.20549,1.24958,0.04409
332,N0332,1.20549,1.24684,0.04135
333,B0333,1.20481,1.22296,0.01815
334,N0334,1.20622,1.21094,0.00472
335,B0335,1.20450,1.19725,-0.00726
336,N0336,1.20590,1.19641,-0.00949
337,B0337,1.20546,1.19627,-0.00919
338,N0338,1.20546,1.20165,-0.00381
339,B0339,1.20455,1.22733,0.02278
340,N0340,1.20455,1.22307,0.01852
341,B0341,1.20527,1.23002,0.02476
342,N0342,1.20627,1.22625,0.01998
343,B0343,1.20465,1.22203,0.01738
344,N0344,1.20465,1.22377,0.01912
345,B0345,1.20525,1.19687,-0.00838
346,N0346,1.20566,1.19421,-0.01145
347,B0347,1.20500,1.18371,-0.02129
348,N0348,1.20559,1.18919,-0.01640
349,B0349,1.20516,1.16377,-0.04139
350,N0350,1.20657,1.17673,-0.02984
351,B0351,1.20503,1.17696,-0.02808
352,N0352,1.20590,1.18099,-0.02491
353,B0353,1.20565,1.16907,-0.03657
354,N0354,1.20660,1.17635,-0.03025
355,B0355,1.20537,1.15611,-0.04926
356,N0356,1.20537,1.15211,-0.05326
357,B0357,1.20432,1.13992,-0.06440
358,N0358,1.20542,1.13599,-0.06942
359,B0359,1.20484,1.12252,-0.08232
360,N0360,1.20579,1.11491,-0.09088
361,B0361,1.20516,1.11030,-0.09486
362,N0362,1.20597,1.11026,-0.09571
363,B0363,1.20473,1.08906,-0.11567
364,N0364,1.20547,1.09295,-0.11253
365,B0365,1.20527,1.09505,-0.11021
366,N0366,1.20527,1.09342,-0.11185
367,B0367,1.20484,1.13539,-0.06945
368,N0368,1.20579,1.14048,-0.06532
369,B0369,1.20542,1.20259,-0.00282
370,N0370,1.20442,1.20152,-0.00290
371,B0371,1.20537,1.24802,0.04266
372,N0372,1.20437,1.25050,0.04613
373,B0373,1.20469,1.28043,0.07573
374,N0374,1.20565,1.29026,0.08461
375,B0375,1.20503,1.29871,0.09367
376,N0376,1.20503,1.30308,0.09804
377,B0377,1.20516,1.31114,0.10598
378,N0378,1.20583,1.30167,0.09584
379,B0379,1.20559,1.31815,0.11256
380,N0380,1.20559,1.31018,0.10459
381,B0381,1.20566,1.33029,0.12464
382,N0382,1.20566,1.32995,0.12430
383,B0383,1.20465,1.31020,0.10555
384,N0384,1.20465,1.32036,0.11572
385,B0385,1.20527,1.28403,0.07877
386,N0386,1.20527,1.29600,0.09073
387,B0387,1.20455,1.27367,0.06912
388,N0388,1.20455,1.27040,0.06585
389,B0389,1.20546,1.25131,0.04584
390,N0390,1.20546,1.25171,0.04625
391,B0391,1.20450,1.22105,0.01655
392,N0392,1.20590,1.22261,0.01671
393,B0393,1.20481,1.19481,-0.00999
394,N0394,1.20622,1.18404,-0.02218
395,B0395,1.20463,1.19174,-0.01289
396,N0396,1.20549,1.18682,-0.01868
397,B0397,1.20520,1.20286,-0.00234
398,N0398,1.20615,1.20118,-0.00497
399,B0399,1.20589,1.22965,0.02375
400,N0400,1.20490,1.22860,0.02370
401,B0401,1.20495,1.22813,0.02318
402,N0402,1.20594,1.22813,0.02218
403,B0403,1.20534,1.21006,0.00471
404,N0404,1.20630,1.21135,0.00505
405,B0405,1.20486,1.19218,-0.01268
406,N0406,1.20573,1.20216,-0.00357
407,B0407,1.20445,1.17663,-0.02782
408,N0408,1.20512,1.18371,-0.02141
409,B0409,1.20547,1.18304,-0.02243
410,N0410,1.20547,1.18971,-0.01576
411,B0411,1.20457,1.17766,-0.02691
412,N0412,1.20589,1.16922,-0.03668
413,B0413,1.20599,1.16157,-0.04442
414,N0414,1.20599,1.15720,-0.04879
415,B0415,1.20574,1.13769,-0.06805
416,N0416,1.20574,1.13395,-0.07178
417,B0417,1.20609,1.12650,-0.07958
418,N0418,1.20609,1.12806,-0.07802
419,B0419,1.20476,1.11133,-0.09344
420,N0420,1.20608,1.11939,-0.08669
421,B0421,1.20406,1.09679,-0.10727
422,N0422,1.20547,1.10344,-0.10204
423,B0423,1.20516,1.08325,-0.12191
424,N0424,1.20597,1.08593,-0.12004
425,B0425,1.20476,1.10930,-0.09547
426,N0426,1.20568,1.12432,-0.08135
427,B0427,1.20511,1.17309,-0.03202
428,N0428,1.20609,1.17914,-0.02695
429,B0429,1.20474,1.22802,0.02328
430,N0430,1.20574,1.23964,0.03391
431,B0431,1.20501,1.27744,0.07243
432,N0432,1.20599,1.28078,0.07479
433,B0433,1.20457,1.29188,0.08731
434,N0434,1.20589,1.28358,0.07769
435,B0435,1.20488,1.30115,0.09626
436,N0436,1.20547,1.29905,0.09358
437,B0437,1.20445,1.30262,0.09817
438,N0438,1.20512,1.31096,0.10584
439,B0439,1.20486,1.32227,0.11741
440,N0440,1.20573,1.32175,0.11603
441,B0441,1.20534,1.32738,0.12204
442,N0442,1.20630,1.33291,0.12662
443,B0443,1.20495,1.30660,0.10165
444,N0444,1.20594,1.30967,0.10373
445,B0445,1.20490,1.28331,0.07841
446,N0446,1.20589,1.28378,0.07789
447,B0447,1.20520,1.26331,0.05811
448,N0448,1.20615,1.25534,0.04919
449,B0449,1.20463,1.23384,0.02922
450,N0450,1.20549,1.22969,0.02420
451,B0451,1.20481,1.19752,-0.00729
452,N0452,1.20622,1.19468,-0.01154
453,B0453,1.20450,1.18446,-0.02005
454,N0454,1.20531,1.17784,-0.02747
455,B0455,1.20546,1.19077,-0.01470
456,N0456,1.20546,1.19077,-0.01470
457,B0457,1.20455,1.21699,0.01244
458,N0458,1.20455,1.20893,0.00438
459,B0459,1.20527,1.22531,0.02004
460,N0460,1.20527,1.23036,0.02509
461,B0461,1.20465,1.21824,0.01360
462,N0462,1.20465,1.22017,0.01553
463,B0463,1.20525,1.20856,0.00331
464,N0464,1.20566,1.21572,0.01006
465,B0465,1.20500,1.19341,-0.01159
466,N0466,1.20559,1.19672,-0.00887
467,B0467,1.20516,1.19235,-0.01281
468,N0468,1.20583,1.19672,-0.00911
469,B0469,1.20503,1.18187,-0.02316
470,N0470,1.20503,1.18321,-0.02182
471,B0471,1.20469,1.15670,-0.04799
472,N0472,1.20565,1.14943,-0.05622
473,B0473,1.20537,1.14006,-0.06531
474,N0474,1.20537,1.13604,-0.06933
475,B0475,1.20542,1.13402,-0.07139
476,N0476,1.20542,1.13520,-0.07021
477,B0477,1.20484,1.12588,-0.07896
478,N0478,1.20579,1.13522,-0.07057
479,B0479,1.20527,1.12363,-0.08164
480,N0480,1.20527,1.13063,-0.07464
481,B0481,1.20406,1.09185,-0.11221
482,N0482,1.20547,1.10377,-0.10170
483,B0483,1.20527,1.11086,-0.09441
484,N0484,1.20527,1.13180,-0.07347
485,B0485,1.20484,1.15501,-0.04983
486,N0486,1.20579,1.16474,-0.04105
487,B0487,1.20542,1.21609,0.01067
488,N0488,1.20542,1.21602,0.01060
489,B0489,1.20537,1.26848,0.06311
490,N0490,1.20537,1.26450,0.05913
491,B0491,1.20469,1.28171,0.07701
492,N0492,1.20565,1.27944,0.07380
493,B0493,1.20503,1.29636,0.09132
494,N0494,1.20503,1.29979,0.09476
495,B0495,1.20516,1.30731,0.10215
496,N0496,1.20583,1.30795,0.10212
497,B0497,1.20500,1.31649,0.11149
498,N0498,1.20559,1.31969,0.11410
499,B0499,1.20566,1.32708,0.12142
500,N0500,1.20566,1.32297,0.11731
501,B0501,1.20367,1.32132,0.11765
502,N0502,1.20465,1.31053,0.10589
503,B0503,1.20527,1.29684,0.09158
504,N0504,1.20527,1.29342,0.08815
505,B0505,1.20455,1.25355,0.04900
506,N0506,1.20455,1.24864,0.04409
507,B0507,1.20546,1.24052,0.03505
508,N0508,1.20546,1.23334,0.02788
509,B0509,1.20450,1.21010,0.00560
510,N0510,1.20531,1.20026,-0.00505
511,B0511,1.20481,1.17686,-0.02794
512,N0512,1.20555,1.17919,-0.02636
513,B0513,1.20463,1.17653,-0.02810
514,N0514,1.20549,1.18100,-0.02449
515,B0515,1.20520,1.19849,-0.00671
516,N0516,1.20615,1.20455,-0.00160
517,B0517,1.20589,1.21648,0.01058
518,N0518,1.20589,1.21331,0.00741
519,B0519,1.20495,1.22976,0.02481
520,N0520,1.20594,1.23124,0.02530
521,B0521,1.20534,1.22449,0.01915
522,N0522,1.20630,1.22967,0.02338
523,B0523,1.20486,1.20824,0.00338
524,N0524,1.20573,1.21075,0.00503
525,B0525,1.20445,1.19856,-0.00589
526,N0526,1.20512,1.20917,0.00405
527,B0527,1.20488,1.18712,-0.01776
528,N0528,1.20547,1.18935,-0.01613
529,B0529,1.20457,1.16710,-0.03747
530,N0530,1.20589,1.16265,-0.04324
531,B0531,1.20501,1.13018,-0.07483
532,N0532,1.20599,1.14107,-0.06491
533,B0533,1.20574,1.14219,-0.06355
534,N0534,1.20574,1.14509,-0.06065
535,B0535,1.20511,1.13785,-0.06726
536,N0536,1.20609,1.14067,-0.06541
537,B0537,1.20476,1.13395,-0.07082
538,N0538,1.20608,1.13704,-0.06905
539,B0539,1.20516,1.11874,-0.08642
540,N0540,1.20597,1.12008,-0.08589
541,B0541,1.20516,1.12128,-0.08388
542,N0542,1.20597,1.12574,-0.08023
543,B0543,1.20476,1.14857,-0.05619
544,N0544,1.20608,1.14736,-0.05873
545,B0545,1.20609,1.19330,-0.01279
546,N0546,1.20609,1.19736,-0.00872
547,B0547,1.20574,1.24595,0.04021
548,N0548,1.20574,1.24711,0.04137
549,B0549,1.20501,1.26687,0.06186
550,N0550,1.20501,1.26168,0.05667
551,B0551,1.20457,1.28777,0.08320
552,N0552,1.20589,1.27311,0.06721
553,B0553,1.20488,1.29764,0.09275
554,N0554,1.20547,1.28348,0.07801
555,B0555,1.20445,1.29989,0.09544
556,N0556,1.20512,1.30381,0.09869
557,B0557,1.20486,1.32559,0.12073
558,N0558,1.20573,1.33562,0.12989
559,B0559,1.20534,1.31893,0.11359
560,N0560,1.20630,1.32200,0.11570
561,B0561,1.20594,1.29587,0.08993
562,N0562,1.20594,1.28498,0.07903
563,B0563,1.20589,1.27424,0.06834
564,N0564,1.20589,1.27391,0.06801
565,B0565,1.20520,1.24148,0.03628
566,N0566,1.20615,1.24895,0.04280
567,B0567,1.20463,1.21863,0.01401
568,N0568,1.20549,1.21287,0.00737
569,B0569,1.20481,1.18196,-0.02285
570,N0570,1.20555,1.17631,-0.02924
571,B0571,1.20450,1.16786,-0.03664
572,N0572,1.20531,1.16786,-0.03745
573,B0573,1.20506,1.19334,-0.01172
574,N0574,1.20546,1.18750,-0.01797
575,B0575,1.20455,1.19716,-0.00739
576,N0576,1.20455,1.20098,-0.00357
577,B0577,1.20527,1.22155,0.01629
578,N0578,1.20527,1.22068,0.01541
579,B0579,1.20465,1.23194,0.02729
580,N0580,1.20465,1.23729,0.03264
581,B0581,1.20525,1.21930,0.01405
582,N0582,1.20566,1.22870,0.02305
583,B0583,1.20500,1.21747,0.01247
584,N0584,1.20559,1.22247,0.01688
585,B0585,1.20441,1.19578,-0.00863
586,N0586,1.20583,1.20063,-0.00520
587,B0587,1.20503,1.17784,-0.02719
588,N0588,1.20503,1.17918,-0.02585
589,B0589,1.20469,1.14627,-0.05842
590,N0590,1.20565,1.14967,-0.05597
591,B0591,1.20537,1.14506,-0.06031
592,N0592,1.20437,1.13809,-0.06629
593,B0593,1.20442,1.14226,-0.06216
594,N0594,1.20442,1.14226,-0.06216
595,B0595,1.20484,1.13878,-0.06606
596,N0596,1.20579,1.13827,-0.06752
597,B0597,1.20527,1.12343,-0.08183
598,N0598,1.20527,1.11764,-0.08763
599,B0599,1.20406,1.10959,-0.09447
600,N0600,1.20547,1.11765,-0.08782
601,B0601,1.20527,1.13309,-0.07218
602,N0602,1.20527,1.13298,-0.07229
603,B0603,1.20579,1.16870,-0.03709
604,N0604,1.20674,1.17167,-0.03507
605,B0605,1.20442,1.22877,0.02435
606,N0606,1.20641,1.22784,0.02143
607,B0607,1.20437,1.25544,0.05107
608,N0608,1.20537,1.25132,0.04596
609,B0609,1.20469,1.26689,0.06220
610,N0610,1.20660,1.27271,0.06611
611,B0611,1.20503,1.27293,0.06790
612,N0612,1.20503,1.28309,0.07805
613,B0613,1.20516,1.28528,0.08013
614,N0614,1.20583,1.29656,0.09073
615,B0615,1.20500,1.32980,0.12480
616,N0616,1.20559,1.33574,0.13015
617,B0617,1.20434,1.33560,0.13126
618,N0618,1.20566,1.32991,0.12425
619,B0619,1.20465,1.29841,0.09376
620,N0620,1.20465,1.30350,0.09885
621,B0621,1.20527,1.27612,0.07085
622,N0622,1.20527,1.28696,0.08170
623,B0623,1.20455,1.25812,0.05357
624,N0624,1.20455,1.25952,0.05497
625,B0625,1.20506,1.23377,0.02872
626,N0626,1.20546,1.23288,0.02741
627,B0627,1.20450,1.19011,-0.01440
628,N0628,1.20531,1.18948,-0.01583
629,B0629,1.20481,1.16125,-0.04356
630,N0630,1.20555,1.15329,-0.05226
631,B0631,1.20463,1.18055,-0.02407
632,N0632,1.20549,1.17429,-0.03120
633,B0633,1.20520,1.19263,-0.01257
634,N0634,1.20615,1.19748,-0.00867
635,B0635,1.20589,1.22030,0.01441
636,N0636,1.20589,1.22630,0.02040
637,B0637,1.20594,1.23486,0.02892
638,N0638,1.20594,1.24013,0.03419
639,B0639,1.20534,1.23563,0.03028
640,N0640,1.20630,1.23802,0.03172
641,B0641,1.20486,1.23181,0.02695
642,N0642,1.20573,1.22875,0.02303
643,B0643,1.20371,1.20987,0.00616
644,N0644,1.20512,1.21977,0.01465
645,B0645,1.20488,1.19409,-0.01079
646,N0646,1.20547,1.19800,-0.00747
647,B0647,1.20457,1.16922,-0.03536
648,N0648,1.20589,1.17519,-0.03070
649,B0649,1.20501,1.14035,-0.06466
650,N0650,1.20599,1.14842,-0.05757
