end,bridge_atoms,seed_node,annulus_node,target_distance_nm,local_fixed_heavy_atoms,candidates_tested,pair_feasible,retained_feasible_candidates,best_library_distance_error_nm,best_minimum_angle_deg,best_maximum_angle_deg,best_maximum_bond_deviation_nm,best_minimum_clearance_nm,best_angle_violations,best_clash_count
UPPER,4,S:1710,A:UPPER:-14:4,2.2033898531769136,92,4800,False,0,1.5625862112580142,50.19054666627681,165.72462424424853,0.3122372032394173,0.13193534136419316,1,0
UPPER,4,S:1710,A:UPPER:-14:2,2.1886666398521464,79,4800,False,0,1.549397792826944,61.05664496662835,164.3568301174918,0.3047377965318194,0.11156431243292333,2,1
UPPER,4,S:1710,A:UPPER:-14:0,2.2026573723787344,79,4800,False,0,1.563388525353532,49.31579688510448,164.45507812338184,0.3075213318403246,0.1341679116442694,1,0
UPPER,4,S:1710,A:UPPER:-14:-2,2.2448252413408696,78,4800,False,0,1.6055563943156672,48.54720323750134,164.74394191038283,0.3159119380927322,0.14059588694016714,1,0
UPPER,4,S:1710,A:UPPER:-14:-4,2.313630102804205,79,4800,False,0,1.6728264608853056,41.92749796902248,166.4105996639362,0.3342792826015334,0.14004287634867432,1,0
UPPER,4,S:1710,A:UPPER:1:-9,1.7683373006270988,99,4800,False,0,1.1286376933964481,18.288531534040576,162.43115447287383,0.22410921349216542,0.14009106807105362,2,0
UPPER,4,S:1710,A:UPPER:4:-8,1.5388955232847676,101,4800,False,0,0.8997264133697296,12.820073940239938,159.7114431884505,0.17505466934957117,0.14201097995026515,2,0
UPPER,4,S:1710,A:UPPER:7:-7,1.3173781077415336,97,4800,False,0,0.6767633441471083,22.899274951341607,154.38799549865007,0.12832515690216437,0.14142137513694988,2,0
UPPER,4,S:1710,A:UPPER:10:-6,1.1085457817796374,95,4800,False,0,0.4688461745489868,28.78596322541579,152.43403484332566,0.09272538745124176,0.12463607640977228,2,0
UPPER,4,S:1710,A:UPPER:13:-5,0.9210675579023456,90,4800,False,0,0.279633817363405,40.015591119989516,145.07958675419917,0.05261996585564879,0.12247030982797347,2,0
UPPER,4,S:1712,A:UPPER:13:-5,0.4754371706492506,87,2891,True,12,8.821690698640472e-05,84.70206155636394,146.96911757362074,1.6796142485231425e-05,0.14698081863854104,0,0
