site,PYR2,PYR3,PYR4,PYR5
PYR2,0,-1.2088725028,0.253159536174,0.0786088359098
PYR3,-1.2088725028,0,1.2005483154,0.282231791582
PYR4,0.253159536174,1.2005483154,0,-1.45807932498
PYR5,0.0786088359098,0.282231791582,-1.45807932498,0
