,PYR2,PYR3,PYR4,PYR5
PYR2,0.0625,0.0,0.0,0.0
PYR3,0.0,0.06950000000000056,0.0,0.0
PYR4,0.0,0.0,0.08750000000000036,0.0
PYR5,0.0,0.0,0.0,-0.21949999999999958
