end,source_node,target_node,interface,edge_type,cycles_length3,cycles_length4,cycles_length5,cycles_length6,cycles_length7,cycles_length8,cycles_length9,cycles_length10
UPPER,UPPER:L3:5,UPPER:L4:4,L3_TO_L4,COLLAR_BN,0,0,0,2,0,0,0,10
UPPER,UPPER:L3:6,UPPER:L4:4,L3_TO_L4,COLLAR_BN,0,0,0,0,0,2,0,6
UPPER,UPPER:L3:7,UPPER:L4:5,L3_TO_L4,COLLAR_BN,0,0,0,0,0,2,0,6
UPPER,UPPER:L3:8,UPPER:L4:6,L3_TO_L4,COLLAR_BN,0,2,0,0,0,4,0,0
UPPER,UPPER:L3:9,UPPER:L4:6,L3_TO_L4,COLLAR_BN,0,2,0,0,0,4,0,0
UPPER,UPPER:L4:0,UPPER:L5:1,L4_TO_L5,COLLAR_BN,0,0,0,1,0,2,0,6
UPPER,UPPER:L4:0,UPPER:L5:19,L4_TO_L5,COLLAR_BN,0,0,0,1,0,2,0,2
UPPER,UPPER:L4:1,UPPER:L5:0,L4_TO_L5,COLLAR_BN,0,0,0,0,0,6,0,2
UPPER,UPPER:L4:10,UPPER:L5:10,L4_TO_L5,COLLAR_BN,0,1,0,2,0,0,0,4
UPPER,UPPER:L4:10,UPPER:L5:9,L4_TO_L5,COLLAR_BN,0,1,0,2,0,0,0,4
UPPER,UPPER:L4:11,UPPER:L5:10,L4_TO_L5,COLLAR_BN,0,1,0,2,0,0,0,4
UPPER,UPPER:L4:11,UPPER:L5:9,L4_TO_L5,COLLAR_BN,0,1,0,2,0,0,0,4
UPPER,UPPER:L4:12,UPPER:L5:11,L4_TO_L5,COLLAR_BN,0,0,0,0,0,0,0,0
UPPER,UPPER:L4:13,UPPER:L5:11,L4_TO_L5,COLLAR_BN,0,0,0,0,0,0,0,0
UPPER,UPPER:L4:13,UPPER:L5:12,L4_TO_L5,COLLAR_BN,0,0,0,0,0,4,0,0
UPPER,UPPER:L4:14,UPPER:L5:13,L4_TO_L5,COLLAR_BN,0,0,0,1,0,2,0,0
UPPER,UPPER:L4:14,UPPER:L5:14,L4_TO_L5,COLLAR_BN,0,0,0,1,0,2,0,0
UPPER,UPPER:L4:15,UPPER:L5:13,L4_TO_L5,COLLAR_BN,0,0,0,0,0,0,0,0
UPPER,UPPER:L4:16,UPPER:L5:14,L4_TO_L5,COLLAR_BN,0,0,0,0,0,0,0,0
UPPER,UPPER:L4:16,UPPER:L5:15,L4_TO_L5,COLLAR_BN,0,0,0,2,0,0,0,4
UPPER,UPPER:L4:17,UPPER:L5:15,L4_TO_L5,COLLAR_BN,0,0,0,2,0,2,0,4
UPPER,UPPER:L4:18,UPPER:L5:16,L4_TO_L5,COLLAR_BN,0,0,0,1,0,2,0,2
UPPER,UPPER:L4:18,UPPER:L5:17,L4_TO_L5,COLLAR_BN,0,0,0,1,0,0,0,2
UPPER,UPPER:L4:19,UPPER:L5:16,L4_TO_L5,COLLAR_BN,0,0,0,1,0,0,0,2
UPPER,UPPER:L4:19,UPPER:L5:18,L4_TO_L5,COLLAR_BN,0,0,0,3,0,0,0,4
UPPER,UPPER:L4:2,UPPER:L5:1,L4_TO_L5,COLLAR_BN,0,0,0,0,0,2,0,6
UPPER,UPPER:L4:2,UPPER:L5:2,L4_TO_L5,COLLAR_BN,0,0,0,0,0,0,0,0
UPPER,UPPER:L4:20,UPPER:L5:18,L4_TO_L5,COLLAR_BN,0,0,0,2,0,0,0,8
UPPER,UPPER:L4:21,UPPER:L5:0,L4_TO_L5,COLLAR_BN,0,0,0,1,0,2,0,2
UPPER,UPPER:L4:21,UPPER:L5:19,L4_TO_L5,COLLAR_BN,0,0,0,1,0,2,0,4
UPPER,UPPER:L4:3,UPPER:L5:3,L4_TO_L5,COLLAR_BN,0,0,0,3,0,2,0,4
UPPER,UPPER:L4:3,UPPER:L5:4,L4_TO_L5,COLLAR_BN,0,0,0,1,0,2,0,6
UPPER,UPPER:L4:4,UPPER:L5:3,L4_TO_L5,COLLAR_BN,0,0,0,2,0,2,0,8
UPPER,UPPER:L4:5,UPPER:L5:4,L4_TO_L5,COLLAR_BN,0,0,0,0,0,2,0,6
UPPER,UPPER:L4:5,UPPER:L5:5,L4_TO_L5,COLLAR_BN,0,0,0,0,0,0,0,0
UPPER,UPPER:L4:6,UPPER:L5:5,L4_TO_L5,COLLAR_BN,0,0,0,0,0,0,0,0
UPPER,UPPER:L4:7,UPPER:L5:6,L4_TO_L5,COLLAR_BN,0,0,0,3,0,0,0,4
UPPER,UPPER:L4:7,UPPER:L5:7,L4_TO_L5,COLLAR_BN,0,0,0,1,0,2,0,0
UPPER,UPPER:L4:8,UPPER:L5:6,L4_TO_L5,COLLAR_BN,0,0,0,3,0,0,0,4
UPPER,UPPER:L4:8,UPPER:L5:8,L4_TO_L5,COLLAR_BN,0,0,0,1,0,2,0,0
UPPER,UPPER:L4:9,UPPER:L5:8,L4_TO_L5,COLLAR_BN,0,0,0,0,0,0,0,0
UPPER,UPPER:L5:0,UPPER:L6:0,L5_TO_L6,COLLAR_BN,0,0,0,1,0,4,0,0
UPPER,UPPER:L5:1,UPPER:L6:0,L5_TO_L6,COLLAR_BN,0,0,0,1,0,4,0,0
UPPER,UPPER:L5:10,UPPER:L6:6,L5_TO_L6,COLLAR_BN,0,0,0,0,0,0,0,0
UPPER,UPPER:L5:11,UPPER:L6:6,L5_TO_L6,COLLAR_BN,0,0,0,0,0,0,0,0
UPPER,UPPER:L5:12,UPPER:L6:7,L5_TO_L6,COLLAR_BN,0,0,0,1,0,2,0,0
UPPER,UPPER:L5:12,UPPER:L6:8,L5_TO_L6,COLLAR_BN,0,0,0,1,0,2,0,0
UPPER,UPPER:L5:13,UPPER:L6:7,L5_TO_L6,COLLAR_BN,0,0,0,1,0,2,0,0
UPPER,UPPER:L5:14,UPPER:L6:8,L5_TO_L6,COLLAR_BN,0,0,0,1,0,2,0,0
UPPER,UPPER:L5:15,UPPER:L6:9,L5_TO_L6,COLLAR_BN,0,0,0,0,0,2,0,0
UPPER,UPPER:L5:16,UPPER:L6:9,L5_TO_L6,COLLAR_BN,0,0,0,0,0,2,0,0
UPPER,UPPER:L5:17,UPPER:L6:10,L5_TO_L6,COLLAR_BN,0,0,0,1,0,0,0,4
UPPER,UPPER:L5:17,UPPER:L6:11,L5_TO_L6,COLLAR_BN,0,0,0,0,0,0,0,2
UPPER,UPPER:L5:18,UPPER:L6:10,L5_TO_L6,COLLAR_BN,0,0,0,1,0,0,0,4
UPPER,UPPER:L5:19,UPPER:L6:11,L5_TO_L6,COLLAR_BN,0,0,0,0,0,0,0,2
UPPER,UPPER:L5:2,UPPER:L6:1,L5_TO_L6,COLLAR_BN,0,0,0,1,0,0,0,4
UPPER,UPPER:L5:2,UPPER:L6:2,L5_TO_L6,COLLAR_BN,0,0,0,1,0,0,0,4
UPPER,UPPER:L5:3,UPPER:L6:1,L5_TO_L6,COLLAR_BN,0,0,0,1,0,0,0,4
UPPER,UPPER:L5:4,UPPER:L6:2,L5_TO_L6,COLLAR_BN,0,0,0,1,0,0,0,4
UPPER,UPPER:L5:5,UPPER:L6:3,L5_TO_L6,COLLAR_BN,0,0,0,0,0,0,0,0
UPPER,UPPER:L5:6,UPPER:L6:3,L5_TO_L6,COLLAR_BN,0,0,0,0,0,0,0,0
UPPER,UPPER:L5:7,UPPER:L6:4,L5_TO_L6,COLLAR_BN,0,0,0,1,0,2,0,0
UPPER,UPPER:L5:7,UPPER:L6:5,L5_TO_L6,COLLAR_BN,0,0,0,0,0,0,0,0
UPPER,UPPER:L5:8,UPPER:L6:4,L5_TO_L6,COLLAR_BN,0,0,0,1,0,2,0,0
UPPER,UPPER:L5:9,UPPER:L6:5,L5_TO_L6,COLLAR_BN,0,0,0,0,0,0,0,0
