source_id,citation,DOI_or_primary_URL,publication_year,source_type,material_system,dimensionality,flat_or_curved,rigid_or_flexible_model,water_model_used,ion_model_used,B_charge,N_charge,H_charge_types,B_N_bonded_terms,B_H_bonded_terms,N_H_bonded_terms,angle_terms,torsion_terms,improper_planarity_terms,nonbonded_form,LJ_or_Buckingham_parameters,parameter_fitting_method,QM_reference_level,validation_targets,software_format,license_or_reuse_status,applicability_to_parent_hBN,applicability_to_edges,applicability_to_BH_NH_passivation,applicability_to_four_atom_bridge,overall_status,review_notes
SRC_0001,,,,PRIMARY_RESEARCH_ARTICLE_OR_OFFICIAL_PARAMETER_SET,,,,,,,,,,,,,,,,,,,,,,,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,UNASSESSED,
