decision,primary_candidate,primary_candidate_is_final_chemistry,selected_sequence_rank,selected_ring_populations,selected_layer_count,selected_sequence_score,target_heavy_atoms_per_end,selected_heavy_atoms_per_end,heavy_atom_relative_error,inner_boundary_population,inner_boundary_spacing_nm,parent_terminal_spacing_nm,inner_spacing_relative_error,target_aperture_diameter_nm,target_aperture_radius_nm,target_open_area_fraction,lower_added_B_atoms,lower_added_N_atoms,lower_added_H_atoms,upper_added_B_atoms,upper_added_N_atoms,upper_added_H_atoms,combined_added_B_atoms,combined_added_N_atoms,combined_added_H_atoms,total_parent_to_collar_edges,total_same_element_heavy_edges,total_coordination_failures,maximum_interface_angular_span_turns,lower_end_connected,upper_end_connected,static_coordinate_embedding_authorized,molecular_topology_generation_authorized,formal_charge_assignment_authorized,force_field_parameterization_authorized,energy_minimization_authorized,MD_authorized,mobile_MD_authorized,multitemperature_MD_authorized,QM_recalculation_authorized,failed_gates,required_next_step
R2_GRADED_HETEROPOLAR_BN_COLLAR_CONNECTIVITY_BLUEPRINT_VALIDATED,C2_GRADED_HETEROPOLAR_BN_COLLAR_ANNULUS,False,1,30-30-30-22-20-12,6,93.60264485476024,145.1329066507616,144,0.007805994359968031,12,0.2197560318744819,0.2511442994800745,0.12498100761424175,0.8394062099300137,0.41970310496500685,0.14292804047662536,64,80,12,80,64,12,144,144,24,120,0,0,0.06666666666666671,True,True,True,False,False,False,False,False,False,False,False,,BUILD_AND_VALIDATE_R2_GRADED_HETEROPOLAR_COLLAR_STATIC_COORDINATE_EMBEDDING
