decision,mdrun_return_code,mdrun_finished,checkpoint_reference_present,continuation_XTC,continuation_EDR,continuation_LOG,continuation_final_GRO,continuation_CPT,continuation_frames,continuation_first_time_ps,continuation_last_time_ps,combined_unique_frames,combined_start_time_ps,combined_end_time_ps,temperature_term,continuation_temperature_mean_K,continuation_temperature_std_K,continuation_temperature_min_K,continuation_temperature_max_K,continuation_temperature_slope_K_per_ps,last15_temperature_mean_K,last15_temperature_std_K,last15_temperature_min_K,last15_temperature_max_K,last15_temperature_slope_K_per_ps,potential_term,potential_initial_kJ_mol,potential_final_kJ_mol,potential_change_kJ_mol,total_energy_term,total_energy_initial_kJ_mol,total_energy_final_kJ_mol,CAP_SOL_LJ_term,CAP_SOL_LJ_initial_kJ_mol,CAP_SOL_LJ_final_kJ_mol,CAP_SOL_LJ_maximum_kJ_mol,HBN_final_RMS_displacement_nm,HBN_final_max_displacement_nm,PYR_final_RMS_displacement_nm,PYR_final_max_displacement_nm,CAPS_final_RMS_displacement_nm,CAPS_final_max_displacement_nm,HBN_max_continuation_displacement_nm,PYR_max_continuation_displacement_nm,CAPS_max_continuation_displacement_nm,waterO_final_RMS_displacement_nm,waterO_final_max_displacement_nm,initial_lumen_occupancy,combined_mean_lumen_occupancy,combined_std_lumen_occupancy,combined_minimum_lumen_occupancy,combined_maximum_lumen_occupancy,endpoint_lumen_occupancy,endpoint_initial_lumen_waters_retained,endpoint_initial_lumen_retention_fraction,combined_zero_occupancy_fraction,combined_second_half_occupancy_slope_waters_per_ps,minimum_CAP_OW_distance_0_to_50ps_nm,instability_signature_count,instability_signatures,failed_gates,R2_static_design_authorized,long_mobile_MD_authorized,multitemperature_MD_authorized,QM_recalculation_authorized,required_next_step
R1_FROZEN_SOLUTE_50PS_POSITIVE_CONTROL_VALIDATED,0,True,True,runs/phase1A/day023_confinement_design/11_r1_frozen_solute_nvt_20_to_50ps/r1_frozen_solute_nvt_20_to_50ps.part0002.xtc,runs/phase1A/day023_confinement_design/11_r1_frozen_solute_nvt_20_to_50ps/r1_frozen_solute_nvt_20_to_50ps.part0002.edr,runs/phase1A/day023_confinement_design/11_r1_frozen_solute_nvt_20_to_50ps/r1_frozen_solute_nvt_20_to_50ps.part0002.log,runs/phase1A/day023_confinement_design/11_r1_frozen_solute_nvt_20_to_50ps/r1_frozen_solute_nvt_20_to_50ps.part0002.gro,runs/phase1A/day023_confinement_design/11_r1_frozen_solute_nvt_20_to_50ps/r1_frozen_solute_nvt_20_to_50ps.cpt,61,20.0,50.0,101,0.0,50.0,Temperature,299.96431901014586,1.355690606943687,296.569305419922,303.798492431641,-0.013562937599065551,299.78029391773515,1.2220898378977492,296.569305419922,303.460388183594,-0.02013952520425708,Potential,-765130.25,-762399.375,2730.875,Total-Energy,-641436.0625,-638832.625,LJ-SR:SOL-CAPS,15.390731811523,15.371711730957,36.945129394531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8267895104287278,2.5215290995743036,428,427.91089108910893,0.349256636328935,426,428,428,428,1.0,0.0,0.004705882352942521,0.17079812645342424,0,,,True,False,False,False,BEGIN_R2_PARTIAL_CAP_DESIGN_AND_STATIC_GATE
