case,exciton_state,energy_eV,shift_meV_from_mean_site,participation_ratio,dominant_site,weight_PYR2,weight_PYR3,weight_PYR4,weight_PYR5
hydrated_J45_33meV,X1,3.72357499877991,-37.42500122009007,1.9062954148098574,PYR5,0.04773426198398022,0.020398962975535825,0.2565352671358579,0.6753315079046264
hydrated_J45_33meV,X2,3.752802298107132,-8.197701892868281,1.4636013277313313,PYR2,0.8172022174614937,0.11440080197817461,0.03398905198352966,0.034407928576802284
hydrated_J45_33meV,X3,3.7644793644924777,3.4793644924775435,1.5398125902864983,PYR3,0.10879359400942522,0.7956029427566463,0.052250424499081204,0.04335303873484764
hydrated_J45_33meV,X4,3.803143338620478,42.1433386204777,2.0062504509892922,PYR4,0.0262699265451012,0.06959729228964362,0.6572252563815311,0.24690752478372402
