center_node_type,angle_count,minimum_angle_deg,mean_angle_deg,maximum_angle_deg,RMS_deviation_from_120_deg
ALTERNATING_BN_FOUR_ATOM_BRIDGE,120,105.93850594233254,120.55022819812005,134.95659007928538,8.533284799790811
ANNULUS_INNER_BOUNDARY,24,119.99999999999956,120.00000000000001,120.00000000000037,1.6916787523740352e-13
ANNULUS_INTERIOR,504,119.99999999999918,120.0,120.0000000000006,2.0736291973495876e-13
ANNULUS_OUTER_BOUNDARY,120,70.89983978777892,116.91017177110527,168.1814725624514,22.146067641454984
HEXAGONAL_EDGE_COMPLETION_SEED,120,74.8433398478849,114.07090758033046,149.21561929724763,16.34909016958275
PARENT_HBN,5040,118.2724541303968,119.89977494839086,120.44386024006194,0.3428588207170291
