,PYR2,PYR3,PYR4,PYR5
PYR2,0.03299999999999992,0.0,0.0,0.0
PYR3,0.0,0.05299999999999949,0.0,0.0
PYR4,0.0,0.0,0.07600000000000007,0.0
PYR5,0.0,0.0,0.0,-0.16199999999999992
