stage,structural_screen,harmless_epsilon_rf_matches,harmful_nonfinite_matches,serious_instability_matches,numeric_xvg_rows,numeric_xvg_nonfinite_values,HBN_incremental_rms_nm,HBN_incremental_q95_nm,HBN_incremental_q99_nm,HBN_incremental_max_nm,HBN_aligned_rms_nm,HBN_aligned_max_nm,HBN_atoms_above_0p10_nm,HBN_atoms_above_0p15_nm,HBN_bond_count,HBN_bond_length_mean_nm,HBN_bond_length_min_nm,HBN_bond_length_max_nm,HBN_bond_deviation_q95_nm,HBN_bond_deviation_q99_nm,HBN_bond_deviation_max_nm,HBN_stage_bond_change_q95_nm,HBN_stage_bond_change_max_nm,HBN_angle_count,HBN_angle_deviation_q95_deg,HBN_angle_deviation_q99_deg,HBN_angle_deviation_max_deg,HBN_stage_angle_change_q95_deg,HBN_stage_angle_change_max_deg,review_flags,blocked_reasons
08_nvt_mobile_100ps,STABLE_CANDIDATE,1,0,0,4004,0,0.19898046087373455,0.27936007218803577,0.30654046547716307,0.40706510535785284,0.06252412204439162,0.2789488379054969,1562,1347,2460,0.1468883408848327,0.1382244551445225,0.15543809056984717,0.006582158873603956,0.008594119035826615,0.010878090569847176,0.007305267482821944,0.015054031772173598,4860,2.4349997630400497,3.1915318105610515,4.313274561520558,3.1975285405644867,6.338586767695375,,
