temperature_K,kappa_ref_ps_inv,frame,snapshot_time_ps,initial_state,final_survival,final_PYR5_population,maximum_PYR5_population,time_of_maximum_PYR5_ps,final_l1_distance_to_Gibbs,Gibbs_PYR5_population,maximum_energy_basis_rate_ps_inv,maximum_site_projector_overlap_weight
150.0,0.1,2,10.0,PYR4_bright,0.2959334577004686,0.0002327274772223088,0.00023576639770040906,99.75,1.9994920085093668,0.9999787317320259,0.01251440372214837,0.054173256812047293
150.0,0.1,2,10.0,PYR5_bright,0.9999495557217237,0.9999495557217237,1.0,0.0,5.835202034779682e-05,0.9999787317320259,0.01251440372214837,0.054173256812047293
150.0,1.0,2,10.0,PYR2_bright,0.25356532561196804,0.0012138511992881838,0.0012138511992881838,100.0,1.997529761065143,0.9999787317320259,0.12514403722148368,0.054173256812047293
150.0,1.0,2,10.0,PYR3_bright,0.4715414699620473,0.0012076707031007706,0.0012076707031007706,100.0,1.9975421220575313,0.9999787317320259,0.12514403722148368,0.054173256812047293
150.0,1.0,2,10.0,PYR4_bright,0.2736495413001632,0.0013332824833314873,0.0013332824833314873,100.0,1.9972908984970599,0.9999787317320259,0.12514403722148368,0.054173256812047293
150.0,1.0,2,10.0,PYR5_bright,0.999957512846611,0.999957512846611,1.0,0.0,4.243777053752795e-05,0.9999787317320259,0.12514403722148368,0.054173256812047293
150.0,10.0,2,10.0,PYR2_bright,0.2507721137840348,0.012216007945873944,0.012216007945873944,100.0,1.9755254475723651,0.9999787317320259,1.2514403722148368,0.054173256812047293
150.0,10.0,2,10.0,PYR3_bright,0.46634708827852295,0.01220990632860903,0.01220990632860903,100.0,1.9755376508068987,0.9999787317320259,1.2514403722148368,0.054173256812047293
150.0,10.0,2,10.0,PYR4_bright,0.27063530464256963,0.012334132062564233,0.012334132062564233,100.0,1.9752891993389756,0.9999787317320259,1.2514403722148368,0.054173256812047293
150.0,10.0,2,10.0,PYR5_bright,0.9999577257755706,0.9999577257755706,1.0,0.0,4.2011912998997654e-05,0.9999787317320259,1.2514403722148368,0.054173256812047293
150.0,0.1,3,15.0,PYR2_bright,0.9286901581149755,8.115583340935002e-06,8.31823041407165e-06,99.9,1.9999502216232545,0.9999832263948543,0.0005094876292310294,0.0044214661481377015
150.0,0.1,3,15.0,PYR3_bright,0.9784820659022745,2.557696059893133e-05,2.557696059893133e-05,100.0,1.9999152988687219,0.9999832263948543,0.0005094876292310294,0.0044214661481377015
150.0,0.1,3,15.0,PYR4_bright,0.9198558700831773,0.0003074382026543396,0.00036370447473096435,99.9,1.9993515763846377,0.9999832263948543,0.0005094876292310294,0.0044214661481377015
150.0,0.1,3,15.0,PYR5_bright,0.9999903409245033,0.9999903409245033,1.0,0.0,2.3426931338547342e-05,0.9999832263948543,0.0005094876292310294,0.0044214661481377015
150.0,1.0,3,15.0,PYR2_bright,0.5243216039160262,0.0004499085500347754,0.0004499085500347754,100.0,1.9990666356898656,0.9999832263948543,0.005094876292310294,0.0044214661481377015
150.0,1.0,3,15.0,PYR3_bright,0.9211663334499978,0.00028346475346737983,0.00028346475346737983,100.0,1.9993995232830173,0.9999832263948543,0.005094876292310294,0.0044214661481377015
150.0,1.0,3,15.0,PYR4_bright,0.5034518244587974,0.0023006565498790367,0.0023393297988204757,99.9,1.995365139690179,0.9999832263948543,0.005094876292310294,0.0044214661481377015
150.0,1.0,3,15.0,PYR5_bright,0.9999830338895707,0.9999830338895707,1.0,0.0,2.1615051223612587e-05,0.9999832263948543,0.005094876292310294,0.0044214661481377015
150.0,10.0,3,15.0,PYR2_bright,0.06794239902554836,0.00612806014170492,0.00612806014170492,100.0,1.9877103325062886,0.9999832263948543,0.050948762923102936,0.0044214661481377015
150.0,10.0,3,15.0,PYR3_bright,0.8222405116656676,0.004519209781599638,0.004519209781599638,100.0,1.9909280332265613,0.9999832263948543,0.050948762923102936,0.0044214661481377015
150.0,10.0,3,15.0,PYR4_bright,0.1118067262990997,0.008533044136446056,0.008533044136446056,100.0,1.9829003645168184,0.9999832263948543,0.050948762923102936,0.0044214661481377015
150.0,10.0,3,15.0,PYR5_bright,0.999965900858341,0.999965900858341,1.0,0.0,3.465107304282871e-05,0.9999832263948543,0.050948762923102936,0.0044214661481377015
150.0,0.1,4,20.0,PYR2_bright,0.3466878530664954,6.430605346753444e-05,6.430605346753444e-05,100.0,1.99982911846609,0.9999788652863972,0.018430136092444014,0.07100531796700789
150.0,0.1,4,20.0,PYR3_bright,0.37048722995386096,0.00012587422340169997,0.00012689773616432262,99.7,1.9997059821262093,0.9999788652863972,0.018430136092444014,0.07100531796700789
150.0,0.1,4,20.0,PYR4_bright,0.68655808455965,0.00033772042697879223,0.00039657593016547576,99.65,1.999282289719081,0.9999788652863972,0.018430136092444014,0.07100531796700789
150.0,0.1,4,20.0,PYR5_bright,0.9999871370957938,0.9999871370957938,1.0,0.0,2.803853964223179e-05,0.9999788652863972,0.018430136092444014,0.07100531796700789
150.0,1.0,4,20.0,PYR2_bright,0.18008986872464416,0.0019744581580586162,0.0019744581580586162,100.0,1.996008814256657,0.9999788652863972,0.18430136092444013,0.07100531796700789
150.0,1.0,4,20.0,PYR3_bright,0.28751132875958446,0.002088122045222576,0.002088122045222576,100.0,1.9957814864823198,0.9999788652863972,0.18430136092444013,0.07100531796700789
150.0,1.0,4,20.0,PYR4_bright,0.5301936061582346,0.0024331371243055872,0.0024331371243055872,100.0,1.9950914563242044,0.9999788652863972,0.18430136092444013,0.07100531796700789
150.0,1.0,4,20.0,PYR5_bright,0.9999603608383728,0.9999603608383728,1.0,0.0,3.700889602859695e-05,0.9999788652863972,0.18430136092444013,0.07100531796700789
150.0,10.0,4,20.0,PYR2_bright,0.17648061482231867,0.0218729296313855,0.0218729296313855,100.0,1.956211871310211,0.9999788652863972,1.8430136092444012,0.07100531796700789
150.0,10.0,4,20.0,PYR3_bright,0.2817721065002937,0.02198440414386437,0.02198440414386437,100.0,1.955988922285302,0.9999788652863972,1.8430136092444012,0.07100531796700789
150.0,10.0,4,20.0,PYR4_bright,0.5196020142121581,0.022324927522073275,0.022324927522073275,100.0,1.95530787552886,0.9999788652863972,1.8430136092444012,0.07100531796700789
150.0,10.0,4,20.0,PYR5_bright,0.9999582026337681,0.9999582026337681,1.0,0.0,4.132530542540047e-05,0.9999788652863972,1.8430136092444012,0.07100531796700789
150.0,0.1,5,25.0,PYR2_bright,0.858833419402733,3.954187115426293e-06,4.199450126947056e-06,99.55000000000001,1.9999423863819668,0.9999751473781779,0.0013802432097506966,0.009859742374357272
150.0,0.1,5,25.0,PYR3_bright,0.9441638821650606,3.2478812390140656e-05,3.6226580010770303e-05,99.55000000000001,1.9998853371313947,0.9999751473781779,0.0013802432097506966,0.009859742374357272
150.0,0.1,5,25.0,PYR4_bright,0.9729170501955249,0.00048121735794071937,0.0005491836387096094,99.5,1.9989878600402822,0.9999751473781779,0.0013802432097506966,0.009859742374357272
150.0,0.1,5,25.0,PYR5_bright,0.99997541942632,0.99997541942632,1.0,0.0,3.984922158922875e-06,0.9999751473781779,0.0013802432097506966,0.009859742374357272
150.0,1.0,5,25.0,PYR2_bright,0.3501998513718715,0.00014857315852595207,0.00014857315852595207,100.0,1.9996531484395286,0.9999751473781779,0.013802432097506966,0.009859742374357272
150.0,1.0,5,25.0,PYR3_bright,0.7974818843363715,0.0002950227168467065,0.00029696944638696196,99.55000000000001,1.9993602493228735,0.9999751473781779,0.013802432097506966,0.009859742374357272
150.0,1.0,5,25.0,PYR4_bright,0.7848146791673606,0.004182327509517991,0.004226739134672734,99.5,1.9915856397375489,0.9999751473781779,0.013802432097506966,0.009859742374357272
150.0,1.0,5,25.0,PYR5_bright,0.9999728402909877,0.9999728402909877,1.0,0.0,1.216384976593532e-05,0.9999751473781779,0.013802432097506966,0.009859742374357272
150.0,10.0,5,25.0,PYR2_bright,0.21586435452857644,0.0033352551584189005,0.0033352551584189005,100.0,1.993279784439348,0.9999751473781779,0.13802432097506967,0.009859742374357272
150.0,10.0,5,25.0,PYR3_bright,0.7419542947682491,0.0035859547696594175,0.0035859547696594175,100.0,1.9927783852168623,0.9999751473781779,0.13802432097506967,0.009859742374357272
150.0,10.0,5,25.0,PYR4_bright,0.11919178816727223,0.019679732417103274,0.01968818240475276,99.95,1.9605908299219807,0.9999751473781779,0.13802432097506967,0.009859742374357272
150.0,10.0,5,25.0,PYR5_bright,0.9999581891139305,0.9999581891139305,1.0,0.0,4.299888571394467e-05,0.9999751473781779,0.13802432097506967,0.009859742374357272
150.0,0.1,6,30.0,PYR2_bright,0.9153402852262239,1.4970590981777806e-05,1.4970590981777806e-05,100.0,1.9999266617813523,0.9999783014817845,0.039430937302124464,0.119996935598004
150.0,0.1,6,30.0,PYR3_bright,0.370169518569971,0.00021764577202029885,0.00021835969492995034,99.85000000000001,1.9995213114192616,0.9999783014817845,0.039430937302124464,0.119996935598004
150.0,0.1,6,30.0,PYR4_bright,0.5219173541137732,0.00028147697561610636,0.00030013529541894943,99.60000000000001,1.9993936490121131,0.9999783014817845,0.039430937302124464,0.119996935598004
150.0,0.1,6,30.0,PYR5_bright,0.9999663578960736,0.9999663578960736,1.0,0.0,2.3887171195415147e-05,0.9999783014817845,0.039430937302124464,0.119996935598004
150.0,1.0,6,30.0,PYR2_bright,0.6379011780795044,0.0006118449577978164,0.0006118449577978164,100.0,1.9987329130480516,0.9999783014817845,0.39430937302124464,0.119996935598004
150.0,1.0,6,30.0,PYR3_bright,0.21663675340854083,0.0016907095237070026,0.0016907095237070026,100.0,1.9965751839162633,0.9999783014817845,0.39430937302124464,0.119996935598004
150.0,1.0,6,30.0,PYR4_bright,0.297213612359777,0.0017794099102436101,0.0017794099102436101,100.0,1.9963977831432125,0.9999783014817845,0.39430937302124464,0.119996935598004
150.0,1.0,6,30.0,PYR5_bright,0.999956330330199,0.999956330330199,1.0,0.0,4.394230328488028e-05,0.9999783014817845,0.39430937302124464,0.119996935598004
150.0,10.0,6,30.0,PYR2_bright,0.5682032893973644,0.010166620078588763,0.010166620078588763,100.0,1.979623362806672,0.9999783014817845,3.943093730212446,0.119996935598004
150.0,10.0,6,30.0,PYR3_bright,0.17902618006813162,0.011436520575638482,0.011436520575638482,100.0,1.977083561812589,0.9999783014817845,3.943093730212446,0.119996935598004
150.0,10.0,6,30.0,PYR4_bright,0.24204062022159578,0.011527952825942007,0.011527952825942007,100.0,1.9769006973119592,0.9999783014817845,3.943093730212446,0.119996935598004
150.0,10.0,6,30.0,PYR5_bright,0.999956844120489,0.999956844120489,1.0,0.0,4.291472281876918e-05,0.9999783014817845,3.943093730212446,0.119996935598004
150.0,0.1,7,35.0,PYR2_bright,0.9528608467739583,5.423931365970659e-06,5.569531195901538e-06,99.80000000000001,1.9999403649368745,0.9999756063999199,0.0006487323156062012,0.005406776576965092
150.0,0.1,7,35.0,PYR3_bright,0.9791831994203848,3.106866734382193e-05,3.709709377809099e-05,99.15,1.999889075464926,0.9999756063999199,0.0006487323156062012,0.005406776576965092
150.0,0.1,7,35.0,PYR4_bright,0.9257707569552845,0.00048604702727883244,0.000526319657558332,99.95,1.9989791187450296,0.9999756063999199,0.0006487323156062012,0.005406776576965092
150.0,0.1,7,35.0,PYR5_bright,0.9999550819452717,0.9999550819452717,1.0,0.0,4.104890911822412e-05,0.9999756063999199,0.0006487323156062012,0.005406776576965092
150.0,1.0,7,35.0,PYR2_bright,0.65730260344467,0.0003053459005585511,0.0003053459005585511,100.0,1.9993405209988353,0.9999756063999199,0.006487323156062011,0.005406776576965092
150.0,1.0,7,35.0,PYR3_bright,0.9010772578060713,0.00046199191581261956,0.0004650609312210847,99.80000000000001,1.9990272289683153,0.9999756063999199,0.006487323156062011,0.005406776576965092
150.0,1.0,7,35.0,PYR4_bright,0.5083642315211977,0.0034067204633513666,0.0034349426194736983,99.95,1.993137771873247,0.9999756063999199,0.006487323156062011,0.005406776576965092
150.0,1.0,7,35.0,PYR5_bright,0.9999547737122736,0.9999547737122736,1.0,0.0,4.166537548903433e-05,0.9999756063999199,0.006487323156062011,0.005406776576965092
150.0,10.0,7,35.0,PYR2_bright,0.07364378185700693,0.007537627428301637,0.007537627428301637,100.0,1.9848759579429722,0.9999756063999199,0.06487323156062011,0.005406776576965092
150.0,10.0,7,35.0,PYR3_bright,0.7968145207255342,0.007641123292434816,0.007641123292434816,100.0,1.9846689662146964,0.9999756063999199,0.06487323156062011,0.005406776576965092
150.0,10.0,7,35.0,PYR4_bright,0.13365577198367767,0.012787980339862101,0.012787980339862101,100.0,1.9743752521198399,0.9999756063999199,0.06487323156062011,0.005406776576965092
150.0,10.0,7,35.0,PYR5_bright,0.9999532003239885,0.9999532003239885,1.0,0.0,4.481215155632745e-05,0.9999756063999199,0.06487323156062011,0.005406776576965092
150.0,0.1,8,40.0,PYR2_bright,0.3964145126278363,1.6767772167399263e-05,1.6824045190088274e-05,99.7,1.9999176888006271,0.9999756121725212,0.01785029982171575,0.07100920573220666
150.0,0.1,8,40.0,PYR3_bright,0.603576518311469,2.8955780772096664e-05,3.098410940522844e-05,99.7,1.9998933127834295,0.9999756121725212,0.01785029982171575,0.07100920573220666
150.0,0.1,8,40.0,PYR4_bright,0.8984527625905424,0.00043383895496210573,0.0005185980222859385,99.80000000000001,1.9990835464350198,0.9999756121725212,0.01785029982171575,0.07100920573220666
150.0,0.1,8,40.0,PYR5_bright,0.9999956056514321,0.9999956056514321,1.0,0.0,4.6149027679076995e-05,0.9999756121725212,0.01785029982171575,0.07100920573220666
150.0,1.0,8,40.0,PYR2_bright,0.35332903955469364,0.00039660409251095587,0.00039660409251095587,100.0,1.9991580161601892,0.9999756121725212,0.1785029982171575,0.07100920573220666
150.0,1.0,8,40.0,PYR3_bright,0.5593487204446371,0.00043265247432123653,0.00043265247432123653,100.0,1.9990859193965496,0.9999756121725212,0.1785029982171575,0.07100920573220666
150.0,1.0,8,40.0,PYR4_bright,0.3897173879894619,0.002975273692988966,0.0030247592118409273,99.80000000000001,1.994000676959228,0.9999756121725212,0.1785029982171575,0.07100920573220666
150.0,1.0,8,40.0,PYR5_bright,0.9999780470762942,0.9999780470762942,1.0,0.0,3.630866577601298e-05,0.9999756121725212,0.1785029982171575,0.07100920573220666
150.0,10.0,8,40.0,PYR2_bright,0.3358273078202424,0.006733092100774412,0.006733092100774412,100.0,1.9864850401438092,0.9999756121725212,1.785029982171575,0.07100920573220666
150.0,10.0,8,40.0,PYR3_bright,0.534800014241443,0.006780254186267331,0.006780254186267331,100.0,1.9863907159727778,0.9999756121725212,1.785029982171575,0.07100920573220666
150.0,10.0,8,40.0,PYR4_bright,0.1221632583335883,0.010447807558697975,0.010447807558697975,100.0,1.9790556092279334,0.9999756121725212,1.785029982171575,0.07100920573220666
150.0,10.0,8,40.0,PYR5_bright,0.9999517219737507,0.9999517219737507,1.0,0.0,4.778039780747695e-05,0.9999756121725212,1.785029982171575,0.07100920573220666
150.0,0.1,9,45.0,PYR2_bright,0.8954707874192465,8.758401415879542e-06,8.868113593592102e-06,99.55000000000001,1.9999438409124055,0.999980678857603,0.026918540967859162,0.09529942360809752
150.0,0.1,9,45.0,PYR3_bright,0.5795949288542414,0.0001466757507996381,0.00014767568841074242,99.60000000000001,1.9996680062136156,0.999980678857603,0.026918540967859162,0.09529942360809752
150.0,0.1,9,45.0,PYR4_bright,0.3963770564373127,0.00023072139938717172,0.00023337879847944195,99.60000000000001,1.9994999149164174,0.999980678857603,0.026918540967859162,0.09529942360809752
150.0,0.1,9,45.0,PYR5_bright,0.9999553769467117,0.9999553769467117,1.0,0.0,5.060382181571995e-05,0.999980678857603,0.026918540967859162,0.09529942360809752
150.0,1.0,9,45.0,PYR2_bright,0.3812928316337291,0.0005999623437008664,0.0005999623437008664,100.0,1.998761433027636,0.999980678857603,0.2691854096785916,0.09529942360809752
150.0,1.0,9,45.0,PYR3_bright,0.5429735000799639,0.0015227795896271105,0.0015227795896271105,100.0,1.99691579853583,0.999980678857603,0.2691854096785916,0.09529942360809752
150.0,1.0,9,45.0,PYR4_bright,0.3695733883240023,0.0016054335376567436,0.0016054335376567436,100.0,1.9967504906397537,0.999980678857603,0.2691854096785916,0.09529942360809752
150.0,1.0,9,45.0,PYR5_bright,0.9999614142224644,0.9999614142224644,1.0,0.0,3.852927010596769e-05,0.999980678857603,0.2691854096785916,0.09529942360809752
150.0,10.0,9,45.0,PYR2_bright,0.11924298098069103,0.01302348818012088,0.01302348818012088,100.0,1.9739143813547437,0.999980678857603,2.691854096785916,0.09529942360809752
150.0,10.0,9,45.0,PYR3_bright,0.516505837054479,0.014329668477335583,0.014329668477335583,100.0,1.9713020207602943,0.999980678857603,2.691854096785916,0.09529942360809752
150.0,10.0,9,45.0,PYR4_bright,0.3500548609130341,0.014414485016872453,0.014414485016872453,100.0,1.9711323876812294,0.999980678857603,2.691854096785916,0.09529942360809752
150.0,10.0,9,45.0,PYR5_bright,0.9999616363005311,0.9999616363005311,1.0,0.0,3.8085113891340185e-05,0.999980678857603,2.691854096785916,0.09529942360809752
150.0,0.1,10,50.0,PYR2_bright,0.7895222452499406,4.986439819617065e-06,5.132504889583396e-06,99.80000000000001,1.9999420429313202,0.9999760079053505,0.002239818380566488,0.01496313264988558
150.0,0.1,10,50.0,PYR3_bright,0.915756925341855,2.8159187459226455e-05,3.310675998374937e-05,99.95,1.9998956974360493,0.9999760079053505,0.002239818380566488,0.01496313264988558
150.0,0.1,10,50.0,PYR4_bright,0.9707633080376994,0.00046526872203077774,0.0005308940325309317,99.7,1.9990214783668905,0.9999760079053505,0.002239818380566488,0.01496313264988558
150.0,0.1,10,50.0,PYR5_bright,0.9999770842538233,0.9999770842538233,1.0,0.0,3.343837633571901e-06,0.9999760079053505,0.002239818380566488,0.01496313264988558
150.0,1.0,10,50.0,PYR2_bright,0.2861021164967883,0.00017075162205255936,0.00017075162205255936,100.0,1.999610512566465,0.9999760079053505,0.022398183805664877,0.01496313264988558
150.0,1.0,10,50.0,PYR3_bright,0.745740387550777,0.0002681706113080994,0.0002714599098425937,99.95,1.9994156745879403,0.9999760079053505,0.022398183805664877,0.01496313264988558
150.0,1.0,10,50.0,PYR4_bright,0.7462974962489081,0.00395258958155227,0.004001204019308453,99.7,1.9920468366474646,0.9999760079053505,0.022398183805664877,0.01496313264988558
150.0,1.0,10,50.0,PYR5_bright,0.9999737918077344,0.9999737918077344,1.0,0.0,1.2071432188393387e-05,0.9999760079053505,0.022398183805664877,0.01496313264988558
150.0,10.0,10,50.0,PYR2_bright,0.24020022678606895,0.0034636749476819164,0.0034636749476819164,100.0,1.9930246659156152,0.9999760079053505,0.22398183805664879,0.01496313264988558
150.0,10.0,10,50.0,PYR3_bright,0.7078611565409287,0.003626429114784038,0.003626429114784038,100.0,1.9926991575813902,0.9999760079053505,0.22398183805664879,0.01496313264988558
150.0,10.0,10,50.0,PYR4_bright,0.09259258965134344,0.0167938852755033,0.016801299142867727,99.9,1.9663642452599723,0.9999760079053505,0.22398183805664879,0.01496313264988558
150.0,10.0,10,50.0,PYR5_bright,0.9999578561682704,0.9999578561682704,1.0,0.0,4.2933509647818445e-05,0.9999760079053505,0.22398183805664879,0.01496313264988558
150.0,0.1,11,55.0,PYR2_bright,0.9258774115875164,8.092686622914927e-06,8.169060194373804e-06,99.60000000000001,1.999932987076446,0.9999745862247873,0.0011040182352216215,0.008544387928225712
150.0,0.1,11,55.0,PYR3_bright,0.9566466636706473,3.74699308826289e-05,4.42466855045829e-05,99.95,1.9998742325879326,0.9999745862247873,0.0011040182352216215,0.008544387928225712
150.0,0.1,11,55.0,PYR4_bright,0.8771413340512207,0.0005031420209100525,0.0005320889055335248,98.55000000000001,1.998942888407885,0.9999745862247873,0.0011040182352216215,0.008544387928225712
150.0,0.1,11,55.0,PYR5_bright,0.9999428983004919,0.9999428983004919,1.0,0.0,6.337584875884994e-05,0.9999745862247873,0.0011040182352216215,0.008544387928225712
150.0,1.0,11,55.0,PYR2_bright,0.5104047199555335,0.00044557413048439197,0.00044557413048439197,100.0,1.9990580241889435,0.9999745862247873,0.011040182352216214,0.008544387928225712
150.0,1.0,11,55.0,PYR3_bright,0.8174830982744357,0.0006637722974647273,0.0006687650428392407,99.95,1.9986216278549787,0.9999745862247873,0.011040182352216214,0.008544387928225712
150.0,1.0,11,55.0,PYR4_bright,0.35468357519543187,0.003000109281443941,0.003012063699044247,99.9,1.993948953887,0.9999745862247873,0.011040182352216214,0.008544387928225712
150.0,1.0,11,55.0,PYR5_bright,0.9999467091006532,0.9999467091006532,1.0,0.0,5.575424857548774e-05,0.9999745862247873,0.011040182352216214,0.008544387928225712
150.0,10.0,11,55.0,PYR2_bright,0.09153621529945802,0.009296960129404676,0.009296960129404676,100.0,1.981355252191103,0.9999745862247873,0.11040182352216213,0.008544387928225712
150.0,10.0,11,55.0,PYR3_bright,0.7312583827553801,0.009714755311270836,0.009714755311270836,100.0,1.9805196618273537,0.9999745862247873,0.11040182352216213,0.008544387928225712
150.0,10.0,11,55.0,PYR4_bright,0.1675062553185262,0.012670617971288316,0.012670617971288316,100.0,1.9746079365073157,0.9999745862247873,0.11040182352216213,0.008544387928225712
150.0,10.0,11,55.0,PYR5_bright,0.9999502530971813,0.9999502530971813,1.0,0.0,4.8666255499197914e-05,0.9999745862247873,0.11040182352216213,0.008544387928225712
150.0,0.1,12,60.0,PYR2_bright,0.6868784227824183,1.0983045447853458e-05,1.1316654266627092e-05,99.75,1.9999313655907782,0.9999766658409047,0.013257127303501391,0.057554741269295426
150.0,0.1,12,60.0,PYR3_bright,0.45245471756102595,2.5796835656395917e-05,2.731787685778513e-05,99.4,1.9999017380103896,0.9999766658409047,0.013257127303501391,0.057554741269295426
150.0,0.1,12,60.0,PYR4_bright,0.8869298869122476,0.0004928695733303774,0.0004928695733303774,100.0,1.998967592535032,0.9999766658409047,0.013257127303501391,0.057554741269295426
150.0,0.1,12,60.0,PYR5_bright,0.9999130400667356,0.9999130400667356,1.0,0.0,0.00012725154818904184,0.9999766658409047,0.013257127303501391,0.057554741269295426
150.0,1.0,12,60.0,PYR2_bright,0.5944915758748778,0.00025950752649598794,0.00025950752649598794,100.0,1.9994343166287643,0.9999766658409047,0.1325712730350139,0.057554741269295426
150.0,1.0,12,60.0,PYR3_bright,0.3443395168432033,0.0003085688728128278,0.0003088692863374446,99.95,1.9993361939361756,0.9999766658409047,0.1325712730350139,0.057554741269295426
150.0,1.0,12,60.0,PYR4_bright,0.33836799327027856,0.0027224611260916755,0.0027224611260916755,100.0,1.9945084094296384,0.9999766658409047,0.1325712730350139,0.057554741269295426
150.0,1.0,12,60.0,PYR5_bright,0.9999307362895858,0.9999307362895858,1.0,0.0,9.185910262560696e-05,0.9999766658409047,0.1325712730350139,0.057554741269295426
