frequency_ps^-1,spectral_density_proxy
0.0,2.683941789704762e-05
0.04997501249375312,5.4031078947740094e-05
0.09995002498750624,2.9626591922678628e-05
0.14992503748125935,9.42406068073923e-06
0.19990004997501248,9.75794533170224e-05
0.24987506246876562,3.042060880206848e-05
0.2998500749625187,6.836085781242818e-05
0.34982508745627183,1.1753748189022323e-05
0.39980009995002497,4.117512345148289e-06
0.4497751124437781,0.0
0.49975012493753124,5.162714818300577e-05
0.5497251374312844,0.0
0.5997001499250374,0.0
0.6496751624187905,0.00010238804011380594
0.6996501749125437,0.0
0.7496251874062968,4.9738898537738243e-05
0.7996001999000499,2.450475010739477e-05
0.8495752123938031,0.00015652237339841636
0.8995502248875562,6.533710975813253e-05
0.9495252373813093,1.124996410605293e-05
0.9995002498750625,4.1706511814882587e-05
1.0494752623688155,2.552168944825875e-07
1.0994502748625687,1.710685805228951e-05
1.1494252873563218,1.6584826605099943e-05
1.1994002998500748,3.6031289313597276e-06
1.249375312343828,0.0
1.299350324837581,1.4832707377801216e-05
1.3493253373313343,2.941680325123196e-05
1.3993003498250873,1.0473323679684792e-05
1.4492753623188406,1.463279227022245e-05
1.4992503748125936,0.00016030885140656755
1.5492253873063468,0.0001908815778785959
1.5992003998000999,0.00032788721667848485
1.649175412293853,0.00020372363060164504
1.6991504247876061,0.00019854928307260465
1.7491254372813592,0.00017675000758441125
1.7991004497751124,9.419899112906906e-05
1.8490754622688654,6.672811386807007e-05
1.8990504747626187,8.447378893946222e-05
1.9490254872563717,7.173008483506231e-05
1.999000499750125,4.050211990293106e-05
2.048975512243878,1.457314174257966e-05
2.098950524737631,0.0
2.148925537231384,5.909183272764163e-05
2.1989005497251375,0.0001178456019859555
2.2488755622188905,0.0
2.2988505747126435,1.3438302743574646e-05
2.3488255872063966,1.1284784656544846e-05
2.3988005997001496,3.2319396501015757e-05
2.448775612193903,1.6813716674887566e-06
2.498750624687656,0.0
2.548725637181409,6.961888207456866e-05
2.598700649675162,0.0
2.6486756621689156,0.0
2.6986506746626686,0.0
2.7486256871564216,0.0
2.7986006996501747,0.0
2.8485757121439277,1.3222831276518915e-06
2.898550724637681,0.0
2.948525737131434,0.0
2.998500749625187,0.0
3.0484757621189402,0.0
3.0984507746126937,0.0
3.1484257871064467,0.0
3.1984007996001997,0.0
3.2483758120939528,0.0
3.298350824587706,0.0
3.3483258370814593,0.0
3.3983008495752123,0.0
3.4482758620689653,9.061931599588113e-05
3.4982508745627183,0.0
3.548225887056472,7.423064830865758e-06
3.598200899550225,1.0709989339414407e-05
3.648175912043978,0.0
3.698150924537731,0.0
3.748125937031484,0.0
3.7981009495252374,1.0283211598474322e-05
3.8480759620189904,0.0
3.8980509745127434,0.0
3.9480259870064964,0.0
3.99800099950025,1.4228915243205216e-05
4.0479760119940025,0.0
4.097951024487756,3.363421674667396e-05
4.147926036981509,1.922574693824501e-05
4.197901049475262,5.33348662144731e-07
4.2478760619690155,8.634388613247245e-06
4.297851074462768,0.0
4.3478260869565215,0.0
4.397801099450275,0.0
4.4477761119440276,0.0
4.497751124437781,0.0
4.547726136931534,0.0
4.597701149425287,0.0
4.6476761619190405,2.717872039206979e-06
4.697651174412793,1.2882831465752502e-06
4.747626186906547,1.5311097120844806e-05
4.797601199400299,1.8191936442087396e-05
4.847576211894053,0.0
4.897551224387806,0.0
4.947526236881559,0.0
4.997501249375312,0.0
5.047476261869066,0.0
5.097451274362818,2.8174986238707805e-05
5.147426286856572,7.727786360298992e-06
5.197401299350324,1.2174488807457234e-05
5.247376311844078,1.098496521571989e-05
5.297351324337831,3.2145736370465416e-05
5.347326336831584,1.1244720700990666e-05
5.397301349325337,4.2736164247061903e-07
5.44727636181909,0.0
5.497251374312843,1.2501386991401246e-05
5.547226386806597,0.0
5.597201399300349,0.0
5.647176411794103,0.0
5.697151424287855,0.0
5.747126436781609,0.0
5.797101449275362,0.0
5.847076461769115,0.0
5.897051474262868,0.0
5.947026486756622,0.0
5.997001499250374,0.0
6.046976511744128,0.0
6.0969515242378804,0.0
6.146926536731634,0.0
6.196901549225387,0.0
6.24687656171914,0.0
6.296851574212893,0.0
6.346826586706646,3.912479659194473e-06
6.3968015992003995,1.4143169386697693e-06
6.446776611694153,7.454068781329584e-06
6.4967516241879055,3.909629633162952e-06
6.546726636681659,0.0
6.596701649175412,0.0
6.646676661669165,0.0
6.6966516741629185,0.0
6.746626686656671,0.0
6.796601699150425,0.0
6.846576711644177,0.0
6.896551724137931,0.0
6.946526736631684,2.7326875816751004e-08
6.996501749125437,0.0
7.04647676161919,0.0
7.096451774112944,0.0
7.146426786606696,0.0
7.19640179910045,0.0
7.246376811594202,0.0
7.296351824087956,0.0
7.346326836581709,1.8432515658000558e-06
7.396301849075462,0.0
7.446276861569215,0.0
7.496251874062968,0.0
7.546226886556721,0.0
7.596201899050475,0.0
7.646176911544227,0.0
7.696151924037981,0.0
7.746126936531733,0.0
7.796101949025487,0.0
7.84607696151924,0.0
7.896051974012993,1.1238250218835767e-05
7.946026986506746,0.0
7.9960019990005,0.0
8.045977011494253,0.0
8.095952023988005,1.593380621441077e-06
8.145927036481758,3.728237149104353e-06
8.195902048975512,4.5958388648555495e-06
8.245877061469265,3.8074947462670527e-06
8.295852073963019,2.761725733394111e-06
8.34582708645677,5.216251821660823e-07
8.395802098950524,0.0
8.445777111444277,0.0
8.495752123938031,0.0
8.545727136431784,1.6864597105225753e-06
8.595702148925536,0.0
8.64567716141929,0.0
8.695652173913043,1.1867191451748737e-07
8.745627186406796,0.0
8.79560219890055,3.5391336978678076e-06
8.845577211394302,0.0
8.895552223888055,0.0
8.945527236381809,0.0
8.995502248875562,5.9884426872349064e-06
9.045477261369316,0.0
9.095452273863067,3.464497510976514e-06
