decision,candidate_count,passing_candidate_count,selected_candidate_id,selected_removal_radius_nm,selected_cap_beads_lower,selected_cap_beads_upper,selected_cap_beads_total,selected_removed_cap_beads_total,selected_effective_aperture_radius_5kBT_nm,selected_effective_aperture_diameter_5kBT_nm,selected_conservative_aperture_radius_nm,selected_conservative_aperture_diameter_nm,selected_open_area_fraction,selected_removed_water_molecules,selected_retained_water_molecules,selected_retained_lumen_water_molecules,selected_lumen_water_retention_fraction,selected_minimum_CAP_HBN_distance_nm,selected_minimum_CAP_PYR_distance_nm,selected_minimum_CAP_OW_distance_nm,selected_R2_atom_count,failed_gates,topology_generation_authorized,energy_minimization_authorized,MD_execution_authorized,required_next_step
R2_PARTIAL_CAP_GEOMETRY_STATIC_GATE_PASSED,10,4,remove_r0p45,0.45,144,144,288,38,0.35881914340761356,0.7176382868152271,0.3088191434076136,0.6176382868152273,0.14292804047662536,69,16565,428,1.0,0.2000024999843745,0.9593930372897227,0.2201885555609106,68332,,True,False,False,BUILD_R2_TOPOLOGY_AND_RUN_STATIC_CAP_WATER_SCAN
