dataset,frame,time_ps,pyrene,cutoff_nm,waterO_count
frozen,95,47.5,2,0.35,5
frozen,95,47.5,2,0.5,22
frozen,95,47.5,3,0.35,4
frozen,95,47.5,3,0.5,24
frozen,95,47.5,4,0.35,6
frozen,95,47.5,4,0.5,29
frozen,96,48.0,1,0.35,4
frozen,96,48.0,1,0.5,31
frozen,96,48.0,2,0.35,2
frozen,96,48.0,2,0.5,19
frozen,96,48.0,3,0.35,4
frozen,96,48.0,3,0.5,23
frozen,96,48.0,4,0.35,3
frozen,96,48.0,4,0.5,23
frozen,97,48.5,1,0.35,8
frozen,97,48.5,1,0.5,28
frozen,97,48.5,2,0.35,4
frozen,97,48.5,2,0.5,21
frozen,97,48.5,3,0.35,5
frozen,97,48.5,3,0.5,25
frozen,97,48.5,4,0.35,7
frozen,97,48.5,4,0.5,24
frozen,98,49.0,1,0.35,5
frozen,98,49.0,1,0.5,29
frozen,98,49.0,2,0.35,5
frozen,98,49.0,2,0.5,22
frozen,98,49.0,3,0.35,3
frozen,98,49.0,3,0.5,21
frozen,98,49.0,4,0.35,5
frozen,98,49.0,4,0.5,31
frozen,99,49.5,1,0.35,5
frozen,99,49.5,1,0.5,26
frozen,99,49.5,2,0.35,3
frozen,99,49.5,2,0.5,22
frozen,99,49.5,3,0.35,4
frozen,99,49.5,3,0.5,22
frozen,99,49.5,4,0.35,7
frozen,99,49.5,4,0.5,27
frozen,100,50.0,1,0.35,6
frozen,100,50.0,1,0.5,28
frozen,100,50.0,2,0.35,4
frozen,100,50.0,2,0.5,25
frozen,100,50.0,3,0.35,4
frozen,100,50.0,3,0.5,24
frozen,100,50.0,4,0.35,5
frozen,100,50.0,4,0.5,23
frozen,101,50.5,1,0.35,5
frozen,101,50.5,1,0.5,28
frozen,101,50.5,2,0.35,3
frozen,101,50.5,2,0.5,21
frozen,101,50.5,3,0.35,6
frozen,101,50.5,3,0.5,26
frozen,101,50.5,4,0.35,4
frozen,101,50.5,4,0.5,25
frozen,102,51.0,1,0.35,5
frozen,102,51.0,1,0.5,30
frozen,102,51.0,2,0.35,3
frozen,102,51.0,2,0.5,24
frozen,102,51.0,3,0.35,6
frozen,102,51.0,3,0.5,27
frozen,102,51.0,4,0.35,5
frozen,102,51.0,4,0.5,23
frozen,103,51.5,1,0.35,2
frozen,103,51.5,1,0.5,25
frozen,103,51.5,2,0.35,7
frozen,103,51.5,2,0.5,26
frozen,103,51.5,3,0.35,8
frozen,103,51.5,3,0.5,26
frozen,103,51.5,4,0.35,4
frozen,103,51.5,4,0.5,18
frozen,104,52.0,1,0.35,3
frozen,104,52.0,1,0.5,27
frozen,104,52.0,2,0.35,4
frozen,104,52.0,2,0.5,25
frozen,104,52.0,3,0.35,4
frozen,104,52.0,3,0.5,24
frozen,104,52.0,4,0.35,4
frozen,104,52.0,4,0.5,21
frozen,105,52.5,1,0.35,2
frozen,105,52.5,1,0.5,30
frozen,105,52.5,2,0.35,3
frozen,105,52.5,2,0.5,25
frozen,105,52.5,3,0.35,6
frozen,105,52.5,3,0.5,24
frozen,105,52.5,4,0.35,3
frozen,105,52.5,4,0.5,22
frozen,106,53.0,1,0.35,3
frozen,106,53.0,1,0.5,27
frozen,106,53.0,2,0.35,1
frozen,106,53.0,2,0.5,22
frozen,106,53.0,3,0.35,3
frozen,106,53.0,3,0.5,25
frozen,106,53.0,4,0.35,7
frozen,106,53.0,4,0.5,21
frozen,107,53.5,1,0.35,3
frozen,107,53.5,1,0.5,29
frozen,107,53.5,2,0.35,6
frozen,107,53.5,2,0.5,26
frozen,107,53.5,3,0.35,4
frozen,107,53.5,3,0.5,25
frozen,107,53.5,4,0.35,2
frozen,107,53.5,4,0.5,22
frozen,108,54.0,1,0.35,7
frozen,108,54.0,1,0.5,26
frozen,108,54.0,2,0.35,3
frozen,108,54.0,2,0.5,25
frozen,108,54.0,3,0.35,5
frozen,108,54.0,3,0.5,26
frozen,108,54.0,4,0.35,5
frozen,108,54.0,4,0.5,21
frozen,109,54.5,1,0.35,6
frozen,109,54.5,1,0.5,26
frozen,109,54.5,2,0.35,3
frozen,109,54.5,2,0.5,25
frozen,109,54.5,3,0.35,4
frozen,109,54.5,3,0.5,29
frozen,109,54.5,4,0.35,6
frozen,109,54.5,4,0.5,30
frozen,110,55.0,1,0.35,2
frozen,110,55.0,1,0.5,28
frozen,110,55.0,2,0.35,7
frozen,110,55.0,2,0.5,27
frozen,110,55.0,3,0.35,8
frozen,110,55.0,3,0.5,27
frozen,110,55.0,4,0.35,8
frozen,110,55.0,4,0.5,26
frozen,111,55.5,1,0.35,4
frozen,111,55.5,1,0.5,30
frozen,111,55.5,2,0.35,7
frozen,111,55.5,2,0.5,24
frozen,111,55.5,3,0.35,5
frozen,111,55.5,3,0.5,25
frozen,111,55.5,4,0.35,4
frozen,111,55.5,4,0.5,24
frozen,112,56.0,1,0.35,2
frozen,112,56.0,1,0.5,23
frozen,112,56.0,2,0.35,3
frozen,112,56.0,2,0.5,25
frozen,112,56.0,3,0.35,5
frozen,112,56.0,3,0.5,23
frozen,112,56.0,4,0.35,2
frozen,112,56.0,4,0.5,24
frozen,113,56.5,1,0.35,2
frozen,113,56.5,1,0.5,23
frozen,113,56.5,2,0.35,5
frozen,113,56.5,2,0.5,26
frozen,113,56.5,3,0.35,4
frozen,113,56.5,3,0.5,22
frozen,113,56.5,4,0.35,5
frozen,113,56.5,4,0.5,26
frozen,114,57.0,1,0.35,3
frozen,114,57.0,1,0.5,27
frozen,114,57.0,2,0.35,4
frozen,114,57.0,2,0.5,28
frozen,114,57.0,3,0.35,4
frozen,114,57.0,3,0.5,22
frozen,114,57.0,4,0.35,5
frozen,114,57.0,4,0.5,26
frozen,115,57.5,1,0.35,4
frozen,115,57.5,1,0.5,28
frozen,115,57.5,2,0.35,5
frozen,115,57.5,2,0.5,28
frozen,115,57.5,3,0.35,1
frozen,115,57.5,3,0.5,20
frozen,115,57.5,4,0.35,5
frozen,115,57.5,4,0.5,23
frozen,116,58.0,1,0.35,7
frozen,116,58.0,1,0.5,31
frozen,116,58.0,2,0.35,4
frozen,116,58.0,2,0.5,29
frozen,116,58.0,3,0.35,5
frozen,116,58.0,3,0.5,21
frozen,116,58.0,4,0.35,2
frozen,116,58.0,4,0.5,23
frozen,117,58.5,1,0.35,5
frozen,117,58.5,1,0.5,22
frozen,117,58.5,2,0.35,4
frozen,117,58.5,2,0.5,33
frozen,117,58.5,3,0.35,2
frozen,117,58.5,3,0.5,19
frozen,117,58.5,4,0.35,6
frozen,117,58.5,4,0.5,25
frozen,118,59.0,1,0.35,5
frozen,118,59.0,1,0.5,25
frozen,118,59.0,2,0.35,2
frozen,118,59.0,2,0.5,30
frozen,118,59.0,3,0.35,1
frozen,118,59.0,3,0.5,18
frozen,118,59.0,4,0.35,4
frozen,118,59.0,4,0.5,26
frozen,119,59.5,1,0.35,4
frozen,119,59.5,1,0.5,26
frozen,119,59.5,2,0.35,4
frozen,119,59.5,2,0.5,27
frozen,119,59.5,3,0.35,2
frozen,119,59.5,3,0.5,17
frozen,119,59.5,4,0.35,4
frozen,119,59.5,4,0.5,25
frozen,120,60.0,1,0.35,5
frozen,120,60.0,1,0.5,28
frozen,120,60.0,2,0.35,5
frozen,120,60.0,2,0.5,23
frozen,120,60.0,3,0.35,2
frozen,120,60.0,3,0.5,18
frozen,120,60.0,4,0.35,7
frozen,120,60.0,4,0.5,24
frozen,121,60.5,1,0.35,6
frozen,121,60.5,1,0.5,27
frozen,121,60.5,2,0.35,5
frozen,121,60.5,2,0.5,24
frozen,121,60.5,3,0.35,1
frozen,121,60.5,3,0.5,19
frozen,121,60.5,4,0.35,7
frozen,121,60.5,4,0.5,24
frozen,122,61.0,1,0.35,5
frozen,122,61.0,1,0.5,24
frozen,122,61.0,2,0.35,4
frozen,122,61.0,2,0.5,25
frozen,122,61.0,3,0.35,5
frozen,122,61.0,3,0.5,22
frozen,122,61.0,4,0.35,7
frozen,122,61.0,4,0.5,25
frozen,123,61.5,1,0.35,5
frozen,123,61.5,1,0.5,25
frozen,123,61.5,2,0.35,5
frozen,123,61.5,2,0.5,25
frozen,123,61.5,3,0.35,3
frozen,123,61.5,3,0.5,23
frozen,123,61.5,4,0.35,3
frozen,123,61.5,4,0.5,26
frozen,124,62.0,1,0.35,3
frozen,124,62.0,1,0.5,27
frozen,124,62.0,2,0.35,5
frozen,124,62.0,2,0.5,24
frozen,124,62.0,3,0.35,6
frozen,124,62.0,3,0.5,22
frozen,124,62.0,4,0.35,8
frozen,124,62.0,4,0.5,22
frozen,125,62.5,1,0.35,3
frozen,125,62.5,1,0.5,24
frozen,125,62.5,2,0.35,7
frozen,125,62.5,2,0.5,27
frozen,125,62.5,3,0.35,4
frozen,125,62.5,3,0.5,24
frozen,125,62.5,4,0.35,4
frozen,125,62.5,4,0.5,23
frozen,126,63.0,1,0.35,3
frozen,126,63.0,1,0.5,27
frozen,126,63.0,2,0.35,4
frozen,126,63.0,2,0.5,26
frozen,126,63.0,3,0.35,4
frozen,126,63.0,3,0.5,22
frozen,126,63.0,4,0.35,4
frozen,126,63.0,4,0.5,25
frozen,127,63.5,1,0.35,6
frozen,127,63.5,1,0.5,28
frozen,127,63.5,2,0.35,7
frozen,127,63.5,2,0.5,27
frozen,127,63.5,3,0.35,6
frozen,127,63.5,3,0.5,24
frozen,127,63.5,4,0.35,4
frozen,127,63.5,4,0.5,25
frozen,128,64.0,1,0.35,5
frozen,128,64.0,1,0.5,27
frozen,128,64.0,2,0.35,4
frozen,128,64.0,2,0.5,29
frozen,128,64.0,3,0.35,4
frozen,128,64.0,3,0.5,22
frozen,128,64.0,4,0.35,6
frozen,128,64.0,4,0.5,24
frozen,129,64.5,1,0.35,6
frozen,129,64.5,1,0.5,25
frozen,129,64.5,2,0.35,2
frozen,129,64.5,2,0.5,24
frozen,129,64.5,3,0.35,4
frozen,129,64.5,3,0.5,22
frozen,129,64.5,4,0.35,7
frozen,129,64.5,4,0.5,23
frozen,130,65.0,1,0.35,5
frozen,130,65.0,1,0.5,24
frozen,130,65.0,2,0.35,4
frozen,130,65.0,2,0.5,23
frozen,130,65.0,3,0.35,3
frozen,130,65.0,3,0.5,21
frozen,130,65.0,4,0.35,4
frozen,130,65.0,4,0.5,24
frozen,131,65.5,1,0.35,3
frozen,131,65.5,1,0.5,22
frozen,131,65.5,2,0.35,3
frozen,131,65.5,2,0.5,19
frozen,131,65.5,3,0.35,3
frozen,131,65.5,3,0.5,22
frozen,131,65.5,4,0.35,5
frozen,131,65.5,4,0.5,26
frozen,132,66.0,1,0.35,4
frozen,132,66.0,1,0.5,25
frozen,132,66.0,2,0.35,4
frozen,132,66.0,2,0.5,21
frozen,132,66.0,3,0.35,5
frozen,132,66.0,3,0.5,23
frozen,132,66.0,4,0.35,2
frozen,132,66.0,4,0.5,24
frozen,133,66.5,1,0.35,4
frozen,133,66.5,1,0.5,26
frozen,133,66.5,2,0.35,5
frozen,133,66.5,2,0.5,24
frozen,133,66.5,3,0.35,3
frozen,133,66.5,3,0.5,27
frozen,133,66.5,4,0.35,5
frozen,133,66.5,4,0.5,25
frozen,134,67.0,1,0.35,3
frozen,134,67.0,1,0.5,27
frozen,134,67.0,2,0.35,8
frozen,134,67.0,2,0.5,27
frozen,134,67.0,3,0.35,6
frozen,134,67.0,3,0.5,25
frozen,134,67.0,4,0.35,9
frozen,134,67.0,4,0.5,29
frozen,135,67.5,1,0.35,5
frozen,135,67.5,1,0.5,26
frozen,135,67.5,2,0.35,7
frozen,135,67.5,2,0.5,25
frozen,135,67.5,3,0.35,4
frozen,135,67.5,3,0.5,25
frozen,135,67.5,4,0.35,6
frozen,135,67.5,4,0.5,27
frozen,136,68.0,1,0.35,2
frozen,136,68.0,1,0.5,28
frozen,136,68.0,2,0.35,4
frozen,136,68.0,2,0.5,23
frozen,136,68.0,3,0.35,4
frozen,136,68.0,3,0.5,24
frozen,136,68.0,4,0.35,4
frozen,136,68.0,4,0.5,27
frozen,137,68.5,1,0.35,4
frozen,137,68.5,1,0.5,27
frozen,137,68.5,2,0.35,5
frozen,137,68.5,2,0.5,26
frozen,137,68.5,3,0.35,3
frozen,137,68.5,3,0.5,24
frozen,137,68.5,4,0.35,6
frozen,137,68.5,4,0.5,27
frozen,138,69.0,1,0.35,6
frozen,138,69.0,1,0.5,27
frozen,138,69.0,2,0.35,6
frozen,138,69.0,2,0.5,24
frozen,138,69.0,3,0.35,4
frozen,138,69.0,3,0.5,20
frozen,138,69.0,4,0.35,4
frozen,138,69.0,4,0.5,31
frozen,139,69.5,1,0.35,7
frozen,139,69.5,1,0.5,24
frozen,139,69.5,2,0.35,5
frozen,139,69.5,2,0.5,26
frozen,139,69.5,3,0.35,5
frozen,139,69.5,3,0.5,19
frozen,139,69.5,4,0.35,7
frozen,139,69.5,4,0.5,28
frozen,140,70.0,1,0.35,5
frozen,140,70.0,1,0.5,25
frozen,140,70.0,2,0.35,6
frozen,140,70.0,2,0.5,24
frozen,140,70.0,3,0.35,4
frozen,140,70.0,3,0.5,19
frozen,140,70.0,4,0.35,3
frozen,140,70.0,4,0.5,25
frozen,141,70.5,1,0.35,7
frozen,141,70.5,1,0.5,27
frozen,141,70.5,2,0.35,5
frozen,141,70.5,2,0.5,24
frozen,141,70.5,3,0.35,3
frozen,141,70.5,3,0.5,20
frozen,141,70.5,4,0.35,3
frozen,141,70.5,4,0.5,27
frozen,142,71.0,1,0.35,2
frozen,142,71.0,1,0.5,24
frozen,142,71.0,2,0.35,5
frozen,142,71.0,2,0.5,21
frozen,142,71.0,3,0.35,6
frozen,142,71.0,3,0.5,20
frozen,142,71.0,4,0.35,4
frozen,142,71.0,4,0.5,29
frozen,143,71.5,1,0.35,5
frozen,143,71.5,1,0.5,21
frozen,143,71.5,2,0.35,6
frozen,143,71.5,2,0.5,26
frozen,143,71.5,3,0.35,6
frozen,143,71.5,3,0.5,20
frozen,143,71.5,4,0.35,5
frozen,143,71.5,4,0.5,29
frozen,144,72.0,1,0.35,4
frozen,144,72.0,1,0.5,19
frozen,144,72.0,2,0.35,3
frozen,144,72.0,2,0.5,27
frozen,144,72.0,3,0.35,1
frozen,144,72.0,3,0.5,20
frozen,144,72.0,4,0.35,7
frozen,144,72.0,4,0.5,29
frozen,145,72.5,1,0.35,3
frozen,145,72.5,1,0.5,24
frozen,145,72.5,2,0.35,4
frozen,145,72.5,2,0.5,25
frozen,145,72.5,3,0.35,3
frozen,145,72.5,3,0.5,22
frozen,145,72.5,4,0.35,5
frozen,145,72.5,4,0.5,31
frozen,146,73.0,1,0.35,7
frozen,146,73.0,1,0.5,24
frozen,146,73.0,2,0.35,2
frozen,146,73.0,2,0.5,25
frozen,146,73.0,3,0.35,3
frozen,146,73.0,3,0.5,24
frozen,146,73.0,4,0.35,6
frozen,146,73.0,4,0.5,31
frozen,147,73.5,1,0.35,6
frozen,147,73.5,1,0.5,25
frozen,147,73.5,2,0.35,2
frozen,147,73.5,2,0.5,22
frozen,147,73.5,3,0.35,4
frozen,147,73.5,3,0.5,26
frozen,147,73.5,4,0.35,5
frozen,147,73.5,4,0.5,28
frozen,148,74.0,1,0.35,4
frozen,148,74.0,1,0.5,22
frozen,148,74.0,2,0.35,2
frozen,148,74.0,2,0.5,24
frozen,148,74.0,3,0.35,3
frozen,148,74.0,3,0.5,25
frozen,148,74.0,4,0.35,2
frozen,148,74.0,4,0.5,28
frozen,149,74.5,1,0.35,3
frozen,149,74.5,1,0.5,22
frozen,149,74.5,2,0.35,5
frozen,149,74.5,2,0.5,23
frozen,149,74.5,3,0.35,5
frozen,149,74.5,3,0.5,22
frozen,149,74.5,4,0.35,2
frozen,149,74.5,4,0.5,30
frozen,150,75.0,1,0.35,3
frozen,150,75.0,1,0.5,24
frozen,150,75.0,2,0.35,5
frozen,150,75.0,2,0.5,26
frozen,150,75.0,3,0.35,6
frozen,150,75.0,3,0.5,26
frozen,150,75.0,4,0.35,2
frozen,150,75.0,4,0.5,31
frozen,151,75.5,1,0.35,4
frozen,151,75.5,1,0.5,26
frozen,151,75.5,2,0.35,1
frozen,151,75.5,2,0.5,23
frozen,151,75.5,3,0.35,2
frozen,151,75.5,3,0.5,22
frozen,151,75.5,4,0.35,4
frozen,151,75.5,4,0.5,28
frozen,152,76.0,1,0.35,4
frozen,152,76.0,1,0.5,26
frozen,152,76.0,2,0.35,5
frozen,152,76.0,2,0.5,30
frozen,152,76.0,3,0.35,7
frozen,152,76.0,3,0.5,26
frozen,152,76.0,4,0.35,3
frozen,152,76.0,4,0.5,23
frozen,153,76.5,1,0.35,8
frozen,153,76.5,1,0.5,26
frozen,153,76.5,2,0.35,6
frozen,153,76.5,2,0.5,32
frozen,153,76.5,3,0.35,4
frozen,153,76.5,3,0.5,23
frozen,153,76.5,4,0.35,5
frozen,153,76.5,4,0.5,26
frozen,154,77.0,1,0.35,3
frozen,154,77.0,1,0.5,27
frozen,154,77.0,2,0.35,5
frozen,154,77.0,2,0.5,28
frozen,154,77.0,3,0.35,3
frozen,154,77.0,3,0.5,24
frozen,154,77.0,4,0.35,2
frozen,154,77.0,4,0.5,25
frozen,155,77.5,1,0.35,6
frozen,155,77.5,1,0.5,28
frozen,155,77.5,2,0.35,7
frozen,155,77.5,2,0.5,30
frozen,155,77.5,3,0.35,4
frozen,155,77.5,3,0.5,22
frozen,155,77.5,4,0.35,4
frozen,155,77.5,4,0.5,28
frozen,156,78.0,1,0.35,5
frozen,156,78.0,1,0.5,28
frozen,156,78.0,2,0.35,3
frozen,156,78.0,2,0.5,29
frozen,156,78.0,3,0.35,5
frozen,156,78.0,3,0.5,25
frozen,156,78.0,4,0.35,4
frozen,156,78.0,4,0.5,28
frozen,157,78.5,1,0.35,6
frozen,157,78.5,1,0.5,21
frozen,157,78.5,2,0.35,3
frozen,157,78.5,2,0.5,28
frozen,157,78.5,3,0.35,5
frozen,157,78.5,3,0.5,24
frozen,157,78.5,4,0.35,4
frozen,157,78.5,4,0.5,28
frozen,158,79.0,1,0.35,6
frozen,158,79.0,1,0.5,29
frozen,158,79.0,2,0.35,4
frozen,158,79.0,2,0.5,27
frozen,158,79.0,3,0.35,6
frozen,158,79.0,3,0.5,24
frozen,158,79.0,4,0.35,7
frozen,158,79.0,4,0.5,26
frozen,159,79.5,1,0.35,5
frozen,159,79.5,1,0.5,28
frozen,159,79.5,2,0.35,3
frozen,159,79.5,2,0.5,29
frozen,159,79.5,3,0.35,6
frozen,159,79.5,3,0.5,22
frozen,159,79.5,4,0.35,3
frozen,159,79.5,4,0.5,30
frozen,160,80.0,1,0.35,6
frozen,160,80.0,1,0.5,28
frozen,160,80.0,2,0.35,9
frozen,160,80.0,2,0.5,30
frozen,160,80.0,3,0.35,4
frozen,160,80.0,3,0.5,23
frozen,160,80.0,4,0.35,5
frozen,160,80.0,4,0.5,29
frozen,161,80.5,1,0.35,5
frozen,161,80.5,1,0.5,26
frozen,161,80.5,2,0.35,3
frozen,161,80.5,2,0.5,28
frozen,161,80.5,3,0.35,5
frozen,161,80.5,3,0.5,28
frozen,161,80.5,4,0.35,5
frozen,161,80.5,4,0.5,26
frozen,162,81.0,1,0.35,4
frozen,162,81.0,1,0.5,26
frozen,162,81.0,2,0.35,7
frozen,162,81.0,2,0.5,29
frozen,162,81.0,3,0.35,5
frozen,162,81.0,3,0.5,27
frozen,162,81.0,4,0.35,5
frozen,162,81.0,4,0.5,27
frozen,163,81.5,1,0.35,3
frozen,163,81.5,1,0.5,22
frozen,163,81.5,2,0.35,4
frozen,163,81.5,2,0.5,23
frozen,163,81.5,3,0.35,2
frozen,163,81.5,3,0.5,24
frozen,163,81.5,4,0.35,4
frozen,163,81.5,4,0.5,22
frozen,164,82.0,1,0.35,5
frozen,164,82.0,1,0.5,21
frozen,164,82.0,2,0.35,1
frozen,164,82.0,2,0.5,28
frozen,164,82.0,3,0.35,1
frozen,164,82.0,3,0.5,28
frozen,164,82.0,4,0.35,3
frozen,164,82.0,4,0.5,25
frozen,165,82.5,1,0.35,2
frozen,165,82.5,1,0.5,27
frozen,165,82.5,2,0.35,3
frozen,165,82.5,2,0.5,28
frozen,165,82.5,3,0.35,2
frozen,165,82.5,3,0.5,28
frozen,165,82.5,4,0.35,3
frozen,165,82.5,4,0.5,24
frozen,166,83.0,1,0.35,3
frozen,166,83.0,1,0.5,23
frozen,166,83.0,2,0.35,3
frozen,166,83.0,2,0.5,26
frozen,166,83.0,3,0.35,8
frozen,166,83.0,3,0.5,25
frozen,166,83.0,4,0.35,8
frozen,166,83.0,4,0.5,29
frozen,167,83.5,1,0.35,3
frozen,167,83.5,1,0.5,25
frozen,167,83.5,2,0.35,7
frozen,167,83.5,2,0.5,25
frozen,167,83.5,3,0.35,1
frozen,167,83.5,3,0.5,28
frozen,167,83.5,4,0.35,5
frozen,167,83.5,4,0.5,25
frozen,168,84.0,1,0.35,3
frozen,168,84.0,1,0.5,25
frozen,168,84.0,2,0.35,5
frozen,168,84.0,2,0.5,24
frozen,168,84.0,3,0.35,3
frozen,168,84.0,3,0.5,23
frozen,168,84.0,4,0.35,3
frozen,168,84.0,4,0.5,20
frozen,169,84.5,1,0.35,5
frozen,169,84.5,1,0.5,25
frozen,169,84.5,2,0.35,5
frozen,169,84.5,2,0.5,26
frozen,169,84.5,3,0.35,5
frozen,169,84.5,3,0.5,22
frozen,169,84.5,4,0.35,3
frozen,169,84.5,4,0.5,26
frozen,170,85.0,1,0.35,4
frozen,170,85.0,1,0.5,28
frozen,170,85.0,2,0.35,6
frozen,170,85.0,2,0.5,21
frozen,170,85.0,3,0.35,3
frozen,170,85.0,3,0.5,24
frozen,170,85.0,4,0.35,6
frozen,170,85.0,4,0.5,24
frozen,171,85.5,1,0.35,4
frozen,171,85.5,1,0.5,28
frozen,171,85.5,2,0.35,6
frozen,171,85.5,2,0.5,27
frozen,171,85.5,3,0.35,1
frozen,171,85.5,3,0.5,22
frozen,171,85.5,4,0.35,8
frozen,171,85.5,4,0.5,30
frozen,172,86.0,1,0.35,7
frozen,172,86.0,1,0.5,28
frozen,172,86.0,2,0.35,6
frozen,172,86.0,2,0.5,29
frozen,172,86.0,3,0.35,7
frozen,172,86.0,3,0.5,23
frozen,172,86.0,4,0.35,2
frozen,172,86.0,4,0.5,28
frozen,173,86.5,1,0.35,3
frozen,173,86.5,1,0.5,25
frozen,173,86.5,2,0.35,6
frozen,173,86.5,2,0.5,28
frozen,173,86.5,3,0.35,6
frozen,173,86.5,3,0.5,26
frozen,173,86.5,4,0.35,4
frozen,173,86.5,4,0.5,27
frozen,174,87.0,1,0.35,3
frozen,174,87.0,1,0.5,26
frozen,174,87.0,2,0.35,4
frozen,174,87.0,2,0.5,27
frozen,174,87.0,3,0.35,4
frozen,174,87.0,3,0.5,26
frozen,174,87.0,4,0.35,3
frozen,174,87.0,4,0.5,28
frozen,175,87.5,1,0.35,6
frozen,175,87.5,1,0.5,28
frozen,175,87.5,2,0.35,3
frozen,175,87.5,2,0.5,28
frozen,175,87.5,3,0.35,5
frozen,175,87.5,3,0.5,31
frozen,175,87.5,4,0.35,6
frozen,175,87.5,4,0.5,32
frozen,176,88.0,1,0.35,5
frozen,176,88.0,1,0.5,23
frozen,176,88.0,2,0.35,4
frozen,176,88.0,2,0.5,23
frozen,176,88.0,3,0.35,5
frozen,176,88.0,3,0.5,30
frozen,176,88.0,4,0.35,4
frozen,176,88.0,4,0.5,31
frozen,177,88.5,1,0.35,5
frozen,177,88.5,1,0.5,25
frozen,177,88.5,2,0.35,6
frozen,177,88.5,2,0.5,24
frozen,177,88.5,3,0.35,3
frozen,177,88.5,3,0.5,30
frozen,177,88.5,4,0.35,3
frozen,177,88.5,4,0.5,29
frozen,178,89.0,1,0.35,4
frozen,178,89.0,1,0.5,28
frozen,178,89.0,2,0.35,6
frozen,178,89.0,2,0.5,24
frozen,178,89.0,3,0.35,8
frozen,178,89.0,3,0.5,24
frozen,178,89.0,4,0.35,5
frozen,178,89.0,4,0.5,32
frozen,179,89.5,1,0.35,5
frozen,179,89.5,1,0.5,23
frozen,179,89.5,2,0.35,4
frozen,179,89.5,2,0.5,22
frozen,179,89.5,3,0.35,7
frozen,179,89.5,3,0.5,26
frozen,179,89.5,4,0.35,4
frozen,179,89.5,4,0.5,32
frozen,180,90.0,1,0.35,5
frozen,180,90.0,1,0.5,27
frozen,180,90.0,2,0.35,6
frozen,180,90.0,2,0.5,22
frozen,180,90.0,3,0.35,3
frozen,180,90.0,3,0.5,26
frozen,180,90.0,4,0.35,7
frozen,180,90.0,4,0.5,31
frozen,181,90.5,1,0.35,6
frozen,181,90.5,1,0.5,25
frozen,181,90.5,2,0.35,7
frozen,181,90.5,2,0.5,21
frozen,181,90.5,3,0.35,3
frozen,181,90.5,3,0.5,26
frozen,181,90.5,4,0.35,7
frozen,181,90.5,4,0.5,29
frozen,182,91.0,1,0.35,4
frozen,182,91.0,1,0.5,27
frozen,182,91.0,2,0.35,5
frozen,182,91.0,2,0.5,19
frozen,182,91.0,3,0.35,3
frozen,182,91.0,3,0.5,26
frozen,182,91.0,4,0.35,5
frozen,182,91.0,4,0.5,26
frozen,183,91.5,1,0.35,2
frozen,183,91.5,1,0.5,29
frozen,183,91.5,2,0.35,7
frozen,183,91.5,2,0.5,20
frozen,183,91.5,3,0.35,1
frozen,183,91.5,3,0.5,22
frozen,183,91.5,4,0.35,5
frozen,183,91.5,4,0.5,30
frozen,184,92.0,1,0.35,4
frozen,184,92.0,1,0.5,30
frozen,184,92.0,2,0.35,5
frozen,184,92.0,2,0.5,21
frozen,184,92.0,3,0.35,2
frozen,184,92.0,3,0.5,24
frozen,184,92.0,4,0.35,5
frozen,184,92.0,4,0.5,27
frozen,185,92.5,1,0.35,6
frozen,185,92.5,1,0.5,27
frozen,185,92.5,2,0.35,4
frozen,185,92.5,2,0.5,20
frozen,185,92.5,3,0.35,7
frozen,185,92.5,3,0.5,25
frozen,185,92.5,4,0.35,6
frozen,185,92.5,4,0.5,26
frozen,186,93.0,1,0.35,4
frozen,186,93.0,1,0.5,26
frozen,186,93.0,2,0.35,2
frozen,186,93.0,2,0.5,21
frozen,186,93.0,3,0.35,3
frozen,186,93.0,3,0.5,23
frozen,186,93.0,4,0.35,3
frozen,186,93.0,4,0.5,29
frozen,187,93.5,1,0.35,4
frozen,187,93.5,1,0.5,27
frozen,187,93.5,2,0.35,3
frozen,187,93.5,2,0.5,22
frozen,187,93.5,3,0.35,3
frozen,187,93.5,3,0.5,20
frozen,187,93.5,4,0.35,5
frozen,187,93.5,4,0.5,32
frozen,188,94.0,1,0.35,5
frozen,188,94.0,1,0.5,32
frozen,188,94.0,2,0.35,4
frozen,188,94.0,2,0.5,23
frozen,188,94.0,3,0.35,2
frozen,188,94.0,3,0.5,24
frozen,188,94.0,4,0.35,3
frozen,188,94.0,4,0.5,29
frozen,189,94.5,1,0.35,7
frozen,189,94.5,1,0.5,31
frozen,189,94.5,2,0.35,7
frozen,189,94.5,2,0.5,23
frozen,189,94.5,3,0.35,5
frozen,189,94.5,3,0.5,26
frozen,189,94.5,4,0.35,4
frozen,189,94.5,4,0.5,25
frozen,190,95.0,1,0.35,3
frozen,190,95.0,1,0.5,30
frozen,190,95.0,2,0.35,6
frozen,190,95.0,2,0.5,28
frozen,190,95.0,3,0.35,4
frozen,190,95.0,3,0.5,22
frozen,190,95.0,4,0.35,8
frozen,190,95.0,4,0.5,28
frozen,191,95.5,1,0.35,4
frozen,191,95.5,1,0.5,27
frozen,191,95.5,2,0.35,6
frozen,191,95.5,2,0.5,27
frozen,191,95.5,3,0.35,6
frozen,191,95.5,3,0.5,26
frozen,191,95.5,4,0.35,3
frozen,191,95.5,4,0.5,25
frozen,192,96.0,1,0.35,4
frozen,192,96.0,1,0.5,31
