cluster,n_jobs,mean_tracked_energy_eV,std_tracked_energy_eV,min_tracked_energy_eV,max_tracked_energy_eV,mean_tracked_fosc,mean_HOMO_LUMO_weight,min_HOMO_LUMO_weight,mean_state_separation_meV
PYR2,21,4.088571428571429,0.011084094137868995,4.068,4.104,0.4932895682380952,0.830708380952381,0.738175,82.42857142857132
PYR3,21,4.078047619047619,0.011901580527292264,4.052,4.096,0.5017784603809524,0.836158238095238,0.793849,74.85714285714295
PYR4,21,4.090619047619048,0.007586014701252644,4.069,4.104,0.5108589268571428,0.8415146190476192,0.823216,71.38095238095246
PYR5,21,3.7769523809523813,0.016430082746219557,3.75,3.797,0.6480894363333333,0.8639372380952381,0.827679,70.85714285714286
