pair,md_pair,distance_nm,distance_A
PYR2-PYR3,MD_PYR1-MD_PYR2,2.6895143019648304,26.895143019648305
PYR2-PYR4,MD_PYR1-MD_PYR3,4.2489519510054095,42.489519510054095
PYR2-PYR5,MD_PYR1-MD_PYR4,4.689193149676222,46.89193149676222
PYR3-PYR4,MD_PYR2-MD_PYR3,2.689443545479163,26.89443545479163
PYR3-PYR5,MD_PYR2-MD_PYR4,4.341888867346852,43.41888867346852
PYR4-PYR5,MD_PYR3-MD_PYR4,2.763756957069756,27.63756957069756
