time_fs,PYR2_mean,PYR2_p10,PYR2_p90
0.0,0.0,0.0,0.0
10.0,0.008196510816833964,0.008181893421754757,0.008215076801420019
20.0,0.016202834823384117,0.016025714843480983,0.016389952326483274
30.0,0.02425164885517469,0.023624309710903138,0.02472840389567344
40.0,0.03277256585470349,0.03125031486284201,0.034195086271931144
50.0,0.04224457628826607,0.03928311639434414,0.045412922425453445
60.0,0.052684436422788736,0.047034147474824116,0.05818726414208653
70.0,0.0631984788329891,0.055245985597736746,0.07140288572070463
80.0,0.07231682352131238,0.06331454265136803,0.08213689115615534
90.0,0.0798210588126324,0.07024228344717835,0.08983644239179182
100.0,0.0861547213694156,0.07658156373379613,0.09729778610546487
110.0,0.09207621825059278,0.08178545562939668,0.10560636250209063
120.0,0.09788361849642237,0.08770013107637392,0.11302358263417042
130.0,0.1033842956559821,0.0928765199246574,0.11764721174301933
140.0,0.10847885747607619,0.09774866037500583,0.12350868941488265
150.0,0.11372650447388405,0.10274025366532738,0.12712763233756358
160.0,0.11994205031434055,0.10838057856461528,0.12820183281146433
170.0,0.1268991197990427,0.11479317345821832,0.14351386822953255
180.0,0.13389007924463298,0.11989974626439745,0.15367934622811485
190.0,0.1404062625262474,0.1264250235720765,0.16926558965523797
200.0,0.14579745127584148,0.1309434596842657,0.18360897528486125
210.0,0.15048349696461544,0.1333391208576551,0.1873773447486453
220.0,0.1550551685442736,0.13826416181714252,0.18765918704106152
230.0,0.15959623137583218,0.14323920304990417,0.19047720638618368
240.0,0.1641577099734836,0.14775796735186686,0.19291897859329654
250.0,0.1682579770163582,0.1518823624219291,0.2004945319072477
260.0,0.17189845532994105,0.1547143655984219,0.20267188723917423
270.0,0.17588448856053987,0.15833534163128726,0.2007063660226764
280.0,0.18059673573113477,0.16257259684463948,0.20702391780414534
290.0,0.18545421973357712,0.16664519747947423,0.20893505252950179
300.0,0.18978771161611635,0.170235389445866,0.21462790389099345
310.0,0.1933649170304618,0.1755389696976922,0.22036781630599903
320.0,0.19658808154093171,0.1786184535737895,0.22556601380850558
330.0,0.19967444702128256,0.18227300371243577,0.2314013901458441
340.0,0.20278170678529808,0.18470710824857414,0.23420689884470874
350.0,0.20593920351511497,0.18757654128747214,0.23711509878157716
360.0,0.20888396862751363,0.19017469173911714,0.2394866710922506
370.0,0.21188839335196816,0.19296533576068575,0.24084384007596718
380.0,0.21490570168616338,0.19611838773919862,0.24298101623426865
390.0,0.21827436425681204,0.19954878474132087,0.24771087472592054
400.0,0.2220023649802156,0.20282316110267332,0.254270256248169
410.0,0.22593669881157383,0.20585754821437338,0.26157498326674494
420.0,0.2296550472429666,0.20881334403206436,0.26874874453699377
430.0,0.23293836029439097,0.21151373412094748,0.27414885521368004
440.0,0.23591396803542886,0.21421830722027138,0.27395592605741015
450.0,0.23877384320238929,0.21652793405871829,0.2735688117995778
460.0,0.24136383653276372,0.21886314100063167,0.27411114895824135
470.0,0.24340443500842884,0.2211268343437052,0.2751665750958945
480.0,0.24505450686876984,0.22338220954433435,0.27592763301156964
490.0,0.2465803258494032,0.225542476960633,0.2778848620422742
500.0,0.24829315671577754,0.2276965274589379,0.2795796389824191
510.0,0.2503199321668122,0.2298690321616216,0.2811566147371249
520.0,0.25231069727359007,0.23210388875159366,0.28263213065956616
530.0,0.25397378812408433,0.23412619507157245,0.28530034507104424
540.0,0.25553567553906353,0.23588564727778547,0.2880781435342046
550.0,0.2571807511873095,0.23732688153785467,0.2881146838845027
560.0,0.2588798591556088,0.239107790501383,0.2873828677345485
570.0,0.26056632529670326,0.24129495354777372,0.28851976737585805
580.0,0.26224495972425244,0.24306047306729642,0.2894606258398472
590.0,0.263874055858985,0.2446276844556181,0.29267332846576594
600.0,0.265435890499076,0.24572576417097397,0.2949520925074416
610.0,0.26709556859548117,0.2464885675202699,0.29689051680682566
620.0,0.2686491326856873,0.24682590872978988,0.29824988056350055
630.0,0.26988520799126714,0.24671685935444979,0.29907600051866856
640.0,0.2709577472222746,0.2463531129084411,0.2994441824768088
650.0,0.27191750413404164,0.2459744860837275,0.2992594772517916
660.0,0.2728338101303748,0.24600274175385017,0.29857810316329386
670.0,0.2739347411809749,0.24691486342857244,0.2978106451789873
680.0,0.27504510376915187,0.24827084397347055,0.2974133811433705
690.0,0.27604958729038526,0.2496381542107552,0.2968397431707272
700.0,0.2769449755228242,0.25100029104219845,0.2976833982843454
710.0,0.27775751645084684,0.25205381890602296,0.29865894592425846
720.0,0.278511869245766,0.2518382151908691,0.29958639073380716
730.0,0.27923718357015176,0.25197084631061184,0.29996055327497967
740.0,0.2799885366277366,0.25305112423126264,0.29972986392408674
750.0,0.28070251022436504,0.25421295257187654,0.2996834895037008
760.0,0.28146666107961466,0.25461377857199,0.3018760296613262
770.0,0.28230185059028845,0.2550399967576168,0.30733484634233704
780.0,0.28325465430970564,0.25608155783013786,0.30781152149453406
790.0,0.28443019478548276,0.25711500716727875,0.30877034618742694
800.0,0.28588069068965394,0.2582594357051736,0.3100362194903194
810.0,0.2874383703011717,0.2597933508186376,0.31079367967178
820.0,0.28896368936358713,0.26170663977009473,0.3108686767555762
830.0,0.2902556049794379,0.2635546360952974,0.3130777830575442
840.0,0.2911357930928683,0.2653456839467538,0.3185096032538181
850.0,0.29165844893882303,0.2639819890287073,0.3216428993912337
860.0,0.2918839601472269,0.26206725669087844,0.32171808689425113
870.0,0.291913576253712,0.260163803306376,0.318813610481609
880.0,0.29196889582339686,0.2582555826710873,0.3173536173556017
890.0,0.2921379968416536,0.25830492149854567,0.32117507260576156
900.0,0.2924273353884097,0.2595525426211117,0.32304906181608845
910.0,0.2927651364769416,0.2576200569699756,0.3231036566788065
