atom,name,r_ref_nm,r_cur_nm,delta_r_nm
126,N0126,1.21237,1.30993,0.09756
127,B0127,1.21253,1.26748,0.05494
128,N0128,1.21186,1.25398,0.04212
129,B0129,1.21333,1.24973,0.03640
130,N0130,1.21196,1.26322,0.05126
131,B0131,1.21402,1.25503,0.04101
132,N0132,1.21307,1.25092,0.03785
133,B0133,1.21337,1.24675,0.03337
134,N0134,1.21238,1.24174,0.02936
135,B0135,1.21343,1.24832,0.03489
136,N0136,1.21233,1.22891,0.01658
137,B0137,1.21418,1.23927,0.02509
138,N0138,1.21292,1.24058,0.02766
139,B0139,1.21396,1.21265,-0.00131
140,N0140,1.21173,1.22895,0.01722
141,B0141,1.21363,1.17746,-0.03617
142,N0142,1.21222,1.20193,-0.01029
143,B0143,1.21419,1.17109,-0.04311
144,N0144,1.21280,1.18327,-0.02953
145,B0145,1.21236,1.19208,-0.02027
146,N0146,1.21195,1.17750,-0.03445
147,B0147,1.21387,1.24891,0.03505
148,N0148,1.21289,1.24641,0.03353
149,B0149,1.21427,1.24377,0.02950
150,N0150,1.21327,1.26915,0.05589
151,B0151,1.21475,1.22696,0.01221
152,N0152,1.21279,1.24399,0.03120
153,B0153,1.21308,1.20442,-0.00866
154,N0154,1.21176,1.19952,-0.01224
155,B0155,1.21311,1.18011,-0.03299
156,N0156,1.21230,1.19675,-0.01555
157,B0157,1.21402,1.11640,-0.09763
158,N0158,1.21261,1.10124,-0.11137
159,B0159,1.21269,1.05069,-0.16200
160,N0160,1.21269,1.05017,-0.16252
161,B0161,1.21373,1.07328,-0.14046
162,N0162,1.21373,1.05562,-0.15811
163,B0163,1.21495,1.05081,-0.16414
164,N0164,1.21395,1.04584,-0.16811
165,B0165,1.20793,1.03396,-0.17397
166,N0166,1.20087,1.03011,-0.17075
167,B0167,1.21483,1.06494,-0.14989
168,N0168,1.21293,1.06308,-0.14985
169,B0169,1.21379,1.10722,-0.10657
170,N0170,1.21292,1.12784,-0.08509
171,B0171,1.21434,1.19471,-0.01963
172,N0172,1.21293,1.18959,-0.02334
173,B0173,1.21268,1.20478,-0.00790
174,N0174,1.21128,1.21817,0.00689
175,B0175,1.21351,1.19754,-0.01597
176,N0176,1.21128,1.24320,0.03192
177,B0177,1.21325,1.25682,0.04357
178,N0178,1.21227,1.27876,0.06649
179,B0179,1.21374,1.31229,0.09856
180,N0180,1.21274,1.29327,0.08054
181,B0181,1.21307,1.31888,0.10581
182,N0182,1.21212,1.31441,0.10229
183,B0183,1.21333,1.32339,0.11006
184,N0184,1.21196,1.31806,0.10609
185,B0185,1.21395,1.28717,0.07323
186,N0186,1.21253,1.28041,0.06788
187,B0187,1.21318,1.26814,0.05497
188,N0188,1.21237,1.27515,0.06278
189,B0189,1.21370,1.26066,0.04696
190,N0190,1.21238,1.28209,0.06971
191,B0191,1.21335,1.22133,0.00798
192,N0192,1.21237,1.22097,0.00860
193,B0193,1.21374,1.22715,0.01341
194,N0194,1.21274,1.22237,0.00964
195,B0195,1.21423,1.23768,0.02345
196,N0196,1.21325,1.23934,0.02609
197,B0197,1.21351,1.26074,0.04723
198,N0198,1.21219,1.25373,0.04154
199,B0199,1.21268,1.20731,-0.00537
200,N0200,1.21128,1.22500,0.01371
201,B0201,1.21434,1.20729,-0.00705
202,N0202,1.21293,1.20350,-0.00943
203,B0203,1.21379,1.16826,-0.04553
204,N0204,1.21292,1.19907,-0.01385
205,B0205,1.21357,1.22104,0.00747
206,N0206,1.21167,1.19683,-0.01484
207,B0207,1.21390,1.26469,0.05079
208,N0208,1.21290,1.26564,0.05273
209,B0209,1.21395,1.24983,0.03587
210,N0210,1.21286,1.22810,0.01525
211,B0211,1.21343,1.22593,0.01251
212,N0212,1.21247,1.18995,-0.02253
213,B0213,1.21269,1.19963,-0.01306
214,N0214,1.21182,1.16163,-0.05019
215,B0215,1.21402,1.17432,-0.03971
216,N0216,1.21261,1.17514,-0.03747
217,B0217,1.21450,1.08835,-0.12616
218,N0218,1.21311,1.07722,-0.13589
219,B0219,1.21399,1.03662,-0.17737
220,N0220,1.21176,1.03757,-0.17419
221,B0221,1.21691,1.02092,-0.19600
222,N0222,1.21377,1.02150,-0.19227
223,B0223,1.20927,1.01855,-0.19071
224,N0224,1.21127,1.02740,-0.18387
225,B0225,1.20779,1.03800,-0.16979
226,N0226,1.21072,1.04087,-0.16985
227,B0227,1.21550,1.10828,-0.10722
228,N0228,1.21327,1.08926,-0.12401
229,B0229,1.21419,1.15382,-0.06037
230,N0230,1.21280,1.16012,-0.05268
231,B0231,1.21363,1.20764,-0.00599
232,N0232,1.21222,1.20094,-0.01128
233,B0233,1.21310,1.23245,0.01935
234,N0234,1.21173,1.23743,0.02570
235,B0235,1.21292,1.26727,0.05434
236,N0236,1.21197,1.28781,0.07584
237,B0237,1.21432,1.28780,0.07349
238,N0238,1.21332,1.31078,0.09746
239,B0239,1.21437,1.30504,0.09068
240,N0240,1.21337,1.30182,0.08845
241,B0241,1.21370,1.34424,0.13054
242,N0242,1.21238,1.36007,0.14769
243,B0243,1.21376,1.30715,0.09339
244,N0244,1.21237,1.33259,0.12022
245,B0245,1.21395,1.25866,0.04472
246,N0246,1.21253,1.29884,0.08631
247,B0247,1.21420,1.29867,0.08447
248,N0248,1.21246,1.28292,0.07045
249,B0249,1.21402,1.26078,0.04676
250,N0250,1.21307,1.25507,0.04200
251,B0251,1.21437,1.19477,-0.01960
252,N0252,1.21337,1.19977,-0.01360
253,B0253,1.21442,1.22337,0.00895
254,N0254,1.21332,1.24141,0.02808
255,B0255,1.21387,1.23651,0.02264
256,N0256,1.21292,1.21327,0.00035
257,B0257,1.21310,1.22905,0.01595
258,N0258,1.21173,1.22223,0.01050
259,B0259,1.21363,1.23106,0.01743
260,N0260,1.21222,1.23540,0.02318
261,B0261,1.21419,1.21997,0.00577
262,N0262,1.21280,1.23540,0.02260
263,B0263,1.21327,1.21073,-0.00254
264,N0264,1.21195,1.23192,0.01997
265,B0265,1.21387,1.22508,0.01122
266,N0266,1.21289,1.24318,0.03030
267,B0267,1.21427,1.26509,0.05082
268,N0268,1.21327,1.27805,0.06478
269,B0269,1.21377,1.20146,-0.01231
270,N0270,1.21279,1.23795,0.02516
271,B0271,1.21308,1.18430,-0.02878
272,N0272,1.21176,1.20716,-0.00460
273,B0273,1.21392,1.17576,-0.03815
274,N0274,1.21311,1.16820,-0.04491
275,B0275,1.21402,1.12520,-0.08882
276,N0276,1.21261,1.10144,-0.11117
277,B0277,1.21355,1.07443,-0.13913
278,N0278,1.21269,1.08083,-0.13186
279,B0279,1.21469,1.04738,-0.16730
280,N0280,1.21247,1.05601,-0.15647
281,B0281,1.21395,1.04710,-0.16686
282,N0282,1.21296,1.01616,-0.19680
283,B0283,1.21390,1.04730,-0.16660
284,N0284,1.21290,1.03827,-0.17463
285,B0285,1.21388,1.08343,-0.13045
286,N0286,1.21262,1.08703,-0.12559
287,B0287,1.21292,1.10778,-0.10515
288,N0288,1.21156,1.11283,-0.09873
289,B0289,1.21434,1.19325,-0.02109
290,N0290,1.21293,1.16865,-0.04427
291,B0291,1.21407,1.20847,-0.00560
292,N0292,1.21268,1.18002,-0.03266
293,B0293,1.21351,1.25793,0.04442
294,N0294,1.21219,1.23759,0.02541
295,B0295,1.21423,1.30880,0.09457
296,N0296,1.21325,1.30980,0.09655
297,B0297,1.21474,1.29819,0.08345
298,N0298,1.21474,1.28701,0.07228
299,B0299,1.21335,1.32097,0.10762
300,N0300,1.21237,1.33812,0.12574
301,B0301,1.21333,1.35382,0.14049
302,N0302,1.21196,1.31836,0.10640
303,B0303,1.21395,1.31906,0.10511
304,N0304,1.21253,1.32087,0.10834
305,B0305,1.21376,1.26785,0.05408
306,N0306,1.21237,1.24632,0.03396
307,B0307,1.21461,1.24791,0.03330
308,N0308,1.21238,1.20867,-0.00370
309,B0309,1.21433,1.21380,-0.00053
310,N0310,1.21237,1.19636,-0.01601
311,B0311,1.21474,1.23233,0.01759
312,N0312,1.21274,1.24665,0.03391
313,B0313,1.21423,1.22271,0.00848
314,N0314,1.21325,1.22682,0.01357
315,B0315,1.21351,1.22323,0.00972
316,N0316,1.21260,1.20439,-0.00821
317,B0317,1.21349,1.23684,0.02335
318,N0318,1.21268,1.23064,0.01796
319,B0319,1.21434,1.21466,0.00032
320,N0320,1.21293,1.22505,0.01213
321,B0321,1.21429,1.23097,0.01668
322,N0322,1.21292,1.22644,0.01351
323,B0323,1.21388,1.22344,0.00956
324,N0324,1.21262,1.23221,0.01959
325,B0325,1.21400,1.24975,0.03574
326,N0326,1.21191,1.25772,0.04581
327,B0327,1.21395,1.25145,0.03749
328,N0328,1.21286,1.23882,0.02597
329,B0329,1.21373,1.22705,0.01332
330,N0330,1.21247,1.20569,-0.00678
331,B0331,1.21355,1.15636,-0.05719
332,N0332,1.21182,1.16552,-0.04631
333,B0333,1.21402,1.13763,-0.07640
334,N0334,1.21261,1.13053,-0.08208
335,B0335,1.21450,1.06678,-0.14773
336,N0336,1.21311,1.08717,-0.12594
337,B0337,1.21308,1.09260,-0.12048
338,N0338,1.21176,1.09932,-0.11244
339,B0339,1.21475,1.01652,-0.19823
340,N0340,1.21279,1.04136,-0.17143
341,B0341,1.21427,1.02344,-0.19083
342,N0342,1.21227,1.04712,-0.16515
343,B0343,1.21485,1.07357,-0.14128
344,N0344,1.21289,1.08447,-0.12841
345,B0345,1.21327,1.09206,-0.12121
346,N0346,1.21195,1.08066,-0.13129
347,B0347,1.21419,1.16440,-0.04979
348,N0348,1.21280,1.14580,-0.06699
349,B0349,1.21363,1.16558,-0.04805
350,N0350,1.21222,1.17412,-0.03810
351,B0351,1.21396,1.19198,-0.02198
352,N0352,1.21310,1.18746,-0.02564
353,B0353,1.21387,1.26388,0.05001
354,N0354,1.21292,1.24140,0.02847
355,B0355,1.21641,1.31816,0.10175
356,N0356,1.21442,1.32848,0.11406
357,B0357,1.21536,1.30637,0.09100
358,N0358,1.21337,1.33115,0.11778
359,B0359,1.21307,1.32148,0.10841
360,N0360,1.21212,1.31375,0.10164
361,B0361,1.21376,1.32911,0.11535
362,N0362,1.21237,1.32774,0.11537
363,B0363,1.21395,1.29560,0.08165
364,N0364,1.21253,1.30951,0.09698
365,B0365,1.21420,1.23017,0.01597
366,N0366,1.21333,1.26023,0.04690
367,B0367,1.21433,1.19240,-0.02193
368,N0368,1.21307,1.23556,0.02249
369,B0369,1.21437,1.22675,0.01238
370,N0370,1.21238,1.23075,0.01838
371,B0371,1.21442,1.23140,0.01698
372,N0372,1.21233,1.25003,0.03770
373,B0373,1.21418,1.20041,-0.01377
374,N0374,1.21292,1.21905,0.00612
375,B0375,1.21396,1.22305,0.00909
376,N0376,1.21310,1.21666,0.00356
377,B0377,1.21363,1.23745,0.02381
378,N0378,1.21222,1.21499,0.00277
379,B0379,1.21500,1.22168,0.00668
380,N0380,1.21360,1.18584,-0.02777
381,B0381,1.21418,1.20755,-0.00664
382,N0382,1.21327,1.19901,-0.01426
383,B0383,1.21387,1.26491,0.05104
384,N0384,1.21289,1.24840,0.03551
385,B0385,1.21427,1.25274,0.03848
386,N0386,1.21227,1.24100,0.02874
387,B0387,1.21475,1.22793,0.01318
388,N0388,1.21279,1.24525,0.03246
389,B0389,1.21308,1.19197,-0.02111
390,N0390,1.21176,1.21819,0.00643
391,B0391,1.21450,1.16731,-0.04720
392,N0392,1.21311,1.15567,-0.05744
393,B0393,1.21402,1.12267,-0.09136
394,N0394,1.21402,1.10758,-0.10644
395,B0395,1.21355,1.09602,-0.11753
396,N0396,1.21269,1.08413,-0.12856
397,B0397,1.21469,1.08701,-0.12767
398,N0398,1.21247,1.08964,-0.12283
399,B0399,1.21395,1.06138,-0.15257
400,N0400,1.21286,1.08460,-0.12826
401,B0401,1.21390,1.08178,-0.13212
402,N0402,1.21290,1.08320,-0.12971
403,B0403,1.21388,1.08133,-0.13255
404,N0404,1.21262,1.08011,-0.13251
405,B0405,1.21379,1.10362,-0.11017
406,N0406,1.21292,1.09150,-0.12142
407,B0407,1.21434,1.16770,-0.04664
408,N0408,1.21293,1.15290,-0.06003
409,B0409,1.21407,1.18932,-0.02475
410,N0410,1.21268,1.20841,-0.00427
411,B0411,1.21442,1.20047,-0.01395
412,N0412,1.21351,1.24773,0.03422
413,B0413,1.21521,1.30576,0.09056
414,N0414,1.21325,1.31275,0.09950
415,B0415,1.21574,1.34406,0.12833
416,N0416,1.21374,1.34348,0.12974
417,B0417,1.21433,1.33522,0.12089
418,N0418,1.21237,1.32647,0.11410
419,B0419,1.21461,1.31735,0.10274
420,N0420,1.21329,1.32346,0.11017
421,B0421,1.21395,1.31805,0.10411
422,N0422,1.21112,1.29710,0.08597
423,B0423,1.21376,1.26669,0.05293
424,N0424,1.21237,1.27309,0.06073
425,B0425,1.21461,1.24438,0.02977
426,N0426,1.21238,1.28525,0.07287
427,B0427,1.21335,1.23654,0.02319
428,N0428,1.21237,1.23765,0.02528
429,B0429,1.21374,1.24674,0.03301
430,N0430,1.21174,1.22697,0.01524
431,B0431,1.21423,1.23822,0.02399
432,N0432,1.21227,1.22116,0.00889
433,B0433,1.21442,1.21294,-0.00149
434,N0434,1.21260,1.19099,-0.02161
435,B0435,1.21407,1.22001,0.00593
436,N0436,1.21268,1.20167,-0.01101
437,B0437,1.21434,1.19326,-0.02108
438,N0438,1.21293,1.17786,-0.03506
439,B0439,1.21516,1.19033,-0.02483
440,N0440,1.21292,1.16923,-0.04369
441,B0441,1.21483,1.22591,0.01108
442,N0442,1.21262,1.23828,0.02566
443,B0443,1.21400,1.23665,0.02264
444,N0444,1.21290,1.23065,0.01774
445,B0445,1.21395,1.23542,0.02147
446,N0446,1.21186,1.18731,-0.02455
447,B0447,1.21373,1.22397,0.01023
448,N0448,1.21247,1.20281,-0.00966
449,B0449,1.21405,1.19693,-0.01712
450,N0450,1.21269,1.16918,-0.04351
451,B0451,1.21544,1.12717,-0.08827
452,N0452,1.21261,1.13363,-0.07899
453,B0453,1.21531,1.10679,-0.10852
454,N0454,1.21311,1.10888,-0.10422
455,B0455,1.21399,1.08720,-0.12679
456,N0456,1.21176,1.09257,-0.11919
457,B0457,1.21475,1.09272,-0.12202
458,N0458,1.21377,1.08162,-0.13215
459,B0459,1.21427,1.07787,-0.13640
460,N0460,1.21227,1.06575,-0.14651
461,B0461,1.21485,1.08619,-0.12866
462,N0462,1.21387,1.08527,-0.12860
463,B0463,1.21418,1.11106,-0.10313
464,N0464,1.21327,1.11445,-0.09882
465,B0465,1.21419,1.11275,-0.10144
466,N0466,1.21280,1.11275,-0.10004
467,B0467,1.21363,1.16020,-0.05343
468,N0468,1.21222,1.16155,-0.05067
469,B0469,1.21446,1.25103,0.03657
470,N0470,1.21310,1.25506,0.04197
471,B0471,1.21513,1.29633,0.08119
472,N0472,1.21292,1.28665,0.07373
473,B0473,1.21542,1.32739,0.11197
474,N0474,1.21332,1.32928,0.11596
475,B0475,1.21437,1.34331,0.12894
476,N0476,1.21238,1.35193,0.13955
477,B0477,1.21402,1.31911,0.10509
478,N0478,1.21307,1.33604,0.12298
479,B0479,1.21420,1.30743,0.09323
480,N0480,1.21333,1.29402,0.08069
481,B0481,1.21253,1.29574,0.08320
482,N0482,1.21112,1.29313,0.08201
483,B0483,1.21420,1.28922,0.07502
484,N0484,1.21196,1.28102,0.06906
485,B0485,1.21402,1.26671,0.05269
486,N0486,1.21307,1.24812,0.03506
487,B0487,1.21437,1.22688,0.01251
488,N0488,1.21337,1.22796,0.01459
489,B0489,1.21442,1.22965,0.01522
490,N0490,1.21332,1.22809,0.01477
491,B0491,1.21418,1.18809,-0.02609
492,N0492,1.21292,1.21855,0.00563
493,B0493,1.21446,1.21437,-0.00009
494,N0494,1.21310,1.24068,0.02759
495,B0495,1.21363,1.16643,-0.04721
496,N0496,1.21222,1.16853,-0.04369
497,B0497,1.21500,1.16028,-0.05472
498,N0498,1.21280,1.15583,-0.05697
499,B0499,1.21327,1.20535,-0.00792
500,N0500,1.21195,1.19430,-0.01765
501,B0501,1.21485,1.24405,0.02921
502,N0502,1.21387,1.22780,0.01393
503,B0503,1.21427,1.19300,-0.02127
504,N0504,1.21327,1.22131,0.00804
505,B0505,1.21475,1.20011,-0.01464
506,N0506,1.21279,1.21218,-0.00061
507,B0507,1.21308,1.19001,-0.02307
508,N0508,1.21176,1.19943,-0.01233
509,B0509,1.21450,1.16757,-0.04693
510,N0510,1.21311,1.14512,-0.06799
511,B0511,1.21477,1.10437,-0.11039
512,N0512,1.21261,1.08637,-0.12624
513,B0513,1.21405,1.10925,-0.10481
514,N0514,1.21269,1.11200,-0.10069
515,B0515,1.21469,1.09205,-0.12264
516,N0516,1.21247,1.09777,-0.11470
517,B0517,1.21395,1.03976,-0.17419
518,N0518,1.21286,1.02378,-0.18907
519,B0519,1.21400,1.05764,-0.15637
520,N0520,1.21290,1.04021,-0.17269
521,B0521,1.21483,1.10465,-0.11018
522,N0522,1.21262,1.09328,-0.11934
523,B0523,1.21429,1.12543,-0.08886
524,N0524,1.21292,1.11825,-0.09467
525,B0525,1.21434,1.12292,-0.09142
526,N0526,1.21293,1.13900,-0.07392
527,B0527,1.21407,1.20118,-0.01290
528,N0528,1.21268,1.23017,0.01749
529,B0529,1.21442,1.27750,0.06308
530,N0530,1.21351,1.30027,0.08676
531,B0531,1.21423,1.29775,0.08352
532,N0532,1.21325,1.31474,0.10149
533,B0533,1.21374,1.35448,0.14075
534,N0534,1.21274,1.34448,0.13174
535,B0535,1.21433,1.31624,0.10191
536,N0536,1.21335,1.34243,0.12908
537,B0537,1.21461,1.31115,0.09654
538,N0538,1.21370,1.32059,0.10689
539,B0539,1.21318,1.30384,0.09066
540,N0540,1.21237,1.32429,0.11193
541,B0541,1.21318,1.25897,0.04579
542,N0542,1.21237,1.27559,0.06322
543,B0543,1.21461,1.25572,0.04111
544,N0544,1.21329,1.26363,0.05033
545,B0545,1.21433,1.22381,0.00948
546,N0546,1.21433,1.21190,-0.00243
547,B0547,1.21474,1.21630,0.00156
548,N0548,1.21474,1.23315,0.01842
549,B0549,1.21423,1.22766,0.01343
550,N0550,1.21325,1.22115,0.00790
551,B0551,1.21442,1.23278,0.01836
552,N0552,1.21310,1.25531,0.04221
553,B0553,1.21488,1.21153,-0.00335
554,N0554,1.21268,1.20853,-0.00415
555,B0555,1.21575,1.17869,-0.03706
556,N0556,1.21293,1.19907,-0.01386
557,B0557,1.21379,1.17140,-0.04239
558,N0558,1.21292,1.19515,-0.01778
559,B0559,1.21357,1.21130,-0.00227
560,N0560,1.21167,1.20320,-0.00847
561,B0561,1.21500,1.22956,0.01456
562,N0562,1.21290,1.22352,0.01061
563,B0563,1.21495,1.21575,0.00081
564,N0564,1.21395,1.21066,-0.00330
565,B0565,1.21373,1.22190,0.00817
566,N0566,1.21247,1.21043,-0.00205
567,B0567,1.21355,1.17113,-0.04242
568,N0568,1.21269,1.16528,-0.04741
569,B0569,1.21402,1.12031,-0.09372
570,N0570,1.21261,1.11616,-0.09645
571,B0571,1.21450,1.10601,-0.10849
572,N0572,1.21311,1.11209,-0.10102
573,B0573,1.21399,1.10949,-0.10450
574,N0574,1.21267,1.09992,-0.11275
575,B0575,1.21475,1.06209,-0.15266
576,N0576,1.21377,1.05828,-0.15549
577,B0577,1.21427,1.00823,-0.20603
578,N0578,1.21327,1.03186,-0.18140
579,B0579,1.21485,1.07691,-0.13793
580,N0580,1.21387,1.06604,-0.14782
581,B0581,1.21418,1.11065,-0.10353
582,N0582,1.21327,1.09666,-0.11661
583,B0583,1.21500,1.13297,-0.08203
584,N0584,1.21360,1.10982,-0.10379
585,B0585,1.21363,1.20302,-0.01061
586,N0586,1.21222,1.19108,-0.02114
587,B0587,1.21446,1.27556,0.06109
588,N0588,1.21310,1.27584,0.06275
589,B0589,1.21513,1.29234,0.07721
590,N0590,1.21292,1.29869,0.08577
591,B0591,1.21442,1.31197,0.09755
592,N0592,1.21233,1.29435,0.08203
593,B0593,1.21447,1.33833,0.12386
594,N0594,1.21238,1.33287,0.12049
595,B0595,1.21528,1.31137,0.09609
596,N0596,1.21307,1.29659,0.08353
597,B0597,1.21470,1.31014,0.09544
598,N0598,1.21333,1.29621,0.08288
599,B0599,1.21395,1.32865,0.11471
600,N0600,1.21253,1.33570,0.12317
601,B0601,1.21420,1.28305,0.06885
602,N0602,1.21283,1.28934,0.07651
603,B0603,1.21497,1.21887,0.00390
604,N0604,1.21402,1.24901,0.03499
605,B0605,1.21745,1.23709,0.01964
606,N0606,1.21547,1.22612,0.01065
607,B0607,1.21641,1.23268,0.01627
608,N0608,1.21531,1.21407,-0.00124
609,B0609,1.21387,1.24241,0.02853
610,N0610,1.21292,1.21555,0.00263
611,B0611,1.21446,1.23450,0.02004
612,N0612,1.21310,1.21431,0.00122
613,B0613,1.21363,1.19604,-0.01759
614,N0614,1.21222,1.18332,-0.02890
615,B0615,1.21500,1.19338,-0.02162
616,N0616,1.21419,1.17469,-0.03951
617,B0617,1.21327,1.20538,-0.00789
618,N0618,1.21195,1.21071,-0.00124
619,B0619,1.21485,1.24492,0.03007
620,N0620,1.21289,1.23959,0.02670
621,B0621,1.21427,1.19491,-0.01935
622,N0622,1.21327,1.21649,0.00322
623,B0623,1.21573,1.21715,0.00143
624,N0624,1.21377,1.21581,0.00204
625,B0625,1.21308,1.20580,-0.00728
626,N0626,1.21176,1.18480,-0.02696
627,B0627,1.21450,1.13254,-0.08196
628,N0628,1.21311,1.14318,-0.06993
629,B0629,1.21402,1.11321,-0.10081
630,N0630,1.21261,1.13800,-0.07461
631,B0631,1.21405,1.13011,-0.08395
632,N0632,1.21269,1.12473,-0.08796
633,B0633,1.21469,1.06888,-0.14580
634,N0634,1.21343,1.08677,-0.12666
635,B0635,1.21495,1.03305,-0.18190
636,N0636,1.21385,1.05912,-0.15473
637,B0637,1.21500,1.06866,-0.14634
638,N0638,1.21390,1.07544,-0.13846
639,B0639,1.21483,1.08623,-0.12860
640,N0640,1.21357,1.06068,-0.15289
641,B0641,1.21516,1.08906,-0.12609
642,N0642,1.21292,1.06991,-0.14301
643,B0643,1.21508,1.13682,-0.07826
644,N0644,1.21293,1.15621,-0.05672
645,B0645,1.21407,1.23567,0.02160
646,N0646,1.21187,1.25128,0.03941
647,B0647,1.21442,1.30378,0.08936
648,N0648,1.21260,1.29910,0.08650
