Gate3P_decision,lower_heavy_nodes,upper_heavy_nodes,resolved_heavy_pairs,unresolved_heavy_pairs,heavy_symmetry_RMSD_nm,heavy_symmetry_maximum_deviation_nm,lower_H_nodes,upper_H_nodes,resolved_H_pairs,unresolved_H_pairs,resolved_inner_H_pairs,all_H_symmetry_RMSD_nm,all_H_symmetry_maximum_deviation_nm,inner_H_symmetry_RMSD_nm,inner_H_symmetry_maximum_deviation_nm,symmetry_constrained_refinement_ready,coordinates_modified,topology_generated,energy_minimized,MD_performed
R2_SELECTED_FOUR_ATOM_BN_BRIDGE_HYDROGEN_COORDINATES_REQUIRE_REVIEW,216,216,186,30,0.28252208314674504,1.085400373291693,102,102,87,15,12,0.4194653378692497,1.1941240433013858,0.11454835411897697,0.1356856324756856,False,False,False,False,False
