node_id,element,node_type,end,x_nm,y_nm,z_nm,coordinates_generated_by,energy_minimized,MD_relaxed
A:LOWER:1:-5,B,ANNULUS_INTERIOR,LOWER,3.43439625632087,4.2719552415331,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:1:-7,B,ANNULUS_INTERIOR,LOWER,3.3567967348723755,4.510764425732463,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:1:-9,B,ANNULUS_OUTER_BOUNDARY,LOWER,3.2791972134238816,4.749573609931825,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:1:5,B,ANNULUS_INTERIOR,LOWER,3.82239386356334,3.0779093205362917,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:1:7,B,ANNULUS_INTERIOR,LOWER,3.8999933850118342,2.8391001363369295,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:1:9,B,ANNULUS_OUTER_BOUNDARY,LOWER,3.977592906460328,2.600290952137568,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:2:-4,N,ANNULUS_INNER_BOUNDARY,LOWER,3.4042577436538886,4.130149597134783,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:2:-6,N,ANNULUS_INTERIOR,LOWER,3.3266582222053946,4.368958781334145,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:2:-8,N,ANNULUS_INTERIOR,LOWER,3.2490587007569007,4.607767965533506,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:2:4,N,ANNULUS_INNER_BOUNDARY,LOWER,3.714655829447865,3.174912860337335,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:2:6,N,ANNULUS_INTERIOR,LOWER,3.792255350896359,2.9361036761379733,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:2:8,N,ANNULUS_INTERIOR,LOWER,3.869854872344853,2.697294491938612,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:4:-4,B,ANNULUS_INTERIOR,LOWER,3.266381196871432,4.085347492537508,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:4:-6,B,ANNULUS_INTERIOR,LOWER,3.188781675422938,4.32415667673687,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:4:-8,B,ANNULUS_OUTER_BOUNDARY,LOWER,3.111182153974444,4.562965860936232,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:4:4,B,ANNULUS_INTERIOR,LOWER,3.5767792826654086,3.1301107557400614,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:4:6,B,ANNULUS_INTERIOR,LOWER,3.6543788041139025,2.891301571540699,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
