gamma_phi_ps_inv,dephasing_time_ps,mean_minimum_survival_PYR2_to_PYR4,mean_time_average_survival_PYR2_to_PYR4,mean_maximum_other_high_population,maximum_PYR5_population_from_high_states,mean_time_integrated_l1_coherence,mean_l1_coherence_at_20ps
0.0,inf,0.8785057135533426,0.9209231233648089,0.12148020020270041,8.200093023405862e-05,9.943156704389553,0.5161331548009277
0.05,20.0,0.8676966794833464,0.9022078925131426,0.13227492608856622,8.68319934835205e-05,8.01437463684343,0.34561466618100223
0.1,10.0,0.8482026017491405,0.8858683667964717,0.1517524686599602,0.00012111200035050881,7.014755923501402,0.27797965423823195
0.2,5.0,0.8060326786059293,0.858231398854564,0.1938916098983056,0.00019405581909963783,5.921089398348386,0.21773490715258395
0.5,2.0,0.7184313365720966,0.7991172663925873,0.28140217236307563,0.00040303218174228854,4.507755434377599,0.15061131165179706
1.0,1.0,0.6396156306387485,0.7388352368385421,0.360066650448311,0.0007223806008285902,3.5238189616215956,0.1078786333055327
2.0,0.5,0.5572089095132872,0.6706457760743451,0.4421712680497977,0.0013001136390174998,2.6648420905202235,0.07384558212031817
5.0,0.2,0.4530217056229721,0.5772731421951378,0.545454932425934,0.0027970832899540964,1.7287437636948229,0.037130439819722506
10.0,0.1,0.39639199901032063,0.5181482173312251,0.6005881551227662,0.0050006371655506926,1.203172383294771,0.01982628305915944
