mobile_window_relative_to_branch_ps,matched_frozen_window_relative_to_branch_ps,mobile_stage08_local_time_ps,matched_frozen_absolute_time_ps,frames_per_dataset,relative_time_exact_match,initial_coordinates_and_water_velocities_matched,mobile_occupancy_mean,matched_frozen_occupancy_mean,paired_occupancy_difference_mean,paired_occupancy_difference_std,paired_occupancy_difference_mae,paired_mobile_lower_fraction,paired_equal_fraction,paired_mobile_higher_fraction,radial_JS_divergence,axial_JS_divergence,maximum_absolute_PYR_hydration_difference_pct,matched_comparison_status,causal_interpretation_status,electronic_recalculation_authorized,longer_mobile_production_authorized
44_to_144,44_to_144,0_to_100,44_to_144,201,True,True,1.9054726368159205,0.4577114427860697,1.4477611940298507,2.39163289889381,1.855721393034826,0.13432835820895522,0.27860696517412936,0.5870646766169154,0.061343844671599555,0.022343353844254177,32.8101644245142,COMPLETE,REQUIRES_SCIENTIFIC_REVIEW,False,False
