artifact_id,model_name,DOI,artifact_type,url,filename,expected_kind,priority,curl_return_code,http_code,status,actual_kind,size_bytes,local_file,sha256,extracted_directory,parameter_adoption_authorized
GHORAI_ARTICLE_LANDING,GHORAI_FUNCTIONALIZED_HBN,10.1063/5.0242541,FULL_ARTICLE_LANDING_PAGE,https://doi.org/10.1063/5.0242541,ghorai_2025_article_landing.html,HTML,12,22,403,FAILED,HTML,5774,runs/phase1A/day024_chemical_end_rim_design/35_r2_p1_source_artifact_retrieval/raw/ghorai_2025_article_landing.html,28388f1119c3d078856c80f31b054ddc21389a4fa3ede92c4f1910832953241a,,False
LELE_REAXFF_PARAMETERS,LELE_GAS_PHASE_HBN_REAXFF,10.1021/acs.jpca.1c09648,PARAMETER_FILE,https://doi.org/10.1021/acs.jpca.1c09648.s002,jp1c09648_si_002_download,TEXT_OR_HTML,20,22,403,LANDING_OR_ACCESS_PAGE_RETRIEVED,HTML,5750,runs/phase1A/day024_chemical_end_rim_design/35_r2_p1_source_artifact_retrieval/raw/jp1c09648_si_002_download,86a30fa2c29f287691f2e1c07ecb074f718fc0a7ada3bddffff3398d7c7a93d0,,False
LELE_SI_PDF,LELE_GAS_PHASE_HBN_REAXFF,10.1021/acs.jpca.1c09648,SUPPORTING_INFORMATION,https://doi.org/10.1021/acs.jpca.1c09648.s001,jp1c09648_si_001_download,PDF_OR_HTML,21,22,403,LANDING_OR_ACCESS_PAGE_RETRIEVED,HTML,5750,runs/phase1A/day024_chemical_end_rim_design/35_r2_p1_source_artifact_retrieval/raw/jp1c09648_si_001_download,2c4a4d972310ea1a5432938c2ceb5e654c3b134057fd1413f7a6a036de562027,,False
LELE_ARTICLE_OPEN_COPY,LELE_GAS_PHASE_HBN_REAXFF,10.1021/acs.jpca.1c09648,FULL_ARTICLE_OPEN_COPY,https://par.nsf.gov/servlets/purl/10321378,lele_2022_reaxff_article.pdf,PDF,22,0,200,RETRIEVED,PDF,7950775,runs/phase1A/day024_chemical_end_rim_design/35_r2_p1_source_artifact_retrieval/raw/lele_2022_reaxff_article.pdf,791d17fd499fdb492c6027c7a44fd59a9106a72b6aea0e8757494e588f1fe6d2,,False
IFFR_BNNT_DATASET,IFF_R_BNNT,10.1021/acsanm.2c05285,PARAMETER_FILE_OR_REPOSITORY,https://figshare.com/ndownloader/articles/22144074/versions/1,bamane_2023_bnnt_iff_r_dataset.zip,ZIP,30,0,202,FAILED,EMPTY_OR_MISSING,0,runs/phase1A/day024_chemical_end_rim_design/35_r2_p1_source_artifact_retrieval/raw/bamane_2023_bnnt_iff_r_dataset.zip,,,False
IFFR_BNNT_ARTICLE_COPY,IFF_R_BNNT,10.1021/acsanm.2c05285,FULL_ARTICLE_OPEN_COPY,https://digitalcommons.mtu.edu/cgi/viewcontent.cgi?article=36286&context=michigantech-p,bamane_2023_bnnt_article.pdf,PDF,32,0,202,FAILED,EMPTY_OR_MISSING,0,runs/phase1A/day024_chemical_end_rim_design/35_r2_p1_source_artifact_retrieval/raw/bamane_2023_bnnt_article.pdf,,,False
RAJAN_SI,RAJAN_HBN_CLASSICAL_FF,10.1021/acs.jpclett.7b03443,SUPPORTING_INFORMATION,https://doi.org/10.1021/acs.jpclett.7b03443.s001,jz7b03443_si_001_download,PDF_OR_HTML,41,22,403,LANDING_OR_ACCESS_PAGE_RETRIEVED,HTML,5759,runs/phase1A/day024_chemical_end_rim_design/35_r2_p1_source_artifact_retrieval/raw/jz7b03443_si_001_download,b42ceb44dec20129bf7444cf413dbe05d5fa097ee6896d5b614e4fbe59a1b2eb,,False
RAJAN_ARTICLE_METADATA,RAJAN_HBN_CLASSICAL_FF,10.1021/acs.jpclett.7b03443,ARTICLE_METADATA,https://doi.org/10.1021/acs.jpclett.7b03443,rajan_2018_article_landing.html,HTML,42,22,403,FAILED,HTML,5581,runs/phase1A/day024_chemical_end_rim_design/35_r2_p1_source_artifact_retrieval/raw/rajan_2018_article_landing.html,07b4f1dd46c49033c99f00510405f61ac24a9446f58efc20b8426c8f2106daa7,,False
