pyrene,first_global_atom,last_global_atom,centroid_displacement_nm,rotation_angle_deg,aligned_rms_nm,aligned_max_nm,bond_deviation_q95_nm,bond_deviation_max_nm,angle_deviation_q95_deg,angle_deviation_max_deg
1,1681,1706,0.07734027250714391,12.291818038947302,0.016689660039200797,0.031966635519070634,0.006018590555794203,0.006762291529869069,5.283967592198402,5.791712064511771
2,1707,1732,0.0925286937744042,31.968003088553367,0.017647347372866874,0.034707073033454175,0.0054190418470606684,0.005858907489728532,5.518219929858448,5.660004547969692
3,1733,1758,0.17795675875944014,19.937076160317915,0.019653250841463583,0.050119444145464064,0.0033384489234083545,0.0037296932234342772,5.763447940090857,6.307987841373773
4,1759,1784,0.15526913549662777,45.90080433115046,0.023216892383046757,0.04941428646558452,0.004163457789540668,0.004597292648712975,4.169430026108042,5.992029781226506
