fragment,cap_id,source_edge_id,parent_inside_node,parent_element,removed_outside_node,removed_outside_element,original_BN_distance_angstrom,target_XH_distance_angstrom,placement_rule,geometry_optimized,capping_method_status
QM_F06_LOWER,HCAP:LOWER:01,E:70,P:46,B,P:47,N,1.45000000,1.19000000,ALONG_ORIGINAL_INSIDE_TO_OUTSIDE_BOND_VECTOR,False,GEOMETRIC_INITIAL_GUESS_REQUIRES_QM_VALIDATION
QM_F06_LOWER,HCAP:LOWER:02,E:73,P:48,B,P:49,N,1.45000000,1.19000000,ALONG_ORIGINAL_INSIDE_TO_OUTSIDE_BOND_VECTOR,False,GEOMETRIC_INITIAL_GUESS_REQUIRES_QM_VALIDATION
QM_F06_LOWER,HCAP:LOWER:03,E:2463,P:48,B,S:1681,N,1.44973000,1.19000000,ALONG_ORIGINAL_INSIDE_TO_OUTSIDE_BOND_VECTOR,False,GEOMETRIC_INITIAL_GUESS_REQUIRES_QM_VALIDATION
QM_F06_LOWER,HCAP:LOWER:04,E:2520,P:46,B,S:1709,N,1.44973000,1.19000000,ALONG_ORIGINAL_INSIDE_TO_OUTSIDE_BOND_VECTOR,False,GEOMETRIC_INITIAL_GUESS_REQUIRES_QM_VALIDATION
QM_F06_LOWER,HCAP:LOWER:05,E:2721,A:LOWER:11:-5,N,A:LOWER:10:-6,B,1.44973000,1.01000000,ALONG_ORIGINAL_INSIDE_TO_OUTSIDE_BOND_VECTOR,False,GEOMETRIC_INITIAL_GUESS_REQUIRES_QM_VALIDATION
QM_F06_LOWER,HCAP:LOWER:06,E:2722,A:LOWER:11:-5,N,A:LOWER:10:-4,B,1.44973000,1.01000000,ALONG_ORIGINAL_INSIDE_TO_OUTSIDE_BOND_VECTOR,False,GEOMETRIC_INITIAL_GUESS_REQUIRES_QM_VALIDATION
QM_F06_LOWER,HCAP:LOWER:07,E:2740,A:LOWER:14:-4,N,A:LOWER:13:-3,B,1.44973000,1.01000000,ALONG_ORIGINAL_INSIDE_TO_OUTSIDE_BOND_VECTOR,False,GEOMETRIC_INITIAL_GUESS_REQUIRES_QM_VALIDATION
