edge_id,source_node,target_node,source_element,target_element,edge_type,end,heavy_atom_edge,heteropolar_BN_edge,graph_source,coordinates_assigned,formal_bond_order_assigned,bridge_path_id,bridge_edge_position,inside_node,outside_node,inside_element,outside_element,inside_node_type,outside_node_type,capping_required_review
E:70,P:46,P:47,B,N,PARENT_BN,PARENT,True,True,GATE3I_RETAINED_NONBRIDGE_HEAVY_EDGE,False,False,,,P:46,P:47,B,N,PARENT_HBN,PARENT_HBN,True
E:73,P:48,P:49,B,N,PARENT_BN,PARENT,True,True,GATE3I_RETAINED_NONBRIDGE_HEAVY_EDGE,False,False,,,P:48,P:49,B,N,PARENT_HBN,PARENT_HBN,True
E:2463,P:48,S:1681,B,N,PARENT_TO_COMPLETION_SEED,LOWER,True,True,GATE3I_RETAINED_NONBRIDGE_HEAVY_EDGE,False,False,,,P:48,S:1681,B,N,PARENT_HBN,HEXAGONAL_EDGE_COMPLETION_SEED,True
E:2520,P:46,S:1709,B,N,PARENT_TO_COMPLETION_SEED,LOWER,True,True,GATE3I_RETAINED_NONBRIDGE_HEAVY_EDGE,False,False,,,P:46,S:1709,B,N,PARENT_HBN,HEXAGONAL_EDGE_COMPLETION_SEED,True
E:2721,A:LOWER:10:-6,A:LOWER:11:-5,B,N,ANNULUS_BN,LOWER,True,True,GATE3I_RETAINED_NONBRIDGE_HEAVY_EDGE,False,False,,,A:LOWER:11:-5,A:LOWER:10:-6,N,B,ANNULUS_INTERIOR,ANNULUS_OUTER_BOUNDARY,True
E:2722,A:LOWER:10:-4,A:LOWER:11:-5,B,N,ANNULUS_BN,LOWER,True,True,GATE3I_RETAINED_NONBRIDGE_HEAVY_EDGE,False,False,,,A:LOWER:11:-5,A:LOWER:10:-4,N,B,ANNULUS_INTERIOR,ANNULUS_INTERIOR,True
E:2740,A:LOWER:13:-3,A:LOWER:14:-4,B,N,ANNULUS_BN,LOWER,True,True,GATE3I_RETAINED_NONBRIDGE_HEAVY_EDGE,False,False,,,A:LOWER:14:-4,A:LOWER:13:-3,N,B,ANNULUS_OUTER_BOUNDARY,ANNULUS_INTERIOR,True
E:3084,A:LOWER:14:-4,H4:LOWER:0017:0,N,H,ANNULUS_OUTER_PASSIVANT_H_BOND,LOWER,False,False,COORDINATION_DERIVED_PASSIVATION,False,False,,,A:LOWER:14:-4,H4:LOWER:0017:0,N,H,ANNULUS_OUTER_BOUNDARY,ANNULUS_OUTER_PASSIVANT_H,True
