accepted_TPR,accepted_GRO,accepted_MDP,candidate_TOP,GROMACS_executable,GRO_atom_count,accepted_TPR_atom_count,candidate_topology_atom_count,rebuilt_TPR_atom_count,GRO_all_atoms_have_velocities,local_topology_file_count,include_directive_count,unresolved_include_count,molecule_type_count,duplicate_molecule_type_count,missing_molecule_types,grompp_return_code,grompp_pass,gmx_check_return_code,GRO_expected_composition_pass,GRO_vs_TPR_atom_count_pass,topology_total_atom_count_pass,topology_molecule_counts_pass,topology_atom_counts_pass,rebuilt_TPR_atom_count_pass,no_duplicate_molecule_types_pass,no_missing_molecule_types_pass,structural_reconstruction_pass
runs/phase1A/accepted/hybrid_hydrated_gap45_pyr5shift_clean032_nvt_100ps_frozenSolute/nvt_100ps_frozenSolute.tpr,runs/phase1A/accepted/hybrid_hydrated_gap45_pyr5shift_clean032_nvt_100ps_frozenSolute/nvt_100ps_frozenSolute.gro,runs/phase1A/accepted/hybrid_hydrated_gap45_pyr5shift_clean032_nvt_100ps_frozenSolute/nvt_100ps_frozenSolute.mdp,parameters/phase1A/accepted/hybrid_hbnBonded_kang2000_improperGeo100_validated/hbn_pyrene_4_hydratable_gap45_pyr5shift_clean032_hbnBonded_kang2000_improperGeo100.top,/usr/local/gromacs/bin/gmx,68320,68320,68320,68320,True,4,3,0,3,0,,0,True,0,True,True,True,True,True,True,True,True,True
