block,start_ps,end_ps,frame_count,temperature_mean_K,potential_mean_kJ_mol,pressure_mean_bar,HBN_aligned_rms_nm_mean,HBN_aligned_rms_nm_extreme,HBN_bond_deviation_q99_nm_mean,HBN_bond_deviation_q99_nm_extreme,HBN_bond_deviation_max_nm_mean,HBN_bond_deviation_max_nm_extreme,HBN_angle_deviation_q99_deg_mean,HBN_angle_deviation_q99_deg_extreme,HBN_angle_deviation_max_deg_mean,HBN_angle_deviation_max_deg_extreme,HBN_planarity_q99_deg_mean,HBN_planarity_q99_deg_extreme,HBN_planarity_max_deg_mean,HBN_planarity_max_deg_extreme,HBN_equilibrium_q99_deg_mean,HBN_equilibrium_q99_deg_extreme,HBN_equilibrium_max_deg_mean,HBN_equilibrium_max_deg_extreme,PYR_max_aligned_rms_nm_mean,PYR_max_aligned_rms_nm_extreme,PYR_max_bond_deviation_nm_mean,PYR_max_bond_deviation_nm_extreme,PYR_max_angle_deviation_deg_mean,PYR_max_angle_deviation_deg_extreme,HBN_PYR_minimum_contact_nm_mean,HBN_PYR_minimum_contact_nm_extreme,PYR_PYR_minimum_contact_nm_mean,PYR_PYR_minimum_contact_nm_extreme,PYR_waterO_minimum_contact_nm_mean,PYR_waterO_minimum_contact_nm_extreme
1,0.0,5.0,10,300.68606324,-762434.145,25.465444880000003,0.04349742948364683,0.05521594443511112,0.007489017382510582,0.007807981666806001,0.010521662990496016,0.012216818438202853,2.7542025409824746,2.882432627378728,4.333513018387611,4.7490589310944955,20.21036694387816,21.15755446053784,26.383933125512776,28.32285024455868,19.84138366052283,21.04262213352927,28.336583824003107,33.403235455073286,0.018548864814493766,0.021942905459509495,0.007535233874487966,0.008669458357593307,8.660249942186654,11.140908455660309,0.2955116423718539,0.2825685757475521,1.7225246868063817,1.5964679765031307,0.2904263814052346,0.2811494264621574
2,5.0,10.0,10,299.8835888599999,-763261.805,-7.228038199999999,0.05806419060760541,0.06490720155689375,0.0075236194033903745,0.008021699146762554,0.010556713539894288,0.012651514423425825,2.776558527833825,2.8848915235189665,4.613000209110524,5.143229349835536,20.38993690760396,21.122029233565392,25.700908810483252,27.115707312297218,19.712926733369773,20.33221953207987,28.39755989130696,35.410107312297214,0.021723557666292467,0.026203322356063433,0.007671630234997508,0.008494305633506893,7.684846703860221,9.234998383470753,0.2954253638024795,0.2793617726175149,1.674579246504735,1.543679046952442,0.29043765666968074,0.27739863013360405
3,10.0,15.0,10,299.82085143999996,-763404.875,-13.102920360000002,0.04332180576642,0.061978739375129245,0.007638546935298962,0.007859240450653253,0.010616653922217164,0.012470632182639108,2.826004282114101,2.9263897964694157,4.611240991459217,5.720364239588989,20.752379855242584,21.62712259614529,26.20643080194028,29.709064885459156,20.346705456712534,21.36545680688459,27.812313262922636,30.631985859827864,0.020029873179421405,0.02324078966039235,0.008293634006071044,0.010136666629628838,8.664410265096285,10.108930700205462,0.2981671133162286,0.28285862192975497,1.7540958155743738,1.5779442322211514,0.2926065695031409,0.2867716861895539
4,15.0,20.0,10,300.73324216,-762315.00125,49.452824680000006,0.05056326030749506,0.058016515775652304,0.007590677869037631,0.00791874695581131,0.010509299176675573,0.011321365146703843,2.863018392288775,2.9600607196910254,4.489337474311732,5.437889947639988,20.818615622389075,21.46339107532919,26.210415097005136,27.55582858203502,20.31677678245835,21.45553369286831,29.756601267719287,33.91061848169045,0.020502364227621018,0.02353667616285964,0.008004783315574715,0.009136438833108038,9.00131333983197,11.45745205687804,0.2957721216092498,0.2740729829808112,1.867430571139942,1.8020197002252774,0.29278409677395023,0.2852314849381112
5,20.0,25.0,11,299.6523221372549,-763483.7009803922,14.708192745098035,0.06013303577013627,0.06926872238538287,0.007710951599004717,0.007959307769008236,0.01097983259539561,0.01279688300332274,2.8709790648441724,2.9525700751351973,4.708755730350583,5.237413872351937,20.73131313247536,21.696449414590546,26.578378647896827,31.033584189749803,19.90978366209901,20.956838536102374,29.175040411566286,32.675432759034095,0.020115992053114377,0.023378828650925214,0.007755612642730813,0.00918794505381311,8.021847380346939,11.083215579476132,0.2964040421085823,0.27892830620071557,1.8786538610829326,1.7542058032055414,0.2905275448283717,0.27107563520169065
