temperature_K,kappa_ref_ps_inv,gamma_phi_ps_inv,frame,snapshot_time_ps,steady_PYR2_population,steady_PYR3_population,steady_PYR4_population,steady_PYR5_population,Gibbs_PYR5_population,steady_l1_distance_to_Gibbs,stationary_residual,minimum_stationary_density_eigenvalue
150.0,0.1,0.0,16,80.0,6.676432389446744e-08,9.912620348179595e-07,2.389407790069417e-05,0.9999750478957407,0.9999750478957407,0.0,2.879133541897477e-14,4.4575132244494146e-11
150.0,0.1,0.0,17,85.0,6.94248889753918e-08,7.46380573146119e-07,1.900175765063531e-05,0.9999801824368872,0.9999801824368872,0.0,9.925837434088439e-14,3.965532212858921e-12
150.0,0.1,0.0,18,90.0,6.658405985733068e-08,7.525849595071839e-07,1.9073217519800012e-05,0.9999801076134608,0.9999801076134608,0.0,5.96442039146578e-14,4.719084820144428e-12
150.0,0.1,0.0,19,95.0,6.786802449831939e-08,9.31766455328877e-07,2.286578640821778e-05,0.999976134579112,0.999976134579112,0.0,3.0117639202944494e-14,4.7789494685454306e-11
150.0,0.1,0.0,20,100.0,7.207760302417995e-08,9.626706454710226e-07,2.2451615717299058e-05,0.9999765136360342,0.9999765136360342,0.0,3.424383677427271e-14,2.58776212380564e-11
150.0,0.1,1.0,0,0.0,0.27111365407226873,0.2485899288917637,0.22794177729209592,0.2523546397438716,0.9999769822685074,1.4952446850492724,5.606062189556314e-14,0.22769826215743225
150.0,0.1,1.0,1,5.0,0.24282200773093585,0.2630727622100007,0.23452774989014238,0.2595774801689212,0.999979019948691,1.4808030795595397,4.069328304188128e-14,0.2344512846287181
150.0,0.1,1.0,2,10.0,0.23574572868085455,0.2582676041332144,0.2402142603004153,0.2657724068855157,0.9999787317320259,1.46841264969302,2.949100592178471e-14,0.23520382379967966
150.0,0.1,1.0,3,15.0,0.23097202431232475,0.26084929071220336,0.24142453415531187,0.2667541508201601,0.9999832263948543,1.4664581511493875,1.8727732718696446e-14,0.23092229681770768
150.0,0.1,1.0,4,20.0,0.22005527204749478,0.2377820910754803,0.25827575581024514,0.28388688106677984,0.9999788652863972,1.4321839684392357,3.265039750035329e-14,0.21933658379946055
150.0,0.1,1.0,5,25.0,0.23923423806189661,0.2617108661699962,0.23686564343704514,0.26218925233106194,0.9999751473781779,1.4755717900942318,1.848794666684024e-14,0.23683867982683557
150.0,0.1,1.0,6,30.0,0.25498961882889776,0.22943599670954337,0.24535257240634653,0.27022181205521234,0.9999783014817845,1.4595129788531427,2.575569081257651e-14,0.22810958393213124
150.0,0.1,1.0,7,35.0,0.23315990236032996,0.26124520066622775,0.2401708995768755,0.26542399739656675,0.9999756063999199,1.469103218006706,2.87264307413463e-14,0.23312092903671774
150.0,0.1,1.0,8,40.0,0.240692462157912,0.25999922657674446,0.23705442684867695,0.26225388441666647,0.9999756121725212,1.4754434555117095,4.2514382373864205e-14,0.23695836386367675
150.0,0.1,1.0,9,45.0,0.23572244994940864,0.25833066936695914,0.24007823035943837,0.2658686503241939,0.999980678857603,1.4682240570668184,1.7022628032959855e-14,0.23562440694448272
150.0,0.1,1.0,10,50.0,0.23938399679589878,0.2616124914074871,0.2368876447866317,0.2621158670099826,0.9999760079053505,1.475720281790735,5.414318784844566e-14,0.23685501096063422
150.0,0.1,1.0,11,55.0,0.23369321942712362,0.2610285098287902,0.2400080612030919,0.2652702095409943,0.9999745862247873,1.4694087533675866,4.3235277922441246e-14,0.23363282358866885
150.0,0.1,1.0,12,60.0,0.27015391491311175,0.24936321002975717,0.2280544538151929,0.2524284212419382,0.9999766658409047,1.4950964891979335,2.205249265437223e-14,0.2279540481173846
150.0,0.1,1.0,13,65.0,0.23043485494180393,0.2604871453741836,0.24187050393321732,0.26720749575079517,0.999977796909744,1.4655406023178983,5.3368985674100927e-14,0.23006918525327547
150.0,0.1,1.0,14,70.0,0.24325788620497235,0.22726493697844544,0.2524227690136252,0.27705440780295687,0.9999723501211892,1.445835884636465,1.745200861893665e-14,0.22595535316377635
150.0,0.1,1.0,15,75.0,0.23636451010491874,0.2593420196494466,0.23943260738419134,0.26486086286144334,0.9999754307972316,1.4702291358715767,2.7333555790147776e-14,0.23613142078092128
150.0,0.1,1.0,16,80.0,0.23445291996650006,0.2608070197555134,0.2397332367601429,0.26500682351784366,0.9999750478957407,1.469936448755794,3.3885094639601576e-14,0.23437210830046576
150.0,0.1,1.0,17,85.0,0.25665463947581174,0.2506233616874251,0.23365611123676394,0.2590658875999992,0.9999801824368867,1.4818285896737755,3.467247885795562e-14,0.2322906600568571
150.0,0.1,1.0,18,90.0,0.25001702828333666,0.23851470901783564,0.24287188350366648,0.2685963791951611,0.999980107613461,1.4627674568365996,2.7536048507243214e-14,0.23259505820790485
150.0,0.1,1.0,19,95.0,0.24024062543734,0.25897450630035374,0.23770314383840804,0.26308172442389816,0.999976134579112,1.4737888203104277,3.473094753702686e-14,0.23731471779701543
150.0,0.1,1.0,20,100.0,0.24110390198384968,0.261677225905724,0.23600158221531253,0.26121728989511384,0.9999765136360339,1.4775184474818404,6.431796829592872e-14,0.23586558416071218
150.0,0.1,20.0,0,0.0,0.2531821540267944,0.25032432699993745,0.2475462194668879,0.24894729950638045,0.9999769822685074,1.5020593655242551,3.7690534557722924e-14,0.24753240087096082
150.0,0.1,20.0,1,5.0,0.2495977811738551,0.25111960843081993,0.2489656899737345,0.2503169204215904,0.999979019948691,1.4993241990542012,3.7024085589590216e-14,0.24896158641649724
150.0,0.1,20.0,2,10.0,0.24829625523164067,0.25278489854415864,0.24873544813035622,0.2501833980938445,0.9999787317320259,1.4995906672763626,3.2989333716484236e-14,0.2482660313681939
150.0,0.1,20.0,3,15.0,0.24863185686235792,0.25074996929817867,0.2496555965922962,0.2509625772471672,0.9999832263948543,1.4980412982953732,4.7169224351970945e-14,0.2486291463872893
150.0,0.1,20.0,4,20.0,0.24350099410138415,0.24904459916205154,0.2531633988540881,0.2542910078824762,0.9999788652863972,1.491375714807843,4.396474838684166e-14,0.24345971657183849
150.0,0.1,20.0,5,25.0,0.248927045737912,0.2509274713617585,0.2494040253060084,0.25074145759432104,0.9999751473781779,1.4984673795677137,1.9739462348520766e-14,0.24892103330263599
150.0,0.1,20.0,6,30.0,0.24811708443138908,0.24501719456311474,0.2529340974741846,0.25393162353131155,0.9999783014817845,1.4920933559009442,2.2097941082045318e-14,0.24494988720269303
150.0,0.1,20.0,7,35.0,0.24901794994368143,0.2508408747211932,0.24940943899529647,0.250731736339829,0.9999756063999199,1.498487740120182,5.491640241181939e-14,0.24901586355881922
150.0,0.1,20.0,8,40.0,0.24655735158485093,0.25202336711903467,0.2500368196161399,0.2513824616799744,0.9999756121725212,1.4971863009850936,6.454204608006462e-14,0.24651751174570263
150.0,0.1,20.0,9,45.0,0.2514315962372803,0.25344676685061424,0.246772333190888,0.2483493037212175,0.999980678857603,1.503262750272771,3.350542615742893e-14,0.24672103458461858
150.0,0.1,20.0,10,50.0,0.24878191134359245,0.25100379937812733,0.249440450616101,0.2507738386621792,0.9999760079053505,1.4984043384863415,1.7575304417554754e-14,0.24877279159899668
150.0,0.1,20.0,11,55.0,0.24905387765448078,0.2509437841759473,0.24933595165785494,0.2506663865117169,0.9999745862247873,1.4986163994261412,5.158220550379324e-14,0.2490506315057889
150.0,0.1,20.0,12,60.0,0.25411661242503897,0.2493342010200375,0.2475947009310266,0.24895448562389694,0.9999766658409047,1.5020443604340161,6.10489306497625e-14,0.2475891197266356
150.0,0.1,20.0,13,65.0,0.24091486260165215,0.24932547451898607,0.2543976251875138,0.2553620376918479,0.999977796909744,1.4892315184357927,4.4962596469097297e-14,0.24089907111481618
150.0,0.1,20.0,14,70.0,0.2548732925907114,0.24646863778676437,0.24872643929820681,0.24993163032431728,0.9999723501211892,1.5000814395937443,1.8582816139957196e-14,0.2464017466842281
150.0,0.1,20.0,15,75.0,0.2494996469859707,0.2522678376659716,0.24840158569828155,0.24983092964977616,0.9999754307972316,1.500289002294911,6.18568621932924e-14,0.24837769194206538
150.0,0.1,20.0,16,80.0,0.24915330174749228,0.25114119914186855,0.24917985783494323,0.2505256412756961,0.9999750478957407,1.4988988132400891,2.307286020520829e-14,0.249148064004212
150.0,0.1,20.0,17,85.0,0.26039189656992845,0.25159455672090214,0.2431665819327654,0.24484696477640414,0.9999801824368867,1.5102664353209658,1.2057083213609248e-13,0.24309727912669685
150.0,0.1,20.0,18,90.0,0.25860545132365387,0.24671639332800893,0.2466473184021054,0.24803083694623174,0.999980107613461,1.5038985413344583,3.423507655639734e-14,0.24627533926409784
150.0,0.1,20.0,19,95.0,0.247431185344958,0.25275542917378563,0.24919709035396237,0.25061629512729394,0.999976134579112,1.498719678903636,8.74742094984493e-14,0.24739169046458287
150.0,0.1,20.0,20,100.0,0.2490073339646089,0.2513901569142957,0.249119634793316,0.25048287432777927,0.9999765136360339,1.4989872786165095,1.0518258794963772e-13,0.2489962145671074
150.0,0.1,100.0,0,0.0,0.2598643486652833,0.2515468638168282,0.24398566717894665,0.24460312033894188,0.9999769822685074,1.510747723859132,8.93174588828321e-14,0.2439830112427508
150.0,0.1,100.0,1,5.0,0.24926913998532033,0.2520374257388623,0.24915867542011233,0.24953475885570503,0.999979019948691,1.500888522185972,2.975653685283115e-14,0.24915785965456638
150.0,0.1,100.0,2,10.0,0.24556905819711294,0.2607462118615872,0.24642397825939694,0.24726075168190306,0.9999787317320259,1.5054359601002454,1.1922711651052584e-14,0.245563831724759
150.0,0.1,100.0,3,15.0,0.24907533032573725,0.25099956533975193,0.24980615772245243,0.2501189466120583,0.9999832263948543,1.499728559565591,2.434318633715463e-14,0.24907479089731827
150.0,0.1,100.0,4,20.0,0.2292990504935151,0.24760598553291607,0.2617118840425412,0.2613830799310276,0.9999788652863972,1.4771915707107404,6.719349036011549e-14,0.22929214403581996
150.0,0.1,100.0,5,25.0,0.24743384577554187,0.2515643520914957,0.2503422267346009,0.25065957539836153,0.9999751473781779,1.4986311439596327,3.06382610444549e-14,0.24743266434942207
150.0,0.1,100.0,6,30.0,0.24229503378473538,0.23561240574877057,0.26141987568948055,0.26067268477701355,0.9999783014817845,1.4786112334095403,6.13198611673502e-14,0.2356020060368126
150.0,0.1,100.0,7,35.0,0.2496576572207424,0.25128321203026954,0.24935623208424718,0.24970289866474105,0.9999756063999199,1.500545415470358,3.309078920244376e-14,0.24935565808270346
150.0,0.1,100.0,8,40.0,0.2374456575894684,0.2566329057331088,0.2527705826866793,0.25315085399074355,0.9999756121725212,1.4936495163635555,4.683349944622154e-14,0.2374388761372208
150.0,0.1,100.0,9,45.0,0.2583536057454518,0.2624210466605697,0.23897701520553313,0.24024833238844545,0.999980678857603,1.5194646929383153,3.8253499887017406e-14,0.23896870059934022
150.0,0.1,100.0,10,50.0,0.24672106256015508,0.25193834709402674,0.2505111498573043,0.2508294404885138,0.9999760079053505,1.4982931348336723,3.9850543324824527e-14,0.2467192856786899
150.0,0.1,100.0,11,55.0,0.24965643501219276,0.25182653283405393,0.24906908805347833,0.24944794410027513,0.9999745862247873,1.501053284249025,6.096878476186511e-14,0.24906816973488138
150.0,0.1,100.0,12,60.0,0.26385647604670576,0.24699369956470713,0.24435408133690661,0.2447957430516807,0.9999766658409047,1.5103618455784487,3.822631483299971e-14,0.24435298625270427
150.0,0.1,100.0,13,65.0,0.24056052009125917,0.24938502068788587,0.2550483013757013,0.25500615784515374,0.999977796909744,1.489943278129181,3.634804827689078e-14,0.24055775606572047
150.0,0.1,100.0,14,70.0,0.2692839161536123,0.24140468496391987,0.24454436498547072,0.244767033896997,0.9999723501211892,1.5104106324483848,6.295006459518891e-14,0.24139446785803972
150.0,0.1,100.0,15,75.0,0.25058905776281504,0.25827627517698704,0.24518229264967395,0.245952374410524,0.9999754307972316,1.5080461127734153,2.118568284989571e-14,0.2451779329751652
150.0,0.1,100.0,16,80.0,0.2498497033227932,0.25281191734464264,0.24844891627913726,0.24888946305342702,0.9999750478957407,1.5021711696846274,7.67020695415381e-14,0.2484474674865624
150.0,0.1,100.0,17,85.0,0.2754563839187361,0.25623893944139364,0.23352169925927244,0.23478297738059783,0.9999801824368867,1.5303944101125784,1.2688487435926116e-14,0.23351340157862427
150.0,0.1,100.0,18,90.0,0.2666763185158248,0.24146593600517308,0.24583690362371824,0.24602084185528392,0.999980107613461,1.507918531516354,1.1834949896931388e-14,0.24145439899989515
150.0,0.1,100.0,19,95.0,0.24141550642283657,0.2603973761740159,0.24874318809154425,0.24944392931160336,0.999976134579112,1.5010644105350175,2.9679555545117676e-14,0.24140880405013593
150.0,0.1,100.0,20,100.0,0.24730620951078747,0.253772158364814,0.24923891241188037,0.2496827197125183,0.9999765136360339,1.5005875878470316,5.372407767499538e-14,0.24730416773545608
150.0,1.0,0.0,0,0.0,7.866357801056987e-08,9.229225029383238e-07,2.2016145410707327e-05,0.9999769822685084,0.9999769822685084,0.0,2.726456236364346e-14,3.5158373946083026e-11
150.0,1.0,0.0,1,5.0,5.749387805947512e-08,8.301258164467088e-07,2.009243161455018e-05,0.999979019948691,0.999979019948691,0.0,4.839457975232823e-14,6.443352929452993e-12
150.0,1.0,0.0,2,10.0,7.81522993685519e-08,8.542004587020603e-07,2.033591521639753e-05,0.9999787317320254,0.9999787317320254,0.0,3.499542286366547e-14,2.5696720278436483e-11
150.0,1.0,0.0,3,15.0,6.351777563698683e-08,7.741994921642434e-07,1.5935887878756464e-05,0.9999832263948534,0.9999832263948534,0.0,3.556131737914289e-14,1.27116389667465e-12
150.0,1.0,0.0,4,20.0,6.155096358249854e-08,7.691788245880577e-07,2.030398381366635e-05,0.9999788652863981,0.9999788652863981,0.0,4.457669173120228e-14,3.698258636781692e-12
150.0,1.0,0.0,5,25.0,8.841307283670594e-08,1.2803106113839697e-06,2.3483898138025965e-05,0.9999751473781777,0.9999751473781777,0.0,3.601490852901727e-14,1.53961600980985e-10
150.0,1.0,0.0,6,30.0,7.477057627300757e-08,8.061468303420423e-07,2.0817600810523312e-05,0.9999783014817829,0.9999783014817829,0.0,4.148779133581861e-14,1.716876422469838e-11
150.0,1.0,0.0,7,35.0,7.367715826806713e-08,1.0466790149170622e-06,2.327324390702286e-05,0.9999756063999199,0.9999756063999199,0.0,2.6180086922202887e-14,3.032869661584324e-11
150.0,1.0,0.0,8,40.0,8.551106213814107e-08,1.0453347698030997e-06,2.325698164664876e-05,0.9999756121725214,0.9999756121725214,0.0,3.7150664782093424e-14,8.932170018930627e-11
150.0,1.0,0.0,9,45.0,6.626883487140254e-08,7.794228061968199e-07,1.8475450755830643e-05,0.9999806788576031,0.9999806788576031,0.0,3.482148338068462e-14,2.749165349184883e-12
150.0,1.0,0.0,10,50.0,8.459550452405644e-08,1.1386549718711173e-06,2.276884417415486e-05,0.9999760079053494,0.9999760079053494,0.0,3.2864817931468714e-14,4.463399986800458e-11
150.0,1.0,0.0,11,55.0,6.870649795696428e-08,1.0501671248395438e-06,2.429490158954226e-05,0.9999745862247876,0.9999745862247876,0.0,5.259057215620052e-14,3.536447258057103e-11
150.0,1.0,0.0,12,60.0,8.412583996401632e-08,9.931985846747287e-07,2.2256834670125342e-05,0.9999766658409053,0.9999766658409053,0.0,3.091036739327423e-14,4.808644281640529e-11
150.0,1.0,0.0,13,65.0,7.336592488045178e-08,9.967196633620663e-07,2.113300466716847e-05,0.9999777969097446,0.9999777969097446,0.0,7.001823717265649e-14,1.758471345685198e-11
150.0,1.0,0.0,14,70.0,6.296114432181165e-08,8.245737282455976e-07,2.676234393777282e-05,0.9999723501211897,0.9999723501211897,0.0,3.106442092250017e-14,3.449835227461667e-11
150.0,1.0,0.0,15,75.0,5.588896082857446e-08,9.28045288553796e-07,2.3585268518853923e-05,0.9999754307972317,0.9999754307972317,0.0,1.091158286303046e-13,7.06154270235182e-11
150.0,1.0,0.0,16,80.0,6.676432389446744e-08,9.912620348179595e-07,2.389407790069417e-05,0.9999750478957407,0.9999750478957407,0.0,4.724585041589279e-14,4.4575132244494146e-11
150.0,1.0,0.0,17,85.0,6.94248889753918e-08,7.46380573146119e-07,1.900175765063531e-05,0.9999801824368872,0.9999801824368872,0.0,2.336183939084325e-14,3.965532212858921e-12
150.0,1.0,0.0,18,90.0,6.658405985733068e-08,7.525849595071839e-07,1.9073217519800012e-05,0.9999801076134608,0.9999801076134608,0.0,8.370369849722647e-14,4.719084820144428e-12
150.0,1.0,0.0,19,95.0,6.786802449831939e-08,9.31766455328877e-07,2.286578640821778e-05,0.999976134579112,0.999976134579112,0.0,2.427685601442743e-14,4.7789494685454306e-11
150.0,1.0,0.0,20,100.0,7.207760302417995e-08,9.626706454710226e-07,2.2451615717299058e-05,0.9999765136360342,0.9999765136360342,0.0,2.7009671355981434e-14,2.58776212380564e-11
150.0,1.0,1.0,0,0.0,0.34442344782518614,0.2204999368479069,0.14110547933718937,0.29397113598971764,0.9999769822685074,1.4120116925575803,4.384732181749022e-14,0.14016189122408432
150.0,1.0,1.0,1,5.0,0.18964044427961252,0.31820811530443815,0.15867284907391851,0.3334785913420306,0.999979019948691,1.3330008572133205,8.323964745828627e-14,0.15825795192568773
150.0,1.0,1.0,2,10.0,0.17538162547077601,0.25807449736727567,0.18506048577454182,0.38148339138740656,0.9999787317320259,1.2369906806892383,1.1063383638818854e-13,0.17336094419124545
150.0,1.0,1.0,3,15.0,0.14306328889194445,0.3099917870556895,0.17735843334616438,0.36958649070620164,0.9999832263948543,1.2607934713773044,8.081408313402897e-14,0.14280451081180057
150.0,1.0,1.0,4,20.0,0.12077624379640832,0.16457983361792822,0.2386670090909217,0.4759769134947417,0.9999788652863972,1.048003903583312,4.496886280669028e-14,0.11900530562101318
150.0,1.0,1.0,5,25.0,0.18646823322390724,0.3165825674428068,0.1593473045495957,0.33760189478369024,0.9999751473781779,1.3247465051889753,9.918706431269449e-15,0.15917568011427574
150.0,1.0,1.0,6,30.0,0.2687819625435859,0.1531371521662889,0.1919803419823774,0.3861005433077477,0.9999783014817845,1.227755516348072,2.193326274668745e-14,0.14954779606561855
150.0,1.0,1.0,7,35.0,0.14712605260185213,0.31004503816228185,0.1761666854695123,0.3666622237663537,0.9999756063999199,1.2666267652671324,1.0044815959984234e-14,0.14690422863374084
150.0,1.0,1.0,8,40.0,0.21080526614254474,0.2871587694425739,0.16241205941065404,0.3396239050042275,0.9999756121725212,1.3207034143365877,4.737362910419694e-14,0.16189357593942924
150.0,1.0,1.0,9,45.0,0.1455592622203992,0.25677905730492057,0.19561711386338343,0.40204456661129695,0.999980678857603,1.1958722244926123,1.9809353086419544e-14,0.14508368434879695
150.0,1.0,1.0,10,50.0,0.19018078335511734,0.3137653840025791,0.15950320392393477,0.3365506287183688,0.9999760079053505,1.3268507583739622,3.0897172869682284e-14,0.159298464970148
150.0,1.0,1.0,11,55.0,0.15044845414167027,0.3036145483261164,0.17737883863466566,0.3685581588975476,0.9999745862247873,1.2628328546544796,2.2743437753588393e-14,0.1501140663112005
150.0,1.0,1.0,12,60.0,0.33515362680066574,0.23836398377536108,0.13767390153779047,0.2888084878861828,0.9999766658409047,1.4223363559094442,2.623636562225705e-14,0.1371990534091487
150.0,1.0,1.0,13,65.0,0.15869880793048827,0.3128974403335446,0.17100969043946718,0.35739406129650003,0.999977796909744,1.2851674712264887,5.5155302164145826e-14,0.15812996032702017
150.0,1.0,1.0,14,70.0,0.15621487013444452,0.12422856071496635,0.24165936255929962,0.4778972065912894,0.9999723501211892,1.0441502870598,1.7434887270982394e-14,0.1214898280149236
150.0,1.0,1.0,15,75.0,0.16521980055410534,0.2676212702041709,0.18532634085842062,0.3818325883833029,0.9999754307972316,1.2362856848278572,2.0203393989197708e-14,0.16418184900863972
150.0,1.0,1.0,16,80.0,0.15400506259568242,0.2951638465012941,0.17927291890525016,0.37155817199777347,0.9999750478957407,1.2568337517959343,7.225845101047669e-14,0.1535736437075981
150.0,1.0,1.0,17,85.0,0.2382185914261722,0.22266240989134736,0.17623700168605064,0.36288199699642987,0.9999801824368867,1.2741963708809143,7.064176801146067e-14,0.1726754902609771
150.0,1.0,1.0,18,90.0,0.21325988044499278,0.1868575561956169,0.19785766248557785,0.4020249008738124,0.999980107613461,1.195910413479297,2.6915122395496524e-14,0.1740873766837927
150.0,1.0,1.0,19,95.0,0.19472467357379017,0.2643235614635164,0.17628046727703012,0.3646712976856633,0.999976134579112,1.2706096737868973,6.212171532608558e-14,0.1746884375812409
150.0,1.0,1.0,20,100.0,0.18997356978722432,0.29804197211254324,0.16561415494652637,0.346370303153706,0.9999765136360339,1.307212420964656,5.22951765280761e-14,0.16491287830199064
150.0,1.0,20.0,0,0.0,0.27874895101735275,0.25199243009284106,0.2281737090467051,0.24108490984310113,0.9999769822685074,1.5177841448508136,1.5039809842040286e-14,0.2280552310952021
150.0,1.0,20.0,1,5.0,0.2458019620671873,0.2606460203243744,0.24024244644096932,0.253309571167469,0.999979019948691,1.493338897562444,3.7125837360653486e-14,0.24020362582613888
150.0,1.0,20.0,2,10.0,0.23589255864319142,0.2720769231621139,0.2391208145522133,0.2529097036424815,0.9999787317320259,1.4941380561790885,7.213461242088509e-14,0.23564924020905026
150.0,1.0,20.0,3,15.0,0.23736024760121419,0.25724803153832365,0.2462289984637142,0.2591627223967479,0.9999832263948543,1.481641007996212,3.2607042882693716e-14,0.23733492971046607
150.0,1.0,20.0,4,20.0,0.20395952450662375,0.23884442665220443,0.27236943388790874,0.2848266149532631,0.9999788652863972,1.4303045006662694,3.0470832158266213e-14,0.2037011516477722
150.0,1.0,20.0,5,25.0,0.24006979245283577,0.25881455545844445,0.24399735004580017,0.25711830204291947,0.9999751473781779,1.4857136906705166,1.3480695801189865e-14,0.24001349692118112
150.0,1.0,20.0,6,30.0,0.2454203859826375,0.21981301780576654,0.2615968873536253,0.2731697088579708,0.9999783014817845,1.4536171852476258,8.032802862042273e-14,0.21942909777072617
150.0,1.0,20.0,7,35.0,0.24057199927786468,0.25807880866992927,0.2441873905611089,0.2571618014910971,0.9999756063999199,1.4856276098176455,6.821656767332545e-14,0.24055197922279759
150.0,1.0,20.0,8,40.0,0.227073361657315,0.26574186823738616,0.24692232391997998,0.26026244618531896,0.9999756121725212,1.4794263319744048,6.398482329245668e-14,0.22679428151624564
150.0,1.0,20.0,9,45.0,0.25353141516262134,0.27283117233802784,0.2298149172882123,0.24382249521113858,0.999980678857603,1.512316367292929,1.000598184088297e-13,0.22948874169514727
150.0,1.0,20.0,10,50.0,0.23893478909276744,0.2594485292481965,0.2442624953405785,0.25735418631845763,0.9999760079053505,1.4852436431737848,4.8320164180391807e-14,0.2388506850895105
150.0,1.0,20.0,11,55.0,0.24089211006336636,0.258994289010437,0.24354567179526246,0.2565679291309341,0.9999745862247873,1.4868133141877067,1.7950507205606386e-14,0.2408610195336235
150.0,1.0,20.0,12,60.0,0.28363786810425584,0.24516168247844916,0.22929366570755083,0.2419067837097442,0.9999766658409047,1.5161397642623216,5.3963672055442065e-14,0.2292433043170722
150.0,1.0,20.0,13,65.0,0.23143155342447222,0.2556715847955977,0.25007925496988137,0.26281760681004873,0.999977796909744,1.4743203801993912,4.312906812961468e-14,0.231389693265113
150.0,1.0,20.0,14,70.0,0.27159836034029566,0.22640401981437494,0.2450579173421132,0.2569397025032162,0.9999723501211892,1.4860652952359465,1.734342580691651e-14,0.22603924332522302
150.0,1.0,20.0,15,75.0,0.24336703802737666,0.26893088508826535,0.23708545771375308,0.250616619170605,0.9999754307972316,1.4987176232532535,5.064732819729487e-14,0.23688867460256594
150.0,1.0,20.0,16,80.0,0.24169507595832918,0.26070052939710064,0.24225055669710593,0.25535383794746436,0.9999750478957407,1.4892424198965526,4.10591118942817e-14,0.2416501653493234
150.0,1.0,20.0,17,85.0,0.2807327000743551,0.2587990665085765,0.2234368166257123,0.2370314167913562,0.9999801824368867,1.5258975312910616,5.660109106660569e-14,0.22314852217596334
150.0,1.0,20.0,18,90.0,0.26589376052021857,0.2343656113235042,0.24340799842911598,0.25633262972716125,0.999980107613461,1.4872949557725994,6.190724662356568e-14,0.2329939915569379
150.0,1.0,20.0,19,95.0,0.23304542680038567,0.2717339263071284,0.24076975307506576,0.25445089381742014,0.999976134579112,1.4910504815233838,9.27503085841489e-14,0.23275860991197542
150.0,1.0,20.0,20,100.0,0.2410795948100115,0.26285864160198635,0.24141019977221967,0.2546515638157825,0.9999765136360339,1.490649899640503,1.0592680381575486e-13,0.2409683966267369
