temperature_K,kappa_ref_ps_inv,gamma_phi_ps_inv,frame,snapshot_time_ps,initial_state,final_survival,final_PYR5_population,maximum_PYR5_population,time_of_maximum_PYR5_ps,final_l1_distance_to_steady,final_l1_distance_to_Gibbs,steady_PYR5_population,integrated_downward_flux_to_PYR5,integrated_upward_flux_from_PYR5,net_thermal_flux_to_PYR5,PYR2_gateway_fraction,PYR3_gateway_fraction,PYR4_gateway_fraction
150.0,0.1,0.0,7,35.0,PYR3_bright,0.9791831994203848,3.106866734382193e-05,3.709709377809099e-05,99.15,1.9998890629935193,1.999889075464926,0.9999756001642165,3.07848455517244e-05,6.592133664499147e-19,3.078484555172374e-05,7.469386495046719e-05,0.8820507636740922,0.11787454246095744
150.0,0.1,0.0,7,35.0,PYR4_bright,0.9257707569552845,0.00048604702727883244,0.000526319657558332,99.95,1.998979106273623,1.9989791187450296,0.9999756001642165,0.0004427822992850357,1.0134388554759958e-17,0.00044278229928502554,8.883940280872704e-06,0.0021144825773639505,0.9978766334823552
150.0,0.1,0.0,7,35.0,PYR5_bright,0.9999550819452717,0.9999550819452717,1.0,0.0,4.103643771146131e-05,4.104890911822412e-05,0.9999756001642165,1.0145888404709809e-08,4.100093936524194e-14,1.0145847403770443e-08,9.782601705470607e-06,0.006343942028500622,0.9936462753697939
150.0,0.1,0.0,8,40.0,PYR2_bright,0.3964145126278363,1.6767772167399263e-05,1.6824045190088274e-05,99.7,1.9999176652392419,1.9999176888006271,0.9999756003918288,1.540340438133554e-05,3.312731249231694e-19,1.540340438133521e-05,0.0480825941064872,0.8193192498805592,0.13259815601295366
150.0,0.1,0.0,8,40.0,PYR3_bright,0.603576518311469,2.8955780772096664e-05,3.098410940522844e-05,99.7,1.9998932892220445,1.9998933127834295,0.9999756003918288,2.729629471451552e-05,7.845633649044551e-19,2.7296294714514733e-05,0.012482406934629094,0.7861991970856677,0.20131839597970322
150.0,0.1,0.0,8,40.0,PYR4_bright,0.8984527625905424,0.00043383895496210573,0.0005185980222859385,99.80000000000001,1.9990835228736346,1.9990835464350198,0.9999756003918288,0.0004335698108156932,1.290013156638309e-17,0.0004335698108156803,3.639771145717228e-05,0.0028203822362829764,0.9971432200522599
150.0,0.1,0.0,8,40.0,PYR5_bright,0.9999956056514321,0.9999956056514321,1.0,0.0,4.615193633376402e-05,4.6149027679076995e-05,0.9999756003918288,9.850688340379659e-09,5.295881144030128e-14,9.850635381568219e-09,9.535514850781334e-05,0.006742176598246085,0.9931624682532461
150.0,0.1,0.0,9,45.0,PYR2_bright,0.8954707874192465,8.758401415879542e-06,8.868113593592102e-06,99.55000000000001,1.9999438457945935,1.9999438409124055,0.999980681298697,7.98154223846757e-06,9.311915652635621e-21,7.981542238467562e-06,0.11075240974420006,0.25143035820056636,0.6378172320552337
150.0,0.1,0.0,9,45.0,PYR3_bright,0.5795949288542414,0.0001466757507996381,0.00014767568841074242,99.60000000000001,1.9996680110958036,1.9996680062136156,0.999980681298697,0.00013887137270387418,2.1213337491756906e-19,0.00013887137270387397,7.94722369666695e-05,0.24526993091550303,0.7546505968475304
150.0,0.1,0.0,9,45.0,PYR4_bright,0.3963770564373127,0.00023072139938717172,0.00023337879847944195,99.60000000000001,1.9994999197986054,1.9994999149164174,0.999980681298697,0.0001968060694213023,4.2006659289991443e-19,0.0001968060694213019,2.4445342893305926e-05,0.12288664234059302,0.8770889123165138
150.0,0.1,0.0,9,45.0,PYR5_bright,0.9999553769467117,0.9999553769467117,1.0,0.0,5.060870400363143e-05,5.060382181571995e-05,0.999980681298697,3.645176148502893e-09,3.3038798776925014e-15,3.6451728446230152e-09,3.2053849008859275e-05,0.13543265572398297,0.8645352904270082
150.0,0.1,0.0,10,50.0,PYR2_bright,0.7895222452499406,4.986439819617065e-06,5.132504889583396e-06,99.80000000000001,1.9999419727322607,1.9999420429313202,0.9999759728058203,4.453891683494371e-06,7.064939115980876e-20,4.453891683494301e-06,0.29511074634848267,0.664724461782347,0.04016479186917035
150.0,0.1,0.0,10,50.0,PYR3_bright,0.915756925341855,2.8159187459226455e-05,3.310675998374937e-05,99.95,1.9998956272369903,1.9998956974360493,0.9999759728058203,2.7260180636492658e-05,5.591024881738562e-19,2.72601806364921e-05,0.002174996976042896,0.9626473796606346,0.03517762336332247
150.0,0.1,0.0,10,50.0,PYR4_bright,0.9707633080376994,0.00046526872203077774,0.0005308940325309317,99.7,1.999021408167831,1.9990214783668905,0.9999759728058203,0.0004441452186986164,9.263603660453317e-18,0.00044414521869860714,4.699595495766139e-06,0.0008804336314169278,0.9991148667730874
150.0,0.1,0.0,10,50.0,PYR5_bright,0.9999770842538233,0.9999770842538233,1.0,0.0,3.3473833970121945e-06,3.343837633571901e-06,0.9999759728058203,9.984364395026324e-09,3.7675598467666526e-14,9.984326719427857e-09,1.9388123507211573e-05,0.00500828837988903,0.9949723234966037
150.0,0.1,0.0,11,55.0,PYR2_bright,0.9258774115875164,8.092686622914927e-06,8.169060194373804e-06,99.60000000000001,1.9999330328652567,1.999932987076446,0.9999746091191929,7.365980061390302e-06,1.1004208271921102e-19,7.3659800613901915e-06,0.12350424934673745,0.09929970106917349,0.777196049584089
150.0,0.1,0.0,11,55.0,PYR3_bright,0.9566466636706473,3.74699308826289e-05,4.42466855045829e-05,99.95,1.9998742783767436,1.9998742325879326,0.9999746091191929,3.678900496410664e-05,7.44105174510913e-19,3.678900496410589e-05,0.00011901371380775179,0.7930246142145991,0.20685637207159316
150.0,0.1,0.0,11,55.0,PYR4_bright,0.8771413340512207,0.0005031420209100525,0.0005320889055335248,98.55000000000001,1.9989429341966956,1.998942888407885,0.9999746091191929,0.0004488700689771285,1.0114429841086867e-17,0.00044887006897711837,1.4321953534459662e-05,0.0037480462243050564,0.9962376318221604
150.0,0.1,0.0,11,55.0,PYR5_bright,0.9999428983004919,0.9999428983004919,1.0,0.0,6.34216375695533e-05,6.337584875884994e-05,0.9999746091191929,1.0693203014885632e-08,3.997218245990888e-14,1.0693163042703172e-08,1.4141795802710908e-05,0.008482408614758978,0.9915034495894383
150.0,0.1,0.0,12,60.0,PYR2_bright,0.6868784227824183,1.0983045447853458e-05,1.1316654266627092e-05,99.75,1.9999313832750039,1.9999313655907782,0.9999766746830178,1.0054646572895622e-05,1.2016867560418586e-19,1.0054646572895502e-05,0.3193007182383127,0.5621083234612307,0.11859095830045652
150.0,0.1,0.0,12,60.0,PYR3_bright,0.45245471756102595,2.5796835656395917e-05,2.731787685778513e-05,99.4,1.9999017556946153,1.9999017380103896,0.9999766746830178,2.309228419732671e-05,3.530438738860368e-19,2.3092284197326356e-05,0.06753820198397639,0.6776916570898134,0.2547701409262102
150.0,0.1,0.0,12,60.0,PYR4_bright,0.8869298869122476,0.0004928695733303774,0.0004928695733303774,100.0,1.9989676102192577,1.998967592535032,0.9999766746830178,0.00041162700109008795,6.346544171420998e-18,0.0004116270010900816,0.000192677410299622,0.0025501838944148956,0.9972571386952854
150.0,0.1,0.0,12,60.0,PYR5_bright,0.9999130400667356,0.9999130400667356,1.0,0.0,0.00012726923241462656,0.00012725154818904184,0.9999766746830178,8.932428466199532e-09,2.7367498850603215e-14,8.932401098700682e-09,0.0005391273476281866,0.005275802526980152,0.9941850701253916
150.0,0.1,0.0,13,65.0,PYR2_bright,0.460035192672111,0.00021286219599989296,0.00021286219599989296,100.0,1.9995299026428874,1.999529869427826,0.999977813517275,0.00020243918343590883,1.1832226138789698e-18,0.00020243918343590764,0.03200490687116431,0.0026920269794704454,0.9653030661493652
150.0,0.1,0.0,13,65.0,PYR3_bright,0.9840335165525116,2.6718092821522e-05,3.14220859159499e-05,99.95,1.9999021908492405,1.9999021576341791,0.999977813517275,2.6525187167889404e-05,1.7210674559689848e-19,2.652518716788923e-05,0.0018623147846523484,0.9322618369409693,0.06587584827437842
150.0,0.1,0.0,13,65.0,PYR4_bright,0.49566109747092235,0.0002535667803023873,0.0002554112609362965,99.85000000000001,1.999448493474246,1.9994484602591844,0.999977813517275,0.0002231604088654188,1.6788449718250769e-18,0.0002231604088654171,0.02589408393900032,0.0025518010155595535,0.9715541150454401
150.0,0.1,0.0,13,65.0,PYR5_bright,0.9999591054151235,0.9999591054151235,1.0,0.0,3.748611282681107e-05,3.748007810073721e-05,0.999977813517275,4.682387962625211e-09,1.2183758079094142e-14,4.682375778867132e-09,0.025600154230037416,0.010058364066930277,0.9643414817030324
150.0,0.1,0.0,14,70.0,PYR2_bright,0.5655430652761728,1.2246234965239537e-05,1.2284067259933064e-05,99.85000000000001,1.9999202155779994,1.9999202077723561,0.9999723540240111,1.1403352840706194e-05,7.2267356438751825e-19,1.1403352840705471e-05,0.1417778791346571,0.36866773719214746,0.4895543836731954
150.0,0.1,0.0,14,70.0,PYR3_bright,0.40942692889312543,1.647580965719006e-05,1.7221637902407786e-05,99.35000000000001,1.9999117564286133,1.9999117486229703,0.9999723540240111,1.5025767919986574e-05,1.1719398662849587e-18,1.5025767919985402e-05,0.08675135471504171,0.3718930918371353,0.5413555534478229
150.0,0.1,0.0,14,70.0,PYR4_bright,0.9881815240166129,0.0005395357858399552,0.0006398741722993375,99.7,1.998865636476224,1.998865628670581,0.9999723540240111,0.0005355793162416354,4.5906615572589464e-17,0.0005355793162415896,1.3897878360680931e-05,5.676706385802434e-05,0.9999293350577814
150.0,0.1,0.0,14,70.0,PYR5_bright,0.9999947484392504,0.9999947484392504,1.0,0.0,4.555854222822085e-05,4.556449985790595e-05,0.9999723540240111,1.4586502390853714e-08,1.5568244498585418e-13,1.4586346708408728e-08,5.394604793998792e-05,0.00021163443424250834,0.9997344195178175
150.0,0.1,0.0,15,75.0,PYR2_bright,0.7014935483641296,2.4509978104269235e-05,2.4562541475924075e-05,99.95,1.9999018552077494,1.9999018416382979,0.9999754375819573,2.22624463108886e-05,3.9129307808195063e-19,2.226244631088821e-05,0.03336833205092068,0.23772561498585906,0.7289060529632202
150.0,0.1,0.0,15,75.0,PYR3_bright,0.6786732673732362,0.0001099867908160319,0.00011343905535568305,99.75,1.999730901582323,1.9997308880128717,0.9999754375819573,0.00010327602265285324,2.3229581460239537e-18,0.00010327602265285093,0.00044981983800647987,0.3219335240515317,0.6776166561104618
150.0,0.1,0.0,15,75.0,PYR4_bright,0.5075100853080583,0.0003380551110175208,0.00038230350789101084,99.45,1.9992747649418994,1.999274751372448,0.9999754375819573,0.0003182160952548616,1.0100418107575454e-17,0.0003182160952548515,7.524132945437133e-05,0.038347721998959,0.9615770366715866
150.0,0.1,0.0,15,75.0,PYR5_bright,0.9999678672400725,0.9999678672400725,1.0,0.0,2.3606694783924408e-05,2.3596899692799295e-05,0.9999754375819573,7.312777721125465e-09,5.0773065115460596e-14,7.31272694806035e-09,8.341404502412498e-05,0.047991284313927386,0.9519253016410485
150.0,0.1,0.0,16,80.0,PYR2_bright,0.8957185514910323,9.48384097985739e-06,9.573988114465426e-06,99.75,1.9999311117822196,1.9999311281092003,0.9999750397322504,8.659342476282235e-06,1.38635815670769e-19,8.659342476282096e-06,0.10073023998397979,0.12900578815536015,0.7702639718606601
150.0,0.1,0.0,16,80.0,PYR3_bright,0.9261369525272501,4.93729598674939e-05,5.258684587160679e-05,99.55000000000001,1.9998513335444579,1.9998513498714383,0.9999750397322504,4.487162756639272e-05,9.41225042917612e-19,4.4871627566391775e-05,0.0001752603618598313,0.6615212519996116,0.3383034876385285
150.0,0.1,0.0,16,80.0,PYR4_bright,0.8156242062143496,0.00045688884504879826,0.0005069680907823301,99.9,1.9990363017741144,1.9990363181010948,0.9999750397322504,0.00042266753378886505,1.0505239636026984e-17,0.00042266753378885453,1.8915307938230305e-05,0.006768184798318172,0.9932128998937436
150.0,0.1,0.0,16,80.0,PYR5_bright,0.9999583852299497,0.9999583852299497,1.0,0.0,3.330900427646932e-05,3.332533125696715e-05,0.9999750397322504,9.863666722179327e-09,4.3442058158748075e-14,9.863623280121168e-09,1.8829343098449085e-05,0.012201312589914866,0.9877798580669868
150.0,0.1,0.0,17,85.0,PYR2_bright,0.38355319250238296,0.00010072300758900445,0.00010072300758900445,100.0,1.9997589147540855,1.9997589188584706,0.9999801803846945,9.516767701933554e-05,7.330294935157573e-20,9.516767701933547e-05,0.12279877488491894,0.13316991984156207,0.744031305273519
150.0,0.1,0.0,17,85.0,PYR3_bright,0.35630207238493655,0.00010526990205451484,0.00010537545383355007,99.80000000000001,1.999749820965171,1.9997498250695558,0.9999801803846945,9.920382384737462e-05,8.018529979983676e-20,9.920382384737454e-05,0.1142749346773307,0.12771201949792746,0.7580130458247418
150.0,0.1,0.0,17,85.0,PYR4_bright,0.26140508180096916,0.000166771641513603,0.000166771641513603,100.0,1.999626817486221,1.999626821590606,0.9999801803846945,0.0001393180625943958,1.680940366646108e-19,0.00013931806259439563,0.06692225494857851,0.07606913145830703,0.8570086135931144
150.0,0.1,0.0,17,85.0,PYR5_bright,0.9999575821119556,0.9999575821119556,1.0,0.0,4.519654532058127e-05,4.520064970550549e-05,0.9999801803846945,2.635628609830893e-09,1.6862104702438002e-15,2.6356269236204226e-09,0.07259239374660519,0.0820045144015378,0.8454030918518569
150.0,0.1,0.0,18,90.0,PYR2_bright,0.3588817176250069,0.00014171610541714345,0.00014171610541714345,100.0,1.9996767858593163,1.999676783016099,0.9999801090350696,0.00013479769740933048,1.5258664436576528e-19,0.00013479769740933032,0.27239039346409044,0.12874354849843928,0.5988660580374702
150.0,0.1,0.0,18,90.0,PYR3_bright,0.3089327466564372,0.00014054747578858557,0.00014054747578858557,100.0,1.9996791231185544,1.999679120275337,0.9999801090350696,0.00013294296070830172,1.5008370773595108e-19,0.00013294296070830156,0.2675141246301198,0.1403176660137543,0.5921682093561259
150.0,0.1,0.0,18,90.0,PYR4_bright,0.33203770360998963,0.00016122112744945783,0.00016122112744945783,100.0,1.9996377758152166,1.9996377729719992,0.9999801090350696,0.00013529673733002015,1.965950899304651e-19,0.00013529673733001996,0.2649942292325973,0.1304755802544228,0.6045301905129798
150.0,0.1,0.0,18,90.0,PYR5_bright,0.9999602185447567,0.9999602185447567,1.0,0.0,3.978098062931324e-05,3.9778137411998756e-05,0.9999801090350696,2.6954157524000605e-09,2.2562610569079172e-15,2.6954134961390036e-09,0.26705579355446296,0.1283964338727186,0.6045477725728184
150.0,0.1,0.0,19,95.0,PYR2_bright,0.376024896362563,4.388506492106569e-05,4.402699223545293e-05,99.95,1.9998645072998473,1.999864499028696,0.9999761387146877,4.0211610240600454e-05,3.651847497045635e-19,4.021161024060009e-05,0.01519716162853685,0.3787436456848761,0.606059192686587
150.0,0.1,0.0,19,95.0,PYR3_bright,0.5109241216992135,7.342234076146606e-05,7.711234993785444e-05,99.55000000000001,1.9998054327481949,1.9998054244770436,0.9999761387146877,6.950317088864276e-05,7.955756899101202e-19,6.950317088864196e-05,0.0038240666937951477,0.36740877821030854,0.6287671550958963
150.0,0.1,0.0,19,95.0,PYR4_bright,0.5277290831818108,0.00039201371754451006,0.00039327521278184646,99.30000000000001,1.9991682499946408,1.9991682417234893,0.9999761387146877,0.00032753854694077516,5.007027931590977e-18,0.0003275385469407702,0.0002374527941676267,0.023470600613817102,0.9762919465920152
150.0,0.1,0.0,19,95.0,PYR5_bright,0.9999248186081532,0.9999248186081532,1.0,0.0,0.00010264021337550068,0.0001026319422241036,0.9999761387146877,7.232259197736658e-09,2.4848879420710425e-14,7.232234348857238e-09,0.000311795155224676,0.031103117906408462,0.9685850869383669
150.0,0.1,0.0,20,100.0,PYR2_bright,0.7033338705787102,1.5581815341516815e-05,1.5747060802506354e-05,99.80000000000001,1.9999218653203132,1.9999218636416938,0.9999765144753436,1.4096405103912223e-05,7.568902502194772e-20,1.4096405103912147e-05,0.1103043697216777,0.28478572940053853,0.6049099008777837
150.0,0.1,0.0,20,100.0,PYR3_bright,0.8482834664400267,3.6831977641028225e-05,4.195994698678214e-05,99.80000000000001,1.999879364995701,1.9998793633170817,0.9999765144753436,3.518817782613839e-05,2.5272659465256793e-19,3.518817782613814e-05,0.0031170466462776534,0.7455404362992183,0.25134251705450406
150.0,0.1,0.0,20,100.0,PYR4_bright,0.8172062396756777,0.00043104732264666876,0.0004791610952782496,99.4,1.9990909343056895,1.9990909326270705,0.9999765144753436,0.0004002793749354974,3.256244704936205e-18,0.00040027937493549413,0.00012858041761606233,0.004647950582099484,0.9952234690002845
150.0,0.1,0.0,20,100.0,PYR5_bright,0.9999642720493047,0.9999642720493047,1.0,0.0,2.4484852473087178e-05,2.4483173853843993e-05,0.9999765144753436,8.758355168995086e-09,1.4251560871497252e-14,8.758340917434214e-09,0.00015895349925795,0.009738235875712153,0.9901028106250299
150.0,0.1,1.0,0,0.0,PYR2_bright,0.393567963950081,0.0009016729566903313,0.0009016729566903313,100.0,0.5029059335741666,1.9981506186234392,0.2523546397438716,8.152823423603985e-05,6.006276904898595e-18,8.152823423603384e-05,0.020735665655180372,0.11187935689821607,0.8673849774466036
150.0,0.1,1.0,0,0.0,PYR3_bright,0.3323579392733323,0.0014077935442005096,0.0014077935442005096,100.0,0.5018936923992011,1.9971383774484737,0.2523546397438716,0.00012753756450272982,1.1753475959894032e-17,0.00012753756450271806,0.007740355088298347,0.10232359263957064,0.889936052272131
150.0,0.1,1.0,0,0.0,PYR4_bright,0.34062260260459953,0.0025193777375814175,0.0025193777375814175,100.0,0.49967052401239853,1.994915209061671,0.2523546397438716,0.00022692964273996974,2.6749881849560092e-17,0.00022692964273994298,0.00271195317693615,0.04023038603425399,0.9570576607888098
150.0,0.1,1.0,0,0.0,PYR5_bright,0.9953679085360915,0.9953679085360915,1.0,0.0,1.4860265375847495,0.009218147464523036,0.2523546397438716,5.884253574953292e-07,1.8153265010908598e-14,5.884253393420643e-07,0.0018616870127805257,0.03384473610620618,0.9642935768810132
150.0,0.1,1.0,1,5.0,PYR2_bright,0.46210493612278636,0.0005173071812339156,0.0005173071812339156,100.0,0.6167517249436785,1.99892342553472,0.2595774801689212,4.672776153950477e-05,6.41352524997156e-19,4.672776153950413e-05,0.024455020596627044,0.11459604711219025,0.8609489322911827
150.0,0.1,1.0,1,5.0,PYR3_bright,0.44171842024577357,0.0007980644235048868,0.0007980644235048868,100.0,0.5177355586400508,1.9983619110501831,0.2595774801689212,7.213302400709924e-05,1.136648148903197e-18,7.21330240070981e-05,0.005461213001050518,0.18976825855032847,0.804770528448621
150.0,0.1,1.0,1,5.0,PYR4_bright,0.5421688177635443,0.0032389750414664282,0.0032389750414664282,100.0,0.6152821357469682,1.9934800898142848,0.2595774801689212,0.00029230277641086803,6.2038189407025345e-18,0.00029230277641086185,0.0006420461866544348,0.012108561413175102,0.9872493924001705
