frame,site,root,family,is_bright_root,expected_bright_root,mapping_preserved,energy_au,energy_eV,fosc,vacuum_energy_eV_same_root,solvent_shift_meV_same_root,source_output
15,PYR2,1,alternate_like,False,2,True,0.147327,4.009,0.00869891,4.001,8.000000000000007,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR2_embedding/frame015_PYR2_embedding.out
15,PYR2,2,bright_like,True,2,True,0.150644,4.099,0.488877754,4.09,9.000000000000341,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR2_embedding/frame015_PYR2_embedding.out
15,PYR3,1,alternate_like,False,2,True,0.147267,4.007,0.013687733,4.001,5.999999999999339,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR3_embedding/frame015_PYR3_embedding.out
15,PYR3,2,bright_like,True,2,True,0.150182,4.087,0.510482168,4.081,5.999999999999339,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR3_embedding/frame015_PYR3_embedding.out
15,PYR4,1,alternate_like,False,2,True,0.147954,4.026,0.01826039,4.015,11.00000000000012,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR4_embedding/frame015_PYR4_embedding.out
15,PYR4,2,bright_like,True,2,True,0.150488,4.095,0.498507322,4.089,5.999999999999339,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR4_embedding/frame015_PYR4_embedding.out
15,PYR5,1,bright_like,True,1,True,0.139528,3.797,0.617289556,3.78,17.000000000000348,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR5_embedding/frame015_PYR5_embedding.out
15,PYR5,2,alternate_like,False,1,True,0.14189,3.861,0.048610659,3.846,15.000000000000124,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR5_embedding/frame015_PYR5_embedding.out
16,PYR2,1,alternate_like,False,2,True,0.147197,4.005,0.007980509,4.001,3.9999999999995595,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR2_embedding/frame016_PYR2_embedding.out
16,PYR2,2,bright_like,True,2,True,0.150505,4.095,0.484549816,4.09,4.999999999999893,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR2_embedding/frame016_PYR2_embedding.out
16,PYR3,1,alternate_like,False,2,True,0.146227,3.979,0.004160358,4.001,-22.00000000000024,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR3_embedding/frame016_PYR3_embedding.out
16,PYR3,2,bright_like,True,2,True,0.149665,4.073,0.500972655,4.081,-8.000000000000007,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR3_embedding/frame016_PYR3_embedding.out
16,PYR4,1,alternate_like,False,2,True,0.147781,4.021,0.00075086,4.015,6.000000000000227,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR4_embedding/frame016_PYR4_embedding.out
16,PYR4,2,bright_like,True,2,True,0.150244,4.088,0.514035631,4.089,-1.000000000000334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR4_embedding/frame016_PYR4_embedding.out
16,PYR5,1,bright_like,True,1,True,0.139165,3.787,0.64087199,3.78,7.000000000000117,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR5_embedding/frame016_PYR5_embedding.out
16,PYR5,2,alternate_like,False,1,True,0.141399,3.848,0.027434139,3.846,1.9999999999997797,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR5_embedding/frame016_PYR5_embedding.out
17,PYR2,1,alternate_like,False,2,True,0.146877,3.997,0.003950877,4.001,-4.000000000000448,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR2_embedding/frame017_PYR2_embedding.out
17,PYR2,2,bright_like,True,2,True,0.150295,4.09,0.503383394,4.09,0.0,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR2_embedding/frame017_PYR2_embedding.out
17,PYR3,1,alternate_like,False,2,True,0.147511,4.014,0.015689894,4.001,12.9999999999999,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR3_embedding/frame017_PYR3_embedding.out
17,PYR3,2,bright_like,True,2,True,0.150354,4.091,0.499303464,4.081,9.999999999999787,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR3_embedding/frame017_PYR3_embedding.out
17,PYR4,1,alternate_like,False,2,True,0.147843,4.023,0.004235391,4.015,8.000000000000007,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR4_embedding/frame017_PYR4_embedding.out
17,PYR4,2,bright_like,True,2,True,0.150499,4.095,0.516236756,4.089,5.999999999999339,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR4_embedding/frame017_PYR4_embedding.out
17,PYR5,1,bright_like,True,1,True,0.138043,3.756,0.658947702,3.78,-24.00000000000002,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR5_embedding/frame017_PYR5_embedding.out
17,PYR5,2,alternate_like,False,1,True,0.140199,3.815,0.01916748,3.846,-31.00000000000014,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR5_embedding/frame017_PYR5_embedding.out
18,PYR2,1,alternate_like,False,2,True,0.147417,4.011,0.004740677,4.001,9.999999999999787,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR2_embedding/frame018_PYR2_embedding.out
18,PYR2,2,bright_like,True,2,True,0.150185,4.087,0.501314575,4.09,-3.0000000000001137,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR2_embedding/frame018_PYR2_embedding.out
18,PYR3,1,alternate_like,False,2,True,0.147627,4.017,0.003591347,4.001,16.000000000000014,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR3_embedding/frame018_PYR3_embedding.out
18,PYR3,2,bright_like,True,2,True,0.150266,4.089,0.514666779,4.081,8.000000000000007,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR3_embedding/frame018_PYR3_embedding.out
18,PYR4,1,alternate_like,False,2,True,0.14782,4.022,0.005227546,4.015,7.000000000000561,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR4_embedding/frame018_PYR4_embedding.out
18,PYR4,2,bright_like,True,2,True,0.150247,4.088,0.513302479,4.089,-1.000000000000334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR4_embedding/frame018_PYR4_embedding.out
18,PYR5,1,bright_like,True,1,True,0.13792,3.753,0.647780357,3.78,-26.99999999999969,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR5_embedding/frame018_PYR5_embedding.out
18,PYR5,2,alternate_like,False,1,True,0.140923,3.835,0.007279731,3.846,-11.00000000000012,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR5_embedding/frame018_PYR5_embedding.out
19,PYR2,1,alternate_like,False,2,True,0.146935,3.998,0.005387942,4.001,-3.0000000000001137,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR2_embedding/frame019_PYR2_embedding.out
19,PYR2,2,bright_like,True,2,True,0.150131,4.085,0.505899823,4.09,-4.999999999999893,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR2_embedding/frame019_PYR2_embedding.out
19,PYR3,1,alternate_like,False,2,True,0.147344,4.009,0.002384253,4.001,8.000000000000007,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR3_embedding/frame019_PYR3_embedding.out
19,PYR3,2,bright_like,True,2,True,0.149904,4.079,0.506260518,4.081,-2.000000000000668,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR3_embedding/frame019_PYR3_embedding.out
19,PYR4,1,alternate_like,False,2,True,0.147011,4.0,0.005415159,4.015,-14.99999999999968,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR4_embedding/frame019_PYR4_embedding.out
19,PYR4,2,bright_like,True,2,True,0.150218,4.088,0.509308271,4.089,-1.000000000000334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR4_embedding/frame019_PYR4_embedding.out
19,PYR5,1,bright_like,True,1,True,0.138966,3.781,0.649181293,3.78,1.000000000000334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR5_embedding/frame019_PYR5_embedding.out
19,PYR5,2,alternate_like,False,1,True,0.141507,3.851,0.018740564,3.846,4.999999999999893,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame019_PYR5_embedding/frame019_PYR5_embedding.out
20,PYR2,1,alternate_like,False,2,True,0.147381,4.01,0.010873752,4.001,8.999999999999453,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR2_embedding/frame020_PYR2_embedding.out
20,PYR2,2,bright_like,True,2,True,0.149862,4.078,0.476937983,4.09,-11.999999999999567,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR2_embedding/frame020_PYR2_embedding.out
20,PYR3,1,alternate_like,False,2,True,0.147006,4.0,0.005212785,4.001,-1.000000000000334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR3_embedding/frame020_PYR3_embedding.out
20,PYR3,2,bright_like,True,2,True,0.149436,4.066,0.499580956,4.081,-15.000000000000568,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR3_embedding/frame020_PYR3_embedding.out
20,PYR4,1,alternate_like,False,2,True,0.147597,4.016,0.006844006,4.015,1.000000000000334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR4_embedding/frame020_PYR4_embedding.out
20,PYR4,2,bright_like,True,2,True,0.150036,4.083,0.521661364,4.089,-6.000000000000227,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR4_embedding/frame020_PYR4_embedding.out
20,PYR5,1,bright_like,True,1,True,0.138467,3.768,0.670424221,3.78,-12.00000000000001,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR5_embedding/frame020_PYR5_embedding.out
20,PYR5,2,alternate_like,False,1,True,0.141419,3.848,0.009116058,3.846,1.9999999999997797,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame020_PYR5_embedding/frame020_PYR5_embedding.out
