node_id,element,node_type,end,source_index_0based,coordinates_assigned,formal_charge_assigned,force_field_type_assigned,circumferential_index,lattice_x,lattice_y,radius_proxy_nm,angle_turns,attached_to
P:401,N,PARENT_HBN,PARENT,401,False,False,False,,,,,,
P:402,B,PARENT_HBN,PARENT,402,False,False,False,,,,,,
P:403,N,PARENT_HBN,PARENT,403,False,False,False,,,,,,
P:404,B,PARENT_HBN,PARENT,404,False,False,False,,,,,,
P:405,N,PARENT_HBN,PARENT,405,False,False,False,,,,,,
P:406,B,PARENT_HBN,PARENT,406,False,False,False,,,,,,
P:407,N,PARENT_HBN,PARENT,407,False,False,False,,,,,,
P:408,B,PARENT_HBN,PARENT,408,False,False,False,,,,,,
P:409,N,PARENT_HBN,PARENT,409,False,False,False,,,,,,
P:410,B,PARENT_HBN,PARENT,410,False,False,False,,,,,,
P:411,N,PARENT_HBN,PARENT,411,False,False,False,,,,,,
P:412,B,PARENT_HBN,PARENT,412,False,False,False,,,,,,
P:413,N,PARENT_HBN,PARENT,413,False,False,False,,,,,,
P:414,B,PARENT_HBN,PARENT,414,False,False,False,,,,,,
P:415,N,PARENT_HBN,PARENT,415,False,False,False,,,,,,
P:416,B,PARENT_HBN,PARENT,416,False,False,False,,,,,,
P:417,N,PARENT_HBN,PARENT,417,False,False,False,,,,,,
P:418,B,PARENT_HBN,PARENT,418,False,False,False,,,,,,
P:419,N,PARENT_HBN,PARENT,419,False,False,False,,,,,,
P:420,B,PARENT_HBN,PARENT,420,False,False,False,,,,,,
P:421,N,PARENT_HBN,PARENT,421,False,False,False,,,,,,
P:422,B,PARENT_HBN,PARENT,422,False,False,False,,,,,,
P:423,N,PARENT_HBN,PARENT,423,False,False,False,,,,,,
P:424,B,PARENT_HBN,PARENT,424,False,False,False,,,,,,
P:425,N,PARENT_HBN,PARENT,425,False,False,False,,,,,,
P:426,B,PARENT_HBN,PARENT,426,False,False,False,,,,,,
P:427,N,PARENT_HBN,PARENT,427,False,False,False,,,,,,
P:428,B,PARENT_HBN,PARENT,428,False,False,False,,,,,,
P:429,N,PARENT_HBN,PARENT,429,False,False,False,,,,,,
P:430,B,PARENT_HBN,PARENT,430,False,False,False,,,,,,
P:431,N,PARENT_HBN,PARENT,431,False,False,False,,,,,,
P:432,B,PARENT_HBN,PARENT,432,False,False,False,,,,,,
P:433,N,PARENT_HBN,PARENT,433,False,False,False,,,,,,
P:434,B,PARENT_HBN,PARENT,434,False,False,False,,,,,,
P:435,N,PARENT_HBN,PARENT,435,False,False,False,,,,,,
P:436,B,PARENT_HBN,PARENT,436,False,False,False,,,,,,
P:437,N,PARENT_HBN,PARENT,437,False,False,False,,,,,,
P:438,B,PARENT_HBN,PARENT,438,False,False,False,,,,,,
P:439,N,PARENT_HBN,PARENT,439,False,False,False,,,,,,
P:440,B,PARENT_HBN,PARENT,440,False,False,False,,,,,,
P:441,N,PARENT_HBN,PARENT,441,False,False,False,,,,,,
P:442,B,PARENT_HBN,PARENT,442,False,False,False,,,,,,
P:443,N,PARENT_HBN,PARENT,443,False,False,False,,,,,,
P:444,B,PARENT_HBN,PARENT,444,False,False,False,,,,,,
P:445,N,PARENT_HBN,PARENT,445,False,False,False,,,,,,
P:446,B,PARENT_HBN,PARENT,446,False,False,False,,,,,,
P:447,N,PARENT_HBN,PARENT,447,False,False,False,,,,,,
P:448,B,PARENT_HBN,PARENT,448,False,False,False,,,,,,
P:449,N,PARENT_HBN,PARENT,449,False,False,False,,,,,,
P:450,B,PARENT_HBN,PARENT,450,False,False,False,,,,,,
P:451,N,PARENT_HBN,PARENT,451,False,False,False,,,,,,
P:452,B,PARENT_HBN,PARENT,452,False,False,False,,,,,,
P:453,N,PARENT_HBN,PARENT,453,False,False,False,,,,,,
P:454,B,PARENT_HBN,PARENT,454,False,False,False,,,,,,
P:455,N,PARENT_HBN,PARENT,455,False,False,False,,,,,,
P:456,B,PARENT_HBN,PARENT,456,False,False,False,,,,,,
P:457,N,PARENT_HBN,PARENT,457,False,False,False,,,,,,
P:458,B,PARENT_HBN,PARENT,458,False,False,False,,,,,,
P:459,N,PARENT_HBN,PARENT,459,False,False,False,,,,,,
P:460,B,PARENT_HBN,PARENT,460,False,False,False,,,,,,
P:461,N,PARENT_HBN,PARENT,461,False,False,False,,,,,,
P:462,B,PARENT_HBN,PARENT,462,False,False,False,,,,,,
P:463,N,PARENT_HBN,PARENT,463,False,False,False,,,,,,
P:464,B,PARENT_HBN,PARENT,464,False,False,False,,,,,,
P:465,N,PARENT_HBN,PARENT,465,False,False,False,,,,,,
P:466,B,PARENT_HBN,PARENT,466,False,False,False,,,,,,
P:467,N,PARENT_HBN,PARENT,467,False,False,False,,,,,,
P:468,B,PARENT_HBN,PARENT,468,False,False,False,,,,,,
P:469,N,PARENT_HBN,PARENT,469,False,False,False,,,,,,
P:470,B,PARENT_HBN,PARENT,470,False,False,False,,,,,,
P:471,N,PARENT_HBN,PARENT,471,False,False,False,,,,,,
P:472,B,PARENT_HBN,PARENT,472,False,False,False,,,,,,
P:473,N,PARENT_HBN,PARENT,473,False,False,False,,,,,,
P:474,B,PARENT_HBN,PARENT,474,False,False,False,,,,,,
P:475,N,PARENT_HBN,PARENT,475,False,False,False,,,,,,
P:476,B,PARENT_HBN,PARENT,476,False,False,False,,,,,,
P:477,N,PARENT_HBN,PARENT,477,False,False,False,,,,,,
P:478,B,PARENT_HBN,PARENT,478,False,False,False,,,,,,
P:479,N,PARENT_HBN,PARENT,479,False,False,False,,,,,,
P:480,B,PARENT_HBN,PARENT,480,False,False,False,,,,,,
P:481,N,PARENT_HBN,PARENT,481,False,False,False,,,,,,
P:482,B,PARENT_HBN,PARENT,482,False,False,False,,,,,,
P:483,N,PARENT_HBN,PARENT,483,False,False,False,,,,,,
P:484,B,PARENT_HBN,PARENT,484,False,False,False,,,,,,
P:485,N,PARENT_HBN,PARENT,485,False,False,False,,,,,,
P:486,B,PARENT_HBN,PARENT,486,False,False,False,,,,,,
P:487,N,PARENT_HBN,PARENT,487,False,False,False,,,,,,
P:488,B,PARENT_HBN,PARENT,488,False,False,False,,,,,,
P:489,N,PARENT_HBN,PARENT,489,False,False,False,,,,,,
P:490,B,PARENT_HBN,PARENT,490,False,False,False,,,,,,
P:491,N,PARENT_HBN,PARENT,491,False,False,False,,,,,,
P:492,B,PARENT_HBN,PARENT,492,False,False,False,,,,,,
P:493,N,PARENT_HBN,PARENT,493,False,False,False,,,,,,
P:494,B,PARENT_HBN,PARENT,494,False,False,False,,,,,,
P:495,N,PARENT_HBN,PARENT,495,False,False,False,,,,,,
P:496,B,PARENT_HBN,PARENT,496,False,False,False,,,,,,
P:497,N,PARENT_HBN,PARENT,497,False,False,False,,,,,,
P:498,B,PARENT_HBN,PARENT,498,False,False,False,,,,,,
P:499,N,PARENT_HBN,PARENT,499,False,False,False,,,,,,
P:500,B,PARENT_HBN,PARENT,500,False,False,False,,,,,,
P:501,N,PARENT_HBN,PARENT,501,False,False,False,,,,,,
P:502,B,PARENT_HBN,PARENT,502,False,False,False,,,,,,
P:503,N,PARENT_HBN,PARENT,503,False,False,False,,,,,,
P:504,B,PARENT_HBN,PARENT,504,False,False,False,,,,,,
P:505,N,PARENT_HBN,PARENT,505,False,False,False,,,,,,
P:506,B,PARENT_HBN,PARENT,506,False,False,False,,,,,,
P:507,N,PARENT_HBN,PARENT,507,False,False,False,,,,,,
P:508,B,PARENT_HBN,PARENT,508,False,False,False,,,,,,
P:509,N,PARENT_HBN,PARENT,509,False,False,False,,,,,,
P:510,B,PARENT_HBN,PARENT,510,False,False,False,,,,,,
P:511,N,PARENT_HBN,PARENT,511,False,False,False,,,,,,
P:512,B,PARENT_HBN,PARENT,512,False,False,False,,,,,,
P:513,N,PARENT_HBN,PARENT,513,False,False,False,,,,,,
P:514,B,PARENT_HBN,PARENT,514,False,False,False,,,,,,
P:515,N,PARENT_HBN,PARENT,515,False,False,False,,,,,,
P:516,B,PARENT_HBN,PARENT,516,False,False,False,,,,,,
P:517,N,PARENT_HBN,PARENT,517,False,False,False,,,,,,
P:518,B,PARENT_HBN,PARENT,518,False,False,False,,,,,,
P:519,N,PARENT_HBN,PARENT,519,False,False,False,,,,,,
P:520,B,PARENT_HBN,PARENT,520,False,False,False,,,,,,
P:521,N,PARENT_HBN,PARENT,521,False,False,False,,,,,,
P:522,B,PARENT_HBN,PARENT,522,False,False,False,,,,,,
P:523,N,PARENT_HBN,PARENT,523,False,False,False,,,,,,
P:524,B,PARENT_HBN,PARENT,524,False,False,False,,,,,,
P:525,N,PARENT_HBN,PARENT,525,False,False,False,,,,,,
P:526,B,PARENT_HBN,PARENT,526,False,False,False,,,,,,
P:527,N,PARENT_HBN,PARENT,527,False,False,False,,,,,,
P:528,B,PARENT_HBN,PARENT,528,False,False,False,,,,,,
P:529,N,PARENT_HBN,PARENT,529,False,False,False,,,,,,
P:530,B,PARENT_HBN,PARENT,530,False,False,False,,,,,,
P:531,N,PARENT_HBN,PARENT,531,False,False,False,,,,,,
P:532,B,PARENT_HBN,PARENT,532,False,False,False,,,,,,
P:533,N,PARENT_HBN,PARENT,533,False,False,False,,,,,,
P:534,B,PARENT_HBN,PARENT,534,False,False,False,,,,,,
P:535,N,PARENT_HBN,PARENT,535,False,False,False,,,,,,
P:536,B,PARENT_HBN,PARENT,536,False,False,False,,,,,,
P:537,N,PARENT_HBN,PARENT,537,False,False,False,,,,,,
P:538,B,PARENT_HBN,PARENT,538,False,False,False,,,,,,
P:539,N,PARENT_HBN,PARENT,539,False,False,False,,,,,,
P:540,B,PARENT_HBN,PARENT,540,False,False,False,,,,,,
P:541,N,PARENT_HBN,PARENT,541,False,False,False,,,,,,
P:542,B,PARENT_HBN,PARENT,542,False,False,False,,,,,,
P:543,N,PARENT_HBN,PARENT,543,False,False,False,,,,,,
P:544,B,PARENT_HBN,PARENT,544,False,False,False,,,,,,
P:545,N,PARENT_HBN,PARENT,545,False,False,False,,,,,,
P:546,B,PARENT_HBN,PARENT,546,False,False,False,,,,,,
P:547,N,PARENT_HBN,PARENT,547,False,False,False,,,,,,
P:548,B,PARENT_HBN,PARENT,548,False,False,False,,,,,,
P:549,N,PARENT_HBN,PARENT,549,False,False,False,,,,,,
P:550,B,PARENT_HBN,PARENT,550,False,False,False,,,,,,
P:551,N,PARENT_HBN,PARENT,551,False,False,False,,,,,,
P:552,B,PARENT_HBN,PARENT,552,False,False,False,,,,,,
P:553,N,PARENT_HBN,PARENT,553,False,False,False,,,,,,
P:554,B,PARENT_HBN,PARENT,554,False,False,False,,,,,,
P:555,N,PARENT_HBN,PARENT,555,False,False,False,,,,,,
P:556,B,PARENT_HBN,PARENT,556,False,False,False,,,,,,
P:557,N,PARENT_HBN,PARENT,557,False,False,False,,,,,,
P:558,B,PARENT_HBN,PARENT,558,False,False,False,,,,,,
P:559,N,PARENT_HBN,PARENT,559,False,False,False,,,,,,
P:560,B,PARENT_HBN,PARENT,560,False,False,False,,,,,,
P:561,N,PARENT_HBN,PARENT,561,False,False,False,,,,,,
P:562,B,PARENT_HBN,PARENT,562,False,False,False,,,,,,
P:563,N,PARENT_HBN,PARENT,563,False,False,False,,,,,,
P:564,B,PARENT_HBN,PARENT,564,False,False,False,,,,,,
P:565,N,PARENT_HBN,PARENT,565,False,False,False,,,,,,
P:566,B,PARENT_HBN,PARENT,566,False,False,False,,,,,,
P:567,N,PARENT_HBN,PARENT,567,False,False,False,,,,,,
P:568,B,PARENT_HBN,PARENT,568,False,False,False,,,,,,
P:569,N,PARENT_HBN,PARENT,569,False,False,False,,,,,,
P:570,B,PARENT_HBN,PARENT,570,False,False,False,,,,,,
P:571,N,PARENT_HBN,PARENT,571,False,False,False,,,,,,
P:572,B,PARENT_HBN,PARENT,572,False,False,False,,,,,,
P:573,N,PARENT_HBN,PARENT,573,False,False,False,,,,,,
P:574,B,PARENT_HBN,PARENT,574,False,False,False,,,,,,
P:575,N,PARENT_HBN,PARENT,575,False,False,False,,,,,,
P:576,B,PARENT_HBN,PARENT,576,False,False,False,,,,,,
P:577,N,PARENT_HBN,PARENT,577,False,False,False,,,,,,
P:578,B,PARENT_HBN,PARENT,578,False,False,False,,,,,,
P:579,N,PARENT_HBN,PARENT,579,False,False,False,,,,,,
P:580,B,PARENT_HBN,PARENT,580,False,False,False,,,,,,
P:581,N,PARENT_HBN,PARENT,581,False,False,False,,,,,,
P:582,B,PARENT_HBN,PARENT,582,False,False,False,,,,,,
P:583,N,PARENT_HBN,PARENT,583,False,False,False,,,,,,
P:584,B,PARENT_HBN,PARENT,584,False,False,False,,,,,,
P:585,N,PARENT_HBN,PARENT,585,False,False,False,,,,,,
P:586,B,PARENT_HBN,PARENT,586,False,False,False,,,,,,
P:587,N,PARENT_HBN,PARENT,587,False,False,False,,,,,,
P:588,B,PARENT_HBN,PARENT,588,False,False,False,,,,,,
P:589,N,PARENT_HBN,PARENT,589,False,False,False,,,,,,
P:590,B,PARENT_HBN,PARENT,590,False,False,False,,,,,,
P:591,N,PARENT_HBN,PARENT,591,False,False,False,,,,,,
P:592,B,PARENT_HBN,PARENT,592,False,False,False,,,,,,
P:593,N,PARENT_HBN,PARENT,593,False,False,False,,,,,,
P:594,B,PARENT_HBN,PARENT,594,False,False,False,,,,,,
P:595,N,PARENT_HBN,PARENT,595,False,False,False,,,,,,
P:596,B,PARENT_HBN,PARENT,596,False,False,False,,,,,,
P:597,N,PARENT_HBN,PARENT,597,False,False,False,,,,,,
P:598,B,PARENT_HBN,PARENT,598,False,False,False,,,,,,
P:599,N,PARENT_HBN,PARENT,599,False,False,False,,,,,,
P:600,B,PARENT_HBN,PARENT,600,False,False,False,,,,,,
P:601,N,PARENT_HBN,PARENT,601,False,False,False,,,,,,
P:602,B,PARENT_HBN,PARENT,602,False,False,False,,,,,,
P:603,N,PARENT_HBN,PARENT,603,False,False,False,,,,,,
P:604,B,PARENT_HBN,PARENT,604,False,False,False,,,,,,
P:605,N,PARENT_HBN,PARENT,605,False,False,False,,,,,,
P:606,B,PARENT_HBN,PARENT,606,False,False,False,,,,,,
P:607,N,PARENT_HBN,PARENT,607,False,False,False,,,,,,
P:608,B,PARENT_HBN,PARENT,608,False,False,False,,,,,,
P:609,N,PARENT_HBN,PARENT,609,False,False,False,,,,,,
P:610,B,PARENT_HBN,PARENT,610,False,False,False,,,,,,
P:611,N,PARENT_HBN,PARENT,611,False,False,False,,,,,,
P:612,B,PARENT_HBN,PARENT,612,False,False,False,,,,,,
P:613,N,PARENT_HBN,PARENT,613,False,False,False,,,,,,
P:614,B,PARENT_HBN,PARENT,614,False,False,False,,,,,,
P:615,N,PARENT_HBN,PARENT,615,False,False,False,,,,,,
P:616,B,PARENT_HBN,PARENT,616,False,False,False,,,,,,
P:617,N,PARENT_HBN,PARENT,617,False,False,False,,,,,,
P:618,B,PARENT_HBN,PARENT,618,False,False,False,,,,,,
P:619,N,PARENT_HBN,PARENT,619,False,False,False,,,,,,
P:620,B,PARENT_HBN,PARENT,620,False,False,False,,,,,,
P:621,N,PARENT_HBN,PARENT,621,False,False,False,,,,,,
P:622,B,PARENT_HBN,PARENT,622,False,False,False,,,,,,
P:623,N,PARENT_HBN,PARENT,623,False,False,False,,,,,,
P:624,B,PARENT_HBN,PARENT,624,False,False,False,,,,,,
P:625,N,PARENT_HBN,PARENT,625,False,False,False,,,,,,
P:626,B,PARENT_HBN,PARENT,626,False,False,False,,,,,,
P:627,N,PARENT_HBN,PARENT,627,False,False,False,,,,,,
P:628,B,PARENT_HBN,PARENT,628,False,False,False,,,,,,
P:629,N,PARENT_HBN,PARENT,629,False,False,False,,,,,,
P:630,B,PARENT_HBN,PARENT,630,False,False,False,,,,,,
P:631,N,PARENT_HBN,PARENT,631,False,False,False,,,,,,
P:632,B,PARENT_HBN,PARENT,632,False,False,False,,,,,,
P:633,N,PARENT_HBN,PARENT,633,False,False,False,,,,,,
P:634,B,PARENT_HBN,PARENT,634,False,False,False,,,,,,
P:635,N,PARENT_HBN,PARENT,635,False,False,False,,,,,,
P:636,B,PARENT_HBN,PARENT,636,False,False,False,,,,,,
P:637,N,PARENT_HBN,PARENT,637,False,False,False,,,,,,
P:638,B,PARENT_HBN,PARENT,638,False,False,False,,,,,,
P:639,N,PARENT_HBN,PARENT,639,False,False,False,,,,,,
P:640,B,PARENT_HBN,PARENT,640,False,False,False,,,,,,
P:641,N,PARENT_HBN,PARENT,641,False,False,False,,,,,,
P:642,B,PARENT_HBN,PARENT,642,False,False,False,,,,,,
P:643,N,PARENT_HBN,PARENT,643,False,False,False,,,,,,
P:644,B,PARENT_HBN,PARENT,644,False,False,False,,,,,,
P:645,N,PARENT_HBN,PARENT,645,False,False,False,,,,,,
P:646,B,PARENT_HBN,PARENT,646,False,False,False,,,,,,
P:647,N,PARENT_HBN,PARENT,647,False,False,False,,,,,,
P:648,B,PARENT_HBN,PARENT,648,False,False,False,,,,,,
P:649,N,PARENT_HBN,PARENT,649,False,False,False,,,,,,
P:650,B,PARENT_HBN,PARENT,650,False,False,False,,,,,,
P:651,N,PARENT_HBN,PARENT,651,False,False,False,,,,,,
P:652,B,PARENT_HBN,PARENT,652,False,False,False,,,,,,
P:653,N,PARENT_HBN,PARENT,653,False,False,False,,,,,,
P:654,B,PARENT_HBN,PARENT,654,False,False,False,,,,,,
P:655,N,PARENT_HBN,PARENT,655,False,False,False,,,,,,
P:656,B,PARENT_HBN,PARENT,656,False,False,False,,,,,,
P:657,N,PARENT_HBN,PARENT,657,False,False,False,,,,,,
P:658,B,PARENT_HBN,PARENT,658,False,False,False,,,,,,
P:659,N,PARENT_HBN,PARENT,659,False,False,False,,,,,,
P:660,B,PARENT_HBN,PARENT,660,False,False,False,,,,,,
P:661,N,PARENT_HBN,PARENT,661,False,False,False,,,,,,
P:662,B,PARENT_HBN,PARENT,662,False,False,False,,,,,,
P:663,N,PARENT_HBN,PARENT,663,False,False,False,,,,,,
P:664,B,PARENT_HBN,PARENT,664,False,False,False,,,,,,
P:665,N,PARENT_HBN,PARENT,665,False,False,False,,,,,,
P:666,B,PARENT_HBN,PARENT,666,False,False,False,,,,,,
P:667,N,PARENT_HBN,PARENT,667,False,False,False,,,,,,
P:668,B,PARENT_HBN,PARENT,668,False,False,False,,,,,,
P:669,N,PARENT_HBN,PARENT,669,False,False,False,,,,,,
P:670,B,PARENT_HBN,PARENT,670,False,False,False,,,,,,
P:671,N,PARENT_HBN,PARENT,671,False,False,False,,,,,,
P:672,B,PARENT_HBN,PARENT,672,False,False,False,,,,,,
P:673,N,PARENT_HBN,PARENT,673,False,False,False,,,,,,
P:674,B,PARENT_HBN,PARENT,674,False,False,False,,,,,,
P:675,N,PARENT_HBN,PARENT,675,False,False,False,,,,,,
P:676,B,PARENT_HBN,PARENT,676,False,False,False,,,,,,
P:677,N,PARENT_HBN,PARENT,677,False,False,False,,,,,,
P:678,B,PARENT_HBN,PARENT,678,False,False,False,,,,,,
P:679,N,PARENT_HBN,PARENT,679,False,False,False,,,,,,
P:680,B,PARENT_HBN,PARENT,680,False,False,False,,,,,,
P:681,N,PARENT_HBN,PARENT,681,False,False,False,,,,,,
P:682,B,PARENT_HBN,PARENT,682,False,False,False,,,,,,
P:683,N,PARENT_HBN,PARENT,683,False,False,False,,,,,,
P:684,B,PARENT_HBN,PARENT,684,False,False,False,,,,,,
P:685,N,PARENT_HBN,PARENT,685,False,False,False,,,,,,
P:686,B,PARENT_HBN,PARENT,686,False,False,False,,,,,,
P:687,N,PARENT_HBN,PARENT,687,False,False,False,,,,,,
P:688,B,PARENT_HBN,PARENT,688,False,False,False,,,,,,
P:689,N,PARENT_HBN,PARENT,689,False,False,False,,,,,,
P:690,B,PARENT_HBN,PARENT,690,False,False,False,,,,,,
P:691,N,PARENT_HBN,PARENT,691,False,False,False,,,,,,
P:692,B,PARENT_HBN,PARENT,692,False,False,False,,,,,,
P:693,N,PARENT_HBN,PARENT,693,False,False,False,,,,,,
P:694,B,PARENT_HBN,PARENT,694,False,False,False,,,,,,
P:695,N,PARENT_HBN,PARENT,695,False,False,False,,,,,,
P:696,B,PARENT_HBN,PARENT,696,False,False,False,,,,,,
P:697,N,PARENT_HBN,PARENT,697,False,False,False,,,,,,
P:698,B,PARENT_HBN,PARENT,698,False,False,False,,,,,,
P:699,N,PARENT_HBN,PARENT,699,False,False,False,,,,,,
P:700,B,PARENT_HBN,PARENT,700,False,False,False,,,,,,
P:701,N,PARENT_HBN,PARENT,701,False,False,False,,,,,,
P:702,B,PARENT_HBN,PARENT,702,False,False,False,,,,,,
P:703,N,PARENT_HBN,PARENT,703,False,False,False,,,,,,
P:704,B,PARENT_HBN,PARENT,704,False,False,False,,,,,,
P:705,N,PARENT_HBN,PARENT,705,False,False,False,,,,,,
P:706,B,PARENT_HBN,PARENT,706,False,False,False,,,,,,
P:707,N,PARENT_HBN,PARENT,707,False,False,False,,,,,,
P:708,B,PARENT_HBN,PARENT,708,False,False,False,,,,,,
P:709,N,PARENT_HBN,PARENT,709,False,False,False,,,,,,
P:710,B,PARENT_HBN,PARENT,710,False,False,False,,,,,,
P:711,N,PARENT_HBN,PARENT,711,False,False,False,,,,,,
P:712,B,PARENT_HBN,PARENT,712,False,False,False,,,,,,
P:713,N,PARENT_HBN,PARENT,713,False,False,False,,,,,,
P:714,B,PARENT_HBN,PARENT,714,False,False,False,,,,,,
P:715,N,PARENT_HBN,PARENT,715,False,False,False,,,,,,
P:716,B,PARENT_HBN,PARENT,716,False,False,False,,,,,,
P:717,N,PARENT_HBN,PARENT,717,False,False,False,,,,,,
P:718,B,PARENT_HBN,PARENT,718,False,False,False,,,,,,
P:719,N,PARENT_HBN,PARENT,719,False,False,False,,,,,,
P:720,B,PARENT_HBN,PARENT,720,False,False,False,,,,,,
P:721,N,PARENT_HBN,PARENT,721,False,False,False,,,,,,
P:722,B,PARENT_HBN,PARENT,722,False,False,False,,,,,,
P:723,N,PARENT_HBN,PARENT,723,False,False,False,,,,,,
P:724,B,PARENT_HBN,PARENT,724,False,False,False,,,,,,
P:725,N,PARENT_HBN,PARENT,725,False,False,False,,,,,,
P:726,B,PARENT_HBN,PARENT,726,False,False,False,,,,,,
P:727,N,PARENT_HBN,PARENT,727,False,False,False,,,,,,
P:728,B,PARENT_HBN,PARENT,728,False,False,False,,,,,,
P:729,N,PARENT_HBN,PARENT,729,False,False,False,,,,,,
P:730,B,PARENT_HBN,PARENT,730,False,False,False,,,,,,
P:731,N,PARENT_HBN,PARENT,731,False,False,False,,,,,,
P:732,B,PARENT_HBN,PARENT,732,False,False,False,,,,,,
P:733,N,PARENT_HBN,PARENT,733,False,False,False,,,,,,
P:734,B,PARENT_HBN,PARENT,734,False,False,False,,,,,,
P:735,N,PARENT_HBN,PARENT,735,False,False,False,,,,,,
P:736,B,PARENT_HBN,PARENT,736,False,False,False,,,,,,
P:737,N,PARENT_HBN,PARENT,737,False,False,False,,,,,,
P:738,B,PARENT_HBN,PARENT,738,False,False,False,,,,,,
P:739,N,PARENT_HBN,PARENT,739,False,False,False,,,,,,
P:740,B,PARENT_HBN,PARENT,740,False,False,False,,,,,,
P:741,N,PARENT_HBN,PARENT,741,False,False,False,,,,,,
P:742,B,PARENT_HBN,PARENT,742,False,False,False,,,,,,
P:743,N,PARENT_HBN,PARENT,743,False,False,False,,,,,,
P:744,B,PARENT_HBN,PARENT,744,False,False,False,,,,,,
P:745,N,PARENT_HBN,PARENT,745,False,False,False,,,,,,
P:746,B,PARENT_HBN,PARENT,746,False,False,False,,,,,,
P:747,N,PARENT_HBN,PARENT,747,False,False,False,,,,,,
P:748,B,PARENT_HBN,PARENT,748,False,False,False,,,,,,
P:749,N,PARENT_HBN,PARENT,749,False,False,False,,,,,,
P:750,B,PARENT_HBN,PARENT,750,False,False,False,,,,,,
P:751,N,PARENT_HBN,PARENT,751,False,False,False,,,,,,
P:752,B,PARENT_HBN,PARENT,752,False,False,False,,,,,,
P:753,N,PARENT_HBN,PARENT,753,False,False,False,,,,,,
P:754,B,PARENT_HBN,PARENT,754,False,False,False,,,,,,
P:755,N,PARENT_HBN,PARENT,755,False,False,False,,,,,,
P:756,B,PARENT_HBN,PARENT,756,False,False,False,,,,,,
P:757,N,PARENT_HBN,PARENT,757,False,False,False,,,,,,
P:758,B,PARENT_HBN,PARENT,758,False,False,False,,,,,,
P:759,N,PARENT_HBN,PARENT,759,False,False,False,,,,,,
P:760,B,PARENT_HBN,PARENT,760,False,False,False,,,,,,
P:761,N,PARENT_HBN,PARENT,761,False,False,False,,,,,,
P:762,B,PARENT_HBN,PARENT,762,False,False,False,,,,,,
P:763,N,PARENT_HBN,PARENT,763,False,False,False,,,,,,
P:764,B,PARENT_HBN,PARENT,764,False,False,False,,,,,,
P:765,N,PARENT_HBN,PARENT,765,False,False,False,,,,,,
P:766,B,PARENT_HBN,PARENT,766,False,False,False,,,,,,
P:767,N,PARENT_HBN,PARENT,767,False,False,False,,,,,,
P:768,B,PARENT_HBN,PARENT,768,False,False,False,,,,,,
P:769,N,PARENT_HBN,PARENT,769,False,False,False,,,,,,
P:770,B,PARENT_HBN,PARENT,770,False,False,False,,,,,,
P:771,N,PARENT_HBN,PARENT,771,False,False,False,,,,,,
P:772,B,PARENT_HBN,PARENT,772,False,False,False,,,,,,
P:773,N,PARENT_HBN,PARENT,773,False,False,False,,,,,,
P:774,B,PARENT_HBN,PARENT,774,False,False,False,,,,,,
P:775,N,PARENT_HBN,PARENT,775,False,False,False,,,,,,
P:776,B,PARENT_HBN,PARENT,776,False,False,False,,,,,,
P:777,N,PARENT_HBN,PARENT,777,False,False,False,,,,,,
P:778,B,PARENT_HBN,PARENT,778,False,False,False,,,,,,
P:779,N,PARENT_HBN,PARENT,779,False,False,False,,,,,,
P:780,B,PARENT_HBN,PARENT,780,False,False,False,,,,,,
P:781,N,PARENT_HBN,PARENT,781,False,False,False,,,,,,
P:782,B,PARENT_HBN,PARENT,782,False,False,False,,,,,,
P:783,N,PARENT_HBN,PARENT,783,False,False,False,,,,,,
P:784,B,PARENT_HBN,PARENT,784,False,False,False,,,,,,
P:785,N,PARENT_HBN,PARENT,785,False,False,False,,,,,,
P:786,B,PARENT_HBN,PARENT,786,False,False,False,,,,,,
P:787,N,PARENT_HBN,PARENT,787,False,False,False,,,,,,
P:788,B,PARENT_HBN,PARENT,788,False,False,False,,,,,,
P:789,N,PARENT_HBN,PARENT,789,False,False,False,,,,,,
P:790,B,PARENT_HBN,PARENT,790,False,False,False,,,,,,
P:791,N,PARENT_HBN,PARENT,791,False,False,False,,,,,,
P:792,B,PARENT_HBN,PARENT,792,False,False,False,,,,,,
P:793,N,PARENT_HBN,PARENT,793,False,False,False,,,,,,
P:794,B,PARENT_HBN,PARENT,794,False,False,False,,,,,,
P:795,N,PARENT_HBN,PARENT,795,False,False,False,,,,,,
P:796,B,PARENT_HBN,PARENT,796,False,False,False,,,,,,
P:797,N,PARENT_HBN,PARENT,797,False,False,False,,,,,,
P:798,B,PARENT_HBN,PARENT,798,False,False,False,,,,,,
P:799,N,PARENT_HBN,PARENT,799,False,False,False,,,,,,
P:800,B,PARENT_HBN,PARENT,800,False,False,False,,,,,,
P:801,N,PARENT_HBN,PARENT,801,False,False,False,,,,,,
P:802,B,PARENT_HBN,PARENT,802,False,False,False,,,,,,
P:803,N,PARENT_HBN,PARENT,803,False,False,False,,,,,,
P:804,B,PARENT_HBN,PARENT,804,False,False,False,,,,,,
P:805,N,PARENT_HBN,PARENT,805,False,False,False,,,,,,
P:806,B,PARENT_HBN,PARENT,806,False,False,False,,,,,,
P:807,N,PARENT_HBN,PARENT,807,False,False,False,,,,,,
P:808,B,PARENT_HBN,PARENT,808,False,False,False,,,,,,
P:809,N,PARENT_HBN,PARENT,809,False,False,False,,,,,,
