source_gro,pyrene_resnr,atom_count,min_pyr_hbn_nm,pyr_atom,hbn_atom,contacts_lt_0p30,contacts_lt_0p35,contacts_lt_0p40,contacts_lt_0p45
runs/phase1A/hybrid_hbnBonded_kang2000_improperGeo150_nvt5ps/nvt_5ps_100K.gro,2,26,0.46952,1698:H1,356:N0356,0,0,0,0
runs/phase1A/hybrid_hbnBonded_kang2000_improperGeo150_nvt5ps/nvt_5ps_100K.gro,3,26,0.35709,1721:C14,608:N0608,0,0,49,140
runs/phase1A/hybrid_hbnBonded_kang2000_improperGeo150_nvt5ps/nvt_5ps_100K.gro,4,26,0.39136,1736:C3,1036:N1036,0,0,7,60
runs/phase1A/hybrid_hbnBonded_kang2000_improperGeo150_nvt5ps/nvt_5ps_100K.gro,5,26,0.71073,1773:C14,1346:N1346,0,0,0,0
