atom,name,r_ref_nm,r_cur_nm,delta_r_nm
236,N0236,1.20786,1.18662,-0.02123
237,B0237,1.20636,1.13842,-0.06794
238,N0238,1.20736,1.14674,-0.06062
239,B0239,1.20641,1.12774,-0.07867
240,N0240,1.20740,1.14274,-0.06467
241,B0241,1.20700,1.16415,-0.04285
242,N0242,1.20700,1.16764,-0.03936
243,B0243,1.20737,1.17774,-0.02963
244,N0244,1.20737,1.17912,-0.02825
245,B0245,1.20614,1.17992,-0.02622
246,N0246,1.20688,1.18205,-0.02483
247,B0247,1.20663,1.20694,0.00030
248,N0248,1.20750,1.20943,0.00193
249,B0249,1.20674,1.23249,0.02575
250,N0250,1.20800,1.23992,0.03191
251,B0251,1.20740,1.25315,0.04575
252,N0252,1.20641,1.25663,0.05022
253,B0253,1.20736,1.28114,0.07379
254,N0254,1.20636,1.28507,0.07871
255,B0255,1.20660,1.28503,0.07843
256,N0256,1.20755,1.28826,0.08071
257,B0257,1.20640,1.28978,0.08338
258,N0258,1.20727,1.28905,0.08179
259,B0259,1.20657,1.27866,0.07209
260,N0260,1.20798,1.28552,0.07754
261,B0261,1.20699,1.26728,0.06029
262,N0262,1.20699,1.26220,0.05522
263,B0263,1.20657,1.23526,0.02869
264,N0264,1.20748,1.23768,0.03020
265,B0265,1.20681,1.21757,0.01075
266,N0266,1.20660,1.21380,0.00719
267,B0267,1.20727,1.20107,-0.00620
268,N0268,1.20627,1.20728,0.00102
269,B0269,1.20651,1.20588,-0.00063
270,N0270,1.20651,1.20872,0.00221
271,B0271,1.20638,1.20309,-0.00329
272,N0272,1.20729,1.21325,0.00596
273,B0273,1.20671,1.20268,-0.00403
274,N0274,1.20671,1.21243,0.00572
275,B0275,1.20622,1.21258,0.00636
276,N0276,1.20696,1.21639,0.00943
277,B0277,1.20686,1.23504,0.02818
278,N0278,1.20686,1.22589,0.01903
279,B0279,1.20741,1.24287,0.03546
280,N0280,1.20741,1.22986,0.02245
281,B0281,1.20788,1.22659,0.01871
282,N0282,1.20689,1.20427,-0.00261
283,B0283,1.20694,1.19694,-0.00999
284,N0284,1.20694,1.18292,-0.02402
285,B0285,1.20630,1.19374,-0.01256
286,N0286,1.20756,1.18132,-0.02624
287,B0287,1.20709,1.19022,-0.01687
288,N0288,1.20709,1.18231,-0.02478
289,B0289,1.20587,1.20812,0.00225
290,N0290,1.20728,1.20245,-0.00483
291,B0291,1.20687,1.22242,0.01555
292,N0292,1.20768,1.21695,0.00927
293,B0293,1.20681,1.20727,0.00046
294,N0294,1.20681,1.20949,0.00268
295,B0295,1.20717,1.16962,-0.03755
296,N0296,1.20717,1.18095,-0.02622
297,B0297,1.20774,1.14693,-0.06081
298,N0298,1.20774,1.15334,-0.05439
299,B0299,1.20727,1.15493,-0.05234
300,N0300,1.20727,1.15439,-0.05288
301,B0301,1.20613,1.17466,-0.03148
302,N0302,1.20663,1.16972,-0.03692
303,B0303,1.20547,1.17866,-0.02681
304,N0304,1.20688,1.17849,-0.02840
305,B0305,1.20656,1.19472,-0.01183
306,N0306,1.20737,1.19831,-0.00906
307,B0307,1.20608,1.23112,0.02504
308,N0308,1.20700,1.23695,0.02995
309,B0309,1.20727,1.25296,0.04568
310,N0310,1.20727,1.26175,0.05448
311,B0311,1.20674,1.27672,0.06998
312,N0312,1.20774,1.27903,0.07130
313,B0313,1.20599,1.29396,0.08798
314,N0314,1.20717,1.29151,0.08433
315,B0315,1.20589,1.28531,0.07941
316,N0316,1.20681,1.28185,0.07504
317,B0317,1.20628,1.29259,0.08631
318,N0318,1.20687,1.28701,0.08014
319,B0319,1.20512,1.27004,0.06492
320,N0320,1.20654,1.27946,0.07292
321,B0321,1.20623,1.25112,0.04489
322,N0322,1.20709,1.25014,0.04305
323,B0323,1.20630,1.22295,0.01665
324,N0324,1.20756,1.22962,0.02207
325,B0325,1.20694,1.20706,0.00012
326,N0326,1.20694,1.21384,0.00691
327,B0327,1.20689,1.21085,0.00397
328,N0328,1.20689,1.21192,0.00503
329,B0329,1.20615,1.21405,0.00790
330,N0330,1.20741,1.22469,0.01728
331,B0331,1.20686,1.22060,0.01374
332,N0332,1.20686,1.23208,0.02522
333,B0333,1.20555,1.21800,0.01245
334,N0334,1.20696,1.22545,0.01848
335,B0335,1.20590,1.21686,0.01096
336,N0336,1.20671,1.21678,0.01007
337,B0337,1.20638,1.21937,0.01299
338,N0338,1.20729,1.20399,-0.00330
339,B0339,1.20671,1.20618,-0.00053
340,N0340,1.20553,1.18893,-0.01660
341,B0341,1.20627,1.18344,-0.02282
342,N0342,1.20727,1.16633,-0.04094
343,B0343,1.20563,1.17462,-0.03100
344,N0344,1.20563,1.16473,-0.04090
345,B0345,1.20657,1.17131,-0.03526
346,N0346,1.20657,1.17630,-0.03027
347,B0347,1.20640,1.18721,-0.01919
348,N0348,1.20640,1.19275,-0.01365
349,B0349,1.20583,1.20979,0.00397
350,N0350,1.20724,1.21243,0.00519
351,B0351,1.20640,1.21375,0.00735
352,N0352,1.20727,1.20936,0.00209
353,B0353,1.20660,1.20082,-0.00578
354,N0354,1.20786,1.20288,-0.00498
355,B0355,1.20636,1.16863,-0.03773
356,N0356,1.20736,1.17756,-0.02980
357,B0357,1.20641,1.15575,-0.05066
358,N0358,1.20641,1.16578,-0.04063
359,B0359,1.20674,1.16258,-0.04416
360,N0360,1.20769,1.16693,-0.04076
361,B0361,1.20597,1.17454,-0.03143
362,N0362,1.20737,1.18037,-0.02700
363,B0363,1.20547,1.18771,-0.01776
364,N0364,1.20688,1.19051,-0.01637
365,B0365,1.20613,1.21332,0.00718
366,N0366,1.20663,1.21637,0.00974
367,B0367,1.20579,1.25331,0.04752
368,N0368,1.20674,1.25053,0.04379
369,B0369,1.20641,1.27355,0.06714
370,N0370,1.20542,1.27196,0.06654
371,B0371,1.20636,1.28489,0.07853
372,N0372,1.20636,1.28386,0.07750
373,B0373,1.20565,1.28457,0.07893
374,N0374,1.20660,1.27884,0.07224
375,B0375,1.20590,1.27728,0.07138
376,N0376,1.20640,1.27292,0.06652
377,B0377,1.20583,1.28147,0.07564
378,N0378,1.20724,1.27556,0.06832
379,B0379,1.20640,1.26413,0.05773
380,N0380,1.20640,1.25984,0.05345
381,B0381,1.20657,1.23722,0.03065
382,N0382,1.20657,1.24188,0.03531
383,B0383,1.20563,1.22215,0.01652
384,N0384,1.20563,1.22881,0.02318
385,B0385,1.20627,1.20981,0.00354
386,N0386,1.20627,1.21419,0.00792
387,B0387,1.20553,1.22246,0.01693
388,N0388,1.20553,1.22032,0.01479
389,B0389,1.20638,1.23081,0.02443
390,N0390,1.20638,1.23190,0.02552
391,B0391,1.20590,1.23330,0.02740
392,N0392,1.20671,1.23142,0.02471
393,B0393,1.20555,1.22082,0.01527
394,N0394,1.20696,1.22466,0.01770
395,B0395,1.20599,1.20546,-0.00053
396,N0396,1.20686,1.20732,0.00046
397,B0397,1.20615,1.18908,-0.01707
398,N0398,1.20741,1.18190,-0.02551
399,B0399,1.20689,1.17128,-0.03560
400,N0400,1.20689,1.15576,-0.05113
401,B0401,1.20694,1.16174,-0.04520
402,N0402,1.20694,1.15466,-0.05228
403,B0403,1.20630,1.16615,-0.04014
404,N0404,1.20725,1.16634,-0.04090
405,B0405,1.20623,1.18873,-0.01750
406,N0406,1.20709,1.18269,-0.02441
407,B0407,1.20512,1.20509,-0.00003
408,N0408,1.20654,1.20357,-0.00296
409,B0409,1.20628,1.20812,0.00184
410,N0410,1.20628,1.20266,-0.00363
411,B0411,1.20589,1.20063,-0.00526
412,N0412,1.20681,1.18545,-0.02136
413,B0413,1.20717,1.18858,-0.01860
414,N0414,1.20717,1.17946,-0.02771
415,B0415,1.20774,1.17132,-0.03641
416,N0416,1.20674,1.16966,-0.03707
417,B0417,1.20706,1.16999,-0.03707
418,N0418,1.20727,1.18176,-0.02552
419,B0419,1.20608,1.16925,-0.03684
420,N0420,1.20700,1.17651,-0.03048
421,B0421,1.20547,1.18602,-0.01945
422,N0422,1.20688,1.19944,-0.00744
423,B0423,1.20597,1.20663,0.00066
424,N0424,1.20737,1.21483,0.00746
425,B0425,1.20608,1.23482,0.02873
426,N0426,1.20700,1.23170,0.02470
427,B0427,1.20609,1.26152,0.05543
428,N0428,1.20727,1.26564,0.05837
429,B0429,1.20674,1.28252,0.07579
430,N0430,1.20774,1.28668,0.07895
431,B0431,1.20599,1.28375,0.07777
432,N0432,1.20717,1.28221,0.07504
433,B0433,1.20589,1.27398,0.06809
434,N0434,1.20681,1.26865,0.06184
435,B0435,1.20628,1.27463,0.06835
436,N0436,1.20687,1.26500,0.05813
437,B0437,1.20512,1.26717,0.06205
438,N0438,1.20654,1.26663,0.06009
439,B0439,1.20623,1.25179,0.04556
440,N0440,1.20709,1.25021,0.04311
441,B0441,1.20630,1.23450,0.02821
442,N0442,1.20756,1.23135,0.02379
443,B0443,1.20594,1.21966,0.01372
444,N0444,1.20694,1.22913,0.02219
445,B0445,1.20589,1.21901,0.01312
446,N0446,1.20689,1.22012,0.01323
447,B0447,1.20615,1.22283,0.01668
448,N0448,1.20741,1.21490,0.00749
449,B0449,1.20599,1.22761,0.02161
450,N0450,1.20686,1.22204,0.01518
451,B0451,1.20555,1.22681,0.02126
452,N0452,1.20696,1.22931,0.02234
453,B0453,1.20590,1.21667,0.01076
454,N0454,1.20671,1.22515,0.01844
455,B0455,1.20638,1.19545,-0.01093
456,N0456,1.20638,1.20933,0.00295
457,B0457,1.20553,1.16117,-0.04436
458,N0458,1.20553,1.17826,-0.02727
459,B0459,1.20627,1.15403,-0.05223
460,N0460,1.20627,1.16097,-0.04530
461,B0461,1.20563,1.15715,-0.04848
462,N0462,1.20563,1.16014,-0.04549
463,B0463,1.20657,1.17395,-0.03262
464,N0464,1.20657,1.17490,-0.03167
465,B0465,1.20640,1.19618,-0.01022
466,N0466,1.20640,1.19270,-0.01370
467,B0467,1.20583,1.19986,-0.00596
468,N0468,1.20724,1.20104,-0.00620
469,B0469,1.20590,1.19305,-0.01285
470,N0470,1.20640,1.18416,-0.02224
471,B0471,1.20565,1.17879,-0.02686
472,N0472,1.20660,1.17284,-0.03376
473,B0473,1.20636,1.16747,-0.03889
474,N0474,1.20636,1.17219,-0.03417
475,B0475,1.20641,1.17892,-0.02749
476,N0476,1.20641,1.18308,-0.02333
477,B0477,1.20579,1.18651,-0.01928
478,N0478,1.20674,1.20198,-0.00476
479,B0479,1.20527,1.18223,-0.02304
480,N0480,1.20663,1.19878,-0.00785
481,B0481,1.20547,1.21462,0.00915
482,N0482,1.20688,1.22601,0.01913
483,B0483,1.20527,1.22388,0.01862
484,N0484,1.20613,1.24082,0.03468
485,B0485,1.20579,1.25036,0.04457
486,N0486,1.20674,1.26228,0.05553
487,B0487,1.20641,1.28174,0.07533
488,N0488,1.20641,1.28741,0.08099
489,B0489,1.20636,1.28578,0.07942
490,N0490,1.20636,1.29178,0.08541
491,B0491,1.20565,1.27382,0.06817
492,N0492,1.20660,1.27830,0.07171
493,B0493,1.20590,1.26618,0.06028
494,N0494,1.20640,1.26237,0.05597
495,B0495,1.20583,1.26516,0.05934
496,N0496,1.20724,1.26320,0.05596
497,B0497,1.20640,1.25198,0.04558
498,N0498,1.20640,1.24763,0.04123
499,B0499,1.20657,1.23573,0.02916
500,N0500,1.20657,1.23403,0.02746
501,B0501,1.20465,1.23215,0.02750
502,N0502,1.20563,1.22924,0.02361
503,B0503,1.20627,1.22380,0.01754
504,N0504,1.20627,1.21815,0.01189
505,B0505,1.20553,1.21386,0.00833
506,N0506,1.20553,1.21061,0.00508
507,B0507,1.20638,1.21227,0.00590
508,N0508,1.20638,1.21297,0.00659
509,B0509,1.20590,1.22593,0.02003
510,N0510,1.20671,1.22677,0.02006
511,B0511,1.20555,1.22979,0.02424
512,N0512,1.20696,1.23069,0.02373
513,B0513,1.20599,1.22103,0.01504
514,N0514,1.20686,1.22166,0.01480
515,B0515,1.20615,1.19800,-0.00815
516,N0516,1.20741,1.20382,-0.00359
517,B0517,1.20689,1.17541,-0.03148
518,N0518,1.20689,1.18656,-0.02032
519,B0519,1.20594,1.16271,-0.04323
520,N0520,1.20694,1.17371,-0.03323
521,B0521,1.20630,1.16261,-0.04369
522,N0522,1.20756,1.16495,-0.04260
523,B0523,1.20623,1.18611,-0.02012
524,N0524,1.20709,1.17614,-0.03095
525,B0525,1.20512,1.19766,-0.00746
526,N0526,1.20654,1.18581,-0.02072
527,B0527,1.20628,1.18895,-0.01733
528,N0528,1.20628,1.17499,-0.03129
529,B0529,1.20589,1.16956,-0.03634
530,N0530,1.20681,1.15942,-0.04738
531,B0531,1.20620,1.16926,-0.03694
532,N0532,1.20717,1.16942,-0.03775
533,B0533,1.20674,1.17353,-0.03321
534,N0534,1.20774,1.18012,-0.02762
535,B0535,1.20609,1.20127,-0.00482
536,N0536,1.20727,1.20788,0.00061
537,B0537,1.20608,1.20792,0.00183
538,N0538,1.20700,1.21935,0.01235
539,B0539,1.20597,1.20592,-0.00005
540,N0540,1.20737,1.21503,0.00766
541,B0541,1.20597,1.23085,0.02488
542,N0542,1.20656,1.22739,0.02083
543,B0543,1.20608,1.25323,0.04715
544,N0544,1.20700,1.25648,0.04948
545,B0545,1.20727,1.27684,0.06956
546,N0546,1.20727,1.28153,0.07426
547,B0547,1.20674,1.29338,0.08665
548,N0548,1.20674,1.29566,0.08892
549,B0549,1.20717,1.28974,0.08257
550,N0550,1.20717,1.28954,0.08236
551,B0551,1.20589,1.27382,0.06792
552,N0552,1.20681,1.28241,0.07560
553,B0553,1.20628,1.25849,0.05221
554,N0554,1.20628,1.25792,0.05164
555,B0555,1.20512,1.25329,0.04817
556,N0556,1.20654,1.24559,0.03905
557,B0557,1.20623,1.23284,0.02661
558,N0558,1.20709,1.23503,0.02794
559,B0559,1.20630,1.23584,0.02955
560,N0560,1.20725,1.24163,0.03438
561,B0561,1.20694,1.22138,0.01444
562,N0562,1.20694,1.23375,0.02681
563,B0563,1.20689,1.21537,0.00848
564,N0564,1.20689,1.22553,0.01864
565,B0565,1.20615,1.21077,0.00462
566,N0566,1.20741,1.20881,0.00140
567,B0567,1.20599,1.22112,0.01513
568,N0568,1.20686,1.20796,0.00110
569,B0569,1.20555,1.22516,0.01961
570,N0570,1.20696,1.22212,0.01516
571,B0571,1.20590,1.22017,0.01427
572,N0572,1.20590,1.22369,0.01779
573,B0573,1.20638,1.21347,0.00710
574,N0574,1.20638,1.20765,0.00127
575,B0575,1.20553,1.19055,-0.01497
576,N0576,1.20553,1.18893,-0.01660
577,B0577,1.20627,1.18317,-0.02310
578,N0578,1.20627,1.18574,-0.02052
579,B0579,1.20563,1.17135,-0.03428
580,N0580,1.20563,1.17468,-0.03095
581,B0581,1.20657,1.16947,-0.03710
582,N0582,1.20657,1.17228,-0.03429
583,B0583,1.20640,1.17905,-0.02735
584,N0584,1.20640,1.18018,-0.02622
585,B0585,1.20583,1.17659,-0.02924
586,N0586,1.20657,1.17633,-0.03024
587,B0587,1.20590,1.16614,-0.03976
588,N0588,1.20640,1.17013,-0.03627
589,B0589,1.20565,1.16233,-0.04331
590,N0590,1.20660,1.15963,-0.04697
591,B0591,1.20636,1.17158,-0.03479
592,N0592,1.20537,1.17266,-0.03270
593,B0593,1.20641,1.19939,-0.00702
594,N0594,1.20542,1.20756,0.00215
595,B0595,1.20579,1.21745,0.01166
596,N0596,1.20674,1.23467,0.02793
597,B0597,1.20613,1.22421,0.01808
598,N0598,1.20663,1.23984,0.03320
599,B0599,1.20547,1.21883,0.01335
600,N0600,1.20688,1.22339,0.01650
601,B0601,1.20527,1.23916,0.03389
602,N0602,1.20663,1.23420,0.02757
603,B0603,1.20674,1.26473,0.05799
604,N0604,1.20769,1.25419,0.04650
605,B0605,1.20641,1.29033,0.08392
606,N0606,1.20740,1.28562,0.07822
607,B0607,1.20636,1.29074,0.08438
608,N0608,1.20736,1.29374,0.08638
609,B0609,1.20565,1.29260,0.08695
610,N0610,1.20755,1.30161,0.09407
611,B0611,1.20590,1.26895,0.06305
612,N0612,1.20640,1.27186,0.06546
613,B0613,1.20583,1.24954,0.04371
614,N0614,1.20724,1.25732,0.05008
615,B0615,1.20559,1.24132,0.03573
616,N0616,1.20640,1.24833,0.04193
617,B0617,1.20566,1.24018,0.03452
618,N0618,1.20657,1.24452,0.03795
619,B0619,1.20563,1.24233,0.03670
620,N0620,1.20563,1.24806,0.04243
621,B0621,1.20627,1.23417,0.02790
622,N0622,1.20627,1.24169,0.03543
623,B0623,1.20553,1.21718,0.01165
624,N0624,1.20553,1.22196,0.01643
625,B0625,1.20638,1.20040,-0.00597
626,N0626,1.20638,1.19962,-0.00676
627,B0627,1.20590,1.20702,0.00112
628,N0628,1.20671,1.20787,0.00116
629,B0629,1.20555,1.22217,0.01662
630,N0630,1.20696,1.21232,0.00536
631,B0631,1.20599,1.21556,0.00957
632,N0632,1.20686,1.20619,-0.00067
633,B0633,1.20615,1.19532,-0.01083
634,N0634,1.20741,1.18145,-0.02596
635,B0635,1.20689,1.18608,-0.02081
636,N0636,1.20689,1.17080,-0.03609
637,B0637,1.20694,1.17552,-0.03142
638,N0638,1.20694,1.16350,-0.04344
639,B0639,1.20630,1.17220,-0.03410
640,N0640,1.20756,1.16691,-0.04064
641,B0641,1.20573,1.17398,-0.03175
642,N0642,1.20709,1.17337,-0.03372
643,B0643,1.20512,1.17870,-0.02642
644,N0644,1.20654,1.17447,-0.03207
645,B0645,1.20547,1.17136,-0.03411
646,N0646,1.20628,1.16676,-0.03952
647,B0647,1.20589,1.15808,-0.04781
648,N0648,1.20681,1.15250,-0.05431
649,B0649,1.20620,1.16835,-0.03785
650,N0650,1.20717,1.17013,-0.03704
651,B0651,1.20574,1.19044,-0.01529
652,N0652,1.20674,1.20328,-0.00345
653,B0653,1.20609,1.23078,0.02469
654,N0654,1.20727,1.24039,0.03312
655,B0655,1.20608,1.24258,0.03649
656,N0656,1.20700,1.25300,0.04600
657,B0657,1.20597,1.24058,0.03461
658,N0658,1.20737,1.25139,0.04402
659,B0659,1.20547,1.21897,0.01350
660,N0660,1.20688,1.22677,0.01988
661,B0661,1.20608,1.23739,0.03131
662,N0662,1.20700,1.23612,0.02912
663,B0663,1.20727,1.26277,0.05550
664,N0664,1.20727,1.26115,0.05388
665,B0665,1.20674,1.28471,0.07797
666,N0666,1.20774,1.28291,0.07518
667,B0667,1.20717,1.29918,0.09201
668,N0668,1.20717,1.29112,0.08395
669,B0669,1.20589,1.28726,0.08137
670,N0670,1.20681,1.28572,0.07891
671,B0671,1.20628,1.26095,0.05467
672,N0672,1.20628,1.25952,0.05323
673,B0673,1.20512,1.24787,0.04275
674,N0674,1.20654,1.24441,0.03787
675,B0675,1.20623,1.24845,0.04222
676,N0676,1.20709,1.25232,0.04522
677,B0677,1.20630,1.24966,0.04336
678,N0678,1.20756,1.25859,0.05104
679,B0679,1.20694,1.25321,0.04628
680,N0680,1.20694,1.26899,0.06205
681,B0681,1.20689,1.23796,0.03107
682,N0682,1.20689,1.25010,0.04321
683,B0683,1.20615,1.21364,0.00749
684,N0684,1.20741,1.22223,0.01482
685,B0685,1.20599,1.20156,-0.00443
686,N0686,1.20686,1.20143,-0.00543
687,B0687,1.20555,1.20332,-0.00223
688,N0688,1.20696,1.19863,-0.00833
689,B0689,1.20590,1.20387,-0.00203
690,N0690,1.20671,1.19185,-0.01486
691,B0691,1.20638,1.18817,-0.01821
692,N0692,1.20729,1.18372,-0.02357
693,B0693,1.20553,1.16270,-0.04283
694,N0694,1.20651,1.14092,-0.06559
695,B0695,1.20627,1.15633,-0.04993
696,N0696,1.20627,1.13572,-0.07054
697,B0697,1.20660,1.15113,-0.05547
698,N0698,1.20563,1.14553,-0.06009
699,B0699,1.20657,1.16676,-0.03981
700,N0700,1.20657,1.15947,-0.04710
701,B0701,1.20640,1.17420,-0.03220
702,N0702,1.20640,1.17350,-0.03290
703,B0703,1.20657,1.16887,-0.03770
704,N0704,1.20724,1.17147,-0.03577
705,B0705,1.20503,1.16188,-0.04315
706,N0706,1.20640,1.16792,-0.03848
707,B0707,1.20565,1.15618,-0.04947
708,N0708,1.20660,1.16676,-0.03983
709,B0709,1.20537,1.19168,-0.01368
710,N0710,1.20636,1.19891,-0.00745
711,B0711,1.20542,1.22087,0.01546
712,N0712,1.20641,1.22500,0.01859
713,B0713,1.20579,1.25189,0.04610
714,N0714,1.20674,1.25166,0.04492
715,B0715,1.20613,1.25639,0.05025
716,N0716,1.20663,1.26220,0.05556
717,B0717,1.20547,1.24339,0.03791
718,N0718,1.20688,1.24936,0.04247
719,B0719,1.20597,1.22909,0.02312
720,N0720,1.20737,1.23082,0.02345
721,B0721,1.20579,1.24774,0.04195
722,N0722,1.20674,1.25600,0.04925
723,B0723,1.20542,1.27209,0.06668
724,N0724,1.20641,1.26935,0.06294
725,B0725,1.20537,1.28474,0.07937
726,N0726,1.20636,1.27374,0.06738
727,B0727,1.20565,1.28514,0.07949
728,N0728,1.20660,1.26925,0.06265
729,B0729,1.20590,1.27109,0.06519
730,N0730,1.20640,1.25901,0.05261
731,B0731,1.20583,1.24419,0.03836
732,N0732,1.20657,1.24506,0.03849
733,B0733,1.20640,1.24974,0.04334
734,N0734,1.20640,1.25392,0.04753
735,B0735,1.20657,1.25746,0.05089
736,N0736,1.20657,1.25715,0.05058
737,B0737,1.20563,1.26748,0.06185
738,N0738,1.20563,1.27111,0.06548
739,B0739,1.20627,1.26778,0.06152
740,N0740,1.20627,1.26644,0.06017
741,B0741,1.20553,1.24050,0.03497
742,N0742,1.20553,1.24445,0.03892
743,B0743,1.20638,1.21014,0.00376
744,N0744,1.20638,1.20964,0.00326
745,B0745,1.20590,1.19487,-0.01103
746,N0746,1.20671,1.19397,-0.01274
747,B0747,1.20555,1.19308,-0.01247
748,N0748,1.20696,1.19776,-0.00921
749,B0749,1.20599,1.18512,-0.02088
750,N0750,1.20686,1.17842,-0.02844
751,B0751,1.20615,1.15238,-0.05377
752,N0752,1.20741,1.15238,-0.05503
753,B0753,1.20689,1.12618,-0.08071
754,N0754,1.20689,1.11599,-0.09090
755,B0755,1.20694,1.13041,-0.07652
756,N0756,1.20694,1.10942,-0.09752
757,B0757,1.20630,1.14284,-0.06345
758,N0758,1.20725,1.13054,-0.07670
759,B0759,1.20573,1.16442,-0.04131
760,N0760,1.20709,1.15219,-0.05490
761,B0761,1.20512,1.16968,-0.03545
762,N0762,1.20654,1.16533,-0.04121
763,B0763,1.20628,1.17141,-0.03487
764,N0764,1.20628,1.17560,-0.03068
765,B0765,1.20589,1.16919,-0.03670
766,N0766,1.20681,1.18294,-0.02387
767,B0767,1.20599,1.18666,-0.01933
768,N0768,1.20717,1.19525,-0.01193
769,B0769,1.20574,1.21471,0.00898
770,N0770,1.20674,1.22148,0.01474
771,B0771,1.20609,1.23988,0.03379
772,N0772,1.20727,1.24527,0.03800
773,B0773,1.20608,1.25951,0.05342
774,N0774,1.20608,1.26302,0.05693
775,B0775,1.20656,1.25605,0.04949
776,N0776,1.20737,1.25245,0.04508
777,B0777,1.20547,1.24383,0.03836
778,N0778,1.20688,1.24169,0.03481
779,B0779,1.20613,1.23286,0.02673
780,N0780,1.20613,1.24177,0.03564
781,B0781,1.20609,1.25917,0.05308
782,N0782,1.20727,1.25881,0.05153
783,B0783,1.20674,1.27247,0.06573
784,N0784,1.20774,1.27744,0.06971
785,B0785,1.20599,1.26556,0.05957
786,N0786,1.20717,1.27362,0.06644
787,B0787,1.20589,1.26330,0.05741
788,N0788,1.20681,1.26646,0.05965
789,B0789,1.20547,1.25106,0.04558
790,N0790,1.20628,1.25505,0.04877
791,B0791,1.20512,1.24899,0.04387
792,N0792,1.20654,1.25422,0.04769
793,B0793,1.20573,1.25962,0.05389
794,N0794,1.20709,1.26069,0.05360
795,B0795,1.20630,1.26439,0.05810
796,N0796,1.20725,1.26306,0.05582
797,B0797,1.20594,1.27150,0.06555
798,N0798,1.20694,1.26622,0.05928
799,B0799,1.20589,1.25755,0.05165
800,N0800,1.20689,1.24563,0.03874
801,B0801,1.20520,1.22644,0.02124
802,N0802,1.20615,1.22473,0.01858
803,B0803,1.20599,1.20201,-0.00398
804,N0804,1.20686,1.21712,0.01027
805,B0805,1.20555,1.19522,-0.01033
806,N0806,1.20696,1.20888,0.00192
807,B0807,1.20531,1.18834,-0.01698
808,N0808,1.20590,1.19401,-0.01189
809,B0809,1.20638,1.16673,-0.03965
810,N0810,1.20638,1.16614,-0.04024
811,B0811,1.20553,1.13155,-0.07398
812,N0812,1.20553,1.12932,-0.07621
813,B0813,1.20627,1.10373,-0.10253
814,N0814,1.20627,1.10261,-0.10365
815,B0815,1.20563,1.11179,-0.09383
816,N0816,1.20563,1.10393,-0.10169
817,B0817,1.20566,1.13259,-0.07307
818,N0818,1.20657,1.12376,-0.08281
819,B0819,1.20559,1.15501,-0.05058
820,N0820,1.20640,1.14714,-0.05926
821,B0821,1.20583,1.16693,-0.03890
822,N0822,1.20657,1.16401,-0.04256
823,B0823,1.20590,1.17867,-0.02723
824,N0824,1.20640,1.17342,-0.03298
825,B0825,1.20565,1.18893,-0.01671
826,N0826,1.20660,1.19030,-0.01630
827,B0827,1.20537,1.20522,-0.00015
828,N0828,1.20636,1.21479,0.00843
829,B0829,1.20542,1.23838,0.03296
830,N0830,1.20641,1.24658,0.04017
831,B0831,1.20579,1.26528,0.05949
832,N0832,1.20674,1.27184,0.06510
833,B0833,1.20527,1.25545,0.05018
834,N0834,1.20663,1.26304,0.05641
835,B0835,1.20547,1.24102,0.03554
836,N0836,1.20688,1.25101,0.04413
837,B0837,1.20597,1.24654,0.04057
838,N0838,1.20737,1.25630,0.04894
839,B0839,1.20608,1.25202,0.04593
840,N0840,1.20608,1.25920,0.05312
841,B0841,1.20542,1.26661,0.06120
842,N0842,1.20641,1.26172,0.05531
843,B0843,1.20636,1.27374,0.06738
844,N0844,1.20636,1.27574,0.06938
845,B0845,1.20565,1.27710,0.07145
846,N0846,1.20660,1.27769,0.07110
847,B0847,1.20590,1.26124,0.05534
848,N0848,1.20640,1.27124,0.06484
849,B0849,1.20657,1.25888,0.05231
850,N0850,1.20724,1.26024,0.05300
851,B0851,1.20559,1.25453,0.04894
852,N0852,1.20640,1.25592,0.04952
853,B0853,1.20566,1.26665,0.06100
854,N0854,1.20657,1.26467,0.05810
855,B0855,1.20563,1.26003,0.05440
856,N0856,1.20563,1.26183,0.05620
857,B0857,1.20627,1.24817,0.04191
858,N0858,1.20627,1.23765,0.03139
859,B0859,1.20553,1.22725,0.02173
860,N0860,1.20651,1.21518,0.00868
861,B0861,1.20546,1.21809,0.01263
862,N0862,1.20638,1.21640,0.01002
863,B0863,1.20590,1.21323,0.00733
864,N0864,1.20671,1.21685,0.01014
865,B0865,1.20555,1.19951,-0.00604
866,N0866,1.20696,1.20125,-0.00571
867,B0867,1.20599,1.17834,-0.02765
868,N0868,1.20686,1.17371,-0.03315
869,B0869,1.20615,1.14434,-0.06181
870,N0870,1.20741,1.12513,-0.08228
871,B0871,1.20589,1.11089,-0.09500
872,N0872,1.20689,1.10071,-0.10618
873,B0873,1.20594,1.09836,-0.10759
874,N0874,1.20694,1.09633,-0.11060
875,B0875,1.20534,1.10850,-0.09685
876,N0876,1.20725,1.10893,-0.09831
877,B0877,1.20573,1.12866,-0.07707
878,N0878,1.20709,1.12945,-0.07765
879,B0879,1.20512,1.15391,-0.05121
880,N0880,1.20654,1.15184,-0.05470
881,B0881,1.20628,1.17139,-0.03489
882,N0882,1.20628,1.17568,-0.03060
883,B0883,1.20589,1.18234,-0.02355
884,N0884,1.20681,1.18858,-0.01823
885,B0885,1.20620,1.20021,-0.00599
886,N0886,1.20717,1.21544,0.00826
887,B0887,1.20574,1.23216,0.02643
